Year,Géographie,Type de famille économique,data.Demographic characteristics,Niveau de sécurité alimentaire du ménage,GeoCode,Value
2020,Colombie-Britannique,Hommes âgés hors famille économique,,Insécurité alimentaire modérée ou grave,59,7.0
2020,Colombie-Britannique,Hommes âgés hors famille économique,,Insécurité alimentaire modérée,59,
2020,Colombie-Britannique,Hommes âgés hors famille économique,,Insécurité alimentaire grave,59,
2020,Colombie-Britannique,Femmes âgées hors famille économique,,Sécurité alimentaire,59,86.2
2020,Colombie-Britannique,Femmes âgées hors famille économique,,Insécurité alimentaire,59,13.8
2020,Colombie-Britannique,Femmes âgées hors famille économique,,Insécurité alimentaire marginale,59,3.5
2020,Colombie-Britannique,Femmes âgées hors famille économique,,Insécurité alimentaire modérée ou grave,59,10.3
2020,Colombie-Britannique,Femmes âgées hors famille économique,,Insécurité alimentaire modérée,59,7.2
2020,Colombie-Britannique,Femmes âgées hors famille économique,,Insécurité alimentaire grave,59,3.2
2020,Colombie-Britannique,Personnes non âgées hors famille économique,,Sécurité alimentaire,59,79.9
2020,Colombie-Britannique,Personnes non âgées hors famille économique,,Insécurité alimentaire,59,20.1
2020,Colombie-Britannique,Personnes non âgées hors famille économique,,Insécurité alimentaire marginale,59,5.1
2020,Colombie-Britannique,Personnes non âgées hors famille économique,,Insécurité alimentaire modérée ou grave,59,14.9
2020,Colombie-Britannique,Personnes non âgées hors famille économique,,Insécurité alimentaire modérée,59,9.4
2020,Colombie-Britannique,Personnes non âgées hors famille économique,,Insécurité alimentaire grave,59,5.6
2020,Colombie-Britannique,Hommes non âgés hors famille économique,,Sécurité alimentaire,59,82.9
2020,Colombie-Britannique,Hommes non âgés hors famille économique,,Insécurité alimentaire,59,17.1
2020,Colombie-Britannique,Hommes non âgés hors famille économique,,Insécurité alimentaire marginale,59,3.8
2020,Colombie-Britannique,Hommes non âgés hors famille économique,,Insécurité alimentaire modérée ou grave,59,13.3
2020,Colombie-Britannique,Hommes non âgés hors famille économique,,Insécurité alimentaire modérée,59,7.4
2020,Colombie-Britannique,Hommes non âgés hors famille économique,,Insécurité alimentaire grave,59,
2020,Colombie-Britannique,Femmes non âgées hors famille économique,,Sécurité alimentaire,59,76.3
2020,Colombie-Britannique,Femmes non âgées hors famille économique,,Insécurité alimentaire,59,23.7
2020,Colombie-Britannique,Femmes non âgées hors famille économique,,Insécurité alimentaire marginale,59,6.7
2020,Colombie-Britannique,Femmes non âgées hors famille économique,,Insécurité alimentaire modérée ou grave,59,17.0
2020,Colombie-Britannique,Femmes non âgées hors famille économique,,Insécurité alimentaire modérée,59,11.8
2020,Colombie-Britannique,Femmes non âgées hors famille économique,,Insécurité alimentaire grave,59,5.2
2021,Canada,Toutes les personnes,,Sécurité alimentaire,,81.6
2021,Canada,Toutes les personnes,,Insécurité alimentaire,,18.4
2021,Canada,Toutes les personnes,,Insécurité alimentaire marginale,,5.6
2021,Canada,Toutes les personnes,,Insécurité alimentaire modérée,,8.9
2021,Canada,Toutes les personnes,,Insécurité alimentaire grave,,4.0
2021,Canada,Personnes dans les familles économiques,,Sécurité alimentaire,,81.9
2021,Canada,Personnes dans les familles économiques,,Insécurité alimentaire,,18.1
2021,Canada,Personnes dans les familles économiques,,Insécurité alimentaire marginale,,5.7
2021,Canada,Personnes dans les familles économiques,,Insécurité alimentaire modérée ou grave,,12.4
2021,Canada,Personnes dans les familles économiques,,Insécurité alimentaire modérée,,9.0
2021,Canada,Personnes dans les familles économiques,,Insécurité alimentaire grave,,3.4
2021,Canada,Personnes dans les familles de personnes âgées,,Sécurité alimentaire,,91.7
2021,Canada,Personnes dans les familles de personnes âgées,,Insécurité alimentaire,,8.3
2021,Canada,Personnes dans les familles de personnes âgées,,Insécurité alimentaire marginale,,3.4
2021,Canada,Personnes dans les familles de personnes âgées,,Insécurité alimentaire modérée ou grave,,4.9
2021,Canada,Personnes dans les familles de personnes âgées,,Insécurité alimentaire modérée,,3.7
2021,Canada,Personnes dans les familles de personnes âgées,,Insécurité alimentaire grave,,1.2
2021,Canada,Personnes dans les couples de personnes âgées,,Sécurité alimentaire,,93.6
2021,Canada,Personnes dans les couples de personnes âgées,,Insécurité alimentaire,,6.4
2021,Canada,Personnes dans les couples de personnes âgées,,Insécurité alimentaire marginale,,3.1
2021,Canada,Personnes dans les couples de personnes âgées,,Insécurité alimentaire modérée ou grave,,3.3
2021,Canada,Personnes dans les couples de personnes âgées,,Insécurité alimentaire modérée,,2.7
2021,Canada,Personnes dans les couples de personnes âgées,,Insécurité alimentaire grave,,0.7
2021,Canada,Personnes dans les autres familles de personnes âgées,,Sécurité alimentaire,,87.1
2021,Canada,Personnes dans les autres familles de personnes âgées,,Insécurité alimentaire,,12.9
2021,Canada,Personnes dans les autres familles de personnes âgées,,Insécurité alimentaire marginale,,4.1
2021,Canada,Personnes dans les autres familles de personnes âgées,,Insécurité alimentaire modérée ou grave,,8.8
2021,Canada,Personnes dans les autres familles de personnes âgées,,Insécurité alimentaire modérée,,6.2
2021,Canada,Personnes dans les autres familles de personnes âgées,,Insécurité alimentaire grave,,2.6
2021,Canada,Personnes dans les familles non âgées,,Sécurité alimentaire,,80.2
2021,Canada,Personnes dans les familles non âgées,,Insécurité alimentaire,,19.8
2021,Canada,Personnes dans les familles non âgées,,Insécurité alimentaire marginale,,6.1
2021,Canada,Personnes dans les familles non âgées,,Insécurité alimentaire modérée ou grave,,13.8
2021,Canada,Personnes dans les familles non âgées,,Insécurité alimentaire modérée,,9.9
2021,Canada,Personnes dans les familles non âgées,,Insécurité alimentaire grave,,3.8
2021,Canada,Personnes dans les couples,,Sécurité alimentaire,,88.1
2021,Canada,Personnes dans les couples,,Insécurité alimentaire,,11.9
2021,Canada,Personnes dans les couples,,Insécurité alimentaire marginale,,3.6
2021,Canada,Personnes dans les couples,,Insécurité alimentaire modérée ou grave,,8.3
2021,Canada,Personnes dans les couples,,Insécurité alimentaire modérée,,5.5
2021,Canada,Personnes dans les couples,,Insécurité alimentaire grave,,2.8
2021,Canada,Personnes dans les familles comptant un couple avec des enfants,,Sécurité alimentaire,,78.9
2021,Canada,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire,,21.1
2021,Canada,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire marginale,,7.2
2021,Canada,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire modérée ou grave,,13.9
2021,Canada,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire modérée,,10.9
2021,Canada,Personnes dans les familles comptant un couple avec des enfants,,Insécurité alimentaire grave,,3.0
2021,Canada,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Sécurité alimentaire,,85.7
2021,Canada,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire,,14.3
2021,Canada,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire marginale,,4.3
2021,Canada,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire modérée ou grave,,10.0
2021,Canada,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire modérée,,6.7
2021,Canada,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,Insécurité alimentaire grave,,3.3
2021,Canada,Personnes dans les familles monoparentales,,Sécurité alimentaire,,61.2
2021,Canada,Personnes dans les familles monoparentales,,Insécurité alimentaire,,38.8
2021,Canada,Personnes dans les familles monoparentales,,Insécurité alimentaire marginale,,8.8
2021,Canada,Personnes dans les familles monoparentales,,Insécurité alimentaire modérée ou grave,,30.0
2021,Canada,Personnes dans les familles monoparentales,,Insécurité alimentaire modérée,,19.9
2021,Canada,Personnes dans les familles monoparentales,,Insécurité alimentaire grave,,10.1
2021,Canada,Personnes dans les familles monoparentales ayant un homme à leur tête,,Sécurité alimentaire,,76.1
2021,Canada,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire,,23.9
2021,Canada,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire marginale,,10.0
2021,Canada,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire modérée ou grave,,13.9
2021,Canada,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire modérée,,9.2
2021,Canada,Personnes dans les familles monoparentales ayant un homme à leur tête,,Insécurité alimentaire grave,,4.7
2021,Canada,Personnes dans les familles monoparentales ayant une femme à leur tête,,Sécurité alimentaire,,57.4
2021,Canada,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire,,42.6
2021,Canada,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire marginale,,8.5
2021,Canada,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire modérée ou grave,,34.1
2021,Canada,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire modérée,,22.6
2021,Canada,Personnes dans les familles monoparentales ayant une femme à leur tête,,Insécurité alimentaire grave,,11.5
2021,Canada,Personnes dans les autres familles de personnes non âgées,,Sécurité alimentaire,,78.2
2021,Canada,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire,,21.8
2021,Canada,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire marginale,,5.2
2021,Canada,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire modérée ou grave,,16.6
2021,Canada,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire modérée,,10.5
2021,Canada,Personnes dans les autres familles de personnes non âgées,,Insécurité alimentaire grave,,6.1
2021,Canada,Personnes hors famille économique,,Sécurité alimentaire,,79.8
2021,Canada,Personnes hors famille économique,,Insécurité alimentaire,,20.2
2021,Canada,Personnes hors famille économique,,Insécurité alimentaire marginale,,5.1
2021,Canada,Personnes hors famille économique,,Insécurité alimentaire modérée ou grave,,15.1
2021,Canada,Personnes hors famille économique,,Insécurité alimentaire modérée,,8.4
2021,Canada,Personnes hors famille économique,,Insécurité alimentaire grave,,6.7
2021,Canada,Personnes âgées hors famille économique,,Sécurité alimentaire,,87.7
2021,Canada,Personnes âgées hors famille économique,,Insécurité alimentaire,,12.3
2021,Canada,Personnes âgées hors famille économique,,Insécurité alimentaire marginale,,4.3
2021,Canada,Personnes âgées hors famille économique,,Insécurité alimentaire modérée ou grave,,8.0
2021,Canada,Personnes âgées hors famille économique,,Insécurité alimentaire modérée,,5.3
2021,Canada,Personnes âgées hors famille économique,,Insécurité alimentaire grave,,2.7
2021,Canada,Hommes âgés hors famille économique,,Sécurité alimentaire,,86.9
2021,Canada,Hommes âgés hors famille économique,,Insécurité alimentaire,,13.1
2021,Canada,Hommes âgés hors famille économique,,Insécurité alimentaire marginale,,4.4
2021,Canada,Hommes âgés hors famille économique,,Insécurité alimentaire modérée ou grave,,8.7
2021,Canada,Hommes âgés hors famille économique,,Insécurité alimentaire modérée,,5.0
2021,Canada,Hommes âgés hors famille économique,,Insécurité alimentaire grave,,3.7
2021,Canada,Femmes âgées hors famille économique,,Sécurité alimentaire,,88.2
2021,Canada,Femmes âgées hors famille économique,,Insécurité alimentaire,,11.8
2021,Canada,Femmes âgées hors famille économique,,Insécurité alimentaire marginale,,4.3
2021,Canada,Femmes âgées hors famille économique,,Insécurité alimentaire modérée ou grave,,7.6
2021,Canada,Femmes âgées hors famille économique,,Insécurité alimentaire modérée,,5.5
2021,Canada,Femmes âgées hors famille économique,,Insécurité alimentaire grave,,2.1
2021,Canada,Personnes non âgées hors famille économique,,Sécurité alimentaire,,76.0
2021,Canada,Personnes non âgées hors famille économique,,Insécurité alimentaire,,24.0
2021,Canada,Personnes non âgées hors famille économique,,Insécurité alimentaire marginale,,5.5
