Year,Âge au décès,Sexe,Principales causes de décès,Value
2018,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,257.1
2018,75 à 84 ans,Hommes,Maladie chronique et cirrhose du foie,40.7
2018,75 à 84 ans,Hommes,Accidents (blessures involontaires),137.9
2018,75 à 84 ans,Hommes,Lésions auto-infligées,21.6
2018,75 à 84 ans,Femmes,Tumeurs malignes,1007.7
2018,75 à 84 ans,Femmes,Diabète sucré,79.9
2018,75 à 84 ans,Femmes,Maladie d'Alzheimer,93.3
2018,75 à 84 ans,Femmes,Maladies du coeur,531.4
2018,75 à 84 ans,Femmes,Maladies cérébrovasculaires,190.2
2018,75 à 84 ans,Femmes,Grippe et pneumopathie,83.3
2018,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,211.5
2018,75 à 84 ans,Femmes,Maladie chronique et cirrhose du foie,23.0
2018,75 à 84 ans,Femmes,Accidents (blessures involontaires),96.6
2018,75 à 84 ans,Femmes,Lésions auto-infligées,3.4
2018,85 ans et plus,Les deux sexes,Tumeurs malignes,2075.6
2018,85 ans et plus,Les deux sexes,Diabète sucré,257.6
2018,85 ans et plus,Les deux sexes,Maladie d'Alzheimer,541.7
2018,85 ans et plus,Les deux sexes,Maladies du coeur,3039.1
2018,85 ans et plus,Les deux sexes,Maladies cérébrovasculaires,830.3
2018,85 ans et plus,Les deux sexes,Grippe et pneumopathie,624.2
2018,85 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,559.8
2018,85 ans et plus,Les deux sexes,Maladie chronique et cirrhose du foie,28.6
2018,85 ans et plus,Les deux sexes,Accidents (blessures involontaires),554.9
2018,85 ans et plus,Les deux sexes,Lésions auto-infligées,11.4
2018,85 ans et plus,Hommes,Tumeurs malignes,2841.6
2018,85 ans et plus,Hommes,Diabète sucré,301.2
2018,85 ans et plus,Hommes,Maladie d'Alzheimer,427.7
2018,85 ans et plus,Hommes,Maladies du coeur,3465.8
2018,85 ans et plus,Hommes,Maladies cérébrovasculaires,760.7
2018,85 ans et plus,Hommes,Grippe et pneumopathie,686.7
2018,85 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,724.0
2018,85 ans et plus,Hommes,Maladie chronique et cirrhose du foie,42.5
2018,85 ans et plus,Hommes,Accidents (blessures involontaires),589.0
2018,85 ans et plus,Hommes,Lésions auto-infligées,24.2
2018,85 ans et plus,Femmes,Tumeurs malignes,1650.0
2018,85 ans et plus,Femmes,Diabète sucré,233.4
2018,85 ans et plus,Femmes,Maladie d'Alzheimer,605.0
2018,85 ans et plus,Femmes,Maladies du coeur,2802.1
2018,85 ans et plus,Femmes,Maladies cérébrovasculaires,869.0
2018,85 ans et plus,Femmes,Grippe et pneumopathie,589.5
2018,85 ans et plus,Femmes,Maladies chroniques des voies respiratoires inférieures,468.5
2018,85 ans et plus,Femmes,Maladie chronique et cirrhose du foie,20.9
2018,85 ans et plus,Femmes,Accidents (blessures involontaires),535.9
2018,85 ans et plus,Femmes,Lésions auto-infligées,4.2
2019,Tous les âges,Les deux sexes,Tumeurs malignes,213.9
2019,Tous les âges,Les deux sexes,Diabète sucré,18.6
2019,Tous les âges,Les deux sexes,Maladie d'Alzheimer,16.4
2019,Tous les âges,Les deux sexes,Maladies du coeur,142.2
2019,Tous les âges,Les deux sexes,Maladies cérébrovasculaires,36.5
2019,Tous les âges,Les deux sexes,Grippe et pneumopathie,18.5
2019,Tous les âges,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,34.3
2019,Tous les âges,Les deux sexes,Maladie chronique et cirrhose du foie,9.9
2019,Tous les âges,Les deux sexes,Accidents (blessures involontaires),42.3
2019,Tous les âges,Les deux sexes,Lésions auto-infligées,12.3
2019,Tous les âges,Hommes,Tumeurs malignes,229.9
2019,Tous les âges,Hommes,Diabète sucré,21.1
2019,Tous les âges,Hommes,Maladie d'Alzheimer,10.7
2019,Tous les âges,Hommes,Maladies du coeur,154.7
2019,Tous les âges,Hommes,Maladies cérébrovasculaires,32.0
2019,Tous les âges,Hommes,Grippe et pneumopathie,17.6
2019,Tous les âges,Hommes,Maladies chroniques des voies respiratoires inférieures,34.2
2019,Tous les âges,Hommes,Maladie chronique et cirrhose du foie,12.8
2019,Tous les âges,Hommes,Accidents (blessures involontaires),50.0
2019,Tous les âges,Hommes,Lésions auto-infligées,18.7
2019,Tous les âges,Femmes,Tumeurs malignes,198.1
2019,Tous les âges,Femmes,Diabète sucré,16.2
2019,Tous les âges,Femmes,Maladie d'Alzheimer,22.1
2019,Tous les âges,Femmes,Maladies du coeur,129.8
2019,Tous les âges,Femmes,Maladies cérébrovasculaires,40.9
2019,Tous les âges,Femmes,Grippe et pneumopathie,19.3
2019,Tous les âges,Femmes,Maladies chroniques des voies respiratoires inférieures,34.5
2019,Tous les âges,Femmes,Maladie chronique et cirrhose du foie,7.0
2019,Tous les âges,Femmes,Accidents (blessures involontaires),34.7
2019,Tous les âges,Femmes,Lésions auto-infligées,5.9
2019,1 à 14 ans,Les deux sexes,Tumeurs malignes,2.0
2019,1 à 14 ans,Les deux sexes,Diabète sucré,0.0
2019,1 à 14 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2019,1 à 14 ans,Les deux sexes,Maladies du coeur,0.4
2019,1 à 14 ans,Les deux sexes,Maladies cérébrovasculaires,0.2
2019,1 à 14 ans,Les deux sexes,Grippe et pneumopathie,0.3
2019,1 à 14 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.1
2019,1 à 14 ans,Les deux sexes,Maladie chronique et cirrhose du foie,0.0
2019,1 à 14 ans,Les deux sexes,Accidents (blessures involontaires),2.3
2019,1 à 14 ans,Les deux sexes,Lésions auto-infligées,0.9
2019,1 à 14 ans,Hommes,Tumeurs malignes,2.5
2019,1 à 14 ans,Hommes,Diabète sucré,0.0
2019,1 à 14 ans,Hommes,Maladie d'Alzheimer,0.0
2019,1 à 14 ans,Hommes,Maladies du coeur,0.3
2019,1 à 14 ans,Hommes,Maladies cérébrovasculaires,0.3
2019,1 à 14 ans,Hommes,Grippe et pneumopathie,0.3
2019,1 à 14 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.1
2019,1 à 14 ans,Hommes,Maladie chronique et cirrhose du foie,0.0
2019,1 à 14 ans,Hommes,Accidents (blessures involontaires),2.8
2019,1 à 14 ans,Hommes,Lésions auto-infligées,1.5
2019,1 à 14 ans,Femmes,Tumeurs malignes,1.5
2019,1 à 14 ans,Femmes,Diabète sucré,0.0
2019,1 à 14 ans,Femmes,Maladie d'Alzheimer,0.0
2019,1 à 14 ans,Femmes,Maladies du coeur,0.5
2019,1 à 14 ans,Femmes,Maladies cérébrovasculaires,0.1
2019,1 à 14 ans,Femmes,Grippe et pneumopathie,0.4
2019,1 à 14 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.1
2019,1 à 14 ans,Femmes,Maladie chronique et cirrhose du foie,0.0
2019,1 à 14 ans,Femmes,Accidents (blessures involontaires),1.9
2019,1 à 14 ans,Femmes,Lésions auto-infligées,1.1
2019,15 à 24 ans,Les deux sexes,Tumeurs malignes,3.2
2019,15 à 24 ans,Les deux sexes,Diabète sucré,0.3
2019,15 à 24 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2019,15 à 24 ans,Les deux sexes,Maladies du coeur,1.3
2019,15 à 24 ans,Les deux sexes,Maladies cérébrovasculaires,0.2
2019,15 à 24 ans,Les deux sexes,Grippe et pneumopathie,0.2
2019,15 à 24 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.1
2019,15 à 24 ans,Les deux sexes,Maladie chronique et cirrhose du foie,0.1
2019,15 à 24 ans,Les deux sexes,Accidents (blessures involontaires),17.5
2019,15 à 24 ans,Les deux sexes,Lésions auto-infligées,12.6
2019,15 à 24 ans,Hommes,Tumeurs malignes,3.6
2019,15 à 24 ans,Hommes,Diabète sucré,0.4
2019,15 à 24 ans,Hommes,Maladie d'Alzheimer,0.0
2019,15 à 24 ans,Hommes,Maladies du coeur,1.5
2019,15 à 24 ans,Hommes,Maladies cérébrovasculaires,0.2
2019,15 à 24 ans,Hommes,Grippe et pneumopathie,0.3
2019,15 à 24 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.1
2019,15 à 24 ans,Hommes,Maladie chronique et cirrhose du foie,0.0
2019,15 à 24 ans,Hommes,Accidents (blessures involontaires),24.1
2019,15 à 24 ans,Hommes,Lésions auto-infligées,17.2
2019,15 à 24 ans,Femmes,Tumeurs malignes,2.8
2019,15 à 24 ans,Femmes,Diabète sucré,0.2
2019,15 à 24 ans,Femmes,Maladie d'Alzheimer,0.0
2019,15 à 24 ans,Femmes,Maladies du coeur,1.0
2019,15 à 24 ans,Femmes,Maladies cérébrovasculaires,0.2
2019,15 à 24 ans,Femmes,Grippe et pneumopathie,0.2
2019,15 à 24 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2019,15 à 24 ans,Femmes,Maladie chronique et cirrhose du foie,0.2
2019,15 à 24 ans,Femmes,Accidents (blessures involontaires),10.4
2019,15 à 24 ans,Femmes,Lésions auto-infligées,7.7
2019,25 à 34 ans,Les deux sexes,Tumeurs malignes,6.9
2019,25 à 34 ans,Les deux sexes,Diabète sucré,1.0
2019,25 à 34 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2019,25 à 34 ans,Les deux sexes,Maladies du coeur,2.7
2019,25 à 34 ans,Les deux sexes,Maladies cérébrovasculaires,0.9
2019,25 à 34 ans,Les deux sexes,Grippe et pneumopathie,0.7
2019,25 à 34 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.2
2019,25 à 34 ans,Les deux sexes,Maladie chronique et cirrhose du foie,1.0
2019,25 à 34 ans,Les deux sexes,Accidents (blessures involontaires),28.7
2019,25 à 34 ans,Les deux sexes,Lésions auto-infligées,14.7
2019,25 à 34 ans,Hommes,Tumeurs malignes,7.3
2019,25 à 34 ans,Hommes,Diabète sucré,1.3
2019,25 à 34 ans,Hommes,Maladie d'Alzheimer,0.0
2019,25 à 34 ans,Hommes,Maladies du coeur,3.3
2019,25 à 34 ans,Hommes,Maladies cérébrovasculaires,0.9
2019,25 à 34 ans,Hommes,Grippe et pneumopathie,0.7
2019,25 à 34 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.3
2019,25 à 34 ans,Hommes,Maladie chronique et cirrhose du foie,1.1
2019,25 à 34 ans,Hommes,Accidents (blessures involontaires),41.6
2019,25 à 34 ans,Hommes,Lésions auto-infligées,22.1
2019,25 à 34 ans,Femmes,Tumeurs malignes,6.4
2019,25 à 34 ans,Femmes,Diabète sucré,0.7
2019,25 à 34 ans,Femmes,Maladie d'Alzheimer,0.0
2019,25 à 34 ans,Femmes,Maladies du coeur,2.0
2019,25 à 34 ans,Femmes,Maladies cérébrovasculaires,0.9
2019,25 à 34 ans,Femmes,Grippe et pneumopathie,0.6
2019,25 à 34 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2019,25 à 34 ans,Femmes,Maladie chronique et cirrhose du foie,0.9
2019,25 à 34 ans,Femmes,Accidents (blessures involontaires),15.3
2019,25 à 34 ans,Femmes,Lésions auto-infligées,6.9
2019,35 à 44 ans,Les deux sexes,Tumeurs malignes,22.0
2019,35 à 44 ans,Les deux sexes,Diabète sucré,2.5
2019,35 à 44 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2019,35 à 44 ans,Les deux sexes,Maladies du coeur,9.8
2019,35 à 44 ans,Les deux sexes,Maladies cérébrovasculaires,2.0
2019,35 à 44 ans,Les deux sexes,Grippe et pneumopathie,1.5
2019,35 à 44 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.4
2019,35 à 44 ans,Les deux sexes,Maladie chronique et cirrhose du foie,3.3
2019,35 à 44 ans,Les deux sexes,Accidents (blessures involontaires),29.7
2019,35 à 44 ans,Les deux sexes,Lésions auto-infligées,14.9
2019,35 à 44 ans,Hommes,Tumeurs malignes,18.8
2019,35 à 44 ans,Hommes,Diabète sucré,3.1
2019,35 à 44 ans,Hommes,Maladie d'Alzheimer,0.0
2019,35 à 44 ans,Hommes,Maladies du coeur,14.4
2019,35 à 44 ans,Hommes,Maladies cérébrovasculaires,2.2
2019,35 à 44 ans,Hommes,Grippe et pneumopathie,1.9
2019,35 à 44 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.2
2019,35 à 44 ans,Hommes,Maladie chronique et cirrhose du foie,4.2
2019,35 à 44 ans,Hommes,Accidents (blessures involontaires),44.6
2019,35 à 44 ans,Hommes,Lésions auto-infligées,22.8
2019,35 à 44 ans,Femmes,Tumeurs malignes,25.3
2019,35 à 44 ans,Femmes,Diabète sucré,1.9
2019,35 à 44 ans,Femmes,Maladie d'Alzheimer,0.0
2019,35 à 44 ans,Femmes,Maladies du coeur,5.2
2019,35 à 44 ans,Femmes,Maladies cérébrovasculaires,1.9
2019,35 à 44 ans,Femmes,Grippe et pneumopathie,1.1
2019,35 à 44 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.6
2019,35 à 44 ans,Femmes,Maladie chronique et cirrhose du foie,2.5
2019,35 à 44 ans,Femmes,Accidents (blessures involontaires),14.9
2019,35 à 44 ans,Femmes,Lésions auto-infligées,7.0
2019,45 à 54 ans,Les deux sexes,Tumeurs malignes,75.7
2019,45 à 54 ans,Les deux sexes,Diabète sucré,6.5
2019,45 à 54 ans,Les deux sexes,Maladie d'Alzheimer,0.2
2019,45 à 54 ans,Les deux sexes,Maladies du coeur,34.4
2019,45 à 54 ans,Les deux sexes,Maladies cérébrovasculaires,6.6
2019,45 à 54 ans,Les deux sexes,Grippe et pneumopathie,3.6
2019,45 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,3.1
2019,45 à 54 ans,Les deux sexes,Maladie chronique et cirrhose du foie,9.9
2019,45 à 54 ans,Les deux sexes,Accidents (blessures involontaires),31.4
2019,45 à 54 ans,Les deux sexes,Lésions auto-infligées,17.2
2019,45 à 54 ans,Hommes,Tumeurs malignes,72.1
2019,45 à 54 ans,Hommes,Diabète sucré,8.7
2019,45 à 54 ans,Hommes,Maladie d'Alzheimer,0.2
2019,45 à 54 ans,Hommes,Maladies du coeur,52.5
2019,45 à 54 ans,Hommes,Maladies cérébrovasculaires,7.3
2019,45 à 54 ans,Hommes,Grippe et pneumopathie,4.3
2019,45 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,3.3
2019,45 à 54 ans,Hommes,Maladie chronique et cirrhose du foie,12.7
2019,45 à 54 ans,Hommes,Accidents (blessures involontaires),44.4
2019,45 à 54 ans,Hommes,Lésions auto-infligées,26.2
2019,45 à 54 ans,Femmes,Tumeurs malignes,79.1
2019,45 à 54 ans,Femmes,Diabète sucré,4.3
2019,45 à 54 ans,Femmes,Maladie d'Alzheimer,0.2
2019,45 à 54 ans,Femmes,Maladies du coeur,16.6
2019,45 à 54 ans,Femmes,Maladies cérébrovasculaires,6.0
2019,45 à 54 ans,Femmes,Grippe et pneumopathie,2.9
2019,45 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,2.8
2019,45 à 54 ans,Femmes,Maladie chronique et cirrhose du foie,7.1
2019,45 à 54 ans,Femmes,Accidents (blessures involontaires),18.6
2019,45 à 54 ans,Femmes,Lésions auto-infligées,8.3
2019,55 à 64 ans,Les deux sexes,Tumeurs malignes,241.4
2019,55 à 64 ans,Les deux sexes,Diabète sucré,16.8
2019,55 à 64 ans,Les deux sexes,Maladie d'Alzheimer,1.3
2019,55 à 64 ans,Les deux sexes,Maladies du coeur,94.7
2019,55 à 64 ans,Les deux sexes,Maladies cérébrovasculaires,16.0
2019,55 à 64 ans,Les deux sexes,Grippe et pneumopathie,8.6
2019,55 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,20.6
2019,55 à 64 ans,Les deux sexes,Maladie chronique et cirrhose du foie,19.7
2019,55 à 64 ans,Les deux sexes,Accidents (blessures involontaires),32.9
2019,55 à 64 ans,Les deux sexes,Lésions auto-infligées,17.3
2019,55 à 64 ans,Hommes,Tumeurs malignes,259.1
2019,55 à 64 ans,Hommes,Diabète sucré,22.4
2019,55 à 64 ans,Hommes,Maladie d'Alzheimer,1.0
2019,55 à 64 ans,Hommes,Maladies du coeur,142.5
2019,55 à 64 ans,Hommes,Maladies cérébrovasculaires,18.5
2019,55 à 64 ans,Hommes,Grippe et pneumopathie,9.9
2019,55 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,22.4
2019,55 à 64 ans,Hommes,Maladie chronique et cirrhose du foie,26.9
2019,55 à 64 ans,Hommes,Accidents (blessures involontaires),48.7
2019,55 à 64 ans,Hommes,Lésions auto-infligées,26.6
2019,55 à 64 ans,Femmes,Tumeurs malignes,223.9
2019,55 à 64 ans,Femmes,Diabète sucré,11.3
2019,55 à 64 ans,Femmes,Maladie d'Alzheimer,1.7
2019,55 à 64 ans,Femmes,Maladies du coeur,47.7
2019,55 à 64 ans,Femmes,Maladies cérébrovasculaires,13.6
2019,55 à 64 ans,Femmes,Grippe et pneumopathie,7.3
2019,55 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,18.8
2019,55 à 64 ans,Femmes,Maladie chronique et cirrhose du foie,12.7
2019,55 à 64 ans,Femmes,Accidents (blessures involontaires),17.4
2019,55 à 64 ans,Femmes,Lésions auto-infligées,8.1
2019,65 à 74 ans,Les deux sexes,Tumeurs malignes,578.8
2019,65 à 74 ans,Les deux sexes,Diabète sucré,41.4
2019,65 à 74 ans,Les deux sexes,Maladie d'Alzheimer,9.1
2019,65 à 74 ans,Les deux sexes,Maladies du coeur,235.0
2019,65 à 74 ans,Les deux sexes,Maladies cérébrovasculaires,51.4
2019,65 à 74 ans,Les deux sexes,Grippe et pneumopathie,21.5
2019,65 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,75.2
2019,65 à 74 ans,Les deux sexes,Maladie chronique et cirrhose du foie,28.7
2019,65 à 74 ans,Les deux sexes,Accidents (blessures involontaires),39.1
2019,65 à 74 ans,Les deux sexes,Lésions auto-infligées,11.6
2019,65 à 74 ans,Hommes,Tumeurs malignes,674.1
2019,65 à 74 ans,Hommes,Diabète sucré,53.6
2019,65 à 74 ans,Hommes,Maladie d'Alzheimer,8.1
2019,65 à 74 ans,Hommes,Maladies du coeur,328.6
2019,65 à 74 ans,Hommes,Maladies cérébrovasculaires,59.9
2019,65 à 74 ans,Hommes,Grippe et pneumopathie,25.8
2019,65 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,83.5
2019,65 à 74 ans,Hommes,Maladie chronique et cirrhose du foie,39.8
2019,65 à 74 ans,Hommes,Accidents (blessures involontaires),51.2
2019,65 à 74 ans,Hommes,Lésions auto-infligées,18.8
2019,65 à 74 ans,Femmes,Tumeurs malignes,489.8
2019,65 à 74 ans,Femmes,Diabète sucré,30.1
2019,65 à 74 ans,Femmes,Maladie d'Alzheimer,10.0
2019,65 à 74 ans,Femmes,Maladies du coeur,147.7
2019,65 à 74 ans,Femmes,Maladies cérébrovasculaires,43.4
2019,65 à 74 ans,Femmes,Grippe et pneumopathie,17.5
2019,65 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,67.5
2019,65 à 74 ans,Femmes,Maladie chronique et cirrhose du foie,18.3
2019,65 à 74 ans,Femmes,Accidents (blessures involontaires),27.8
2019,65 à 74 ans,Femmes,Lésions auto-infligées,4.9
2019,75 à 84 ans,Les deux sexes,Tumeurs malignes,1182.0
2019,75 à 84 ans,Les deux sexes,Diabète sucré,97.4
2019,75 à 84 ans,Les deux sexes,Maladie d'Alzheimer,81.3
2019,75 à 84 ans,Les deux sexes,Maladies du coeur,671.5
2019,75 à 84 ans,Les deux sexes,Maladies cérébrovasculaires,187.2
2019,75 à 84 ans,Les deux sexes,Grippe et pneumopathie,78.1
2019,75 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,221.7
2019,75 à 84 ans,Les deux sexes,Maladie chronique et cirrhose du foie,32.9
2019,75 à 84 ans,Les deux sexes,Accidents (blessures involontaires),117.1
2019,75 à 84 ans,Les deux sexes,Lésions auto-infligées,10.4
2019,75 à 84 ans,Hommes,Tumeurs malignes,1430.1
2019,75 à 84 ans,Hommes,Diabète sucré,122.8
2019,75 à 84 ans,Hommes,Maladie d'Alzheimer,71.3
2019,75 à 84 ans,Hommes,Maladies du coeur,865.5
2019,75 à 84 ans,Hommes,Maladies cérébrovasculaires,208.4
2019,75 à 84 ans,Hommes,Grippe et pneumopathie,92.7
2019,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,240.9
2019,75 à 84 ans,Hommes,Maladie chronique et cirrhose du foie,45.4
2019,75 à 84 ans,Hommes,Accidents (blessures involontaires),140.8
2019,75 à 84 ans,Hommes,Lésions auto-infligées,18.0
2019,75 à 84 ans,Femmes,Tumeurs malignes,974.2
2019,75 à 84 ans,Femmes,Diabète sucré,76.1
2019,75 à 84 ans,Femmes,Maladie d'Alzheimer,89.7
2019,75 à 84 ans,Femmes,Maladies du coeur,509.0
2019,75 à 84 ans,Femmes,Maladies cérébrovasculaires,169.4
2019,75 à 84 ans,Femmes,Grippe et pneumopathie,65.9
2019,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,205.5
2019,75 à 84 ans,Femmes,Maladie chronique et cirrhose du foie,22.4
2019,75 à 84 ans,Femmes,Accidents (blessures involontaires),97.2
2019,75 à 84 ans,Femmes,Lésions auto-infligées,4.0
2019,85 ans et plus,Les deux sexes,Tumeurs malignes,2091.5
2019,85 ans et plus,Les deux sexes,Diabète sucré,259.7
2019,85 ans et plus,Les deux sexes,Maladie d'Alzheimer,505.6
2019,85 ans et plus,Les deux sexes,Maladies du coeur,2911.9
2019,85 ans et plus,Les deux sexes,Maladies cérébrovasculaires,821.1
2019,85 ans et plus,Les deux sexes,Grippe et pneumopathie,463.6
2019,85 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,540.1
2019,85 ans et plus,Les deux sexes,Maladie chronique et cirrhose du foie,28.7
2019,85 ans et plus,Les deux sexes,Accidents (blessures involontaires),592.7
2019,85 ans et plus,Les deux sexes,Lésions auto-infligées,11.8
2019,85 ans et plus,Hommes,Tumeurs malignes,2888.1
2019,85 ans et plus,Hommes,Diabète sucré,320.9
2019,85 ans et plus,Hommes,Maladie d'Alzheimer,400.1
2019,85 ans et plus,Hommes,Maladies du coeur,3268.1
2019,85 ans et plus,Hommes,Maladies cérébrovasculaires,769.0
2019,85 ans et plus,Hommes,Grippe et pneumopathie,521.1
2019,85 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,685.1
2019,85 ans et plus,Hommes,Maladie chronique et cirrhose du foie,39.6
2019,85 ans et plus,Hommes,Accidents (blessures involontaires),638.9
2019,85 ans et plus,Hommes,Lésions auto-infligées,28.5
2019,85 ans et plus,Femmes,Tumeurs malignes,1642.5
2019,85 ans et plus,Femmes,Diabète sucré,225.1
2019,85 ans et plus,Femmes,Maladie d'Alzheimer,565.0
