Year,Geography,Age group,Sex,Economic family type,GeoCode,Value
2019,"Edmonton, Alberta",,Female,Non-seniors not in an economic family,,39.8
2020,"Edmonton, Alberta",Total,Both sexes,Total,,5.2
2020,"Edmonton, Alberta",Under 18 years,Both sexes,Total,,3.2
2020,"Edmonton, Alberta",18 to 64 years,Both sexes,Total,,6.0
2020,"Edmonton, Alberta",65 years and over,Both sexes,Total,,4.1
2020,"Edmonton, Alberta",Total,Male,Total,,5.3
2020,"Edmonton, Alberta",18 to 64 years,Male,Total,,6.3
2020,"Edmonton, Alberta",Total,Female,Total,,5.0
2020,"Edmonton, Alberta",18 to 64 years,Female,Total,,5.8
2020,"Edmonton, Alberta",Total,Both sexes,Persons in economic families,,3.1
2020,"Edmonton, Alberta",Total,Male,Persons in economic families,,2.9
2020,"Edmonton, Alberta",Total,Female,Persons in economic families,,3.2
2020,"Edmonton, Alberta",Under 18 years,Both sexes,Persons in economic families,,3.1
2020,"Edmonton, Alberta",18 to 64 years,Both sexes,Persons in economic families,,3.3
2020,"Edmonton, Alberta",18 to 64 years,Male,Persons in economic families,,3.2
2020,"Edmonton, Alberta",18 to 64 years,Female,Persons in economic families,,3.4
2020,"Edmonton, Alberta",Total,Both sexes,Persons not in an economic family,,20.1
2020,"Edmonton, Alberta",Total,Male,Persons not in an economic family,,20.6
2020,"Edmonton, Alberta",Total,Female,Persons not in an economic family,,19.5
2020,"Edmonton, Alberta",,Both sexes,Non-seniors not in an economic family,,22.7
2020,"Edmonton, Alberta",,Male,Non-seniors not in an economic family,,21.4
2020,"Edmonton, Alberta",,Female,Non-seniors not in an economic family,,24.7
2021,"Edmonton, Alberta",Total,Both sexes,Total,,7.1
2021,"Edmonton, Alberta",18 to 64 years,Both sexes,Total,,7.5
2021,"Edmonton, Alberta",65 years and over,Both sexes,Total,,5.2
2021,"Edmonton, Alberta",Total,Male,Total,,7.1
2021,"Edmonton, Alberta",18 to 64 years,Male,Total,,7.9
2021,"Edmonton, Alberta",Total,Female,Total,,7.1
2021,"Edmonton, Alberta",18 to 64 years,Female,Total,,7.1
2021,"Edmonton, Alberta",65 years and over,Female,Total,,5.5
2021,"Edmonton, Alberta",Total,Both sexes,Persons in economic families,,4.3
2021,"Edmonton, Alberta",Total,Male,Persons in economic families,,3.8
2021,"Edmonton, Alberta",Total,Female,Persons in economic families,,4.8
2021,"Edmonton, Alberta",18 to 64 years,Both sexes,Persons in economic families,,3.7
2021,"Edmonton, Alberta",18 to 64 years,Male,Persons in economic families,,3.5
2021,"Edmonton, Alberta",18 to 64 years,Female,Persons in economic families,,3.9
2021,"Edmonton, Alberta",Total,Both sexes,Persons not in an economic family,,23.2
2021,"Edmonton, Alberta",Total,Male,Persons not in an economic family,,23.5
2021,"Edmonton, Alberta",Total,Female,Persons not in an economic family,,22.9
2021,"Edmonton, Alberta",65 years and over,Both sexes,Seniors not in an economic family,,20.4
2021,"Edmonton, Alberta",65 years and over,Male,Seniors not in an economic family,,29.8
2021,"Edmonton, Alberta",65 years and over,Female,Seniors not in an economic family,,15.7
2021,"Edmonton, Alberta",,Both sexes,Non-seniors not in an economic family,,23.9
2021,"Edmonton, Alberta",,Male,Non-seniors not in an economic family,,22.6
2021,"Edmonton, Alberta",,Female,Non-seniors not in an economic family,,26.1
2022,"Edmonton, Alberta",Total,Both sexes,Total,,10.0
2022,"Edmonton, Alberta",Under 18 years,Both sexes,Total,,11.8
2022,"Edmonton, Alberta",18 to 64 years,Both sexes,Total,,10.4
2022,"Edmonton, Alberta",65 years and over,Both sexes,Total,,5.9
2022,"Edmonton, Alberta",Total,Male,Total,,9.6
2022,"Edmonton, Alberta",Under 18 years,Male,Total,,10.5
2022,"Edmonton, Alberta",18 to 64 years,Male,Total,,10.1
2022,"Edmonton, Alberta",65 years and over,Male,Total,,6.1
2022,"Edmonton, Alberta",Total,Female,Total,,10.5
2022,"Edmonton, Alberta",Under 18 years,Female,Total,,13.1
2022,"Edmonton, Alberta",18 to 64 years,Female,Total,,10.8
2022,"Edmonton, Alberta",65 years and over,Female,Total,,5.7
2022,"Edmonton, Alberta",Total,Both sexes,Persons in economic families,,7.6
2022,"Edmonton, Alberta",Total,Male,Persons in economic families,,7.0
2022,"Edmonton, Alberta",Total,Female,Persons in economic families,,8.2
2022,"Edmonton, Alberta",Under 18 years,Both sexes,Persons in economic families,,11.8
2022,"Edmonton, Alberta",Under 18 years,Both sexes,Persons in couple families with children,,8.2
2022,"Edmonton, Alberta",Under 18 years,Both sexes,Persons in female lone-parent families,,48.8
2022,"Edmonton, Alberta",18 to 64 years,Both sexes,Persons in economic families,,6.9
2022,"Edmonton, Alberta",18 to 64 years,Male,Persons in economic families,,6.3
2022,"Edmonton, Alberta",18 to 64 years,Female,Persons in economic families,,7.5
2022,"Edmonton, Alberta",Total,Both sexes,Persons not in an economic family,,23.4
2022,"Edmonton, Alberta",Total,Male,Persons not in an economic family,,22.9
2022,"Edmonton, Alberta",Total,Female,Persons not in an economic family,,24.0
2022,"Edmonton, Alberta",65 years and over,Both sexes,Seniors not in an economic family,,17.5
2022,"Edmonton, Alberta",65 years and over,Male,Seniors not in an economic family,,21.5
2022,"Edmonton, Alberta",65 years and over,Female,Seniors not in an economic family,,15.6
2022,"Edmonton, Alberta",,Both sexes,Non-seniors not in an economic family,,24.8
2022,"Edmonton, Alberta",,Male,Non-seniors not in an economic family,,23.1
2022,"Edmonton, Alberta",,Female,Non-seniors not in an economic family,,27.2
2023,"Edmonton, Alberta",Total,Both sexes,Total,,9.5
2023,"Edmonton, Alberta",Under 18 years,Both sexes,Total,,10.7
2023,"Edmonton, Alberta",18 to 64 years,Both sexes,Total,,10.8
2023,"Edmonton, Alberta",65 years and over,Both sexes,Total,,2.8
2023,"Edmonton, Alberta",Total,Male,Total,,9.0
2023,"Edmonton, Alberta",Under 18 years,Male,Total,,12.3
2023,"Edmonton, Alberta",18 to 64 years,Male,Total,,9.4
2023,"Edmonton, Alberta",65 years and over,Male,Total,,2.6
2023,"Edmonton, Alberta",Total,Female,Total,,10.0
2023,"Edmonton, Alberta",Under 18 years,Female,Total,,8.9
2023,"Edmonton, Alberta",18 to 64 years,Female,Total,,12.2
2023,"Edmonton, Alberta",65 years and over,Female,Total,,3.0
2023,"Edmonton, Alberta",Total,Both sexes,Persons in economic families,,6.7
2023,"Edmonton, Alberta",Total,Male,Persons in economic families,,6.5
2023,"Edmonton, Alberta",Total,Female,Persons in economic families,,6.8
2023,"Edmonton, Alberta",Under 18 years,Both sexes,Persons in economic families,,10.6
2023,"Edmonton, Alberta",Under 18 years,Both sexes,Persons in couple families with children,,6.4
2023,"Edmonton, Alberta",Under 18 years,Both sexes,Persons in female lone-parent families,,44.9
2023,"Edmonton, Alberta",18 to 64 years,Both sexes,Persons in economic families,,6.5
2023,"Edmonton, Alberta",18 to 64 years,Male,Persons in economic families,,5.6
2023,"Edmonton, Alberta",18 to 64 years,Female,Persons in economic families,,7.5
2023,"Edmonton, Alberta",Total,Both sexes,Persons not in an economic family,,25.5
2023,"Edmonton, Alberta",Total,Male,Persons not in an economic family,,22.8
2023,"Edmonton, Alberta",Total,Female,Persons not in an economic family,,28.3
2023,"Edmonton, Alberta",65 years and over,Both sexes,Seniors not in an economic family,,11.4
2023,"Edmonton, Alberta",65 years and over,Male,Seniors not in an economic family,,15.8
2023,"Edmonton, Alberta",65 years and over,Female,Seniors not in an economic family,,9.3
2023,"Edmonton, Alberta",,Both sexes,Non-seniors not in an economic family,,28.7
2023,"Edmonton, Alberta",,Male,Non-seniors not in an economic family,,23.7
2023,"Edmonton, Alberta",,Female,Non-seniors not in an economic family,,34.7
2015,Manitoba,Total,Both sexes,Total,46,14.1
2015,Manitoba,Under 18 years,Both sexes,Total,46,19.3
2015,Manitoba,18 to 64 years,Both sexes,Total,46,14.2
2015,Manitoba,65 years and over,Both sexes,Total,46,5.9
2015,Manitoba,Total,Male,Total,46,14.5
2015,Manitoba,Under 18 years,Male,Total,46,22.8
2015,Manitoba,18 to 64 years,Male,Total,46,13.8
2015,Manitoba,65 years and over,Male,Total,46,3.8
2015,Manitoba,Total,Female,Total,46,13.7
2015,Manitoba,Under 18 years,Female,Total,46,15.7
2015,Manitoba,18 to 64 years,Female,Total,46,14.5
2015,Manitoba,65 years and over,Female,Total,46,7.6
2015,Manitoba,Total,Both sexes,Persons in economic families,46,11.7
2015,Manitoba,Total,Male,Persons in economic families,46,12.2
2015,Manitoba,Total,Female,Persons in economic families,46,11.3
2015,Manitoba,65 years and over,Both sexes,Seniors in economic families,46,2.0
2015,Manitoba,Under 18 years,Both sexes,Persons in economic families,46,19.2
2015,Manitoba,Under 18 years,Both sexes,Persons in couple families with children,46,13.8
2015,Manitoba,Under 18 years,Both sexes,Persons in female lone-parent families,46,47.6
2015,Manitoba,Under 18 years,Both sexes,Persons in all other economic families,46,36.6
2015,Manitoba,18 to 64 years,Both sexes,Persons in economic families,46,10.5
2015,Manitoba,18 to 64 years,Male,Persons in economic families,46,9.8
2015,Manitoba,18 to 64 years,Female,Persons in economic families,46,11.2
2015,Manitoba,Total,Both sexes,Persons not in an economic family,46,27.7
2015,Manitoba,Total,Male,Persons not in an economic family,46,27.5
2015,Manitoba,Total,Female,Persons not in an economic family,46,27.9
2015,Manitoba,65 years and over,Both sexes,Seniors not in an economic family,46,15.5
2015,Manitoba,65 years and over,Male,Seniors not in an economic family,46,14.1
2015,Manitoba,65 years and over,Female,Seniors not in an economic family,46,16.2
2015,Manitoba,,Both sexes,Non-seniors not in an economic family,46,32.7
2015,Manitoba,,Male,Non-seniors not in an economic family,46,30.9
2015,Manitoba,,Female,Non-seniors not in an economic family,46,35.1
2016,Manitoba,Total,Both sexes,Total,46,12.4
2016,Manitoba,Under 18 years,Both sexes,Total,46,15.5
2016,Manitoba,18 to 64 years,Both sexes,Total,46,13.1
2016,Manitoba,65 years and over,Both sexes,Total,46,4.9
2016,Manitoba,Total,Male,Total,46,12.5
2016,Manitoba,Under 18 years,Male,Total,46,16.7
2016,Manitoba,18 to 64 years,Male,Total,46,12.9
2016,Manitoba,65 years and over,Male,Total,46,3.9
2016,Manitoba,Total,Female,Total,46,12.2
2016,Manitoba,Under 18 years,Female,Total,46,14.2
2016,Manitoba,18 to 64 years,Female,Total,46,13.3
2016,Manitoba,65 years and over,Female,Total,46,5.7
2016,Manitoba,Total,Both sexes,Persons in economic families,46,10.0
2016,Manitoba,Total,Male,Persons in economic families,46,9.8
2016,Manitoba,Total,Female,Persons in economic families,46,10.3
2016,Manitoba,65 years and over,Male,Seniors in economic families,46,2.5
2016,Manitoba,Under 18 years,Both sexes,Persons in economic families,46,15.5
2016,Manitoba,Under 18 years,Both sexes,Persons in couple families with children,46,12.1
2016,Manitoba,Under 18 years,Both sexes,Persons in female lone-parent families,46,45.6
2016,Manitoba,18 to 64 years,Both sexes,Persons in economic families,46,9.2
2016,Manitoba,18 to 64 years,Male,Persons in economic families,46,8.1
2016,Manitoba,18 to 64 years,Female,Persons in economic families,46,10.3
2016,Manitoba,Total,Both sexes,Persons not in an economic family,46,26.1
2016,Manitoba,Total,Male,Persons not in an economic family,46,28.1
2016,Manitoba,Total,Female,Persons not in an economic family,46,23.9
2016,Manitoba,65 years and over,Both sexes,Seniors not in an economic family,46,10.5
2016,Manitoba,65 years and over,Male,Seniors not in an economic family,46,8.4
2016,Manitoba,65 years and over,Female,Seniors not in an economic family,46,11.5
2016,Manitoba,,Both sexes,Non-seniors not in an economic family,46,33.7
2016,Manitoba,,Male,Non-seniors not in an economic family,46,33.6
2016,Manitoba,,Female,Non-seniors not in an economic family,46,34.0
2017,Manitoba,Total,Both sexes,Total,46,11.2
2017,Manitoba,Under 18 years,Both sexes,Total,46,12.8
2017,Manitoba,18 to 64 years,Both sexes,Total,46,12.1
2017,Manitoba,65 years and over,Both sexes,Total,46,5.4
2017,Manitoba,Total,Male,Total,46,10.9
2017,Manitoba,Under 18 years,Male,Total,46,11.7
2017,Manitoba,18 to 64 years,Male,Total,46,12.1
2017,Manitoba,65 years and over,Male,Total,46,4.7
2017,Manitoba,Total,Female,Total,46,11.5
2017,Manitoba,Under 18 years,Female,Total,46,13.9
2017,Manitoba,18 to 64 years,Female,Total,46,12.2
2017,Manitoba,65 years and over,Female,Total,46,6.0
2017,Manitoba,Total,Both sexes,Persons in economic families,46,8.4
2017,Manitoba,Total,Male,Persons in economic families,46,7.5
2017,Manitoba,Total,Female,Persons in economic families,46,9.2
2017,Manitoba,65 years and over,Both sexes,Seniors in economic families,46,2.8
2017,Manitoba,65 years and over,Male,Seniors in economic families,46,3.0
2017,Manitoba,65 years and over,Female,Seniors in economic families,46,2.4
2017,Manitoba,Under 18 years,Both sexes,Persons in economic families,46,12.8
2017,Manitoba,Under 18 years,Both sexes,Persons in couple families with children,46,9.7
2017,Manitoba,Under 18 years,Both sexes,Persons in female lone-parent families,46,36.1
2017,Manitoba,18 to 64 years,Both sexes,Persons in economic families,46,7.6
2017,Manitoba,18 to 64 years,Male,Persons in economic families,46,6.6
2017,Manitoba,18 to 64 years,Female,Persons in economic families,46,8.6
2017,Manitoba,Total,Both sexes,Persons not in an economic family,46,27.8
2017,Manitoba,Total,Male,Persons not in an economic family,46,29.9
2017,Manitoba,Total,Female,Persons not in an economic family,46,25.5
2017,Manitoba,65 years and over,Both sexes,Seniors not in an economic family,46,11.5
2017,Manitoba,65 years and over,Male,Seniors not in an economic family,46,10.2
2017,Manitoba,65 years and over,Female,Seniors not in an economic family,46,12.1
2017,Manitoba,,Both sexes,Non-seniors not in an economic family,46,35.2
2017,Manitoba,,Male,Non-seniors not in an economic family,46,35.1
2017,Manitoba,,Female,Non-seniors not in an economic family,46,35.2
2018,Manitoba,Total,Both sexes,Total,46,11.1
2018,Manitoba,Under 18 years,Both sexes,Total,46,13.1
2018,Manitoba,18 to 64 years,Both sexes,Total,46,11.7
2018,Manitoba,65 years and over,Both sexes,Total,46,6.1
2018,Manitoba,Total,Male,Total,46,11.2
2018,Manitoba,Under 18 years,Male,Total,46,13.8
2018,Manitoba,18 to 64 years,Male,Total,46,11.6
2018,Manitoba,65 years and over,Male,Total,46,5.2
2018,Manitoba,Total,Female,Total,46,11.1
2018,Manitoba,Under 18 years,Female,Total,46,12.3
2018,Manitoba,18 to 64 years,Female,Total,46,11.8
2018,Manitoba,65 years and over,Female,Total,46,6.8
2018,Manitoba,Total,Both sexes,Persons in economic families,46,8.2
2018,Manitoba,Total,Male,Persons in economic families,46,7.8
2018,Manitoba,Total,Female,Persons in economic families,46,8.5
2018,Manitoba,65 years and over,Both sexes,Seniors in economic families,46,3.0
2018,Manitoba,65 years and over,Male,Seniors in economic families,46,2.3
2018,Manitoba,65 years and over,Female,Seniors in economic families,46,3.8
2018,Manitoba,Under 18 years,Both sexes,Persons in economic families,46,12.8
2018,Manitoba,Under 18 years,Both sexes,Persons in couple families with children,46,9.4
2018,Manitoba,Under 18 years,Both sexes,Persons in female lone-parent families,46,32.5
2018,Manitoba,Under 18 years,Both sexes,Persons in all other economic families,46,22.0
2018,Manitoba,18 to 64 years,Both sexes,Persons in economic families,46,7.3
2018,Manitoba,18 to 64 years,Male,Persons in economic families,46,6.4
2018,Manitoba,18 to 64 years,Female,Persons in economic families,46,8.1
2018,Manitoba,Total,Both sexes,Persons not in an economic family,46,28.1
2018,Manitoba,Total,Male,Persons not in an economic family,46,29.8
2018,Manitoba,Total,Female,Persons not in an economic family,46,26.3
2018,Manitoba,65 years and over,Both sexes,Seniors not in an economic family,46,13.5
2018,Manitoba,65 years and over,Male,Seniors not in an economic family,46,16.5
2018,Manitoba,65 years and over,Female,Seniors not in an economic family,46,12.1
2018,Manitoba,,Both sexes,Non-seniors not in an economic family,46,34.4
2018,Manitoba,,Male,Non-seniors not in an economic family,46,32.9
2018,Manitoba,,Female,Non-seniors not in an economic family,46,36.5
2019,Manitoba,Total,Both sexes,Total,46,11.5
2019,Manitoba,Under 18 years,Both sexes,Total,46,13.5
2019,Manitoba,18 to 64 years,Both sexes,Total,46,12.2
