Year,Geography,Economic family type,Value
2014,Prairie provinces,Couples,93600.0
2015,Prairie provinces,Couples,95800.0
2016,Prairie provinces,Couples,86700.0
2017,Prairie provinces,Couples,91800.0
2018,Prairie provinces,Couples,93900.0
2019,Prairie provinces,Couples,88200.0
2010,Prairie provinces,Couples with children,100300.0
2011,Prairie provinces,Couples with children,102200.0
2012,Prairie provinces,Couples with children,104900.0
2013,Prairie provinces,Couples with children,107700.0
2014,Prairie provinces,Couples with children,104700.0
2015,Prairie provinces,Couples with children,108200.0
2016,Prairie provinces,Couples with children,105300.0
2017,Prairie provinces,Couples with children,107100.0
2018,Prairie provinces,Couples with children,110900.0
2019,Prairie provinces,Couples with children,110000.0
2010,Prairie provinces,Couples with other relatives,134200.0
2011,Prairie provinces,Couples with other relatives,134100.0
2012,Prairie provinces,Couples with other relatives,135100.0
2013,Prairie provinces,Couples with other relatives,144300.0
2014,Prairie provinces,Couples with other relatives,136800.0
2015,Prairie provinces,Couples with other relatives,142700.0
2016,Prairie provinces,Couples with other relatives,140700.0
2017,Prairie provinces,Couples with other relatives,139800.0
2018,Prairie provinces,Couples with other relatives,132400.0
2019,Prairie provinces,Couples with other relatives,150600.0
2010,Prairie provinces,Lone-parent families,44100.0
2011,Prairie provinces,Lone-parent families,46700.0
2012,Prairie provinces,Lone-parent families,52100.0
2013,Prairie provinces,Lone-parent families,52400.0
2014,Prairie provinces,Lone-parent families,53700.0
2015,Prairie provinces,Lone-parent families,53100.0
2016,Prairie provinces,Lone-parent families,62400.0
2017,Prairie provinces,Lone-parent families,54500.0
2018,Prairie provinces,Lone-parent families,56400.0
2019,Prairie provinces,Lone-parent families,61100.0
2010,Prairie provinces,Male lone-parent families,63600.0
2011,Prairie provinces,Male lone-parent families,61300.0
2012,Prairie provinces,Male lone-parent families,61800.0
2013,Prairie provinces,Male lone-parent families,52800.0
2014,Prairie provinces,Male lone-parent families,69100.0
2015,Prairie provinces,Male lone-parent families,80900.0
2016,Prairie provinces,Male lone-parent families,81000.0
2017,Prairie provinces,Male lone-parent families,76500.0
2018,Prairie provinces,Male lone-parent families,63700.0
2019,Prairie provinces,Male lone-parent families,78000.0
2010,Prairie provinces,Female lone-parent families,41400.0
2011,Prairie provinces,Female lone-parent families,43800.0
2012,Prairie provinces,Female lone-parent families,47700.0
2013,Prairie provinces,Female lone-parent families,51000.0
2014,Prairie provinces,Female lone-parent families,52400.0
2015,Prairie provinces,Female lone-parent families,46200.0
2016,Prairie provinces,Female lone-parent families,51900.0
2017,Prairie provinces,Female lone-parent families,51100.0
2018,Prairie provinces,Female lone-parent families,54700.0
2019,Prairie provinces,Female lone-parent families,53900.0
2010,Prairie provinces,Other non-elderly families,76400.0
2011,Prairie provinces,Other non-elderly families,77900.0
2012,Prairie provinces,Other non-elderly families,84900.0
2013,Prairie provinces,Other non-elderly families,80900.0
2014,Prairie provinces,Other non-elderly families,93800.0
2015,Prairie provinces,Other non-elderly families,86600.0
2016,Prairie provinces,Other non-elderly families,89600.0
2017,Prairie provinces,Other non-elderly families,90900.0
2018,Prairie provinces,Other non-elderly families,84900.0
2019,Prairie provinces,Other non-elderly families,79500.0
2010,Prairie provinces,Persons not in an economic family,34400.0
2011,Prairie provinces,Persons not in an economic family,33600.0
2012,Prairie provinces,Persons not in an economic family,36400.0
2013,Prairie provinces,Persons not in an economic family,37100.0
2014,Prairie provinces,Persons not in an economic family,36600.0
2015,Prairie provinces,Persons not in an economic family,37900.0
2016,Prairie provinces,Persons not in an economic family,34600.0
2017,Prairie provinces,Persons not in an economic family,35700.0
2018,Prairie provinces,Persons not in an economic family,35200.0
2019,Prairie provinces,Persons not in an economic family,36200.0
2010,Prairie provinces,Elderly persons not in an economic family,27800.0
2011,Prairie provinces,Elderly persons not in an economic family,28900.0
2012,Prairie provinces,Elderly persons not in an economic family,29300.0
2013,Prairie provinces,Elderly persons not in an economic family,28900.0
2014,Prairie provinces,Elderly persons not in an economic family,30900.0
2015,Prairie provinces,Elderly persons not in an economic family,31300.0
2016,Prairie provinces,Elderly persons not in an economic family,27500.0
2017,Prairie provinces,Elderly persons not in an economic family,31000.0
2018,Prairie provinces,Elderly persons not in an economic family,31400.0
2019,Prairie provinces,Elderly persons not in an economic family,30500.0
2010,Prairie provinces,Elderly males not in an economic family,28900.0
2011,Prairie provinces,Elderly males not in an economic family,32700.0
2012,Prairie provinces,Elderly males not in an economic family,33200.0
2013,Prairie provinces,Elderly males not in an economic family,29800.0
2014,Prairie provinces,Elderly males not in an economic family,33200.0
2015,Prairie provinces,Elderly males not in an economic family,36500.0
2016,Prairie provinces,Elderly males not in an economic family,27000.0
2017,Prairie provinces,Elderly males not in an economic family,30500.0
2018,Prairie provinces,Elderly males not in an economic family,34200.0
2019,Prairie provinces,Elderly males not in an economic family,30500.0
2010,Prairie provinces,Elderly females not in an economic family,26900.0
2011,Prairie provinces,Elderly females not in an economic family,27800.0
2012,Prairie provinces,Elderly females not in an economic family,28300.0
2013,Prairie provinces,Elderly females not in an economic family,27700.0
2014,Prairie provinces,Elderly females not in an economic family,29900.0
2015,Prairie provinces,Elderly females not in an economic family,29800.0
2016,Prairie provinces,Elderly females not in an economic family,27700.0
2017,Prairie provinces,Elderly females not in an economic family,31100.0
2018,Prairie provinces,Elderly females not in an economic family,29900.0
2019,Prairie provinces,Elderly females not in an economic family,30500.0
2010,Prairie provinces,Non-elderly persons not in an economic family,37700.0
2011,Prairie provinces,Non-elderly persons not in an economic family,36700.0
2012,Prairie provinces,Non-elderly persons not in an economic family,39200.0
2013,Prairie provinces,Non-elderly persons not in an economic family,40300.0
2014,Prairie provinces,Non-elderly persons not in an economic family,39300.0
2015,Prairie provinces,Non-elderly persons not in an economic family,40600.0
2016,Prairie provinces,Non-elderly persons not in an economic family,38500.0
2017,Prairie provinces,Non-elderly persons not in an economic family,38000.0
2018,Prairie provinces,Non-elderly persons not in an economic family,36900.0
2019,Prairie provinces,Non-elderly persons not in an economic family,37700.0
2010,Prairie provinces,Non-elderly males not in an economic family,40900.0
2011,Prairie provinces,Non-elderly males not in an economic family,38400.0
2012,Prairie provinces,Non-elderly males not in an economic family,42900.0
2013,Prairie provinces,Non-elderly males not in an economic family,43600.0
2014,Prairie provinces,Non-elderly males not in an economic family,43500.0
2015,Prairie provinces,Non-elderly males not in an economic family,44000.0
2016,Prairie provinces,Non-elderly males not in an economic family,41800.0
2017,Prairie provinces,Non-elderly males not in an economic family,40700.0
2018,Prairie provinces,Non-elderly males not in an economic family,38500.0
2019,Prairie provinces,Non-elderly males not in an economic family,40000.0
2010,Prairie provinces,Non-elderly females not in an economic family,33600.0
2011,Prairie provinces,Non-elderly females not in an economic family,31300.0
2012,Prairie provinces,Non-elderly females not in an economic family,35800.0
2013,Prairie provinces,Non-elderly females not in an economic family,36100.0
2014,Prairie provinces,Non-elderly females not in an economic family,33600.0
2015,Prairie provinces,Non-elderly females not in an economic family,37300.0
2016,Prairie provinces,Non-elderly females not in an economic family,34700.0
2017,Prairie provinces,Non-elderly females not in an economic family,34400.0
2018,Prairie provinces,Non-elderly females not in an economic family,34200.0
2019,Prairie provinces,Non-elderly females not in an economic family,36000.0
2010,Manitoba,Economic families and persons not in an economic family,55900.0
2011,Manitoba,Economic families and persons not in an economic family,56000.0
2012,Manitoba,Economic families and persons not in an economic family,56800.0
2013,Manitoba,Economic families and persons not in an economic family,59200.0
2014,Manitoba,Economic families and persons not in an economic family,59300.0
2015,Manitoba,Economic families and persons not in an economic family,59900.0
2016,Manitoba,Economic families and persons not in an economic family,60400.0
2017,Manitoba,Economic families and persons not in an economic family,61500.0
2018,Manitoba,Economic families and persons not in an economic family,61600.0
2019,Manitoba,Economic families and persons not in an economic family,61300.0
2010,Manitoba,Economic families,77500.0
2011,Manitoba,Economic families,74800.0
2012,Manitoba,Economic families,76700.0
2013,Manitoba,Economic families,77600.0
2014,Manitoba,Economic families,77900.0
2015,Manitoba,Economic families,78900.0
2016,Manitoba,Economic families,79000.0
2017,Manitoba,Economic families,82400.0
2018,Manitoba,Economic families,80800.0
2019,Manitoba,Economic families,79900.0
2010,Manitoba,Elderly families,55700.0
2011,Manitoba,Elderly families,58900.0
2012,Manitoba,Elderly families,56600.0
2013,Manitoba,Elderly families,59500.0
2014,Manitoba,Elderly families,58500.0
2015,Manitoba,Elderly families,64700.0
2016,Manitoba,Elderly families,63100.0
2017,Manitoba,Elderly families,62400.0
2018,Manitoba,Elderly families,64800.0
2019,Manitoba,Elderly families,64900.0
2010,Manitoba,Elderly couples,55000.0
2011,Manitoba,Elderly couples,57300.0
2012,Manitoba,Elderly couples,57000.0
2013,Manitoba,Elderly couples,58200.0
2014,Manitoba,Elderly couples,58300.0
2015,Manitoba,Elderly couples,63500.0
2016,Manitoba,Elderly couples,62800.0
2017,Manitoba,Elderly couples,59800.0
2018,Manitoba,Elderly couples,63600.0
2019,Manitoba,Elderly couples,63700.0
2010,Manitoba,Other elderly families,68800.0
2011,Manitoba,Other elderly families,75600.0
2012,Manitoba,Other elderly families,54400.0
2013,Manitoba,Other elderly families,72400.0
2014,Manitoba,Other elderly families,62300.0
2015,Manitoba,Other elderly families,82300.0
2016,Manitoba,Other elderly families,66600.0
2017,Manitoba,Other elderly families,71600.0
2018,Manitoba,Other elderly families,70600.0
2019,Manitoba,Other elderly families,73800.0
2010,Manitoba,Non-elderly families,82600.0
2011,Manitoba,Non-elderly families,80500.0
2012,Manitoba,Non-elderly families,80900.0
2013,Manitoba,Non-elderly families,82900.0
2014,Manitoba,Non-elderly families,83800.0
2015,Manitoba,Non-elderly families,82700.0
2016,Manitoba,Non-elderly families,83900.0
2017,Manitoba,Non-elderly families,87700.0
2018,Manitoba,Non-elderly families,85500.0
2019,Manitoba,Non-elderly families,84800.0
2010,Manitoba,Couples,80900.0
2011,Manitoba,Couples,72700.0
2012,Manitoba,Couples,76000.0
2013,Manitoba,Couples,81600.0
2014,Manitoba,Couples,79500.0
2015,Manitoba,Couples,79000.0
2016,Manitoba,Couples,76100.0
2017,Manitoba,Couples,81800.0
2018,Manitoba,Couples,78600.0
2019,Manitoba,Couples,76600.0
2010,Manitoba,Couples with children,86100.0
2011,Manitoba,Couples with children,87800.0
2012,Manitoba,Couples with children,90400.0
2013,Manitoba,Couples with children,89200.0
2014,Manitoba,Couples with children,84800.0
2015,Manitoba,Couples with children,90100.0
2016,Manitoba,Couples with children,91900.0
2017,Manitoba,Couples with children,91500.0
2018,Manitoba,Couples with children,93800.0
2019,Manitoba,Couples with children,91500.0
2010,Manitoba,Couples with other relatives,111400.0
2011,Manitoba,Couples with other relatives,117300.0
2012,Manitoba,Couples with other relatives,120100.0
2013,Manitoba,Couples with other relatives,119200.0
2014,Manitoba,Couples with other relatives,122600.0
2015,Manitoba,Couples with other relatives,121600.0
2016,Manitoba,Couples with other relatives,123700.0
2017,Manitoba,Couples with other relatives,132000.0
2018,Manitoba,Couples with other relatives,120700.0
2019,Manitoba,Couples with other relatives,130300.0
2010,Manitoba,Lone-parent families,40300.0
2011,Manitoba,Lone-parent families,41200.0
2012,Manitoba,Lone-parent families,42700.0
