Year,Géographie,Industrie,Taille de l'entreprise,Innovations offrant des avantages pour l'environnement,GeoCode,Value
2017/2019,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,24,63.4
2017/2019,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,24,57.6
2017/2019,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,24,21.5
2017/2019,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,24,21.9
2017/2019,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,24,19.5
2017/2019,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",24,43.0
2017/2019,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",24,6.8
2017/2019,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,24,26.3
2017/2019,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",24,20.8
2017/2019,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,24,17.2
2017/2019,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,24,37.2
2017/2019,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,24,20.1
2017/2019,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,24,27.3
2017/2019,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",24,14.1
2017/2019,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,24,11.2
2017/2019,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,24,7.5
2017/2019,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,24,84.8
2017/2019,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,24,77.4
2017/2019,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,24,56.6
2017/2019,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,24,50.6
2017/2019,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,24,40.5
2017/2019,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",24,55.6
2017/2019,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",24,12.5
2017/2019,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,24,66.9
2017/2019,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",24,56.2
2017/2019,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,24,46.3
2017/2019,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,24,44.7
2017/2019,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,24,19.4
2017/2019,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,24,22.2
2017/2019,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",24,25.1
2017/2019,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,24,16.9
2017/2019,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,24,10.5
2017/2019,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,24,66.1
2017/2019,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,24,59.9
2017/2019,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,24,30.4
2017/2019,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,24,41.0
2017/2019,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,24,21.9
2017/2019,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",24,39.3
2017/2019,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",24,11.6
2017/2019,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,24,55.8
2017/2019,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",24,44.0
2017/2019,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,24,28.2
2017/2019,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,24,28.9
2017/2019,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,24,18.7
2017/2019,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,24,27.0
2017/2019,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",24,21.2
