Year,data.Geography,data.Persons in low income,Value
2018,"data.Calgary, Alberta",data.Non-elderly females not in an economic family,39.4
2019,"data.Calgary, Alberta",data.Non-elderly females not in an economic family,
2015,"data.Edmonton, Alberta",data.All persons,7.8
2016,"data.Edmonton, Alberta",data.All persons,9.2
2017,"data.Edmonton, Alberta",data.All persons,10.2
2018,"data.Edmonton, Alberta",data.All persons,7.5
2019,"data.Edmonton, Alberta",data.All persons,10.1
2015,"data.Edmonton, Alberta",data.Persons under 18 years,
2016,"data.Edmonton, Alberta",data.Persons under 18 years,8.1
2017,"data.Edmonton, Alberta",data.Persons under 18 years,8.4
2018,"data.Edmonton, Alberta",data.Persons under 18 years,6.5
2019,"data.Edmonton, Alberta",data.Persons under 18 years,
2015,"data.Edmonton, Alberta",data.Persons 18 to 64 years,8.0
2016,"data.Edmonton, Alberta",data.Persons 18 to 64 years,10.7
2017,"data.Edmonton, Alberta",data.Persons 18 to 64 years,11.6
2018,"data.Edmonton, Alberta",data.Persons 18 to 64 years,8.6
2019,"data.Edmonton, Alberta",data.Persons 18 to 64 years,11.6
2015,"data.Edmonton, Alberta",data.Persons 65 years and over,
2016,"data.Edmonton, Alberta",data.Persons 65 years and over,
2017,"data.Edmonton, Alberta",data.Persons 65 years and over,4.7
2018,"data.Edmonton, Alberta",data.Persons 65 years and over,
2019,"data.Edmonton, Alberta",data.Persons 65 years and over,
2015,"data.Edmonton, Alberta",data.Males,7.7
2016,"data.Edmonton, Alberta",data.Males,9.3
2017,"data.Edmonton, Alberta",data.Males,8.6
2018,"data.Edmonton, Alberta",data.Males,6.9
2019,"data.Edmonton, Alberta",data.Males,9.9
2015,"data.Edmonton, Alberta","data.Males, under 18 years",
2016,"data.Edmonton, Alberta","data.Males, under 18 years",
2017,"data.Edmonton, Alberta","data.Males, under 18 years",
2018,"data.Edmonton, Alberta","data.Males, under 18 years",6.2
2019,"data.Edmonton, Alberta","data.Males, under 18 years",
2015,"data.Edmonton, Alberta","data.Males, 18 to 64 years",8.8
2016,"data.Edmonton, Alberta","data.Males, 18 to 64 years",10.9
2017,"data.Edmonton, Alberta","data.Males, 18 to 64 years",9.4
2018,"data.Edmonton, Alberta","data.Males, 18 to 64 years",7.8
2019,"data.Edmonton, Alberta","data.Males, 18 to 64 years",11.2
2015,"data.Edmonton, Alberta","data.Males, 65 years and over",
2016,"data.Edmonton, Alberta","data.Males, 65 years and over",
2017,"data.Edmonton, Alberta","data.Males, 65 years and over",
2018,"data.Edmonton, Alberta","data.Males, 65 years and over",
2019,"data.Edmonton, Alberta","data.Males, 65 years and over",
2015,"data.Edmonton, Alberta",data.Females,8.0
2016,"data.Edmonton, Alberta",data.Females,9.1
2017,"data.Edmonton, Alberta",data.Females,11.8
2018,"data.Edmonton, Alberta",data.Females,8.2
2019,"data.Edmonton, Alberta",data.Females,10.4
2015,"data.Edmonton, Alberta","data.Females, under 18 years",
2016,"data.Edmonton, Alberta","data.Females, under 18 years",
2017,"data.Edmonton, Alberta","data.Females, under 18 years",
2018,"data.Edmonton, Alberta","data.Females, under 18 years",6.8
2019,"data.Edmonton, Alberta","data.Females, under 18 years",
2015,"data.Edmonton, Alberta","data.Females, 18 to 64 years",7.1
2016,"data.Edmonton, Alberta","data.Females, 18 to 64 years",10.4
2017,"data.Edmonton, Alberta","data.Females, 18 to 64 years",13.8
2018,"data.Edmonton, Alberta","data.Females, 18 to 64 years",9.5
2019,"data.Edmonton, Alberta","data.Females, 18 to 64 years",12.1
2015,"data.Edmonton, Alberta","data.Females, 65 years and over",
2016,"data.Edmonton, Alberta","data.Females, 65 years and over",
2017,"data.Edmonton, Alberta","data.Females, 65 years and over",
2018,"data.Edmonton, Alberta","data.Females, 65 years and over",
2019,"data.Edmonton, Alberta","data.Females, 65 years and over",
2015,"data.Edmonton, Alberta",data.Persons in economic families,5.8
2016,"data.Edmonton, Alberta",data.Persons in economic families,6.7
2017,"data.Edmonton, Alberta",data.Persons in economic families,6.8
2018,"data.Edmonton, Alberta",data.Persons in economic families,4.1
2019,"data.Edmonton, Alberta",data.Persons in economic families,6.3
2015,"data.Edmonton, Alberta",data.Males in economic families,4.3
2016,"data.Edmonton, Alberta",data.Males in economic families,6.7
2017,"data.Edmonton, Alberta",data.Males in economic families,6.4
2018,"data.Edmonton, Alberta",data.Males in economic families,3.5
2019,"data.Edmonton, Alberta",data.Males in economic families,5.8
2015,"data.Edmonton, Alberta",data.Females in economic families,7.3
2016,"data.Edmonton, Alberta",data.Females in economic families,6.7
2017,"data.Edmonton, Alberta",data.Females in economic families,7.1
2018,"data.Edmonton, Alberta",data.Females in economic families,4.6
2019,"data.Edmonton, Alberta",data.Females in economic families,
2015,"data.Edmonton, Alberta",data.Elderly persons in economic families,
2016,"data.Edmonton, Alberta",data.Elderly persons in economic families,
2017,"data.Edmonton, Alberta",data.Elderly persons in economic families,
2018,"data.Edmonton, Alberta",data.Elderly persons in economic families,
2019,"data.Edmonton, Alberta",data.Elderly persons in economic families,
2015,"data.Edmonton, Alberta",data.Persons under 18 years in economic families,
2016,"data.Edmonton, Alberta",data.Persons under 18 years in economic families,8.1
2017,"data.Edmonton, Alberta",data.Persons under 18 years in economic families,8.4
2018,"data.Edmonton, Alberta",data.Persons under 18 years in economic families,6.3
2019,"data.Edmonton, Alberta",data.Persons under 18 years in economic families,
2015,"data.Edmonton, Alberta",data.Persons under 18 years in couple families with children,
2016,"data.Edmonton, Alberta",data.Persons under 18 years in couple families with children,7.6
2017,"data.Edmonton, Alberta",data.Persons under 18 years in couple families with children,
2018,"data.Edmonton, Alberta",data.Persons under 18 years in couple families with children,4.4
2019,"data.Edmonton, Alberta",data.Persons under 18 years in couple families with children,
2015,"data.Edmonton, Alberta",data.Persons under 18 years in female lone-parent families,44.5
2016,"data.Edmonton, Alberta",data.Persons under 18 years in female lone-parent families,
2017,"data.Edmonton, Alberta",data.Persons under 18 years in female lone-parent families,
2018,"data.Edmonton, Alberta",data.Persons under 18 years in female lone-parent families,35.3
2019,"data.Edmonton, Alberta",data.Persons under 18 years in female lone-parent families,
2015,"data.Edmonton, Alberta",data.Persons 18 to 64 years in economic families,5.2
2016,"data.Edmonton, Alberta",data.Persons 18 to 64 years in economic families,7.0
2017,"data.Edmonton, Alberta",data.Persons 18 to 64 years in economic families,6.5
2018,"data.Edmonton, Alberta",data.Persons 18 to 64 years in economic families,3.5
2019,"data.Edmonton, Alberta",data.Persons 18 to 64 years in economic families,6.0
2015,"data.Edmonton, Alberta",data.Persons not in an economic family,19.1
2016,"data.Edmonton, Alberta",data.Persons not in an economic family,28.1
2017,"data.Edmonton, Alberta",data.Persons not in an economic family,28.2
2018,"data.Edmonton, Alberta",data.Persons not in an economic family,26.5
2019,"data.Edmonton, Alberta",data.Persons not in an economic family,33.2
2015,"data.Edmonton, Alberta",data.Males not in an economic family,25.3
2016,"data.Edmonton, Alberta",data.Males not in an economic family,25.7
2017,"data.Edmonton, Alberta",data.Males not in an economic family,22.3
2018,"data.Edmonton, Alberta",data.Males not in an economic family,24.6
2019,"data.Edmonton, Alberta",data.Males not in an economic family,34.1
2015,"data.Edmonton, Alberta",data.Females not in an economic family,
2016,"data.Edmonton, Alberta",data.Females not in an economic family,31.8
2017,"data.Edmonton, Alberta",data.Females not in an economic family,32.8
2018,"data.Edmonton, Alberta",data.Females not in an economic family,28.6
2019,"data.Edmonton, Alberta",data.Females not in an economic family,32.2
2015,"data.Edmonton, Alberta",data.Elderly persons not in an economic family,
2016,"data.Edmonton, Alberta",data.Elderly persons not in an economic family,
2017,"data.Edmonton, Alberta",data.Elderly persons not in an economic family,
2018,"data.Edmonton, Alberta",data.Elderly persons not in an economic family,
2019,"data.Edmonton, Alberta",data.Elderly persons not in an economic family,
2015,"data.Edmonton, Alberta",data.Non-elderly persons not in an economic family,20.6
2016,"data.Edmonton, Alberta",data.Non-elderly persons not in an economic family,31.5
2017,"data.Edmonton, Alberta",data.Non-elderly persons not in an economic family,33.9
2018,"data.Edmonton, Alberta",data.Non-elderly persons not in an economic family,30.3
2019,"data.Edmonton, Alberta",data.Non-elderly persons not in an economic family,39.4
2015,"data.Edmonton, Alberta",data.Non-elderly males not in an economic family,26.1
2016,"data.Edmonton, Alberta",data.Non-elderly males not in an economic family,26.9
2017,"data.Edmonton, Alberta",data.Non-elderly males not in an economic family,24.9
2018,"data.Edmonton, Alberta",data.Non-elderly males not in an economic family,26.7
2019,"data.Edmonton, Alberta",data.Non-elderly males not in an economic family,38.1
2015,"data.Edmonton, Alberta",data.Non-elderly females not in an economic family,
2016,"data.Edmonton, Alberta",data.Non-elderly females not in an economic family,39.7
2017,"data.Edmonton, Alberta",data.Non-elderly females not in an economic family,41.9
2018,"data.Edmonton, Alberta",data.Non-elderly females not in an economic family,35.0
2019,"data.Edmonton, Alberta",data.Non-elderly females not in an economic family,40.9
2015,"data.Vancouver, British Columbia",data.All persons,18.4
2016,"data.Vancouver, British Columbia",data.All persons,14.9
2017,"data.Vancouver, British Columbia",data.All persons,14.9
2018,"data.Vancouver, British Columbia",data.All persons,12.4
2019,"data.Vancouver, British Columbia",data.All persons,10.6
2015,"data.Vancouver, British Columbia",data.Persons under 18 years,17.8
2016,"data.Vancouver, British Columbia",data.Persons under 18 years,17.7
2017,"data.Vancouver, British Columbia",data.Persons under 18 years,13.1
2018,"data.Vancouver, British Columbia",data.Persons under 18 years,10.1
2019,"data.Vancouver, British Columbia",data.Persons under 18 years,5.3
2015,"data.Vancouver, British Columbia",data.Persons 18 to 64 years,19.4
2016,"data.Vancouver, British Columbia",data.Persons 18 to 64 years,15.4
2017,"data.Vancouver, British Columbia",data.Persons 18 to 64 years,16.0
2018,"data.Vancouver, British Columbia",data.Persons 18 to 64 years,13.9
2019,"data.Vancouver, British Columbia",data.Persons 18 to 64 years,13.3
2015,"data.Vancouver, British Columbia",data.Persons 65 years and over,14.5
2016,"data.Vancouver, British Columbia",data.Persons 65 years and over,9.8
2017,"data.Vancouver, British Columbia",data.Persons 65 years and over,12.3
2018,"data.Vancouver, British Columbia",data.Persons 65 years and over,8.7
2019,"data.Vancouver, British Columbia",data.Persons 65 years and over,5.3
2015,"data.Vancouver, British Columbia",data.Males,18.1
2016,"data.Vancouver, British Columbia",data.Males,15.3
2017,"data.Vancouver, British Columbia",data.Males,15.2
2018,"data.Vancouver, British Columbia",data.Males,13.0
2019,"data.Vancouver, British Columbia",data.Males,9.6
2015,"data.Vancouver, British Columbia","data.Males, under 18 years",17.1
2016,"data.Vancouver, British Columbia","data.Males, under 18 years",18.6
2017,"data.Vancouver, British Columbia","data.Males, under 18 years",15.6
2018,"data.Vancouver, British Columbia","data.Males, under 18 years",12.2
2019,"data.Vancouver, British Columbia","data.Males, under 18 years",
2015,"data.Vancouver, British Columbia","data.Males, 18 to 64 years",18.9
2016,"data.Vancouver, British Columbia","data.Males, 18 to 64 years",16.0
2017,"data.Vancouver, British Columbia","data.Males, 18 to 64 years",15.7
2018,"data.Vancouver, British Columbia","data.Males, 18 to 64 years",14.2
2019,"data.Vancouver, British Columbia","data.Males, 18 to 64 years",11.8
2015,"data.Vancouver, British Columbia","data.Males, 65 years and over",15.7
2016,"data.Vancouver, British Columbia","data.Males, 65 years and over",8.6
2017,"data.Vancouver, British Columbia","data.Males, 65 years and over",12.3
2018,"data.Vancouver, British Columbia","data.Males, 65 years and over",8.8
2019,"data.Vancouver, British Columbia","data.Males, 65 years and over",5.6
2015,"data.Vancouver, British Columbia",data.Females,18.6
2016,"data.Vancouver, British Columbia",data.Females,14.6
2017,"data.Vancouver, British Columbia",data.Females,14.6
2018,"data.Vancouver, British Columbia",data.Females,11.8
2019,"data.Vancouver, British Columbia",data.Females,11.7
2015,"data.Vancouver, British Columbia","data.Females, under 18 years",18.6
2016,"data.Vancouver, British Columbia","data.Females, under 18 years",16.8
2017,"data.Vancouver, British Columbia","data.Females, under 18 years",
2018,"data.Vancouver, British Columbia","data.Females, under 18 years",7.8
2019,"data.Vancouver, British Columbia","data.Females, under 18 years",
2015,"data.Vancouver, British Columbia","data.Females, 18 to 64 years",19.9
2016,"data.Vancouver, British Columbia","data.Females, 18 to 64 years",14.9
2017,"data.Vancouver, British Columbia","data.Females, 18 to 64 years",16.3
2018,"data.Vancouver, British Columbia","data.Females, 18 to 64 years",13.6
2019,"data.Vancouver, British Columbia","data.Females, 18 to 64 years",14.8
2015,"data.Vancouver, British Columbia","data.Females, 65 years and over",13.4
2016,"data.Vancouver, British Columbia","data.Females, 65 years and over",10.9
2017,"data.Vancouver, British Columbia","data.Females, 65 years and over",12.3
2018,"data.Vancouver, British Columbia","data.Females, 65 years and over",8.7
2019,"data.Vancouver, British Columbia","data.Females, 65 years and over",
2015,"data.Vancouver, British Columbia",data.Persons in economic families,13.6
2016,"data.Vancouver, British Columbia",data.Persons in economic families,11.7
2017,"data.Vancouver, British Columbia",data.Persons in economic families,11.0
2018,"data.Vancouver, British Columbia",data.Persons in economic families,8.6
2019,"data.Vancouver, British Columbia",data.Persons in economic families,6.7
2015,"data.Vancouver, British Columbia",data.Males in economic families,12.1
2016,"data.Vancouver, British Columbia",data.Males in economic families,12.2
2017,"data.Vancouver, British Columbia",data.Males in economic families,11.8
2018,"data.Vancouver, British Columbia",data.Males in economic families,9.4
2019,"data.Vancouver, British Columbia",data.Males in economic families,6.6
2015,"data.Vancouver, British Columbia",data.Females in economic families,15.1
2016,"data.Vancouver, British Columbia",data.Females in economic families,11.3
2017,"data.Vancouver, British Columbia",data.Females in economic families,10.3
2018,"data.Vancouver, British Columbia",data.Females in economic families,7.9
2019,"data.Vancouver, British Columbia",data.Females in economic families,6.9
2015,"data.Vancouver, British Columbia",data.Elderly persons in economic families,
2016,"data.Vancouver, British Columbia",data.Elderly persons in economic families,
2017,"data.Vancouver, British Columbia",data.Elderly persons in economic families,8.7
2018,"data.Vancouver, British Columbia",data.Elderly persons in economic families,4.3
2019,"data.Vancouver, British Columbia",data.Elderly persons in economic families,
2015,"data.Vancouver, British Columbia",data.Persons under 18 years in economic families,17.1
2016,"data.Vancouver, British Columbia",data.Persons under 18 years in economic families,17.7
2017,"data.Vancouver, British Columbia",data.Persons under 18 years in economic families,13.1
2018,"data.Vancouver, British Columbia",data.Persons under 18 years in economic families,10.1
2019,"data.Vancouver, British Columbia",data.Persons under 18 years in economic families,5.3
2015,"data.Vancouver, British Columbia",data.Persons under 18 years in couple families with children,16.9
2016,"data.Vancouver, British Columbia",data.Persons under 18 years in couple families with children,15.6
2017,"data.Vancouver, British Columbia",data.Persons under 18 years in couple families with children,11.4
2018,"data.Vancouver, British Columbia",data.Persons under 18 years in couple families with children,10.1
2019,"data.Vancouver, British Columbia",data.Persons under 18 years in couple families with children,
2015,"data.Vancouver, British Columbia",data.Persons under 18 years in female lone-parent families,
2016,"data.Vancouver, British Columbia",data.Persons under 18 years in female lone-parent families,53.5
2017,"data.Vancouver, British Columbia",data.Persons under 18 years in female lone-parent families,35.6
2018,"data.Vancouver, British Columbia",data.Persons under 18 years in female lone-parent families,
2019,"data.Vancouver, British Columbia",data.Persons under 18 years in female lone-parent families,
2015,"data.Vancouver, British Columbia",data.Persons 18 to 64 years in economic families,13.7
2016,"data.Vancouver, British Columbia",data.Persons 18 to 64 years in economic families,11.4
2017,"data.Vancouver, British Columbia",data.Persons 18 to 64 years in economic families,10.9
2018,"data.Vancouver, British Columbia",data.Persons 18 to 64 years in economic families,9.1
2019,"data.Vancouver, British Columbia",data.Persons 18 to 64 years in economic families,7.7
2015,"data.Vancouver, British Columbia",data.Persons not in an economic family,42.1
2016,"data.Vancouver, British Columbia",data.Persons not in an economic family,34.0
2017,"data.Vancouver, British Columbia",data.Persons not in an economic family,35.1
2018,"data.Vancouver, British Columbia",data.Persons not in an economic family,30.9
2019,"data.Vancouver, British Columbia",data.Persons not in an economic family,32.1
2015,"data.Vancouver, British Columbia",data.Males not in an economic family,45.1
2016,"data.Vancouver, British Columbia",data.Males not in an economic family,35.1
2017,"data.Vancouver, British Columbia",data.Males not in an economic family,32.0
2018,"data.Vancouver, British Columbia",data.Males not in an economic family,31.3
2019,"data.Vancouver, British Columbia",data.Males not in an economic family,28.4
2015,"data.Vancouver, British Columbia",data.Females not in an economic family,38.6
2016,"data.Vancouver, British Columbia",data.Females not in an economic family,33.0
2017,"data.Vancouver, British Columbia",data.Females not in an economic family,38.6
2018,"data.Vancouver, British Columbia",data.Females not in an economic family,30.5
2019,"data.Vancouver, British Columbia",data.Females not in an economic family,35.1
2015,"data.Vancouver, British Columbia",data.Elderly persons not in an economic family,32.8
2016,"data.Vancouver, British Columbia",data.Elderly persons not in an economic family,26.0
2017,"data.Vancouver, British Columbia",data.Elderly persons not in an economic family,23.0
2018,"data.Vancouver, British Columbia",data.Elderly persons not in an economic family,20.6
2019,"data.Vancouver, British Columbia",data.Elderly persons not in an economic family,
2015,"data.Vancouver, British Columbia",data.Non-elderly persons not in an economic family,45.3
2016,"data.Vancouver, British Columbia",data.Non-elderly persons not in an economic family,37.0
2017,"data.Vancouver, British Columbia",data.Non-elderly persons not in an economic family,39.2
2018,"data.Vancouver, British Columbia",data.Non-elderly persons not in an economic family,34.3
2019,"data.Vancouver, British Columbia",data.Non-elderly persons not in an economic family,40.4
2015,"data.Vancouver, British Columbia",data.Non-elderly males not in an economic family,44.6
2016,"data.Vancouver, British Columbia",data.Non-elderly males not in an economic family,34.6
2017,"data.Vancouver, British Columbia",data.Non-elderly males not in an economic family,33.4
2018,"data.Vancouver, British Columbia",data.Non-elderly males not in an economic family,33.1
2019,"data.Vancouver, British Columbia",data.Non-elderly males not in an economic family,34.4
2015,"data.Vancouver, British Columbia",data.Non-elderly females not in an economic family,46.3
2016,"data.Vancouver, British Columbia",data.Non-elderly females not in an economic family,39.6
2017,"data.Vancouver, British Columbia",data.Non-elderly females not in an economic family,47.4
2018,"data.Vancouver, British Columbia",data.Non-elderly females not in an economic family,35.5
2019,"data.Vancouver, British Columbia",data.Non-elderly females not in an economic family,45.5
