Year,Geography,Core public infrastructure assets,Type of municipality by population size,GeoCode,Value
2018,Nova Scotia,Potable water assets,All rural municipalities,12,72.0
2018,Nova Scotia,Potable water assets,"Rural municipalities, population less than 5000",12,65.0
2018,Nova Scotia,Potable water assets,"Rural municipalities, population greater than 5000",12,66.67
2018,Nova Scotia,Stormwater assets,All municipalities,12,76.36
2018,Nova Scotia,Stormwater assets,All urban municipalities,12,58.62
2018,Nova Scotia,Stormwater assets,"Urban municipalities, population less than 5000",12,66.67
2018,Nova Scotia,Stormwater assets,"Urban municipalities, population greater than 5000 to 30,000",12,42.86
2018,Nova Scotia,Stormwater assets,"Urban municipalities, population greater than 30,000",12,0.0
2018,Nova Scotia,Stormwater assets,All rural municipalities,12,96.15
2018,Nova Scotia,Stormwater assets,"Rural municipalities, population less than 5000",12,100.0
2018,Nova Scotia,Stormwater assets,"Rural municipalities, population greater than 5000",12,87.5
2018,Nova Scotia,Wastewater assets,All municipalities,12,68.57
2018,Nova Scotia,Wastewater assets,All urban municipalities,12,55.17
2018,Nova Scotia,Wastewater assets,"Urban municipalities, population less than 5000",12,66.67
2018,Nova Scotia,Wastewater assets,"Urban municipalities, population greater than 5000 to 30,000",12,28.57
2018,Nova Scotia,Wastewater assets,"Urban municipalities, population greater than 30,000",12,0.0
2018,Nova Scotia,Wastewater assets,All rural municipalities,12,78.05
2018,Nova Scotia,Wastewater assets,"Rural municipalities, population less than 5000",12,78.57
2018,Nova Scotia,Wastewater assets,"Rural municipalities, population greater than 5000",12,76.92
2018,Nova Scotia,Solid waste assets,All municipalities,12,42.86
2018,Nova Scotia,Solid waste assets,All urban municipalities,12,33.33
2018,Nova Scotia,Solid waste assets,"Urban municipalities, population less than 5000",12,100.0
2018,Nova Scotia,Solid waste assets,"Urban municipalities, population greater than 5000 to 30,000",12,0.0
2018,Nova Scotia,Solid waste assets,"Urban municipalities, population greater than 30,000",12,0.0
2018,Nova Scotia,Solid waste assets,All rural municipalities,12,47.62
2018,Nova Scotia,Solid waste assets,"Rural municipalities, population less than 5000",12,58.33
2018,Nova Scotia,Solid waste assets,"Rural municipalities, population greater than 5000",12,33.33
2018,Nova Scotia,Roads,All municipalities,12,64.18
2018,Nova Scotia,Roads,All urban municipalities,12,55.17
2018,Nova Scotia,Roads,"Urban municipalities, population less than 5000",12,57.14
2018,Nova Scotia,Roads,"Urban municipalities, population greater than 5000 to 30,000",12,57.14
2018,Nova Scotia,Roads,"Urban municipalities, population greater than 30,000",12,0.0
2018,Nova Scotia,Roads,All rural municipalities,12,69.23
2018,Nova Scotia,Roads,"Rural municipalities, population less than 5000",12,74.07
2018,Nova Scotia,Roads,"Rural municipalities, population greater than 5000",12,63.64
2018,Nova Scotia,Bridges and tunnels,All municipalities,12,50.0
2018,Nova Scotia,Bridges and tunnels,All urban municipalities,12,25.0
2018,Nova Scotia,Bridges and tunnels,"Urban municipalities, population less than 5000",12,37.5
2018,Nova Scotia,Bridges and tunnels,"Urban municipalities, population greater than 5000 to 30,000",12,14.29
2018,Nova Scotia,Bridges and tunnels,"Urban municipalities, population greater than 30,000",12,0.0
2018,Nova Scotia,Bridges and tunnels,All rural municipalities,12,75.0
2018,Nova Scotia,Bridges and tunnels,"Rural municipalities, population less than 5000",12,90.91
2018,Nova Scotia,Bridges and tunnels,"Rural municipalities, population greater than 5000",12,40.0
2018,Nova Scotia,Social and affordable housing,All municipalities,12,
2018,Nova Scotia,Social and affordable housing,All urban municipalities,12,
2018,Nova Scotia,Social and affordable housing,"Urban municipalities, population less than 5000",12,
2018,Nova Scotia,Social and affordable housing,"Urban municipalities, population greater than 5000 to 30,000",12,
2018,Nova Scotia,Social and affordable housing,"Urban municipalities, population greater than 30,000",12,
2018,Nova Scotia,Social and affordable housing,All rural municipalities,12,
2018,Nova Scotia,Social and affordable housing,"Rural municipalities, population less than 5000",12,
2018,Nova Scotia,Social and affordable housing,"Rural municipalities, population greater than 5000",12,
2018,Nova Scotia,"Culture, recreation and sports facilities",All municipalities,12,50.0
2018,Nova Scotia,"Culture, recreation and sports facilities",All urban municipalities,12,44.83
2018,Nova Scotia,"Culture, recreation and sports facilities","Urban municipalities, population less than 5000",12,52.38
2018,Nova Scotia,"Culture, recreation and sports facilities","Urban municipalities, population greater than 5000 to 30,000",12,28.57
2018,Nova Scotia,"Culture, recreation and sports facilities","Urban municipalities, population greater than 30,000",12,0.0
2018,Nova Scotia,"Culture, recreation and sports facilities",All rural municipalities,12,53.66
2018,Nova Scotia,"Culture, recreation and sports facilities","Rural municipalities, population less than 5000",12,50.0
2018,Nova Scotia,"Culture, recreation and sports facilities","Rural municipalities, population greater than 5000",12,61.54
2018,New Brunswick,Public transit assets,All municipalities,13,23.81
2018,New Brunswick,Public transit assets,All urban municipalities,13,36.36
2018,New Brunswick,Public transit assets,"Urban municipalities, population less than 5000",13,100.0
2018,New Brunswick,Public transit assets,"Urban municipalities, population greater than 5000 to 30,000",13,20.0
2018,New Brunswick,Public transit assets,"Urban municipalities, population greater than 30,000",13,0.0
2018,New Brunswick,Public transit assets,All rural municipalities,13,10.0
2018,New Brunswick,Public transit assets,"Rural municipalities, population less than 5000",13,0.0
2018,New Brunswick,Public transit assets,"Rural municipalities, population greater than 5000",13,100.0
2018,New Brunswick,Potable water assets,All municipalities,13,64.0
2018,New Brunswick,Potable water assets,All urban municipalities,13,58.54
2018,New Brunswick,Potable water assets,"Urban municipalities, population less than 5000",13,50.0
2018,New Brunswick,Potable water assets,"Urban municipalities, population greater than 5000 to 30,000",13,78.57
2018,New Brunswick,Potable water assets,"Urban municipalities, population greater than 30,000",13,33.33
2018,New Brunswick,Potable water assets,All rural municipalities,13,66.06
2018,New Brunswick,Potable water assets,"Rural municipalities, population less than 5000",13,65.38
2018,New Brunswick,Potable water assets,"Rural municipalities, population greater than 5000",13,100.0
2018,New Brunswick,Stormwater assets,All municipalities,13,60.75
2018,New Brunswick,Stormwater assets,All urban municipalities,13,72.09
2018,New Brunswick,Stormwater assets,"Urban municipalities, population less than 5000",13,58.33
2018,New Brunswick,Stormwater assets,"Urban municipalities, population greater than 5000 to 30,000",13,87.5
2018,New Brunswick,Stormwater assets,"Urban municipalities, population greater than 30,000",13,66.67
2018,New Brunswick,Stormwater assets,All rural municipalities,13,58.82
2018,New Brunswick,Stormwater assets,"Rural municipalities, population less than 5000",13,57.58
2018,New Brunswick,Stormwater assets,"Rural municipalities, population greater than 5000",13,100.0
2018,New Brunswick,Wastewater assets,All municipalities,13,61.93
2018,New Brunswick,Wastewater assets,All urban municipalities,13,59.52
2018,New Brunswick,Wastewater assets,"Urban municipalities, population less than 5000",13,50.0
2018,New Brunswick,Wastewater assets,"Urban municipalities, population greater than 5000 to 30,000",13,80.0
2018,New Brunswick,Wastewater assets,"Urban municipalities, population greater than 30,000",13,33.33
2018,New Brunswick,Wastewater assets,All rural municipalities,13,61.94
2018,New Brunswick,Wastewater assets,"Rural municipalities, population less than 5000",13,61.33
2018,New Brunswick,Wastewater assets,"Rural municipalities, population greater than 5000",13,100.0
2018,New Brunswick,Solid waste assets,All municipalities,13,37.78
2018,New Brunswick,Solid waste assets,All urban municipalities,13,36.36
2018,New Brunswick,Solid waste assets,"Urban municipalities, population less than 5000",13,60.0
2018,New Brunswick,Solid waste assets,"Urban municipalities, population greater than 5000 to 30,000",13,0.0
2018,New Brunswick,Solid waste assets,"Urban municipalities, population greater than 30,000",13,50.0
2018,New Brunswick,Solid waste assets,All rural municipalities,13,39.24
2018,New Brunswick,Solid waste assets,"Rural municipalities, population less than 5000",13,39.74
2018,New Brunswick,Solid waste assets,"Rural municipalities, population greater than 5000",13,0.0
2018,New Brunswick,Roads,All municipalities,13,58.04
2018,New Brunswick,Roads,All urban municipalities,13,69.77
2018,New Brunswick,Roads,"Urban municipalities, population less than 5000",13,58.33
2018,New Brunswick,Roads,"Urban municipalities, population greater than 5000 to 30,000",13,87.5
2018,New Brunswick,Roads,"Urban municipalities, population greater than 30,000",13,33.33
2018,New Brunswick,Roads,All rural municipalities,13,55.8
2018,New Brunswick,Roads,"Rural municipalities, population less than 5000",13,55.11
2018,New Brunswick,Roads,"Rural municipalities, population greater than 5000",13,80.0
2018,New Brunswick,Bridges and tunnels,All municipalities,13,36.96
2018,New Brunswick,Bridges and tunnels,All urban municipalities,13,41.67
2018,New Brunswick,Bridges and tunnels,"Urban municipalities, population less than 5000",13,28.57
2018,New Brunswick,Bridges and tunnels,"Urban municipalities, population greater than 5000 to 30,000",13,75.0
2018,New Brunswick,Bridges and tunnels,"Urban municipalities, population greater than 30,000",13,0.0
2018,New Brunswick,Bridges and tunnels,All rural municipalities,13,35.29
2018,New Brunswick,Bridges and tunnels,"Rural municipalities, population less than 5000",13,35.29
2018,New Brunswick,Bridges and tunnels,"Rural municipalities, population greater than 5000",13,
2018,New Brunswick,Social and affordable housing,All municipalities,13,
2018,New Brunswick,Social and affordable housing,All urban municipalities,13,
2018,New Brunswick,Social and affordable housing,"Urban municipalities, population less than 5000",13,
2018,New Brunswick,Social and affordable housing,"Urban municipalities, population greater than 5000 to 30,000",13,
2018,New Brunswick,Social and affordable housing,"Urban municipalities, population greater than 30,000",13,
2018,New Brunswick,Social and affordable housing,All rural municipalities,13,
2018,New Brunswick,Social and affordable housing,"Rural municipalities, population less than 5000",13,
2018,New Brunswick,Social and affordable housing,"Rural municipalities, population greater than 5000",13,
2018,New Brunswick,"Culture, recreation and sports facilities",All municipalities,13,46.73
