Year,Geography,Sex,Age group,Selected demographic characteristics,GeoCode,Value
2016,Northwest Territories,Males,"Total, persons aged 15 years and over",Non-permanent residents,61,93.1
2016,Northwest Territories,Males,"Total, persons aged 15 years and over",Total visible minority population,61,87.3
2016,Northwest Territories,Males,"Total, persons aged 15 years and over",Not a visible minority,61,62.0
2016,Northwest Territories,Males,"Total, persons aged 15 years and over",Total Aboriginal identity,61,41.1
2016,Northwest Territories,Males,"Total, persons aged 15 years and over",First Nations (North American Indian),61,37.3
2016,Northwest Territories,Males,"Total, persons aged 15 years and over",Inuk (Inuit),61,38.0
2016,Northwest Territories,Males,"Total, persons aged 15 years and over",Non-Aboriginal identity,61,84.5
2016,Northwest Territories,Males,15 to 24 years,"Total, all persons",61,49.0
2016,Northwest Territories,Males,15 to 24 years,Non immigrants,61,47.8
2016,Northwest Territories,Males,15 to 24 years,Immigrants,61,67.7
2016,Northwest Territories,Males,15 to 24 years,Non-permanent residents,61,75.0
2016,Northwest Territories,Males,15 to 24 years,Total visible minority population,61,63.0
2016,Northwest Territories,Males,15 to 24 years,Not a visible minority,61,47.9
2016,Northwest Territories,Males,15 to 24 years,Total Aboriginal identity,61,37.5
2016,Northwest Territories,Males,15 to 24 years,First Nations (North American Indian),61,37.0
2016,Northwest Territories,Males,15 to 24 years,Inuk (Inuit),61,33.3
2016,Northwest Territories,Males,15 to 24 years,Non-Aboriginal identity,61,67.8
2016,Northwest Territories,Males,25 to 64 years,"Total, all persons",61,69.9
2016,Northwest Territories,Males,25 to 64 years,Non immigrants,61,66.5
2016,Northwest Territories,Males,25 to 64 years,Immigrants,61,94.1
2016,Northwest Territories,Males,25 to 64 years,Non-permanent residents,61,95.7
2016,Northwest Territories,Males,25 to 64 years,Total visible minority population,61,92.4
2016,Northwest Territories,Males,25 to 64 years,Not a visible minority,61,67.6
2016,Northwest Territories,Males,25 to 64 years,Total Aboriginal identity,61,45.0
2016,Northwest Territories,Males,25 to 64 years,First Nations (North American Indian),61,40.2
2016,Northwest Territories,Males,25 to 64 years,Inuk (Inuit),61,41.7
2016,Northwest Territories,Males,25 to 64 years,Non-Aboriginal identity,61,88.4
2016,Northwest Territories,Males,65 to 74 years,"Total, all persons",61,56.1
2016,Northwest Territories,Males,65 to 74 years,Non immigrants,61,51.3
2016,Northwest Territories,Males,65 to 74 years,Immigrants,61,78.0
2016,Northwest Territories,Males,65 to 74 years,Non-permanent residents,61,100.0
2016,Northwest Territories,Males,65 to 74 years,Total visible minority population,61,82.4
2016,Northwest Territories,Males,65 to 74 years,Not a visible minority,61,54.3
2016,Northwest Territories,Males,65 to 74 years,Total Aboriginal identity,61,32.1
2016,Northwest Territories,Males,65 to 74 years,First Nations (North American Indian),61,28.9
2016,Northwest Territories,Males,65 to 74 years,Inuk (Inuit),61,20.0
2016,Northwest Territories,Males,65 to 74 years,Non-Aboriginal identity,61,77.2
2016,Northwest Territories,Males,75 years and over,"Total, all persons",61,33.3
2016,Northwest Territories,Males,75 years and over,Non immigrants,61,23.0
2016,Northwest Territories,Males,75 years and over,Immigrants,61,84.6
2016,Northwest Territories,Males,75 years and over,Non-permanent residents,61,0.0
2016,Northwest Territories,Males,75 years and over,Total visible minority population,61,125.0
2016,Northwest Territories,Males,75 years and over,Not a visible minority,61,30.1
2016,Northwest Territories,Males,75 years and over,Total Aboriginal identity,61,11.1
2016,Northwest Territories,Males,75 years and over,First Nations (North American Indian),61,9.8
2016,Northwest Territories,Males,75 years and over,Inuk (Inuit),61,0.0
2016,Northwest Territories,Males,75 years and over,Non-Aboriginal identity,61,67.6
2016,Northwest Territories,Females,"Total, persons aged 15 years and over","Total, all persons",61,70.0
2016,Northwest Territories,Females,"Total, persons aged 15 years and over",Non immigrants,61,67.6
2016,Northwest Territories,Females,"Total, persons aged 15 years and over",Immigrants,61,87.2
2016,Northwest Territories,Females,"Total, persons aged 15 years and over",Non-permanent residents,61,93.1
2016,Northwest Territories,Females,"Total, persons aged 15 years and over",Total visible minority population,61,86.5
2016,Northwest Territories,Females,"Total, persons aged 15 years and over",Not a visible minority,61,68.1
2016,Northwest Territories,Females,"Total, persons aged 15 years and over",Total Aboriginal identity,61,50.6
2016,Northwest Territories,Females,"Total, persons aged 15 years and over",First Nations (North American Indian),61,46.6
2016,Northwest Territories,Females,"Total, persons aged 15 years and over",Inuk (Inuit),61,47.5
2016,Northwest Territories,Females,"Total, persons aged 15 years and over",Non-Aboriginal identity,61,88.9
2016,Northwest Territories,Females,15 to 24 years,"Total, all persons",61,50.7
2016,Northwest Territories,Females,15 to 24 years,Non immigrants,61,50.2
2016,Northwest Territories,Females,15 to 24 years,Immigrants,61,61.3
2016,Northwest Territories,Females,15 to 24 years,Non-permanent residents,61,0.0
2016,Northwest Territories,Females,15 to 24 years,Total visible minority population,61,63.0
2016,Northwest Territories,Females,15 to 24 years,Not a visible minority,61,49.8
2016,Northwest Territories,Females,15 to 24 years,Total Aboriginal identity,61,42.6
2016,Northwest Territories,Females,15 to 24 years,First Nations (North American Indian),61,42.0
2016,Northwest Territories,Females,15 to 24 years,Inuk (Inuit),61,38.2
2016,Northwest Territories,Females,15 to 24 years,Non-Aboriginal identity,61,65.5
2016,Northwest Territories,Females,25 to 64 years,"Total, all persons",61,76.4
2016,Northwest Territories,Females,25 to 64 years,Non immigrants,61,74.2
2016,Northwest Territories,Females,25 to 64 years,Immigrants,61,90.8
2016,Northwest Territories,Females,25 to 64 years,Non-permanent residents,61,96.3
2016,Northwest Territories,Females,25 to 64 years,Total visible minority population,61,91.7
2016,Northwest Territories,Females,25 to 64 years,Not a visible minority,61,74.6
2016,Northwest Territories,Females,25 to 64 years,Total Aboriginal identity,61,56.0
2016,Northwest Territories,Females,25 to 64 years,First Nations (North American Indian),61,51.8
2016,Northwest Territories,Females,25 to 64 years,Inuk (Inuit),61,51.4
2016,Northwest Territories,Females,25 to 64 years,Non-Aboriginal identity,61,93.2
2016,Northwest Territories,Females,65 to 74 years,"Total, all persons",61,64.0
2016,Northwest Territories,Females,65 to 74 years,Non immigrants,61,59.0
2016,Northwest Territories,Females,65 to 74 years,Immigrants,61,87.1
2016,Northwest Territories,Females,65 to 74 years,Non-permanent residents,61,0.0
2016,Northwest Territories,Females,65 to 74 years,Total visible minority population,61,80.0
2016,Northwest Territories,Females,65 to 74 years,Not a visible minority,61,61.9
2016,Northwest Territories,Females,65 to 74 years,Total Aboriginal identity,61,43.9
2016,Northwest Territories,Females,65 to 74 years,First Nations (North American Indian),61,34.9
2016,Northwest Territories,Females,65 to 74 years,Inuk (Inuit),61,50.0
2016,Northwest Territories,Females,65 to 74 years,Non-Aboriginal identity,61,86.7
2016,Northwest Territories,Females,75 years and over,"Total, all persons",61,29.9
2016,Northwest Territories,Females,75 years and over,Non immigrants,61,24.4
2016,Northwest Territories,Females,75 years and over,Immigrants,61,50.0
2016,Northwest Territories,Females,75 years and over,Non-permanent residents,61,0.0
2016,Northwest Territories,Females,75 years and over,Total visible minority population,61,50.0
2016,Northwest Territories,Females,75 years and over,Not a visible minority,61,28.0
2016,Northwest Territories,Females,75 years and over,Total Aboriginal identity,61,11.7
2016,Northwest Territories,Females,75 years and over,First Nations (North American Indian),61,8.9
2016,Northwest Territories,Females,75 years and over,Inuk (Inuit),61,25.0
2016,Northwest Territories,Females,75 years and over,Non-Aboriginal identity,61,63.0
2016,Nunavut,Both sexes,"Total, persons aged 15 years and over","Total, all persons",62,40.6
2016,Nunavut,Both sexes,"Total, persons aged 15 years and over",Non immigrants,62,38.5
2016,Nunavut,Both sexes,"Total, persons aged 15 years and over",Immigrants,62,93.1
2016,Nunavut,Both sexes,"Total, persons aged 15 years and over",Non-permanent residents,62,90.9
2016,Nunavut,Both sexes,"Total, persons aged 15 years and over",Total visible minority population,62,90.0
2016,Nunavut,Both sexes,"Total, persons aged 15 years and over",Not a visible minority,62,39.0
2016,Nunavut,Both sexes,"Total, persons aged 15 years and over",Total Aboriginal identity,62,29.0
2016,Nunavut,Both sexes,"Total, persons aged 15 years and over",First Nations (North American Indian),62,80.6
2016,Nunavut,Both sexes,"Total, persons aged 15 years and over",Inuk (Inuit),62,28.2
2016,Nunavut,Both sexes,"Total, persons aged 15 years and over",Non-Aboriginal identity,62,92.1
2016,Nunavut,Both sexes,15 to 24 years,"Total, all persons",62,24.6
2016,Nunavut,Both sexes,15 to 24 years,Non immigrants,62,24.3
2016,Nunavut,Both sexes,15 to 24 years,Immigrants,62,45.5
2016,Nunavut,Both sexes,15 to 24 years,Non-permanent residents,62,100.0
2016,Nunavut,Both sexes,15 to 24 years,Total visible minority population,62,44.4
2016,Nunavut,Both sexes,15 to 24 years,Not a visible minority,62,24.2
2016,Nunavut,Both sexes,15 to 24 years,Total Aboriginal identity,62,22.3
2016,Nunavut,Both sexes,15 to 24 years,First Nations (North American Indian),62,75.0
2016,Nunavut,Both sexes,15 to 24 years,Inuk (Inuit),62,22.0
2016,Nunavut,Both sexes,15 to 24 years,Non-Aboriginal identity,62,66.2
2016,Nunavut,Both sexes,25 to 64 years,"Total, all persons",62,47.8
2016,Nunavut,Both sexes,25 to 64 years,Non immigrants,62,45.4
2016,Nunavut,Both sexes,25 to 64 years,Immigrants,62,96.6
2016,Nunavut,Both sexes,25 to 64 years,Non-permanent residents,62,88.9
2016,Nunavut,Both sexes,25 to 64 years,Total visible minority population,62,96.1
2016,Nunavut,Both sexes,25 to 64 years,Not a visible minority,62,45.9
2016,Nunavut,Both sexes,25 to 64 years,Total Aboriginal identity,62,33.6
2016,Nunavut,Both sexes,25 to 64 years,First Nations (North American Indian),62,84.6
2016,Nunavut,Both sexes,25 to 64 years,Inuk (Inuit),62,32.5
2016,Nunavut,Both sexes,25 to 64 years,Non-Aboriginal identity,62,94.5
2016,Nunavut,Both sexes,65 to 74 years,"Total, all persons",62,29.7
2016,Nunavut,Both sexes,65 to 74 years,Non immigrants,62,26.1
2016,Nunavut,Both sexes,65 to 74 years,Immigrants,62,91.7
2016,Nunavut,Both sexes,65 to 74 years,Non-permanent residents,62,0.0
2016,Nunavut,Both sexes,65 to 74 years,Total visible minority population,62,80.0
2016,Nunavut,Both sexes,65 to 74 years,Not a visible minority,62,28.3
2016,Nunavut,Both sexes,65 to 74 years,Total Aboriginal identity,62,16.3
2016,Nunavut,Both sexes,65 to 74 years,First Nations (North American Indian),62,0.0
2016,Nunavut,Both sexes,65 to 74 years,Inuk (Inuit),62,14.6
2016,Nunavut,Both sexes,65 to 74 years,Non-Aboriginal identity,62,91.7
2016,Nunavut,Both sexes,75 years and over,"Total, all persons",62,10.4
2016,Nunavut,Both sexes,75 years and over,Non immigrants,62,7.7
2016,Nunavut,Both sexes,75 years and over,Immigrants,62,100.0
2016,Nunavut,Both sexes,75 years and over,Non-permanent residents,62,0.0
2016,Nunavut,Both sexes,75 years and over,Total visible minority population,62,0.0
2016,Nunavut,Both sexes,75 years and over,Not a visible minority,62,9.0
2016,Nunavut,Both sexes,75 years and over,Total Aboriginal identity,62,6.5
2016,Nunavut,Both sexes,75 years and over,First Nations (North American Indian),62,0.0
2016,Nunavut,Both sexes,75 years and over,Inuk (Inuit),62,4.8
2016,Nunavut,Both sexes,75 years and over,Non-Aboriginal identity,62,80.0
2016,Nunavut,Males,"Total, persons aged 15 years and over","Total, all persons",62,39.4
2016,Nunavut,Males,"Total, persons aged 15 years and over",Non immigrants,62,37.3
2016,Nunavut,Males,"Total, persons aged 15 years and over",Immigrants,62,91.5
2016,Nunavut,Males,"Total, persons aged 15 years and over",Non-permanent residents,62,100.0
2016,Nunavut,Males,"Total, persons aged 15 years and over",Total visible minority population,62,90.5
2016,Nunavut,Males,"Total, persons aged 15 years and over",Not a visible minority,62,37.9
2016,Nunavut,Males,"Total, persons aged 15 years and over",Total Aboriginal identity,62,26.9
2016,Nunavut,Males,"Total, persons aged 15 years and over",First Nations (North American Indian),62,85.7
2016,Nunavut,Males,"Total, persons aged 15 years and over",Inuk (Inuit),62,26.1
2016,Nunavut,Males,"Total, persons aged 15 years and over",Non-Aboriginal identity,62,90.6
2016,Nunavut,Males,15 to 24 years,"Total, all persons",62,22.4
2016,Nunavut,Males,15 to 24 years,Non immigrants,62,22.1
2016,Nunavut,Males,15 to 24 years,Immigrants,62,40.0
2016,Nunavut,Males,15 to 24 years,Non-permanent residents,62,0.0
2016,Nunavut,Males,15 to 24 years,Total visible minority population,62,50.0
2016,Nunavut,Males,15 to 24 years,Not a visible minority,62,22.1
2016,Nunavut,Males,15 to 24 years,Total Aboriginal identity,62,20.1
2016,Nunavut,Males,15 to 24 years,First Nations (North American Indian),62,100.0
2016,Nunavut,Males,15 to 24 years,Inuk (Inuit),62,20.0
2016,Nunavut,Males,15 to 24 years,Non-Aboriginal identity,62,65.5
2016,Nunavut,Males,25 to 64 years,"Total, all persons",62,46.6
2016,Nunavut,Males,25 to 64 years,Non immigrants,62,44.1
2016,Nunavut,Males,25 to 64 years,Immigrants,62,94.9
2016,Nunavut,Males,25 to 64 years,Non-permanent residents,62,100.0
2016,Nunavut,Males,25 to 64 years,Total visible minority population,62,95.2
2016,Nunavut,Males,25 to 64 years,Not a visible minority,62,44.7
2016,Nunavut,Males,25 to 64 years,Total Aboriginal identity,62,31.3
2016,Nunavut,Males,25 to 64 years,First Nations (North American Indian),62,75.0
2016,Nunavut,Males,25 to 64 years,Inuk (Inuit),62,30.3
2016,Nunavut,Males,25 to 64 years,Non-Aboriginal identity,62,92.7
2016,Nunavut,Males,65 to 74 years,"Total, all persons",62,33.3
2016,Nunavut,Males,65 to 74 years,Non immigrants,62,28.1
2016,Nunavut,Males,65 to 74 years,Immigrants,62,87.5
2016,Nunavut,Males,65 to 74 years,Non-permanent residents,62,0.0
2016,Nunavut,Males,65 to 74 years,Total visible minority population,62,100.0
2016,Nunavut,Males,65 to 74 years,Not a visible minority,62,32.0
2016,Nunavut,Males,65 to 74 years,Total Aboriginal identity,62,16.3
2016,Nunavut,Males,65 to 74 years,First Nations (North American Indian),62,0.0
2016,Nunavut,Males,65 to 74 years,Inuk (Inuit),62,15.2
2016,Nunavut,Males,65 to 74 years,Non-Aboriginal identity,62,95.5
2016,Nunavut,Males,75 years and over,"Total, all persons",62,12.1
2016,Nunavut,Males,75 years and over,Non immigrants,62,9.4
2016,Nunavut,Males,75 years and over,Immigrants,62,0.0
2016,Nunavut,Males,75 years and over,Non-permanent residents,62,0.0
2016,Nunavut,Males,75 years and over,Total visible minority population,62,0.0
2016,Nunavut,Males,75 years and over,Not a visible minority,62,12.1
2016,Nunavut,Males,75 years and over,Total Aboriginal identity,62,6.7
2016,Nunavut,Males,75 years and over,First Nations (North American Indian),62,0.0
2016,Nunavut,Males,75 years and over,Inuk (Inuit),62,6.7
2016,Nunavut,Males,75 years and over,Non-Aboriginal identity,62,50.0
2016,Nunavut,Females,"Total, persons aged 15 years and over","Total, all persons",62,41.8
2016,Nunavut,Females,"Total, persons aged 15 years and over",Non immigrants,62,39.8
2016,Nunavut,Females,"Total, persons aged 15 years and over",Immigrants,62,92.6
2016,Nunavut,Females,"Total, persons aged 15 years and over",Non-permanent residents,62,100.0
2016,Nunavut,Females,"Total, persons aged 15 years and over",Total visible minority population,62,90.8
2016,Nunavut,Females,"Total, persons aged 15 years and over",Not a visible minority,62,40.1
2016,Nunavut,Females,"Total, persons aged 15 years and over",Total Aboriginal identity,62,31.1
2016,Nunavut,Females,"Total, persons aged 15 years and over",First Nations (North American Indian),62,77.8
2016,Nunavut,Females,"Total, persons aged 15 years and over",Inuk (Inuit),62,30.2
2016,Nunavut,Females,"Total, persons aged 15 years and over",Non-Aboriginal identity,62,93.7
2016,Nunavut,Females,15 to 24 years,"Total, all persons",62,26.7
2016,Nunavut,Females,15 to 24 years,Non immigrants,62,26.5
2016,Nunavut,Females,15 to 24 years,Immigrants,62,57.1
2016,Nunavut,Females,15 to 24 years,Non-permanent residents,62,0.0
2016,Nunavut,Females,15 to 24 years,Total visible minority population,62,50.0
2016,Nunavut,Females,15 to 24 years,Not a visible minority,62,26.5
2016,Nunavut,Females,15 to 24 years,Total Aboriginal identity,62,24.3
2016,Nunavut,Females,15 to 24 years,First Nations (North American Indian),62,100.0
2016,Nunavut,Females,15 to 24 years,Inuk (Inuit),62,23.9
2016,Nunavut,Females,15 to 24 years,Non-Aboriginal identity,62,65.7
2016,Nunavut,Females,25 to 64 years,"Total, all persons",62,48.9
2016,Nunavut,Females,25 to 64 years,Non immigrants,62,46.7
2016,Nunavut,Females,25 to 64 years,Immigrants,62,95.7
2016,Nunavut,Females,25 to 64 years,Non-permanent residents,62,100.0
2016,Nunavut,Females,25 to 64 years,Total visible minority population,62,96.9
2016,Nunavut,Females,25 to 64 years,Not a visible minority,62,47.0
2016,Nunavut,Females,25 to 64 years,Total Aboriginal identity,62,35.9
2016,Nunavut,Females,25 to 64 years,First Nations (North American Indian),62,85.7
2016,Nunavut,Females,25 to 64 years,Inuk (Inuit),62,34.8
2016,Nunavut,Females,25 to 64 years,Non-Aboriginal identity,62,96.8
2016,Nunavut,Females,65 to 74 years,"Total, all persons",62,25.8
2016,Nunavut,Females,65 to 74 years,Non immigrants,62,22.7
2016,Nunavut,Females,65 to 74 years,Immigrants,62,100.0
2016,Nunavut,Females,65 to 74 years,Non-permanent residents,62,0.0
2016,Nunavut,Females,65 to 74 years,Total visible minority population,62,66.7
2016,Nunavut,Females,65 to 74 years,Not a visible minority,62,24.4
2016,Nunavut,Females,65 to 74 years,Total Aboriginal identity,62,15.0
2016,Nunavut,Females,65 to 74 years,First Nations (North American Indian),62,0.0
2016,Nunavut,Females,65 to 74 years,Inuk (Inuit),62,15.0
2016,Nunavut,Females,65 to 74 years,Non-Aboriginal identity,62,100.0
2016,Nunavut,Females,75 years and over,"Total, all persons",62,8.8
2016,Nunavut,Females,75 years and over,Non immigrants,62,6.1
2016,Nunavut,Females,75 years and over,Immigrants,62,0.0
2016,Nunavut,Females,75 years and over,Non-permanent residents,62,0.0
2016,Nunavut,Females,75 years and over,Total visible minority population,62,0.0
2016,Nunavut,Females,75 years and over,Not a visible minority,62,9.1
2016,Nunavut,Females,75 years and over,Total Aboriginal identity,62,0.0
2016,Nunavut,Females,75 years and over,First Nations (North American Indian),62,0.0
2016,Nunavut,Females,75 years and over,Inuk (Inuit),62,6.3
2016,Nunavut,Females,75 years and over,Non-Aboriginal identity,62,0.0
