Year,Geography,GeoCode,Economic family type,Value
2018,"Vancouver, British Columbia",,Non-elderly females not in an economic family,34300.0
2019,"Vancouver, British Columbia",,Non-elderly females not in an economic family,26300.0
2020,"Vancouver, British Columbia",,Non-elderly females not in an economic family,37300.0
2015,Yukon,60,Economic families and persons not in an economic family,
2016,Yukon,60,Economic families and persons not in an economic family,
2017,Yukon,60,Economic families and persons not in an economic family,
2018,Yukon,60,Economic families and persons not in an economic family,
2019,Yukon,60,Economic families and persons not in an economic family,
2020,Yukon,60,Economic families and persons not in an economic family,
2015,Northwest Territories,61,Economic families and persons not in an economic family,
2016,Northwest Territories,61,Economic families and persons not in an economic family,
2017,Northwest Territories,61,Economic families and persons not in an economic family,
2018,Northwest Territories,61,Economic families and persons not in an economic family,
2019,Northwest Territories,61,Economic families and persons not in an economic family,
2020,Northwest Territories,61,Economic families and persons not in an economic family,
2015,Nunavut,62,Economic families and persons not in an economic family,
2016,Nunavut,62,Economic families and persons not in an economic family,
2017,Nunavut,62,Economic families and persons not in an economic family,
2018,Nunavut,62,Economic families and persons not in an economic family,
2019,Nunavut,62,Economic families and persons not in an economic family,
2020,Nunavut,62,Economic families and persons not in an economic family,
