Year,Geography,GeoCode,Economic family type,Household food security status,Value
2020,Prince Edward Island,,Non-elderly persons not in an economic family,"Food insecure, moderate",
2018,Prince Edward Island,,Non-elderly persons not in an economic family,"Food insecure, severe",11.5
2019,Prince Edward Island,,Non-elderly persons not in an economic family,"Food insecure, severe",
2020,Prince Edward Island,,Non-elderly persons not in an economic family,"Food insecure, severe",7.5
2018,Prince Edward Island,,Non-elderly males not in an economic family,Food secure,74.1
2019,Prince Edward Island,,Non-elderly males not in an economic family,Food secure,82.0
2020,Prince Edward Island,,Non-elderly males not in an economic family,Food secure,81.5
2018,Prince Edward Island,,Non-elderly males not in an economic family,"Food insecure, marginal",
2019,Prince Edward Island,,Non-elderly males not in an economic family,"Food insecure, marginal",
2020,Prince Edward Island,,Non-elderly males not in an economic family,"Food insecure, marginal",
2018,Prince Edward Island,,Non-elderly males not in an economic family,"Food insecure, moderate or severe",21.6
2019,Prince Edward Island,,Non-elderly males not in an economic family,"Food insecure, moderate or severe",15.5
2020,Prince Edward Island,,Non-elderly males not in an economic family,"Food insecure, moderate or severe",10.7
2018,Prince Edward Island,,Non-elderly males not in an economic family,"Food insecure, moderate",9.6
2019,Prince Edward Island,,Non-elderly males not in an economic family,"Food insecure, moderate",
2020,Prince Edward Island,,Non-elderly males not in an economic family,"Food insecure, moderate",
2018,Prince Edward Island,,Non-elderly males not in an economic family,"Food insecure, severe",12.0
2019,Prince Edward Island,,Non-elderly males not in an economic family,"Food insecure, severe",
2020,Prince Edward Island,,Non-elderly males not in an economic family,"Food insecure, severe",
2018,Prince Edward Island,,Non-elderly females not in an economic family,Food secure,74.5
2019,Prince Edward Island,,Non-elderly females not in an economic family,Food secure,76.4
2020,Prince Edward Island,,Non-elderly females not in an economic family,Food secure,78.1
2018,Prince Edward Island,,Non-elderly females not in an economic family,"Food insecure, marginal",
2019,Prince Edward Island,,Non-elderly females not in an economic family,"Food insecure, marginal",
2020,Prince Edward Island,,Non-elderly females not in an economic family,"Food insecure, marginal",
2018,Prince Edward Island,,Non-elderly females not in an economic family,"Food insecure, moderate or severe",17.9
2019,Prince Edward Island,,Non-elderly females not in an economic family,"Food insecure, moderate or severe",13.3
2020,Prince Edward Island,,Non-elderly females not in an economic family,"Food insecure, moderate or severe",17.3
2018,Prince Edward Island,,Non-elderly females not in an economic family,"Food insecure, moderate",
2019,Prince Edward Island,,Non-elderly females not in an economic family,"Food insecure, moderate",
2020,Prince Edward Island,,Non-elderly females not in an economic family,"Food insecure, moderate",
2018,Prince Edward Island,,Non-elderly females not in an economic family,"Food insecure, severe",10.9
2019,Prince Edward Island,,Non-elderly females not in an economic family,"Food insecure, severe",
2020,Prince Edward Island,,Non-elderly females not in an economic family,"Food insecure, severe",9.6
2018,Nova Scotia,,All persons,Food secure,79.1
2019,Nova Scotia,,All persons,Food secure,82.0
2020,Nova Scotia,,All persons,Food secure,82.3
2018,Nova Scotia,,All persons,"Food insecure, marginal",5.4
2019,Nova Scotia,,All persons,"Food insecure, marginal",5.7
2020,Nova Scotia,,All persons,"Food insecure, marginal",4.5
2018,Nova Scotia,12,All persons,"Food insecure, moderate or severe",15.5
2019,Nova Scotia,12,All persons,"Food insecure, moderate or severe",12.3
2020,Nova Scotia,12,All persons,"Food insecure, moderate or severe",13.1
2018,Nova Scotia,,All persons,"Food insecure, moderate",9.6
2019,Nova Scotia,,All persons,"Food insecure, moderate",8.0
2020,Nova Scotia,,All persons,"Food insecure, moderate",8.1
2018,Nova Scotia,,All persons,"Food insecure, severe",5.9
2019,Nova Scotia,,All persons,"Food insecure, severe",4.3
2020,Nova Scotia,,All persons,"Food insecure, severe",5.0
2018,Nova Scotia,,Persons in economic families,Food secure,79.8
2019,Nova Scotia,,Persons in economic families,Food secure,83.6
2020,Nova Scotia,,Persons in economic families,Food secure,82.8
2018,Nova Scotia,,Persons in economic families,"Food insecure, marginal",5.3
2019,Nova Scotia,,Persons in economic families,"Food insecure, marginal",5.0
2020,Nova Scotia,,Persons in economic families,"Food insecure, marginal",4.7
2018,Nova Scotia,,Persons in economic families,"Food insecure, moderate or severe",14.9
2019,Nova Scotia,,Persons in economic families,"Food insecure, moderate or severe",11.4
2020,Nova Scotia,,Persons in economic families,"Food insecure, moderate or severe",12.5
2018,Nova Scotia,,Persons in economic families,"Food insecure, moderate",10.0
2019,Nova Scotia,,Persons in economic families,"Food insecure, moderate",8.1
2020,Nova Scotia,,Persons in economic families,"Food insecure, moderate",7.9
2018,Nova Scotia,,Persons in economic families,"Food insecure, severe",4.9
2019,Nova Scotia,,Persons in economic families,"Food insecure, severe",3.3
2020,Nova Scotia,,Persons in economic families,"Food insecure, severe",4.6
2018,Nova Scotia,,data.Persons in elderly families,Food secure,91.9
2019,Nova Scotia,,data.Persons in elderly families,Food secure,93.9
2020,Nova Scotia,,data.Persons in elderly families,Food secure,90.9
2018,Nova Scotia,,data.Persons in elderly families,"Food insecure, marginal",3.7
2019,Nova Scotia,,data.Persons in elderly families,"Food insecure, marginal",
2020,Nova Scotia,,data.Persons in elderly families,"Food insecure, marginal",3.4
2018,Nova Scotia,,data.Persons in elderly families,"Food insecure, moderate or severe",4.3
2019,Nova Scotia,,data.Persons in elderly families,"Food insecure, moderate or severe",4.8
2020,Nova Scotia,,data.Persons in elderly families,"Food insecure, moderate or severe",5.7
2018,Nova Scotia,,data.Persons in elderly families,"Food insecure, moderate",
2019,Nova Scotia,,data.Persons in elderly families,"Food insecure, moderate",3.4
2020,Nova Scotia,,data.Persons in elderly families,"Food insecure, moderate",4.9
2018,Nova Scotia,,data.Persons in elderly families,"Food insecure, severe",
2019,Nova Scotia,,data.Persons in elderly families,"Food insecure, severe",
2020,Nova Scotia,,data.Persons in elderly families,"Food insecure, severe",
2018,Nova Scotia,,data.Persons in elderly couples,Food secure,93.9
2019,Nova Scotia,,data.Persons in elderly couples,Food secure,94.0
2020,Nova Scotia,,data.Persons in elderly couples,Food secure,94.1
2018,Nova Scotia,,data.Persons in elderly couples,"Food insecure, marginal",2.7
2019,Nova Scotia,,data.Persons in elderly couples,"Food insecure, marginal",
2020,Nova Scotia,,data.Persons in elderly couples,"Food insecure, marginal",2.5
2018,Nova Scotia,,data.Persons in elderly couples,"Food insecure, moderate or severe",3.4
2019,Nova Scotia,,data.Persons in elderly couples,"Food insecure, moderate or severe",4.3
2020,Nova Scotia,,data.Persons in elderly couples,"Food insecure, moderate or severe",3.4
2018,Nova Scotia,,data.Persons in elderly couples,"Food insecure, moderate",
2019,Nova Scotia,,data.Persons in elderly couples,"Food insecure, moderate",3.5
2020,Nova Scotia,,data.Persons in elderly couples,"Food insecure, moderate",2.8
2018,Nova Scotia,,data.Persons in elderly couples,"Food insecure, severe",
2019,Nova Scotia,,data.Persons in elderly couples,"Food insecure, severe",
2020,Nova Scotia,,data.Persons in elderly couples,"Food insecure, severe",
2018,Nova Scotia,,data.Persons in other elderly families,Food secure,86.0
2019,Nova Scotia,,data.Persons in other elderly families,Food secure,93.8
2020,Nova Scotia,,data.Persons in other elderly families,Food secure,82.6
2018,Nova Scotia,,data.Persons in other elderly families,"Food insecure, marginal",
2019,Nova Scotia,,data.Persons in other elderly families,"Food insecure, marginal",
2020,Nova Scotia,,data.Persons in other elderly families,"Food insecure, marginal",
2018,Nova Scotia,,data.Persons in other elderly families,"Food insecure, moderate or severe",
2019,Nova Scotia,,data.Persons in other elderly families,"Food insecure, moderate or severe",
2020,Nova Scotia,,data.Persons in other elderly families,"Food insecure, moderate or severe",
2018,Nova Scotia,,data.Persons in other elderly families,"Food insecure, moderate",
2019,Nova Scotia,,data.Persons in other elderly families,"Food insecure, moderate",
2020,Nova Scotia,,data.Persons in other elderly families,"Food insecure, moderate",
2018,Nova Scotia,,data.Persons in other elderly families,"Food insecure, severe",
2019,Nova Scotia,,data.Persons in other elderly families,"Food insecure, severe",
2020,Nova Scotia,,data.Persons in other elderly families,"Food insecure, severe",
2018,Nova Scotia,,data.Persons in non-elderly families,Food secure,77.1
2019,Nova Scotia,,data.Persons in non-elderly families,Food secure,81.2
2020,Nova Scotia,,data.Persons in non-elderly families,Food secure,80.9
2018,Nova Scotia,,data.Persons in non-elderly families,"Food insecure, marginal",5.6
2019,Nova Scotia,,data.Persons in non-elderly families,"Food insecure, marginal",5.8
2020,Nova Scotia,,data.Persons in non-elderly families,"Food insecure, marginal",5.0
2018,Nova Scotia,,data.Persons in non-elderly families,"Food insecure, moderate or severe",17.3
2019,Nova Scotia,,data.Persons in non-elderly families,"Food insecure, moderate or severe",12.9
2020,Nova Scotia,,data.Persons in non-elderly families,"Food insecure, moderate or severe",14.1
2018,Nova Scotia,,data.Persons in non-elderly families,"Food insecure, moderate",11.8
2019,Nova Scotia,,data.Persons in non-elderly families,"Food insecure, moderate",9.2
2020,Nova Scotia,,data.Persons in non-elderly families,"Food insecure, moderate",8.6
2018,Nova Scotia,,data.Persons in non-elderly families,"Food insecure, severe",5.5
2019,Nova Scotia,,data.Persons in non-elderly families,"Food insecure, severe",3.7
2020,Nova Scotia,,data.Persons in non-elderly families,"Food insecure, severe",5.5
2018,Nova Scotia,,data.Persons in couples,Food secure,83.2
2019,Nova Scotia,,data.Persons in couples,Food secure,88.9
2020,Nova Scotia,,data.Persons in couples,Food secure,88.1
2018,Nova Scotia,,data.Persons in couples,"Food insecure, marginal",4.8
2019,Nova Scotia,,data.Persons in couples,"Food insecure, marginal",3.8
2020,Nova Scotia,,data.Persons in couples,"Food insecure, marginal",3.2
2018,Nova Scotia,,data.Persons in couples,"Food insecure, moderate or severe",12.0
2019,Nova Scotia,,data.Persons in couples,"Food insecure, moderate or severe",7.3
