Year,Age at time of death,Sex,Leading causes of death,Value
2022,65 to 74 years,Females,Intentional self-harm (suicide),4.3
2022,75 to 84 years,Both sexes,Malignant neoplasms,1134.8
2022,75 to 84 years,Both sexes,Diabetes mellitus,99.1
2022,75 to 84 years,Both sexes,Alzheimer's disease,63.2
2022,75 to 84 years,Both sexes,Diseases of heart,666.1
2022,75 to 84 years,Both sexes,Cerebrovascular diseases,181.8
2022,75 to 84 years,Both sexes,Influenza and pneumonia,65.6
2022,75 to 84 years,Both sexes,Chronic lower respiratory diseases,194.7
2022,75 to 84 years,Both sexes,Chronic liver disease and cirrhosis,37.0
2022,75 to 84 years,Both sexes,Accidents (unintentional injuries),133.1
2022,75 to 84 years,Both sexes,Intentional self-harm (suicide),10.5
2022,75 to 84 years,Males,Malignant neoplasms,1355.3
2022,75 to 84 years,Males,Diabetes mellitus,125.3
2022,75 to 84 years,Males,Alzheimer's disease,54.0
2022,75 to 84 years,Males,Diseases of heart,858.0
2022,75 to 84 years,Males,Cerebrovascular diseases,190.2
2022,75 to 84 years,Males,Influenza and pneumonia,75.2
2022,75 to 84 years,Males,Chronic lower respiratory diseases,212.8
2022,75 to 84 years,Males,Chronic liver disease and cirrhosis,46.4
2022,75 to 84 years,Males,Accidents (unintentional injuries),154.9
2022,75 to 84 years,Males,Intentional self-harm (suicide),17.4
2022,75 to 84 years,Females,Malignant neoplasms,946.8
2022,75 to 84 years,Females,Diabetes mellitus,76.7
2022,75 to 84 years,Females,Alzheimer's disease,71.0
2022,75 to 84 years,Females,Diseases of heart,502.3
2022,75 to 84 years,Females,Cerebrovascular diseases,174.6
2022,75 to 84 years,Females,Influenza and pneumonia,57.4
2022,75 to 84 years,Females,Chronic lower respiratory diseases,179.2
2022,75 to 84 years,Females,Chronic liver disease and cirrhosis,28.9
2022,75 to 84 years,Females,Accidents (unintentional injuries),114.6
2022,75 to 84 years,Females,Intentional self-harm (suicide),4.7
2022,85 and over,Both sexes,Malignant neoplasms,2060.3
2022,85 and over,Both sexes,Diabetes mellitus,281.0
2022,85 and over,Both sexes,Alzheimer's disease,413.9
2022,85 and over,Both sexes,Diseases of heart,2929.5
2022,85 and over,Both sexes,Cerebrovascular diseases,754.0
2022,85 and over,Both sexes,Influenza and pneumonia,369.2
2022,85 and over,Both sexes,Chronic lower respiratory diseases,444.6
2022,85 and over,Both sexes,Chronic liver disease and cirrhosis,34.9
2022,85 and over,Both sexes,Accidents (unintentional injuries),691.8
2022,85 and over,Both sexes,Intentional self-harm (suicide),9.2
2022,85 and over,Males,Malignant neoplasms,2756.1
2022,85 and over,Males,Diabetes mellitus,339.8
2022,85 and over,Males,Alzheimer's disease,308.2
2022,85 and over,Males,Diseases of heart,3343.3
2022,85 and over,Males,Cerebrovascular diseases,736.9
2022,85 and over,Males,Influenza and pneumonia,448.9
2022,85 and over,Males,Chronic lower respiratory diseases,541.0
2022,85 and over,Males,Chronic liver disease and cirrhosis,52.4
2022,85 and over,Males,Accidents (unintentional injuries),707.2
2022,85 and over,Males,Intentional self-harm (suicide),21.4
2022,85 and over,Females,Malignant neoplasms,1654.7
2022,85 and over,Females,Diabetes mellitus,246.7
2022,85 and over,Females,Alzheimer's disease,475.6
2022,85 and over,Females,Diseases of heart,2688.2
2022,85 and over,Females,Cerebrovascular diseases,763.9
2022,85 and over,Females,Influenza and pneumonia,322.7
2022,85 and over,Females,Chronic lower respiratory diseases,388.4
2022,85 and over,Females,Chronic liver disease and cirrhosis,24.8
2022,85 and over,Females,Accidents (unintentional injuries),682.9
2022,85 and over,Females,Intentional self-harm (suicide),2.2
2023,All ages,Both sexes,Malignant neoplasms,211.9
2023,All ages,Both sexes,Diabetes mellitus,18.2
2023,All ages,Both sexes,Alzheimer's disease,13.1
2023,All ages,Both sexes,Diseases of heart,145.1
2023,All ages,Both sexes,Cerebrovascular diseases,34.6
2023,All ages,Both sexes,Influenza and pneumonia,15.9
2023,All ages,Both sexes,Chronic lower respiratory diseases,32.5
2023,All ages,Both sexes,Chronic liver disease and cirrhosis,11.0
2023,All ages,Both sexes,Accidents (unintentional injuries),51.7
2023,All ages,Both sexes,Intentional self-harm (suicide),9.6
2023,All ages,Males,Malignant neoplasms,223.6
2023,All ages,Males,Diabetes mellitus,20.5
2023,All ages,Males,Alzheimer's disease,8.9
2023,All ages,Males,Diseases of heart,159.8
2023,All ages,Males,Cerebrovascular diseases,32.0
2023,All ages,Males,Influenza and pneumonia,15.8
2023,All ages,Males,Chronic lower respiratory diseases,32.5
2023,All ages,Males,Chronic liver disease and cirrhosis,13.7
2023,All ages,Males,Accidents (unintentional injuries),61.5
2023,All ages,Males,Intentional self-harm (suicide),14.4
2023,All ages,Females,Malignant neoplasms,200.2
2023,All ages,Females,Diabetes mellitus,16.0
2023,All ages,Females,Alzheimer's disease,17.3
2023,All ages,Females,Diseases of heart,130.4
2023,All ages,Females,Cerebrovascular diseases,37.2
2023,All ages,Females,Influenza and pneumonia,16.1
2023,All ages,Females,Chronic lower respiratory diseases,32.5
2023,All ages,Females,Chronic liver disease and cirrhosis,8.2
2023,All ages,Females,Accidents (unintentional injuries),41.9
2023,All ages,Females,Intentional self-harm (suicide),4.8
2023,1 to 14 years,Both sexes,Malignant neoplasms,2.0
2023,1 to 14 years,Both sexes,Diabetes mellitus,0.1
2023,1 to 14 years,Both sexes,Alzheimer's disease,0.0
2023,1 to 14 years,Both sexes,Diseases of heart,0.3
2023,1 to 14 years,Both sexes,Cerebrovascular diseases,0.1
2023,1 to 14 years,Both sexes,Influenza and pneumonia,0.4
2023,1 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2023,1 to 14 years,Both sexes,Chronic liver disease and cirrhosis,0.0
2023,1 to 14 years,Both sexes,Accidents (unintentional injuries),2.6
2023,1 to 14 years,Both sexes,Intentional self-harm (suicide),1.0
2023,1 to 14 years,Males,Malignant neoplasms,2.2
2023,1 to 14 years,Males,Diabetes mellitus,0.1
2023,1 to 14 years,Males,Alzheimer's disease,0.0
2023,1 to 14 years,Males,Diseases of heart,0.4
2023,1 to 14 years,Males,Cerebrovascular diseases,0.1
2023,1 to 14 years,Males,Influenza and pneumonia,0.4
2023,1 to 14 years,Males,Chronic lower respiratory diseases,0.1
2023,1 to 14 years,Males,Chronic liver disease and cirrhosis,0.0
2023,1 to 14 years,Males,Accidents (unintentional injuries),2.9
2023,1 to 14 years,Males,Intentional self-harm (suicide),1.5
2023,1 to 14 years,Females,Malignant neoplasms,1.9
2023,1 to 14 years,Females,Diabetes mellitus,0.2
2023,1 to 14 years,Females,Alzheimer's disease,0.0
2023,1 to 14 years,Females,Diseases of heart,0.2
2023,1 to 14 years,Females,Cerebrovascular diseases,0.2
2023,1 to 14 years,Females,Influenza and pneumonia,0.3
2023,1 to 14 years,Females,Chronic lower respiratory diseases,0.2
2023,1 to 14 years,Females,Chronic liver disease and cirrhosis,0.0
2023,1 to 14 years,Females,Accidents (unintentional injuries),2.1
2023,1 to 14 years,Females,Intentional self-harm (suicide),1.2
2023,15 to 24,Both sexes,Malignant neoplasms,2.6
2023,15 to 24,Both sexes,Diabetes mellitus,0.4
2023,15 to 24,Both sexes,Alzheimer's disease,0.0
2023,15 to 24,Both sexes,Diseases of heart,0.8
2023,15 to 24,Both sexes,Cerebrovascular diseases,0.3
2023,15 to 24,Both sexes,Influenza and pneumonia,0.2
2023,15 to 24,Both sexes,Chronic lower respiratory diseases,0.1
2023,15 to 24,Both sexes,Chronic liver disease and cirrhosis,0.1
2023,15 to 24,Both sexes,Accidents (unintentional injuries),16.2
2023,15 to 24,Both sexes,Intentional self-harm (suicide),8.5
2023,15 to 24,Males,Malignant neoplasms,3.0
2023,15 to 24,Males,Diabetes mellitus,0.4
2023,15 to 24,Males,Alzheimer's disease,0.0
2023,15 to 24,Males,Diseases of heart,0.9
2023,15 to 24,Males,Cerebrovascular diseases,0.3
2023,15 to 24,Males,Influenza and pneumonia,0.2
2023,15 to 24,Males,Chronic lower respiratory diseases,0.2
2023,15 to 24,Males,Chronic liver disease and cirrhosis,0.1
2023,15 to 24,Males,Accidents (unintentional injuries),21.4
2023,15 to 24,Males,Intentional self-harm (suicide),11.2
2023,15 to 24,Females,Malignant neoplasms,2.1
2023,15 to 24,Females,Diabetes mellitus,0.3
2023,15 to 24,Females,Alzheimer's disease,0.0
2023,15 to 24,Females,Diseases of heart,0.6
2023,15 to 24,Females,Cerebrovascular diseases,0.3
2023,15 to 24,Females,Influenza and pneumonia,0.1
2023,15 to 24,Females,Chronic lower respiratory diseases,0.1
2023,15 to 24,Females,Chronic liver disease and cirrhosis,0.2
2023,15 to 24,Females,Accidents (unintentional injuries),10.8
2023,15 to 24,Females,Intentional self-harm (suicide),5.6
2023,25 to 34 years,Both sexes,Malignant neoplasms,6.5
2023,25 to 34 years,Both sexes,Diabetes mellitus,0.9
2023,25 to 34 years,Both sexes,Alzheimer's disease,0.0
2023,25 to 34 years,Both sexes,Diseases of heart,2.8
2023,25 to 34 years,Both sexes,Cerebrovascular diseases,0.5
2023,25 to 34 years,Both sexes,Influenza and pneumonia,0.8
2023,25 to 34 years,Both sexes,Chronic lower respiratory diseases,0.2
2023,25 to 34 years,Both sexes,Chronic liver disease and cirrhosis,1.8
2023,25 to 34 years,Both sexes,Accidents (unintentional injuries),36.0
2023,25 to 34 years,Both sexes,Intentional self-harm (suicide),11.1
2023,25 to 34 years,Males,Malignant neoplasms,6.0
2023,25 to 34 years,Males,Diabetes mellitus,1.0
2023,25 to 34 years,Males,Alzheimer's disease,0.0
2023,25 to 34 years,Males,Diseases of heart,3.4
2023,25 to 34 years,Males,Cerebrovascular diseases,0.6
2023,25 to 34 years,Males,Influenza and pneumonia,1.0
2023,25 to 34 years,Males,Chronic lower respiratory diseases,0.2
2023,25 to 34 years,Males,Chronic liver disease and cirrhosis,2.2
2023,25 to 34 years,Males,Accidents (unintentional injuries),49.1
2023,25 to 34 years,Males,Intentional self-harm (suicide),15.7
2023,25 to 34 years,Females,Malignant neoplasms,7.1
2023,25 to 34 years,Females,Diabetes mellitus,0.8
2023,25 to 34 years,Females,Alzheimer's disease,0.0
2023,25 to 34 years,Females,Diseases of heart,2.2
2023,25 to 34 years,Females,Cerebrovascular diseases,0.3
2023,25 to 34 years,Females,Influenza and pneumonia,0.5
2023,25 to 34 years,Females,Chronic lower respiratory diseases,0.2
2023,25 to 34 years,Females,Chronic liver disease and cirrhosis,1.4
2023,25 to 34 years,Females,Accidents (unintentional injuries),21.9
2023,25 to 34 years,Females,Intentional self-harm (suicide),6.2
2023,35 to 44 years,Both sexes,Malignant neoplasms,20.8
2023,35 to 44 years,Both sexes,Diabetes mellitus,2.4
2023,35 to 44 years,Both sexes,Alzheimer's disease,0.0
2023,35 to 44 years,Both sexes,Diseases of heart,9.7
2023,35 to 44 years,Both sexes,Cerebrovascular diseases,2.1
2023,35 to 44 years,Both sexes,Influenza and pneumonia,1.7
2023,35 to 44 years,Both sexes,Chronic lower respiratory diseases,0.4
2023,35 to 44 years,Both sexes,Chronic liver disease and cirrhosis,4.5
2023,35 to 44 years,Both sexes,Accidents (unintentional injuries),43.8
2023,35 to 44 years,Both sexes,Intentional self-harm (suicide),12.6
2023,35 to 44 years,Males,Malignant neoplasms,19.0
2023,35 to 44 years,Males,Diabetes mellitus,3.0
2023,35 to 44 years,Males,Alzheimer's disease,0.0
2023,35 to 44 years,Males,Diseases of heart,13.9
2023,35 to 44 years,Males,Cerebrovascular diseases,2.3
2023,35 to 44 years,Males,Influenza and pneumonia,1.8
2023,35 to 44 years,Males,Chronic lower respiratory diseases,0.5
2023,35 to 44 years,Males,Chronic liver disease and cirrhosis,5.3
2023,35 to 44 years,Males,Accidents (unintentional injuries),64.1
2023,35 to 44 years,Males,Intentional self-harm (suicide),19.1
2023,35 to 44 years,Females,Malignant neoplasms,22.7
2023,35 to 44 years,Females,Diabetes mellitus,1.7
2023,35 to 44 years,Females,Alzheimer's disease,0.1
2023,35 to 44 years,Females,Diseases of heart,5.5
2023,35 to 44 years,Females,Cerebrovascular diseases,1.9
2023,35 to 44 years,Females,Influenza and pneumonia,1.7
2023,35 to 44 years,Females,Chronic lower respiratory diseases,0.3
2023,35 to 44 years,Females,Chronic liver disease and cirrhosis,3.6
2023,35 to 44 years,Females,Accidents (unintentional injuries),23.1
2023,35 to 44 years,Females,Intentional self-harm (suicide),6.0
2023,45 to 54 years,Both sexes,Malignant neoplasms,69.2
2023,45 to 54 years,Both sexes,Diabetes mellitus,6.9
2023,45 to 54 years,Both sexes,Alzheimer's disease,0.1
2023,45 to 54 years,Both sexes,Diseases of heart,32.7
2023,45 to 54 years,Both sexes,Cerebrovascular diseases,5.9
2023,45 to 54 years,Both sexes,Influenza and pneumonia,2.9
2023,45 to 54 years,Both sexes,Chronic lower respiratory diseases,2.4
2023,45 to 54 years,Both sexes,Chronic liver disease and cirrhosis,10.4
2023,45 to 54 years,Both sexes,Accidents (unintentional injuries),44.1
2023,45 to 54 years,Both sexes,Intentional self-harm (suicide),13.8
2023,45 to 54 years,Males,Malignant neoplasms,63.6
2023,45 to 54 years,Males,Diabetes mellitus,9.5
2023,45 to 54 years,Males,Alzheimer's disease,0.1
2023,45 to 54 years,Males,Diseases of heart,49.7
2023,45 to 54 years,Males,Cerebrovascular diseases,6.8
2023,45 to 54 years,Males,Influenza and pneumonia,3.7
2023,45 to 54 years,Males,Chronic lower respiratory diseases,3.0
2023,45 to 54 years,Males,Chronic liver disease and cirrhosis,13.4
2023,45 to 54 years,Males,Accidents (unintentional injuries),65.6
2023,45 to 54 years,Males,Intentional self-harm (suicide),21.5
2023,45 to 54 years,Females,Malignant neoplasms,74.7
2023,45 to 54 years,Females,Diabetes mellitus,4.3
2023,45 to 54 years,Females,Alzheimer's disease,0.2
2023,45 to 54 years,Females,Diseases of heart,15.8
2023,45 to 54 years,Females,Cerebrovascular diseases,5.0
2023,45 to 54 years,Females,Influenza and pneumonia,2.2
2023,45 to 54 years,Females,Chronic lower respiratory diseases,1.7
2023,45 to 54 years,Females,Chronic liver disease and cirrhosis,7.3
2023,45 to 54 years,Females,Accidents (unintentional injuries),22.8
2023,45 to 54 years,Females,Intentional self-harm (suicide),6.2
2023,55 to 64 years,Both sexes,Malignant neoplasms,224.6
2023,55 to 64 years,Both sexes,Diabetes mellitus,16.9
2023,55 to 64 years,Both sexes,Alzheimer's disease,1.3
2023,55 to 64 years,Both sexes,Diseases of heart,98.7
2023,55 to 64 years,Both sexes,Cerebrovascular diseases,17.1
2023,55 to 64 years,Both sexes,Influenza and pneumonia,8.1
2023,55 to 64 years,Both sexes,Chronic lower respiratory diseases,21.2
2023,55 to 64 years,Both sexes,Chronic liver disease and cirrhosis,20.9
2023,55 to 64 years,Both sexes,Accidents (unintentional injuries),41.2
2023,55 to 64 years,Both sexes,Intentional self-harm (suicide),13.9
2023,55 to 64 years,Males,Malignant neoplasms,239.1
2023,55 to 64 years,Males,Diabetes mellitus,22.3
2023,55 to 64 years,Males,Alzheimer's disease,0.9
2023,55 to 64 years,Males,Diseases of heart,147.5
2023,55 to 64 years,Males,Cerebrovascular diseases,20.8
2023,55 to 64 years,Males,Influenza and pneumonia,9.7
2023,55 to 64 years,Males,Chronic lower respiratory diseases,23.9
2023,55 to 64 years,Males,Chronic liver disease and cirrhosis,27.1
2023,55 to 64 years,Males,Accidents (unintentional injuries),63.6
2023,55 to 64 years,Males,Intentional self-harm (suicide),21.5
2023,55 to 64 years,Females,Malignant neoplasms,210.5
2023,55 to 64 years,Females,Diabetes mellitus,11.6
2023,55 to 64 years,Females,Alzheimer's disease,1.7
2023,55 to 64 years,Females,Diseases of heart,51.0
2023,55 to 64 years,Females,Cerebrovascular diseases,13.5
2023,55 to 64 years,Females,Influenza and pneumonia,6.6
2023,55 to 64 years,Females,Chronic lower respiratory diseases,18.6
2023,55 to 64 years,Females,Chronic liver disease and cirrhosis,14.9
2023,55 to 64 years,Females,Accidents (unintentional injuries),19.3
2023,55 to 64 years,Females,Intentional self-harm (suicide),6.5
2023,65 to 74 years,Both sexes,Malignant neoplasms,542.4
2023,65 to 74 years,Both sexes,Diabetes mellitus,37.1
2023,65 to 74 years,Both sexes,Alzheimer's disease,8.7
2023,65 to 74 years,Both sexes,Diseases of heart,239.8
2023,65 to 74 years,Both sexes,Cerebrovascular diseases,48.9
2023,65 to 74 years,Both sexes,Influenza and pneumonia,18.1
2023,65 to 74 years,Both sexes,Chronic lower respiratory diseases,75.0
2023,65 to 74 years,Both sexes,Chronic liver disease and cirrhosis,30.6
2023,65 to 74 years,Both sexes,Accidents (unintentional injuries),43.6
2023,65 to 74 years,Both sexes,Intentional self-harm (suicide),9.0
2023,65 to 74 years,Males,Malignant neoplasms,617.6
2023,65 to 74 years,Males,Diabetes mellitus,47.5
2023,65 to 74 years,Males,Alzheimer's disease,7.5
2023,65 to 74 years,Males,Diseases of heart,338.5
2023,65 to 74 years,Males,Cerebrovascular diseases,58.5
2023,65 to 74 years,Males,Influenza and pneumonia,20.9
2023,65 to 74 years,Males,Chronic lower respiratory diseases,84.2
2023,65 to 74 years,Males,Chronic liver disease and cirrhosis,39.5
2023,65 to 74 years,Males,Accidents (unintentional injuries),61.1
2023,65 to 74 years,Males,Intentional self-harm (suicide),14.6
2023,65 to 74 years,Females,Malignant neoplasms,472.4
2023,65 to 74 years,Females,Diabetes mellitus,27.3
2023,65 to 74 years,Females,Alzheimer's disease,9.8
2023,65 to 74 years,Females,Diseases of heart,147.9
2023,65 to 74 years,Females,Cerebrovascular diseases,40.0
2023,65 to 74 years,Females,Influenza and pneumonia,15.4
2023,65 to 74 years,Females,Chronic lower respiratory diseases,66.5
2023,65 to 74 years,Females,Chronic liver disease and cirrhosis,22.4
2023,65 to 74 years,Females,Accidents (unintentional injuries),27.2
2023,65 to 74 years,Females,Intentional self-harm (suicide),3.8
2023,75 to 84 years,Both sexes,Malignant neoplasms,1114.7
2023,75 to 84 years,Both sexes,Diabetes mellitus,89.1
2023,75 to 84 years,Both sexes,Alzheimer's disease,57.7
2023,75 to 84 years,Both sexes,Diseases of heart,628.4
2023,75 to 84 years,Both sexes,Cerebrovascular diseases,172.6
2023,75 to 84 years,Both sexes,Influenza and pneumonia,65.4
2023,75 to 84 years,Both sexes,Chronic lower respiratory diseases,190.1
2023,75 to 84 years,Both sexes,Chronic liver disease and cirrhosis,33.5
2023,75 to 84 years,Both sexes,Accidents (unintentional injuries),126.4
2023,75 to 84 years,Both sexes,Intentional self-harm (suicide),7.4
2023,75 to 84 years,Males,Malignant neoplasms,1320.0
2023,75 to 84 years,Males,Diabetes mellitus,113.2
2023,75 to 84 years,Males,Alzheimer's disease,52.1
2023,75 to 84 years,Males,Diseases of heart,796.0
2023,75 to 84 years,Males,Cerebrovascular diseases,192.4
2023,75 to 84 years,Males,Influenza and pneumonia,77.5
2023,75 to 84 years,Males,Chronic lower respiratory diseases,208.3
2023,75 to 84 years,Males,Chronic liver disease and cirrhosis,45.0
2023,75 to 84 years,Males,Accidents (unintentional injuries),143.1
2023,75 to 84 years,Males,Intentional self-harm (suicide),11.7
2023,75 to 84 years,Females,Malignant neoplasms,938.6
2023,75 to 84 years,Females,Diabetes mellitus,68.4
2023,75 to 84 years,Females,Alzheimer's disease,62.5
2023,75 to 84 years,Females,Diseases of heart,484.6
2023,75 to 84 years,Females,Cerebrovascular diseases,155.7
2023,75 to 84 years,Females,Influenza and pneumonia,55.1
2023,75 to 84 years,Females,Chronic lower respiratory diseases,174.4
2023,75 to 84 years,Females,Chronic liver disease and cirrhosis,23.5
2023,75 to 84 years,Females,Accidents (unintentional injuries),112.0
2023,75 to 84 years,Females,Intentional self-harm (suicide),3.7
2023,85 and over,Both sexes,Malignant neoplasms,2031.4
2023,85 and over,Both sexes,Diabetes mellitus,242.2
2023,85 and over,Both sexes,Alzheimer's disease,382.6
2023,85 and over,Both sexes,Diseases of heart,2831.0
2023,85 and over,Both sexes,Cerebrovascular diseases,704.1
2023,85 and over,Both sexes,Influenza and pneumonia,369.7
2023,85 and over,Both sexes,Chronic lower respiratory diseases,449.3
2023,85 and over,Both sexes,Chronic liver disease and cirrhosis,35.6
2023,85 and over,Both sexes,Accidents (unintentional injuries),676.4
2023,85 and over,Both sexes,Intentional self-harm (suicide),8.4
2023,85 and over,Males,Malignant neoplasms,2651.7
2023,85 and over,Males,Diabetes mellitus,278.3
2023,85 and over,Males,Alzheimer's disease,306.8
2023,85 and over,Males,Diseases of heart,3193.2
2023,85 and over,Males,Cerebrovascular diseases,686.2
2023,85 and over,Males,Influenza and pneumonia,430.1
2023,85 and over,Males,Chronic lower respiratory diseases,526.5
2023,85 and over,Males,Chronic liver disease and cirrhosis,54.3
2023,85 and over,Males,Accidents (unintentional injuries),698.8
2023,85 and over,Males,Intentional self-harm (suicide),18.0
2023,85 and over,Females,Malignant neoplasms,1664.0
2023,85 and over,Females,Diabetes mellitus,220.8
2023,85 and over,Females,Alzheimer's disease,427.6
2023,85 and over,Females,Diseases of heart,2616.4
2023,85 and over,Females,Cerebrovascular diseases,714.7
2023,85 and over,Females,Influenza and pneumonia,333.9
2023,85 and over,Females,Chronic lower respiratory diseases,403.6
2023,85 and over,Females,Chronic liver disease and cirrhosis,24.5
2023,85 and over,Females,Accidents (unintentional injuries),663.2
2023,85 and over,Females,Intentional self-harm (suicide),2.7
2024,All ages,Both sexes,Malignant neoplasms,207.4
2024,All ages,Both sexes,Diabetes mellitus,16.7
2024,All ages,Both sexes,Alzheimer's disease,12.8
2024,All ages,Both sexes,Diseases of heart,140.5
2024,All ages,Both sexes,Cerebrovascular diseases,33.2
2024,All ages,Both sexes,Influenza and pneumonia,18.6
2024,All ages,Both sexes,Chronic lower respiratory diseases,32.0
2024,All ages,Both sexes,Chronic liver disease and cirrhosis,11.2
2024,All ages,Both sexes,Accidents (unintentional injuries),49.5
2024,All ages,Both sexes,Intentional self-harm (suicide),9.3
2024,All ages,Males,Malignant neoplasms,219.8
2024,All ages,Males,Diabetes mellitus,19.1
2024,All ages,Males,Alzheimer's disease,8.4
2024,All ages,Males,Diseases of heart,156.3
2024,All ages,Males,Cerebrovascular diseases,30.6
2024,All ages,Males,Influenza and pneumonia,18.0
2024,All ages,Males,Chronic lower respiratory diseases,31.0
2024,All ages,Males,Chronic liver disease and cirrhosis,13.6
2024,All ages,Males,Accidents (unintentional injuries),58.9
2024,All ages,Males,Intentional self-harm (suicide),14.0
2024,All ages,Females,Malignant neoplasms,195.1
2024,All ages,Females,Diabetes mellitus,14.2
2024,All ages,Females,Alzheimer's disease,17.3
2024,All ages,Females,Diseases of heart,124.8
2024,All ages,Females,Cerebrovascular diseases,35.7
2024,All ages,Females,Influenza and pneumonia,19.2
2024,All ages,Females,Chronic lower respiratory diseases,33.0
2024,All ages,Females,Chronic liver disease and cirrhosis,8.8
2024,All ages,Females,Accidents (unintentional injuries),40.0
2024,All ages,Females,Intentional self-harm (suicide),4.7
2024,1 to 14 years,Both sexes,Malignant neoplasms,2.1
2024,1 to 14 years,Both sexes,Diabetes mellitus,0.1
2024,1 to 14 years,Both sexes,Alzheimer's disease,0.0
2024,1 to 14 years,Both sexes,Diseases of heart,0.4
2024,1 to 14 years,Both sexes,Cerebrovascular diseases,0.2
2024,1 to 14 years,Both sexes,Influenza and pneumonia,0.2
2024,1 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2024,1 to 14 years,Both sexes,Chronic liver disease and cirrhosis,0.0
2024,1 to 14 years,Both sexes,Accidents (unintentional injuries),1.8
2024,1 to 14 years,Both sexes,Intentional self-harm (suicide),1.7
2024,1 to 14 years,Males,Malignant neoplasms,2.2
2024,1 to 14 years,Males,Diabetes mellitus,0.1
2024,1 to 14 years,Males,Alzheimer's disease,0.0
2024,1 to 14 years,Males,Diseases of heart,0.4
2024,1 to 14 years,Males,Cerebrovascular diseases,0.2
2024,1 to 14 years,Males,Influenza and pneumonia,0.3
2024,1 to 14 years,Males,Chronic lower respiratory diseases,0.2
2024,1 to 14 years,Males,Chronic liver disease and cirrhosis,0.0
2024,1 to 14 years,Males,Accidents (unintentional injuries),2.2
2024,1 to 14 years,Males,Intentional self-harm (suicide),1.2
2024,1 to 14 years,Females,Malignant neoplasms,1.9
2024,1 to 14 years,Females,Diabetes mellitus,0.1
2024,1 to 14 years,Females,Alzheimer's disease,0.0
2024,1 to 14 years,Females,Diseases of heart,0.5
2024,1 to 14 years,Females,Cerebrovascular diseases,0.1
2024,1 to 14 years,Females,Influenza and pneumonia,0.1
2024,1 to 14 years,Females,Chronic lower respiratory diseases,0.1
2024,1 to 14 years,Females,Chronic liver disease and cirrhosis,0.0
2024,1 to 14 years,Females,Accidents (unintentional injuries),1.3
2024,1 to 14 years,Females,Intentional self-harm (suicide),2.2
2024,15 to 24,Both sexes,Malignant neoplasms,2.6
2024,15 to 24,Both sexes,Diabetes mellitus,0.3
2024,15 to 24,Both sexes,Alzheimer's disease,0.0
2024,15 to 24,Both sexes,Diseases of heart,0.9
2024,15 to 24,Both sexes,Cerebrovascular diseases,0.2
2024,15 to 24,Both sexes,Influenza and pneumonia,0.4
2024,15 to 24,Both sexes,Chronic lower respiratory diseases,0.1
2024,15 to 24,Both sexes,Chronic liver disease and cirrhosis,0.1
2024,15 to 24,Both sexes,Accidents (unintentional injuries),15.8
2024,15 to 24,Both sexes,Intentional self-harm (suicide),7.8
2024,15 to 24,Males,Malignant neoplasms,2.4
2024,15 to 24,Males,Diabetes mellitus,0.4
2024,15 to 24,Males,Alzheimer's disease,0.0
2024,15 to 24,Males,Diseases of heart,1.1
2024,15 to 24,Males,Cerebrovascular diseases,0.3
2024,15 to 24,Males,Influenza and pneumonia,0.4
2024,15 to 24,Males,Chronic lower respiratory diseases,0.1
2024,15 to 24,Males,Chronic liver disease and cirrhosis,0.2
2024,15 to 24,Males,Accidents (unintentional injuries),20.5
2024,15 to 24,Males,Intentional self-harm (suicide),9.7
2024,15 to 24,Females,Malignant neoplasms,2.7
2024,15 to 24,Females,Diabetes mellitus,0.1
2024,15 to 24,Females,Alzheimer's disease,0.0
2024,15 to 24,Females,Diseases of heart,0.6
2024,15 to 24,Females,Cerebrovascular diseases,0.2
2024,15 to 24,Females,Influenza and pneumonia,0.4
2024,15 to 24,Females,Chronic lower respiratory diseases,0.2
2024,15 to 24,Females,Chronic liver disease and cirrhosis,0.2
2024,15 to 24,Females,Accidents (unintentional injuries),10.7
2024,15 to 24,Females,Intentional self-harm (suicide),5.7
2024,25 to 34 years,Both sexes,Malignant neoplasms,5.7
2024,25 to 34 years,Both sexes,Diabetes mellitus,0.9
2024,25 to 34 years,Both sexes,Alzheimer's disease,0.0
2024,25 to 34 years,Both sexes,Diseases of heart,2.5
2024,25 to 34 years,Both sexes,Cerebrovascular diseases,0.8
2024,25 to 34 years,Both sexes,Influenza and pneumonia,0.9
2024,25 to 34 years,Both sexes,Chronic lower respiratory diseases,0.2
2024,25 to 34 years,Both sexes,Chronic liver disease and cirrhosis,1.7
2024,25 to 34 years,Both sexes,Accidents (unintentional injuries),30.5
2024,25 to 34 years,Both sexes,Intentional self-harm (suicide),10.3
2024,25 to 34 years,Males,Malignant neoplasms,5.8
2024,25 to 34 years,Males,Diabetes mellitus,1.3
2024,25 to 34 years,Males,Alzheimer's disease,0.0
2024,25 to 34 years,Males,Diseases of heart,2.9
2024,25 to 34 years,Males,Cerebrovascular diseases,1.1
2024,25 to 34 years,Males,Influenza and pneumonia,0.9
2024,25 to 34 years,Males,Chronic lower respiratory diseases,0.2
2024,25 to 34 years,Males,Chronic liver disease and cirrhosis,1.6
2024,25 to 34 years,Males,Accidents (unintentional injuries),42.2
2024,25 to 34 years,Males,Intentional self-harm (suicide),14.4
2024,25 to 34 years,Females,Malignant neoplasms,5.6
