Year,Geography,Age group,Sex,Household income,Highest level of education,Series,GeoCode,Value
2021,Ontario,65 years and over,Females,,,Aged 18 years and older,35,72.3
2021,Manitoba,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,46,69.4
2021,Manitoba,"Total, 18 years and over",Males,,,Aged 18 years and older,46,67.9
2021,Manitoba,"Total, 18 years and over",Females,,,Aged 18 years and older,46,70.9
2021,Manitoba,18 to 34 years,Both sexes,,,Aged 18 years and older,46,65.7
2021,Manitoba,18 to 34 years,Males,,,Aged 18 years and older,46,63.2
2021,Manitoba,18 to 34 years,Females,,,Aged 18 years and older,46,68.3
2021,Manitoba,35 to 49 years,Both sexes,,,Aged 18 years and older,46,69.3
2021,Manitoba,35 to 49 years,Males,,,Aged 18 years and older,46,63.3
2021,Manitoba,35 to 49 years,Females,,,Aged 18 years and older,46,75.1
2021,Manitoba,50 to 64 years,Both sexes,,,Aged 18 years and older,46,70.4
2021,Manitoba,50 to 64 years,Males,,,Aged 18 years and older,46,71.3
2021,Manitoba,50 to 64 years,Females,,,Aged 18 years and older,46,69.5
2021,Manitoba,65 years and over,Both sexes,,,Aged 18 years and older,46,74.1
2021,Manitoba,65 years and over,Males,,,Aged 18 years and older,46,77.7
2021,Manitoba,65 years and over,Females,,,Aged 18 years and older,46,71.1
2021,Saskatchewan,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,47,75.0
2021,Saskatchewan,"Total, 18 years and over",Males,,,Aged 18 years and older,47,75.6
2021,Saskatchewan,"Total, 18 years and over",Females,,,Aged 18 years and older,47,74.5
2021,Saskatchewan,18 to 34 years,Both sexes,,,Aged 18 years and older,47,68.8
2021,Saskatchewan,18 to 34 years,Males,,,Aged 18 years and older,47,67.1
2021,Saskatchewan,18 to 34 years,Females,,,Aged 18 years and older,47,70.7
2021,Saskatchewan,35 to 49 years,Both sexes,,,Aged 18 years and older,47,76.2
2021,Saskatchewan,35 to 49 years,Males,,,Aged 18 years and older,47,76.8
2021,Saskatchewan,35 to 49 years,Females,,,Aged 18 years and older,47,75.5
2021,Saskatchewan,50 to 64 years,Both sexes,,,Aged 18 years and older,47,76.0
2021,Saskatchewan,50 to 64 years,Males,,,Aged 18 years and older,47,80.8
2021,Saskatchewan,50 to 64 years,Females,,,Aged 18 years and older,47,71.1
2021,Saskatchewan,65 years and over,Both sexes,,,Aged 18 years and older,47,80.8
2021,Saskatchewan,65 years and over,Males,,,Aged 18 years and older,47,80.1
2021,Saskatchewan,65 years and over,Females,,,Aged 18 years and older,47,81.4
2021,Alberta,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,48,66.4
2021,Alberta,"Total, 18 years and over",Males,,,Aged 18 years and older,48,65.5
2021,Alberta,"Total, 18 years and over",Females,,,Aged 18 years and older,48,67.4
2021,Alberta,18 to 34 years,Both sexes,,,Aged 18 years and older,48,62.1
2021,Alberta,18 to 34 years,Males,,,Aged 18 years and older,48,58.6
2021,Alberta,18 to 34 years,Females,,,Aged 18 years and older,48,65.8
2021,Alberta,35 to 49 years,Both sexes,,,Aged 18 years and older,48,65.9
2021,Alberta,35 to 49 years,Males,,,Aged 18 years and older,48,63.8
2021,Alberta,35 to 49 years,Females,,,Aged 18 years and older,48,68.1
2021,Alberta,50 to 64 years,Both sexes,,,Aged 18 years and older,48,68.2
2021,Alberta,50 to 64 years,Males,,,Aged 18 years and older,48,70.2
2021,Alberta,50 to 64 years,Females,,,Aged 18 years and older,48,66.2
2021,Alberta,65 years and over,Both sexes,,,Aged 18 years and older,48,72.2
2021,Alberta,65 years and over,Males,,,Aged 18 years and older,48,74.6
2021,Alberta,65 years and over,Females,,,Aged 18 years and older,48,70.2
2021,British Columbia,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,59,70.0
2021,British Columbia,"Total, 18 years and over",Males,,,Aged 18 years and older,59,67.9
2021,British Columbia,"Total, 18 years and over",Females,,,Aged 18 years and older,59,72.0
2021,British Columbia,18 to 34 years,Both sexes,,,Aged 18 years and older,59,66.6
2021,British Columbia,18 to 34 years,Males,,,Aged 18 years and older,59,66.0
2021,British Columbia,18 to 34 years,Females,,,Aged 18 years and older,59,67.2
2021,British Columbia,35 to 49 years,Both sexes,,,Aged 18 years and older,59,67.9
2021,British Columbia,35 to 49 years,Males,,,Aged 18 years and older,59,62.7
2021,British Columbia,35 to 49 years,Females,,,Aged 18 years and older,59,72.9
2021,British Columbia,50 to 64 years,Both sexes,,,Aged 18 years and older,59,67.5
2021,British Columbia,50 to 64 years,Males,,,Aged 18 years and older,59,66.7
2021,British Columbia,50 to 64 years,Females,,,Aged 18 years and older,59,68.4
2021,British Columbia,65 years and over,Both sexes,,,Aged 18 years and older,59,79.4
2021,British Columbia,65 years and over,Males,,,Aged 18 years and older,59,77.9
2021,British Columbia,65 years and over,Females,,,Aged 18 years and older,59,80.7
2022,Canada,"Total, 18 years and over",Males,,,Aged 18 years and older,,63.1
2022,Canada,"Total, 18 years and over",Females,,,Aged 18 years and older,,63.9
2022,Canada,18 to 34 years,Both sexes,,,Aged 18 years and older,,58.2
2022,Canada,18 to 34 years,Males,,,Aged 18 years and older,,56.5
2022,Canada,18 to 34 years,Females,,,Aged 18 years and older,,59.8
2022,Canada,35 to 49 years,Both sexes,,,Aged 18 years and older,,62.7
2022,Canada,35 to 49 years,Males,,,Aged 18 years and older,,61.7
2022,Canada,35 to 49 years,Females,,,Aged 18 years and older,,63.7
2022,Canada,50 to 64 years,Both sexes,,,Aged 18 years and older,,64.4
2022,Canada,50 to 64 years,Males,,,Aged 18 years and older,,66.3
2022,Canada,50 to 64 years,Females,,,Aged 18 years and older,,62.5
2022,Canada,65 years and over,Both sexes,,,Aged 18 years and older,,69.8
2022,Canada,65 years and over,Males,,,Aged 18 years and older,,69.6
2022,Canada,65 years and over,Females,,,Aged 18 years and older,,69.9
2022,Newfoundland and Labrador,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,10,73.9
2022,Newfoundland and Labrador,"Total, 18 years and over",Males,,,Aged 18 years and older,10,73.9
2022,Newfoundland and Labrador,"Total, 18 years and over",Females,,,Aged 18 years and older,10,73.9
2022,Newfoundland and Labrador,18 to 34 years,Both sexes,,,Aged 18 years and older,10,65.2
2022,Newfoundland and Labrador,18 to 34 years,Males,,,Aged 18 years and older,10,62.7
2022,Newfoundland and Labrador,18 to 34 years,Females,,,Aged 18 years and older,10,67.8
2022,Newfoundland and Labrador,35 to 49 years,Both sexes,,,Aged 18 years and older,10,70.2
2022,Newfoundland and Labrador,35 to 49 years,Males,,,Aged 18 years and older,10,71.1
2022,Newfoundland and Labrador,35 to 49 years,Females,,,Aged 18 years and older,10,69.4
2022,Newfoundland and Labrador,50 to 64 years,Both sexes,,,Aged 18 years and older,10,75.6
2022,Newfoundland and Labrador,50 to 64 years,Males,,,Aged 18 years and older,10,76.5
2022,Newfoundland and Labrador,50 to 64 years,Females,,,Aged 18 years and older,10,74.8
2022,Newfoundland and Labrador,65 years and over,Both sexes,,,Aged 18 years and older,10,82.0
2022,Newfoundland and Labrador,65 years and over,Males,,,Aged 18 years and older,10,83.5
2022,Newfoundland and Labrador,65 years and over,Females,,,Aged 18 years and older,10,80.8
2022,Prince Edward Island,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,11,67.8
2022,Prince Edward Island,"Total, 18 years and over",Males,,,Aged 18 years and older,11,71.8
2022,Prince Edward Island,"Total, 18 years and over",Females,,,Aged 18 years and older,11,63.9
2022,Prince Edward Island,35 to 49 years,Both sexes,,,Aged 18 years and older,11,54.0
2022,Prince Edward Island,50 to 64 years,Both sexes,,,Aged 18 years and older,11,72.9
2022,Prince Edward Island,50 to 64 years,Females,,,Aged 18 years and older,11,58.7
2022,Prince Edward Island,65 years and over,Both sexes,,,Aged 18 years and older,11,80.0
2022,Prince Edward Island,65 years and over,Females,,,Aged 18 years and older,11,71.8
2022,Nova Scotia,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,12,68.9
2022,Nova Scotia,"Total, 18 years and over",Males,,,Aged 18 years and older,12,69.7
2022,Nova Scotia,"Total, 18 years and over",Females,,,Aged 18 years and older,12,68.1
2022,Nova Scotia,18 to 34 years,Both sexes,,,Aged 18 years and older,12,68.5
2022,Nova Scotia,18 to 34 years,Males,,,Aged 18 years and older,12,67.5
2022,Nova Scotia,18 to 34 years,Females,,,Aged 18 years and older,12,69.4
2022,Nova Scotia,35 to 49 years,Both sexes,,,Aged 18 years and older,12,59.5
2022,Nova Scotia,35 to 49 years,Males,,,Aged 18 years and older,12,59.7
2022,Nova Scotia,35 to 49 years,Females,,,Aged 18 years and older,12,59.2
2022,Nova Scotia,50 to 64 years,Both sexes,,,Aged 18 years and older,12,69.0
2022,Nova Scotia,50 to 64 years,Males,,,Aged 18 years and older,12,73.6
2022,Nova Scotia,50 to 64 years,Females,,,Aged 18 years and older,12,64.6
2022,Nova Scotia,65 years and over,Both sexes,,,Aged 18 years and older,12,77.5
2022,Nova Scotia,65 years and over,Males,,,Aged 18 years and older,12,77.1
2022,Nova Scotia,65 years and over,Females,,,Aged 18 years and older,12,77.8
2022,New Brunswick,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,13,69.0
2022,New Brunswick,"Total, 18 years and over",Males,,,Aged 18 years and older,13,71.2
2022,New Brunswick,"Total, 18 years and over",Females,,,Aged 18 years and older,13,66.8
2022,New Brunswick,18 to 34 years,Both sexes,,,Aged 18 years and older,13,66.0
2022,New Brunswick,18 to 34 years,Males,,,Aged 18 years and older,13,64.6
2022,New Brunswick,18 to 34 years,Females,,,Aged 18 years and older,13,67.5
2022,New Brunswick,35 to 49 years,Both sexes,,,Aged 18 years and older,13,67.0
2022,New Brunswick,35 to 49 years,Males,,,Aged 18 years and older,13,75.9
2022,New Brunswick,35 to 49 years,Females,,,Aged 18 years and older,13,58.9
2022,New Brunswick,50 to 64 years,Both sexes,,,Aged 18 years and older,13,68.1
2022,New Brunswick,50 to 64 years,Males,,,Aged 18 years and older,13,71.5
2022,New Brunswick,50 to 64 years,Females,,,Aged 18 years and older,13,64.8
2022,New Brunswick,65 years and over,Both sexes,,,Aged 18 years and older,13,74.0
2022,New Brunswick,65 years and over,Males,,,Aged 18 years and older,13,73.1
2022,New Brunswick,65 years and over,Females,,,Aged 18 years and older,13,74.8
2022,Quebec,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,24,58.3
2022,Quebec,"Total, 18 years and over",Males,,,Aged 18 years and older,24,58.2
2022,Quebec,"Total, 18 years and over",Females,,,Aged 18 years and older,24,58.4
2022,Quebec,18 to 34 years,Both sexes,,,Aged 18 years and older,24,55.9
2022,Quebec,18 to 34 years,Males,,,Aged 18 years and older,24,53.4
2022,Quebec,18 to 34 years,Females,,,Aged 18 years and older,24,58.5
2022,Quebec,35 to 49 years,Both sexes,,,Aged 18 years and older,24,57.6
2022,Quebec,35 to 49 years,Males,,,Aged 18 years and older,24,57.3
2022,Quebec,35 to 49 years,Females,,,Aged 18 years and older,24,57.9
2022,Quebec,50 to 64 years,Both sexes,,,Aged 18 years and older,24,56.3
2022,Quebec,50 to 64 years,Males,,,Aged 18 years and older,24,57.6
2022,Quebec,50 to 64 years,Females,,,Aged 18 years and older,24,54.9
2022,Quebec,65 years and over,Both sexes,,,Aged 18 years and older,24,63.7
2022,Quebec,65 years and over,Males,,,Aged 18 years and older,24,65.3
2022,Quebec,65 years and over,Females,,,Aged 18 years and older,24,62.3
2022,Ontario,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,35,64.4
2022,Ontario,"Total, 18 years and over",Males,,,Aged 18 years and older,35,63.7
2022,Ontario,"Total, 18 years and over",Females,,,Aged 18 years and older,35,65.0
2022,Ontario,18 to 34 years,Both sexes,,,Aged 18 years and older,35,57.0
2022,Ontario,18 to 34 years,Males,,,Aged 18 years and older,35,54.6
2022,Ontario,18 to 34 years,Females,,,Aged 18 years and older,35,59.5
2022,Ontario,35 to 49 years,Both sexes,,,Aged 18 years and older,35,64.1
2022,Ontario,35 to 49 years,Males,,,Aged 18 years and older,35,63.0
2022,Ontario,35 to 49 years,Females,,,Aged 18 years and older,35,65.0
2022,Ontario,50 to 64 years,Both sexes,,,Aged 18 years and older,35,68.4
2022,Ontario,50 to 64 years,Males,,,Aged 18 years and older,35,71.4
2022,Ontario,50 to 64 years,Females,,,Aged 18 years and older,35,65.4
2022,Ontario,65 years and over,Both sexes,,,Aged 18 years and older,35,69.9
2022,Ontario,65 years and over,Males,,,Aged 18 years and older,35,68.6
2022,Ontario,65 years and over,Females,,,Aged 18 years and older,35,71.0
2022,Manitoba,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,46,66.8
2022,Manitoba,"Total, 18 years and over",Males,,,Aged 18 years and older,46,67.9
2022,Manitoba,"Total, 18 years and over",Females,,,Aged 18 years and older,46,65.6
2022,Manitoba,18 to 34 years,Both sexes,,,Aged 18 years and older,46,63.6
2022,Manitoba,18 to 34 years,Males,,,Aged 18 years and older,46,59.9
2022,Manitoba,18 to 34 years,Females,,,Aged 18 years and older,46,67.6
2022,Manitoba,35 to 49 years,Both sexes,,,Aged 18 years and older,46,66.1
2022,Manitoba,35 to 49 years,Males,,,Aged 18 years and older,46,66.3
2022,Manitoba,35 to 49 years,Females,,,Aged 18 years and older,46,65.8
2022,Manitoba,50 to 64 years,Both sexes,,,Aged 18 years and older,46,68.2
2022,Manitoba,50 to 64 years,Males,,,Aged 18 years and older,46,73.4
2022,Manitoba,50 to 64 years,Females,,,Aged 18 years and older,46,63.3
2022,Manitoba,65 years and over,Both sexes,,,Aged 18 years and older,46,70.4
2022,Manitoba,65 years and over,Males,,,Aged 18 years and older,46,76.0
2022,Manitoba,65 years and over,Females,,,Aged 18 years and older,46,65.4
2022,Saskatchewan,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,47,68.9
2022,Saskatchewan,"Total, 18 years and over",Males,,,Aged 18 years and older,47,70.4
2022,Saskatchewan,"Total, 18 years and over",Females,,,Aged 18 years and older,47,67.3
2022,Saskatchewan,18 to 34 years,Both sexes,,,Aged 18 years and older,47,63.0
2022,Saskatchewan,18 to 34 years,Males,,,Aged 18 years and older,47,66.2
2022,Saskatchewan,18 to 34 years,Females,,,Aged 18 years and older,47,59.8
2022,Saskatchewan,35 to 49 years,Both sexes,,,Aged 18 years and older,47,64.0
2022,Saskatchewan,35 to 49 years,Males,,,Aged 18 years and older,47,61.2
2022,Saskatchewan,35 to 49 years,Females,,,Aged 18 years and older,47,66.9
2022,Saskatchewan,50 to 64 years,Both sexes,,,Aged 18 years and older,47,72.1
2022,Saskatchewan,50 to 64 years,Males,,,Aged 18 years and older,47,76.3
2022,Saskatchewan,50 to 64 years,Females,,,Aged 18 years and older,47,67.9
2022,Saskatchewan,65 years and over,Both sexes,,,Aged 18 years and older,47,78.8
2022,Saskatchewan,65 years and over,Males,,,Aged 18 years and older,47,81.7
2022,Saskatchewan,65 years and over,Females,,,Aged 18 years and older,47,76.3
2022,Alberta,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,48,63.0
2022,Alberta,"Total, 18 years and over",Males,,,Aged 18 years and older,48,62.7
2022,Alberta,"Total, 18 years and over",Females,,,Aged 18 years and older,48,63.2
2022,Alberta,18 to 34 years,Both sexes,,,Aged 18 years and older,48,58.4
2022,Alberta,18 to 34 years,Males,,,Aged 18 years and older,48,58.2
2022,Alberta,18 to 34 years,Females,,,Aged 18 years and older,48,58.6
2022,Alberta,35 to 49 years,Both sexes,,,Aged 18 years and older,48,64.3
2022,Alberta,35 to 49 years,Males,,,Aged 18 years and older,48,63.1
2022,Alberta,35 to 49 years,Females,,,Aged 18 years and older,48,65.5
2022,Alberta,50 to 64 years,Both sexes,,,Aged 18 years and older,48,60.6
2022,Alberta,50 to 64 years,Males,,,Aged 18 years and older,48,62.6
2022,Alberta,50 to 64 years,Females,,,Aged 18 years and older,48,58.6
2022,Alberta,65 years and over,Both sexes,,,Aged 18 years and older,48,71.3
2022,Alberta,65 years and over,Males,,,Aged 18 years and older,48,70.2
2022,Alberta,65 years and over,Females,,,Aged 18 years and older,48,72.1
2022,British Columbia,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,59,64.7
2022,British Columbia,"Total, 18 years and over",Males,,,Aged 18 years and older,59,62.9
2022,British Columbia,"Total, 18 years and over",Females,,,Aged 18 years and older,59,66.5
2022,British Columbia,18 to 34 years,Both sexes,,,Aged 18 years and older,59,58.9
2022,British Columbia,18 to 34 years,Males,,,Aged 18 years and older,59,59.7
2022,British Columbia,18 to 34 years,Females,,,Aged 18 years and older,59,58.1
2022,British Columbia,35 to 49 years,Both sexes,,,Aged 18 years and older,59,64.2
2022,British Columbia,35 to 49 years,Males,,,Aged 18 years and older,59,60.4
2022,British Columbia,35 to 49 years,Females,,,Aged 18 years and older,59,68.0
2022,British Columbia,50 to 64 years,Both sexes,,,Aged 18 years and older,59,63.8
2022,British Columbia,50 to 64 years,Males,,,Aged 18 years and older,59,61.3
2022,British Columbia,50 to 64 years,Females,,,Aged 18 years and older,59,66.1
2022,British Columbia,65 years and over,Both sexes,,,Aged 18 years and older,59,72.9
2022,British Columbia,65 years and over,Males,,,Aged 18 years and older,59,71.2
2022,British Columbia,65 years and over,Females,,,Aged 18 years and older,59,74.3
2023,Canada,"Total, 18 years and over",Males,,,Aged 18 years and older,,60.7
2023,Canada,"Total, 18 years and over",Females,,,Aged 18 years and older,,60.6
2023,Canada,18 to 34 years,Both sexes,,,Aged 18 years and older,,56.2
2023,Canada,18 to 34 years,Males,,,Aged 18 years and older,,56.2
2023,Canada,18 to 34 years,Females,,,Aged 18 years and older,,56.1
2023,Canada,35 to 49 years,Both sexes,,,Aged 18 years and older,,57.4
2023,Canada,35 to 49 years,Males,,,Aged 18 years and older,,57.3
2023,Canada,35 to 49 years,Females,,,Aged 18 years and older,,57.4
2023,Canada,50 to 64 years,Both sexes,,,Aged 18 years and older,,60.6
2023,Canada,50 to 64 years,Males,,,Aged 18 years and older,,61.3
2023,Canada,50 to 64 years,Females,,,Aged 18 years and older,,60.0
2023,Canada,65 years and over,Both sexes,,,Aged 18 years and older,,69.6
2023,Canada,65 years and over,Males,,,Aged 18 years and older,,69.6
