Year,Geography,Population characteristics,Educational attainment level,Age group,Sex,GeoCode,Value
2013,British Columbia,Total population,Short-cycle tertiary,30 to 34 years,Male,59,15.0
2013,British Columbia,Total population,Short-cycle tertiary,30 to 34 years,Female,59,26.0
2013,British Columbia,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,59,24.0
2013,British Columbia,Total population,Short-cycle tertiary,35 to 44 years,Male,59,19.0
2013,British Columbia,Total population,Short-cycle tertiary,35 to 44 years,Female,59,28.0
2013,British Columbia,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,59,23.0
2013,British Columbia,Total population,Short-cycle tertiary,45 to 54 years,Male,59,17.0
2013,British Columbia,Total population,Short-cycle tertiary,45 to 54 years,Female,59,29.0
2013,British Columbia,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,59,21.0
2013,British Columbia,Total population,Short-cycle tertiary,55 to 64 years,Male,59,16.0
2013,British Columbia,Total population,Short-cycle tertiary,55 to 64 years,Female,59,26.0
2013,British Columbia,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,59,20.0
2013,British Columbia,Total population,Bachelor's level,"Total, 25 to 64 years",Male,59,19.0
2013,British Columbia,Total population,Bachelor's level,"Total, 25 to 64 years",Female,59,22.0
2013,British Columbia,Total population,Bachelor's level,25 to 34 years,Both sexes,59,27.0
2013,British Columbia,Total population,Bachelor's level,25 to 34 years,Male,59,24.0
2013,British Columbia,Total population,Bachelor's level,25 to 34 years,Female,59,30.0
2013,British Columbia,Total population,Bachelor's level,30 to 34 years,Both sexes,59,27.0
2013,British Columbia,Total population,Bachelor's level,30 to 34 years,Male,59,24.0
2013,British Columbia,Total population,Bachelor's level,30 to 34 years,Female,59,30.0
2013,British Columbia,Total population,Bachelor's level,35 to 44 years,Both sexes,59,23.0
2013,British Columbia,Total population,Bachelor's level,35 to 44 years,Male,59,20.0
2013,British Columbia,Total population,Bachelor's level,35 to 44 years,Female,59,25.0
2013,British Columbia,Total population,Bachelor's level,45 to 54 years,Both sexes,59,17.0
2013,British Columbia,Total population,Bachelor's level,45 to 54 years,Male,59,17.0
2013,British Columbia,Total population,Bachelor's level,45 to 54 years,Female,59,17.0
2013,British Columbia,Total population,Bachelor's level,55 to 64 years,Both sexes,59,15.0
2013,British Columbia,Total population,Bachelor's level,55 to 64 years,Male,59,15.0
2013,British Columbia,Total population,Bachelor's level,55 to 64 years,Female,59,14.0
2013,British Columbia,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,59,9.0
2013,British Columbia,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,59,9.0
2013,British Columbia,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,59,9.0
2013,British Columbia,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,59,8.0
2013,British Columbia,Total population,Master's or Doctoral level,25 to 34 years,Male,59,6.0
2013,British Columbia,Total population,Master's or Doctoral level,25 to 34 years,Female,59,10.0
2013,British Columbia,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,59,9.0
2013,British Columbia,Total population,Master's or Doctoral level,30 to 34 years,Male,59,8.0
2013,British Columbia,Total population,Master's or Doctoral level,30 to 34 years,Female,59,11.0
2013,British Columbia,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,59,11.0
2013,British Columbia,Total population,Master's or Doctoral level,35 to 44 years,Male,59,11.0
2013,British Columbia,Total population,Master's or Doctoral level,35 to 44 years,Female,59,11.0
2013,British Columbia,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,59,9.0
2013,British Columbia,Total population,Master's or Doctoral level,45 to 54 years,Male,59,9.0
2013,British Columbia,Total population,Master's or Doctoral level,45 to 54 years,Female,59,8.0
2013,British Columbia,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,59,9.0
2013,British Columbia,Total population,Master's or Doctoral level,55 to 64 years,Male,59,9.0
2013,British Columbia,Total population,Master's or Doctoral level,55 to 64 years,Female,59,9.0
2013,Yukon,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,60,51.0
2013,Yukon,Total population,Tertiary education,"Total, 25 to 64 years",Male,60,39.0
2013,Yukon,Total population,Tertiary education,"Total, 25 to 64 years",Female,60,63.0
2013,Yukon,Total population,Tertiary education,25 to 34 years,Both sexes,60,47.0
2013,Yukon,Total population,Tertiary education,25 to 34 years,Male,60,35.0
2013,Yukon,Total population,Tertiary education,25 to 34 years,Female,60,61.0
2013,Yukon,Total population,Tertiary education,30 to 34 years,Both sexes,60,49.0
2013,Yukon,Total population,Tertiary education,30 to 34 years,Male,60,38.0
2013,Yukon,Total population,Tertiary education,30 to 34 years,Female,60,63.0
2013,Yukon,Total population,Tertiary education,35 to 44 years,Both sexes,60,57.0
2013,Yukon,Total population,Tertiary education,35 to 44 years,Male,60,43.0
2013,Yukon,Total population,Tertiary education,35 to 44 years,Female,60,70.0
2013,Yukon,Total population,Tertiary education,45 to 54 years,Both sexes,60,52.0
2013,Yukon,Total population,Tertiary education,45 to 54 years,Male,60,43.0
2013,Yukon,Total population,Tertiary education,45 to 54 years,Female,60,60.0
2013,Yukon,Total population,Tertiary education,55 to 64 years,Both sexes,60,49.0
2013,Yukon,Total population,Tertiary education,55 to 64 years,Male,60,37.0
2013,Yukon,Total population,Tertiary education,55 to 64 years,Female,60,59.0
2013,Yukon,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,60,27.0
2013,Yukon,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,60,20.0
2013,Yukon,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,60,35.0
2013,Yukon,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,60,24.0
2013,Yukon,Total population,Short-cycle tertiary,25 to 34 years,Male,60,19.0
2013,Yukon,Total population,Short-cycle tertiary,25 to 34 years,Female,60,30.0
2013,Yukon,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,60,21.0
2013,Yukon,Total population,Short-cycle tertiary,30 to 34 years,Male,60,19.0
2013,Yukon,Total population,Short-cycle tertiary,30 to 34 years,Female,60,22.0
2013,Yukon,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,60,29.0
2013,Yukon,Total population,Short-cycle tertiary,35 to 44 years,Male,60,19.0
2013,Yukon,Total population,Short-cycle tertiary,35 to 44 years,Female,60,38.0
2013,Yukon,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,60,31.0
2013,Yukon,Total population,Short-cycle tertiary,45 to 54 years,Male,60,23.0
2013,Yukon,Total population,Short-cycle tertiary,45 to 54 years,Female,60,37.0
2013,Yukon,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,60,26.0
2013,Yukon,Total population,Short-cycle tertiary,55 to 64 years,Male,60,18.0
2013,Yukon,Total population,Short-cycle tertiary,55 to 64 years,Female,60,35.0
2013,Yukon,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,60,15.0
2013,Yukon,Total population,Bachelor's level,"Total, 25 to 64 years",Male,60,12.0
2013,Yukon,Total population,Bachelor's level,"Total, 25 to 64 years",Female,60,19.0
2013,Yukon,Total population,Bachelor's level,25 to 34 years,Both sexes,60,17.0
2013,Yukon,Total population,Bachelor's level,25 to 34 years,Male,60,13.0
2013,Yukon,Total population,Bachelor's level,25 to 34 years,Female,60,21.0
2013,Yukon,Total population,Bachelor's level,30 to 34 years,Both sexes,60,18.0
2013,Yukon,Total population,Bachelor's level,30 to 34 years,Male,60,
2013,Yukon,Total population,Bachelor's level,30 to 34 years,Female,60,25.0
2013,Yukon,Total population,Bachelor's level,35 to 44 years,Both sexes,60,18.0
2013,Yukon,Total population,Bachelor's level,35 to 44 years,Male,60,14.0
2013,Yukon,Total population,Bachelor's level,35 to 44 years,Female,60,21.0
2013,Yukon,Total population,Bachelor's level,45 to 54 years,Both sexes,60,14.0
2013,Yukon,Total population,Bachelor's level,45 to 54 years,Male,60,12.0
2013,Yukon,Total population,Bachelor's level,45 to 54 years,Female,60,16.0
2013,Yukon,Total population,Bachelor's level,55 to 64 years,Both sexes,60,12.0
2013,Yukon,Total population,Bachelor's level,55 to 64 years,Male,60,
2013,Yukon,Total population,Bachelor's level,55 to 64 years,Female,60,18.0
2013,Yukon,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,60,8.0
2013,Yukon,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,60,8.0
2013,Yukon,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,60,9.0
2013,Yukon,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,60,6.0
2013,Yukon,Total population,Master's or Doctoral level,25 to 34 years,Male,60,
2013,Yukon,Total population,Master's or Doctoral level,25 to 34 years,Female,60,10.0
2013,Yukon,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,60,11.0
2013,Yukon,Total population,Master's or Doctoral level,30 to 34 years,Male,60,
2013,Yukon,Total population,Master's or Doctoral level,30 to 34 years,Female,60,
2013,Yukon,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,60,11.0
2013,Yukon,Total population,Master's or Doctoral level,35 to 44 years,Male,60,10.0
2013,Yukon,Total population,Master's or Doctoral level,35 to 44 years,Female,60,11.0
2013,Yukon,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,60,7.0
2013,Yukon,Total population,Master's or Doctoral level,45 to 54 years,Male,60,8.0
2013,Yukon,Total population,Master's or Doctoral level,45 to 54 years,Female,60,
2013,Yukon,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,60,10.0
2013,Yukon,Total population,Master's or Doctoral level,55 to 64 years,Male,60,13.0
2013,Yukon,Total population,Master's or Doctoral level,55 to 64 years,Female,60,
2013,Northwest Territories,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,61,48.0
2013,Northwest Territories,Total population,Tertiary education,"Total, 25 to 64 years",Male,61,39.0
2013,Northwest Territories,Total population,Tertiary education,"Total, 25 to 64 years",Female,61,58.0
2013,Northwest Territories,Total population,Tertiary education,25 to 34 years,Both sexes,61,48.0
2013,Northwest Territories,Total population,Tertiary education,25 to 34 years,Male,61,38.0
2013,Northwest Territories,Total population,Tertiary education,25 to 34 years,Female,61,58.0
2013,Northwest Territories,Total population,Tertiary education,30 to 34 years,Both sexes,61,52.0
2013,Northwest Territories,Total population,Tertiary education,30 to 34 years,Male,61,41.0
2013,Northwest Territories,Total population,Tertiary education,30 to 34 years,Female,61,61.0
2013,Northwest Territories,Total population,Tertiary education,35 to 44 years,Both sexes,61,52.0
2013,Northwest Territories,Total population,Tertiary education,35 to 44 years,Male,61,40.0
2013,Northwest Territories,Total population,Tertiary education,35 to 44 years,Female,61,65.0
2013,Northwest Territories,Total population,Tertiary education,45 to 54 years,Both sexes,61,48.0
2013,Northwest Territories,Total population,Tertiary education,45 to 54 years,Male,61,39.0
2013,Northwest Territories,Total population,Tertiary education,45 to 54 years,Female,61,56.0
2013,Northwest Territories,Total population,Tertiary education,55 to 64 years,Both sexes,61,45.0
2013,Northwest Territories,Total population,Tertiary education,55 to 64 years,Male,61,40.0
2013,Northwest Territories,Total population,Tertiary education,55 to 64 years,Female,61,51.0
2013,Northwest Territories,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,61,26.0
2013,Northwest Territories,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,61,20.0
2013,Northwest Territories,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,61,32.0
2013,Northwest Territories,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,61,25.0
2013,Northwest Territories,Total population,Short-cycle tertiary,25 to 34 years,Male,61,19.0
2013,Northwest Territories,Total population,Short-cycle tertiary,25 to 34 years,Female,61,30.0
2013,Northwest Territories,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,61,26.0
2013,Northwest Territories,Total population,Short-cycle tertiary,30 to 34 years,Male,61,19.0
2013,Northwest Territories,Total population,Short-cycle tertiary,30 to 34 years,Female,61,32.0
2013,Northwest Territories,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,61,28.0
2013,Northwest Territories,Total population,Short-cycle tertiary,35 to 44 years,Male,61,21.0
2013,Northwest Territories,Total population,Short-cycle tertiary,35 to 44 years,Female,61,35.0
2013,Northwest Territories,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,61,29.0
2013,Northwest Territories,Total population,Short-cycle tertiary,45 to 54 years,Male,61,23.0
2013,Northwest Territories,Total population,Short-cycle tertiary,45 to 54 years,Female,61,34.0
2013,Northwest Territories,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,61,21.0
2013,Northwest Territories,Total population,Short-cycle tertiary,55 to 64 years,Male,61,17.0
2013,Northwest Territories,Total population,Short-cycle tertiary,55 to 64 years,Female,61,27.0
2013,Northwest Territories,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,61,15.0
2013,Northwest Territories,Total population,Bachelor's level,"Total, 25 to 64 years",Male,61,12.0
2013,Northwest Territories,Total population,Bachelor's level,"Total, 25 to 64 years",Female,61,19.0
2013,Northwest Territories,Total population,Bachelor's level,25 to 34 years,Both sexes,61,18.0
2013,Northwest Territories,Total population,Bachelor's level,25 to 34 years,Male,61,13.0
2013,Northwest Territories,Total population,Bachelor's level,25 to 34 years,Female,61,22.0
2013,Northwest Territories,Total population,Bachelor's level,30 to 34 years,Both sexes,61,18.0
2013,Northwest Territories,Total population,Bachelor's level,30 to 34 years,Male,61,14.0
2013,Northwest Territories,Total population,Bachelor's level,30 to 34 years,Female,61,20.0
2013,Northwest Territories,Total population,Bachelor's level,35 to 44 years,Both sexes,61,17.0
2013,Northwest Territories,Total population,Bachelor's level,35 to 44 years,Male,61,13.0
2013,Northwest Territories,Total population,Bachelor's level,35 to 44 years,Female,61,22.0
2013,Northwest Territories,Total population,Bachelor's level,45 to 54 years,Both sexes,61,12.0
2013,Northwest Territories,Total population,Bachelor's level,45 to 54 years,Male,61,8.0
2013,Northwest Territories,Total population,Bachelor's level,45 to 54 years,Female,61,15.0
2013,Northwest Territories,Total population,Bachelor's level,55 to 64 years,Both sexes,61,13.0
2013,Northwest Territories,Total population,Bachelor's level,55 to 64 years,Male,61,12.0
2013,Northwest Territories,Total population,Bachelor's level,55 to 64 years,Female,61,15.0
2013,Northwest Territories,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,61,7.0
2013,Northwest Territories,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,61,7.0
2013,Northwest Territories,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,61,7.0
2013,Northwest Territories,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,61,6.0
2013,Northwest Territories,Total population,Master's or Doctoral level,25 to 34 years,Male,61,
2013,Northwest Territories,Total population,Master's or Doctoral level,25 to 34 years,Female,61,6.0
2013,Northwest Territories,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,61,8.0
2013,Northwest Territories,Total population,Master's or Doctoral level,30 to 34 years,Male,61,
2013,Northwest Territories,Total population,Master's or Doctoral level,30 to 34 years,Female,61,
