Year,Geography,Age group,Sex,Indigenous group,Educational attainment,Visible minority,Immigrant status,GeoCode,Value
2018,British Columbia,40 to 44 years,Males,,,,,59,89.6
2018,British Columbia,45 to 49 years,Males,,,,,59,87.3
2018,British Columbia,50 to 54 years,Males,,,,,59,87.0
2018,British Columbia,55 to 59 years,Males,,,,,59,77.3
2018,British Columbia,60 to 64 years,Males,,,,,59,59.6
2018,British Columbia,65 years and over,Males,,,,,59,17.7
2018,British Columbia,65 to 69 years,Males,,,,,59,31.8
2018,British Columbia,70 years and over,Males,,,,,59,10.4
2018,British Columbia,15 to 24 years,Females,,,,,59,62.9
2018,British Columbia,25 years and over,Females,,,,,59,58.2
2018,British Columbia,25 to 44 years,Females,,,,,59,79.5
2018,British Columbia,45 to 64 years,Females,,,,,59,68.3
2018,British Columbia,45 years and over,Females,,,,,59,46.0
2018,British Columbia,25 to 54 years,Females,,,,,59,79.0
2018,British Columbia,55 years and over,Females,,,,,59,32.5
2018,British Columbia,15 to 64 years,Females,,,,,59,71.9
2018,British Columbia,15 to 19 years,Females,,,,,59,50.9
2018,British Columbia,20 to 24 years,Females,,,,,59,73.2
2018,British Columbia,25 to 29 years,Females,,,,,59,81.5
2018,British Columbia,30 to 34 years,Females,,,,,59,80.9
2018,British Columbia,35 to 39 years,Females,,,,,59,76.5
2018,British Columbia,40 to 44 years,Females,,,,,59,78.9
2018,British Columbia,45 to 49 years,Females,,,,,59,79.2
2018,British Columbia,50 to 54 years,Females,,,,,59,76.8
2018,British Columbia,55 to 59 years,Females,,,,,59,68.2
2018,British Columbia,60 to 64 years,Females,,,,,59,49.3
2018,British Columbia,65 years and over,Females,,,,,59,11.3
2018,British Columbia,65 to 69 years,Females,,,,,59,22.1
2018,British Columbia,70 years and over,Females,,,,,59,6.0
2019,Canada,15 to 24 years,Both sexes,,,,,,58.7
2019,Canada,25 years and over,Both sexes,,,,,,62.9
2019,Canada,25 to 44 years,Both sexes,,,,,,83.2
2019,Canada,45 to 64 years,Both sexes,,,,,,73.2
2019,Canada,45 years and over,Both sexes,,,,,,50.4
2019,Canada,25 to 54 years,Both sexes,,,,,,83.4
2019,Canada,55 years and over,Both sexes,,,,,,36.4
2019,Canada,15 to 64 years,Both sexes,,,,,,74.6
2019,Canada,15 to 19 years,Both sexes,,,,,,44.2
2019,Canada,20 to 24 years,Both sexes,,,,,,71.1
2019,Canada,25 to 29 years,Both sexes,,,,,,81.4
2019,Canada,30 to 34 years,Both sexes,,,,,,82.8
2019,Canada,35 to 39 years,Both sexes,,,,,,83.8
2019,Canada,40 to 44 years,Both sexes,,,,,,85.0
2019,Canada,45 to 49 years,Both sexes,,,,,,85.4
2019,Canada,50 to 54 years,Both sexes,,,,,,82.5
2019,Canada,55 to 59 years,Both sexes,,,,,,72.1
2019,Canada,60 to 64 years,Both sexes,,,,,,53.5
2019,Canada,65 years and over,Both sexes,,,,,,14.4
2019,Canada,65 to 69 years,Both sexes,,,,,,27.5
2019,Canada,70 years and over,Both sexes,,,,,,7.9
2019,Canada,15 to 24 years,Males,,,,,,57.6
2019,Canada,25 years and over,Males,,,,,,67.8
2019,Canada,25 to 44 years,Males,,,,,,86.8
2019,Canada,45 to 64 years,Males,,,,,,77.6
2019,Canada,45 years and over,Males,,,,,,55.7
2019,Canada,25 to 54 years,Males,,,,,,86.9
2019,Canada,55 years and over,Males,,,,,,42.1
2019,Canada,15 to 64 years,Males,,,,,,77.5
2019,Canada,15 to 19 years,Males,,,,,,42.5
2019,Canada,20 to 24 years,Males,,,,,,70.2
2019,Canada,25 to 29 years,Males,,,,,,82.5
2019,Canada,30 to 34 years,Males,,,,,,87.7
2019,Canada,35 to 39 years,Males,,,,,,88.7
2019,Canada,40 to 44 years,Males,,,,,,88.5
2019,Canada,45 to 49 years,Males,,,,,,88.4
2019,Canada,50 to 54 years,Males,,,,,,85.9
2019,Canada,55 to 59 years,Males,,,,,,76.7
2019,Canada,60 to 64 years,Males,,,,,,59.9
2019,Canada,65 years and over,Males,,,,,,18.8
2019,Canada,65 to 69 years,Males,,,,,,33.0
2019,Canada,70 years and over,Males,,,,,,11.5
2019,Canada,15 to 24 years,Females,,,,,,59.9
2019,Canada,25 years and over,Females,,,,,,58.2
2019,Canada,25 to 44 years,Females,,,,,,79.7
2019,Canada,45 to 64 years,Females,,,,,,68.8
2019,Canada,45 years and over,Females,,,,,,45.5
2019,Canada,25 to 54 years,Females,,,,,,80.0
2019,Canada,55 years and over,Females,,,,,,31.2
2019,Canada,15 to 64 years,Females,,,,,,71.7
2019,Canada,15 to 19 years,Females,,,,,,45.9
2019,Canada,20 to 24 years,Females,,,,,,72.1
2019,Canada,25 to 29 years,Females,,,,,,80.2
2019,Canada,30 to 34 years,Females,,,,,,77.8
2019,Canada,35 to 39 years,Females,,,,,,78.9
2019,Canada,40 to 44 years,Females,,,,,,81.7
2019,Canada,45 to 49 years,Females,,,,,,82.4
2019,Canada,50 to 54 years,Females,,,,,,79.2
2019,Canada,55 to 59 years,Females,,,,,,67.6
2019,Canada,60 to 64 years,Females,,,,,,47.3
2019,Canada,65 years and over,Females,,,,,,10.5
2019,Canada,65 to 69 years,Females,,,,,,22.4
2019,Canada,70 years and over,Females,,,,,,4.9
2019,Newfoundland and Labrador,15 to 24 years,Both sexes,,,,,10,50.2
2019,Newfoundland and Labrador,25 years and over,Both sexes,,,,,10,51.7
2019,Newfoundland and Labrador,25 to 44 years,Both sexes,,,,,10,77.1
2019,Newfoundland and Labrador,45 to 64 years,Both sexes,,,,,10,61.0
2019,Newfoundland and Labrador,45 years and over,Both sexes,,,,,10,40.6
2019,Newfoundland and Labrador,25 to 54 years,Both sexes,,,,,10,75.3
2019,Newfoundland and Labrador,55 years and over,Both sexes,,,,,10,27.9
2019,Newfoundland and Labrador,15 to 64 years,Both sexes,,,,,10,64.9
2019,Newfoundland and Labrador,15 to 19 years,Both sexes,,,,,10,35.2
2019,Newfoundland and Labrador,20 to 24 years,Both sexes,,,,,10,64.4
2019,Newfoundland and Labrador,25 to 29 years,Both sexes,,,,,10,72.2
2019,Newfoundland and Labrador,30 to 34 years,Both sexes,,,,,10,77.6
2019,Newfoundland and Labrador,35 to 39 years,Both sexes,,,,,10,78.2
2019,Newfoundland and Labrador,40 to 44 years,Both sexes,,,,,10,80.2
2019,Newfoundland and Labrador,45 to 49 years,Both sexes,,,,,10,76.8
2019,Newfoundland and Labrador,50 to 54 years,Both sexes,,,,,10,68.7
2019,Newfoundland and Labrador,55 to 59 years,Both sexes,,,,,10,60.7
2019,Newfoundland and Labrador,60 to 64 years,Both sexes,,,,,10,40.1
2019,Newfoundland and Labrador,65 years and over,Both sexes,,,,,10,10.3
2019,Newfoundland and Labrador,65 to 69 years,Both sexes,,,,,10,19.2
2019,Newfoundland and Labrador,70 years and over,Both sexes,,,,,10,5.1
2019,Newfoundland and Labrador,15 to 24 years,Males,,,,,10,50.2
2019,Newfoundland and Labrador,25 years and over,Males,,,,,10,54.6
2019,Newfoundland and Labrador,25 to 44 years,Males,,,,,10,79.2
2019,Newfoundland and Labrador,45 to 64 years,Males,,,,,10,63.4
2019,Newfoundland and Labrador,45 years and over,Males,,,,,10,43.7
2019,Newfoundland and Labrador,25 to 54 years,Males,,,,,10,76.8
2019,Newfoundland and Labrador,55 years and over,Males,,,,,10,32.0
2019,Newfoundland and Labrador,15 to 64 years,Males,,,,,10,66.6
2019,Newfoundland and Labrador,15 to 19 years,Males,,,,,10,35.0
2019,Newfoundland and Labrador,20 to 24 years,Males,,,,,10,64.4
2019,Newfoundland and Labrador,25 to 29 years,Males,,,,,10,74.0
2019,Newfoundland and Labrador,30 to 34 years,Males,,,,,10,81.0
2019,Newfoundland and Labrador,35 to 39 years,Males,,,,,10,82.0
2019,Newfoundland and Labrador,40 to 44 years,Males,,,,,10,79.9
2019,Newfoundland and Labrador,45 to 49 years,Males,,,,,10,78.0
2019,Newfoundland and Labrador,50 to 54 years,Males,,,,,10,69.3
2019,Newfoundland and Labrador,55 to 59 years,Males,,,,,10,64.3
2019,Newfoundland and Labrador,60 to 64 years,Males,,,,,10,44.9
2019,Newfoundland and Labrador,65 years and over,Males,,,,,10,13.6
2019,Newfoundland and Labrador,65 to 69 years,Males,,,,,10,24.5
2019,Newfoundland and Labrador,70 years and over,Males,,,,,10,7.3
2019,Newfoundland and Labrador,15 to 24 years,Females,,,,,10,50.6
2019,Newfoundland and Labrador,25 years and over,Females,,,,,10,49.0
2019,Newfoundland and Labrador,25 to 44 years,Females,,,,,10,75.2
2019,Newfoundland and Labrador,45 to 64 years,Females,,,,,10,58.7
2019,Newfoundland and Labrador,45 years and over,Females,,,,,10,37.7
2019,Newfoundland and Labrador,25 to 54 years,Females,,,,,10,73.9
2019,Newfoundland and Labrador,55 years and over,Females,,,,,10,24.0
2019,Newfoundland and Labrador,15 to 64 years,Females,,,,,10,63.3
2019,Newfoundland and Labrador,15 to 19 years,Females,,,,,10,35.4
2019,Newfoundland and Labrador,20 to 24 years,Females,,,,,10,65.2
2019,Newfoundland and Labrador,25 to 29 years,Females,,,,,10,71.0
2019,Newfoundland and Labrador,30 to 34 years,Females,,,,,10,74.3
2019,Newfoundland and Labrador,35 to 39 years,Females,,,,,10,75.1
2019,Newfoundland and Labrador,40 to 44 years,Females,,,,,10,80.5
2019,Newfoundland and Labrador,45 to 49 years,Females,,,,,10,75.6
2019,Newfoundland and Labrador,50 to 54 years,Females,,,,,10,68.1
2019,Newfoundland and Labrador,55 to 59 years,Females,,,,,10,57.1
2019,Newfoundland and Labrador,60 to 64 years,Females,,,,,10,35.5
2019,Newfoundland and Labrador,65 years and over,Females,,,,,10,7.0
2019,Newfoundland and Labrador,65 to 69 years,Females,,,,,10,14.1
2019,Newfoundland and Labrador,70 years and over,Females,,,,,10,3.2
2019,Prince Edward Island,15 to 24 years,Both sexes,,,,,11,64.2
2019,Prince Edward Island,25 years and over,Both sexes,,,,,11,60.6
2019,Prince Edward Island,25 to 44 years,Both sexes,,,,,11,82.7
2019,Prince Edward Island,45 to 64 years,Both sexes,,,,,11,71.6
2019,Prince Edward Island,45 years and over,Both sexes,,,,,11,49.2
2019,Prince Edward Island,25 to 54 years,Both sexes,,,,,11,81.6
2019,Prince Edward Island,55 years and over,Both sexes,,,,,11,37.1
2019,Prince Edward Island,15 to 64 years,Both sexes,,,,,11,74.1
2019,Prince Edward Island,15 to 19 years,Both sexes,,,,,11,48.4
2019,Prince Edward Island,20 to 24 years,Both sexes,,,,,11,76.4
2019,Prince Edward Island,25 to 29 years,Both sexes,,,,,11,82.5
2019,Prince Edward Island,30 to 34 years,Both sexes,,,,,11,80.7
2019,Prince Edward Island,35 to 39 years,Both sexes,,,,,11,82.0
2019,Prince Edward Island,40 to 44 years,Both sexes,,,,,11,85.4
2019,Prince Edward Island,45 to 49 years,Both sexes,,,,,11,81.3
2019,Prince Edward Island,50 to 54 years,Both sexes,,,,,11,79.1
2019,Prince Edward Island,55 to 59 years,Both sexes,,,,,11,71.4
2019,Prince Edward Island,60 to 64 years,Both sexes,,,,,11,55.9
2019,Prince Edward Island,65 years and over,Both sexes,,,,,11,16.3
2019,Prince Edward Island,65 to 69 years,Both sexes,,,,,11,29.3
2019,Prince Edward Island,70 years and over,Both sexes,,,,,11,9.7
2019,Prince Edward Island,15 to 24 years,Males,,,,,11,62.3
2019,Prince Edward Island,25 years and over,Males,,,,,11,63.4
2019,Prince Edward Island,25 to 44 years,Males,,,,,11,83.6
2019,Prince Edward Island,45 to 64 years,Males,,,,,11,73.2
2019,Prince Edward Island,45 years and over,Males,,,,,11,53.1
2019,Prince Edward Island,25 to 54 years,Males,,,,,11,82.5
2019,Prince Edward Island,55 years and over,Males,,,,,11,41.9
2019,Prince Edward Island,15 to 64 years,Males,,,,,11,74.5
2019,Prince Edward Island,15 to 19 years,Males,,,,,11,44.7
2019,Prince Edward Island,20 to 24 years,Males,,,,,11,76.3
2019,Prince Edward Island,25 to 29 years,Males,,,,,11,82.4
2019,Prince Edward Island,30 to 34 years,Males,,,,,11,81.4
2019,Prince Edward Island,35 to 39 years,Males,,,,,11,85.4
2019,Prince Edward Island,40 to 44 years,Males,,,,,11,85.4
2019,Prince Edward Island,45 to 49 years,Males,,,,,11,82.6
2019,Prince Edward Island,50 to 54 years,Males,,,,,11,78.6
2019,Prince Edward Island,55 to 59 years,Males,,,,,11,71.9
2019,Prince Edward Island,60 to 64 years,Males,,,,,11,61.1
2019,Prince Edward Island,65 years and over,Males,,,,,11,21.9
2019,Prince Edward Island,65 to 69 years,Males,,,,,11,37.5
2019,Prince Edward Island,70 years and over,Males,,,,,11,13.5
2019,Prince Edward Island,15 to 24 years,Females,,,,,11,65.6
2019,Prince Edward Island,25 years and over,Females,,,,,11,57.7
2019,Prince Edward Island,25 to 44 years,Females,,,,,11,81.8
2019,Prince Edward Island,45 to 64 years,Females,,,,,11,70.0
2019,Prince Edward Island,45 years and over,Females,,,,,11,45.9
2019,Prince Edward Island,25 to 54 years,Females,,,,,11,81.4
2019,Prince Edward Island,55 years and over,Females,,,,,11,33.2
2019,Prince Edward Island,15 to 64 years,Females,,,,,11,73.7
2019,Prince Edward Island,15 to 19 years,Females,,,,,11,51.1
2019,Prince Edward Island,20 to 24 years,Females,,,,,11,78.4
2019,Prince Edward Island,25 to 29 years,Females,,,,,11,82.6
2019,Prince Edward Island,30 to 34 years,Females,,,,,11,80.0
2019,Prince Edward Island,35 to 39 years,Females,,,,,11,79.2
2019,Prince Edward Island,40 to 44 years,Females,,,,,11,87.5
2019,Prince Edward Island,45 to 49 years,Females,,,,,11,80.0
2019,Prince Edward Island,50 to 54 years,Females,,,,,11,78.2
2019,Prince Edward Island,55 to 59 years,Females,,,,,11,72.1
2019,Prince Edward Island,60 to 64 years,Females,,,,,11,50.0
2019,Prince Edward Island,65 years and over,Females,,,,,11,11.4
2019,Prince Edward Island,65 to 69 years,Females,,,,,11,23.5
2019,Prince Edward Island,70 years and over,Females,,,,,11,6.6
2019,Nova Scotia,15 to 24 years,Both sexes,,,,,12,60.3
2019,Nova Scotia,25 years and over,Both sexes,,,,,12,57.2
2019,Nova Scotia,25 to 44 years,Both sexes,,,,,12,81.7
2019,Nova Scotia,45 to 64 years,Both sexes,,,,,12,68.8
2019,Nova Scotia,45 years and over,Both sexes,,,,,12,45.5
2019,Nova Scotia,25 to 54 years,Both sexes,,,,,12,81.7
2019,Nova Scotia,55 years and over,Both sexes,,,,,12,32.2
2019,Nova Scotia,15 to 64 years,Both sexes,,,,,12,72.0
2019,Nova Scotia,15 to 19 years,Both sexes,,,,,12,47.2
2019,Nova Scotia,20 to 24 years,Both sexes,,,,,12,71.4
2019,Nova Scotia,25 to 29 years,Both sexes,,,,,12,78.7
2019,Nova Scotia,30 to 34 years,Both sexes,,,,,12,82.3
2019,Nova Scotia,35 to 39 years,Both sexes,,,,,12,81.5
2019,Nova Scotia,40 to 44 years,Both sexes,,,,,12,84.6
2019,Nova Scotia,45 to 49 years,Both sexes,,,,,12,83.0
2019,Nova Scotia,50 to 54 years,Both sexes,,,,,12,80.7
2019,Nova Scotia,55 to 59 years,Both sexes,,,,,12,67.4
2019,Nova Scotia,60 to 64 years,Both sexes,,,,,12,48.6
2019,Nova Scotia,65 years and over,Both sexes,,,,,12,12.0
2019,Nova Scotia,65 to 69 years,Both sexes,,,,,12,22.8
2019,Nova Scotia,70 years and over,Both sexes,,,,,12,6.6
2019,Nova Scotia,15 to 24 years,Males,,,,,12,59.1
2019,Nova Scotia,25 years and over,Males,,,,,12,59.4
2019,Nova Scotia,25 to 44 years,Males,,,,,12,81.9
2019,Nova Scotia,45 to 64 years,Males,,,,,12,70.7
2019,Nova Scotia,45 years and over,Males,,,,,12,48.4
2019,Nova Scotia,25 to 54 years,Males,,,,,12,82.0
2019,Nova Scotia,55 years and over,Males,,,,,12,36.0
2019,Nova Scotia,15 to 64 years,Males,,,,,12,72.5
2019,Nova Scotia,15 to 19 years,Males,,,,,12,44.1
2019,Nova Scotia,20 to 24 years,Males,,,,,12,71.4
2019,Nova Scotia,25 to 29 years,Males,,,,,12,79.0
2019,Nova Scotia,30 to 34 years,Males,,,,,12,83.6
2019,Nova Scotia,35 to 39 years,Males,,,,,12,81.3
2019,Nova Scotia,40 to 44 years,Males,,,,,12,84.4
2019,Nova Scotia,45 to 49 years,Males,,,,,12,82.4
2019,Nova Scotia,50 to 54 years,Males,,,,,12,82.0
2019,Nova Scotia,55 to 59 years,Males,,,,,12,70.9
2019,Nova Scotia,60 to 64 years,Males,,,,,12,51.4
2019,Nova Scotia,65 years and over,Males,,,,,12,15.2
2019,Nova Scotia,65 to 69 years,Males,,,,,12,25.5
2019,Nova Scotia,70 years and over,Males,,,,,12,9.7
2019,Nova Scotia,15 to 24 years,Females,,,,,12,61.8
2019,Nova Scotia,25 years and over,Females,,,,,12,55.2
2019,Nova Scotia,25 to 44 years,Females,,,,,12,81.4
2019,Nova Scotia,45 to 64 years,Females,,,,,12,67.0
2019,Nova Scotia,45 years and over,Females,,,,,12,42.8
2019,Nova Scotia,25 to 54 years,Females,,,,,12,81.4
2019,Nova Scotia,55 years and over,Females,,,,,12,28.9
2019,Nova Scotia,15 to 64 years,Females,,,,,12,71.5
2019,Nova Scotia,15 to 19 years,Females,,,,,12,50.4
2019,Nova Scotia,20 to 24 years,Females,,,,,12,71.4
2019,Nova Scotia,25 to 29 years,Females,,,,,12,78.4
2019,Nova Scotia,30 to 34 years,Females,,,,,12,81.1
2019,Nova Scotia,35 to 39 years,Females,,,,,12,81.6
2019,Nova Scotia,40 to 44 years,Females,,,,,12,84.7
2019,Nova Scotia,45 to 49 years,Females,,,,,12,83.5
2019,Nova Scotia,50 to 54 years,Females,,,,,12,79.5
2019,Nova Scotia,55 to 59 years,Females,,,,,12,64.1
2019,Nova Scotia,60 to 64 years,Females,,,,,12,45.8
2019,Nova Scotia,65 years and over,Females,,,,,12,9.2
2019,Nova Scotia,65 to 69 years,Females,,,,,12,20.2
2019,Nova Scotia,70 years and over,Females,,,,,12,4.1
2019,New Brunswick,15 to 24 years,Both sexes,,,,,13,59.0
2019,New Brunswick,25 years and over,Both sexes,,,,,13,56.2
2019,New Brunswick,25 to 44 years,Both sexes,,,,,13,81.5
2019,New Brunswick,45 to 64 years,Both sexes,,,,,13,67.8
2019,New Brunswick,45 years and over,Both sexes,,,,,13,44.7
2019,New Brunswick,25 to 54 years,Both sexes,,,,,13,80.9
2019,New Brunswick,55 years and over,Both sexes,,,,,13,31.5
2019,New Brunswick,15 to 64 years,Both sexes,,,,,13,71.2
2019,New Brunswick,15 to 19 years,Both sexes,,,,,13,46.4
2019,New Brunswick,20 to 24 years,Both sexes,,,,,13,71.1
2019,New Brunswick,25 to 29 years,Both sexes,,,,,13,78.0
2019,New Brunswick,30 to 34 years,Both sexes,,,,,13,81.7
2019,New Brunswick,35 to 39 years,Both sexes,,,,,13,81.4
2019,New Brunswick,40 to 44 years,Both sexes,,,,,13,84.1
2019,New Brunswick,45 to 49 years,Both sexes,,,,,13,82.3
2019,New Brunswick,50 to 54 years,Both sexes,,,,,13,77.7
2019,New Brunswick,55 to 59 years,Both sexes,,,,,13,65.4
2019,New Brunswick,60 to 64 years,Both sexes,,,,,13,48.8
2019,New Brunswick,65 years and over,Both sexes,,,,,13,11.5
2019,New Brunswick,65 to 69 years,Both sexes,,,,,13,20.1
2019,New Brunswick,70 years and over,Both sexes,,,,,13,7.2
2019,New Brunswick,15 to 24 years,Males,,,,,13,58.3
2019,New Brunswick,25 years and over,Males,,,,,13,59.2
2019,New Brunswick,25 to 44 years,Males,,,,,13,82.2
2019,New Brunswick,45 to 64 years,Males,,,,,13,70.4
2019,New Brunswick,45 years and over,Males,,,,,13,48.5
2019,New Brunswick,25 to 54 years,Males,,,,,13,81.5
2019,New Brunswick,55 years and over,Males,,,,,13,36.2
2019,New Brunswick,15 to 64 years,Males,,,,,13,72.5
2019,New Brunswick,15 to 19 years,Males,,,,,13,45.3
2019,New Brunswick,20 to 24 years,Males,,,,,13,70.8
2019,New Brunswick,25 to 29 years,Males,,,,,13,77.1
2019,New Brunswick,30 to 34 years,Males,,,,,13,83.6
2019,New Brunswick,35 to 39 years,Males,,,,,13,82.5
2019,New Brunswick,40 to 44 years,Males,,,,,13,85.5
2019,New Brunswick,45 to 49 years,Males,,,,,13,82.9
2019,New Brunswick,50 to 54 years,Males,,,,,13,78.3
2019,New Brunswick,55 to 59 years,Males,,,,,13,68.3
2019,New Brunswick,60 to 64 years,Males,,,,,13,55.2
2019,New Brunswick,65 years and over,Males,,,,,13,15.4
2019,New Brunswick,65 to 69 years,Males,,,,,13,23.9
2019,New Brunswick,70 years and over,Males,,,,,13,10.6
2019,New Brunswick,15 to 24 years,Females,,,,,13,59.8
2019,New Brunswick,25 years and over,Females,,,,,13,53.4
2019,New Brunswick,25 to 44 years,Females,,,,,13,80.7
2019,New Brunswick,45 to 64 years,Females,,,,,13,65.2
2019,New Brunswick,45 years and over,Females,,,,,13,41.2
2019,New Brunswick,25 to 54 years,Females,,,,,13,80.2
2019,New Brunswick,55 years and over,Females,,,,,13,27.2
2019,New Brunswick,15 to 64 years,Females,,,,,13,69.9
2019,New Brunswick,15 to 19 years,Females,,,,,13,47.7
2019,New Brunswick,20 to 24 years,Females,,,,,13,71.5
2019,New Brunswick,25 to 29 years,Females,,,,,13,79.3
2019,New Brunswick,30 to 34 years,Females,,,,,13,79.4
2019,New Brunswick,35 to 39 years,Females,,,,,13,80.4
2019,New Brunswick,40 to 44 years,Females,,,,,13,83.1
2019,New Brunswick,45 to 49 years,Females,,,,,13,81.9
2019,New Brunswick,50 to 54 years,Females,,,,,13,77.2
2019,New Brunswick,55 to 59 years,Females,,,,,13,62.9
2019,New Brunswick,60 to 64 years,Females,,,,,13,42.8
2019,New Brunswick,65 years and over,Females,,,,,13,8.2
2019,New Brunswick,65 to 69 years,Females,,,,,13,16.4
2019,New Brunswick,70 years and over,Females,,,,,13,4.3
2019,Quebec,15 to 24 years,Both sexes,,,,,24,64.8
2019,Quebec,25 years and over,Both sexes,,,,,24,61.4
2019,Quebec,25 to 44 years,Both sexes,,,,,24,85.1
2019,Quebec,45 to 64 years,Both sexes,,,,,24,72.5
2019,Quebec,45 years and over,Both sexes,,,,,24,47.9
2019,Quebec,25 to 54 years,Both sexes,,,,,24,85.4
2019,Quebec,55 years and over,Both sexes,,,,,24,33.3
2019,Quebec,15 to 64 years,Both sexes,,,,,24,76.4
2019,Quebec,15 to 19 years,Both sexes,,,,,24,52.9
2019,Quebec,20 to 24 years,Both sexes,,,,,24,74.9
2019,Quebec,25 to 29 years,Both sexes,,,,,24,82.8
2019,Quebec,30 to 34 years,Both sexes,,,,,24,84.3
2019,Quebec,35 to 39 years,Both sexes,,,,,24,86.2
2019,Quebec,40 to 44 years,Both sexes,,,,,24,87.0
2019,Quebec,45 to 49 years,Both sexes,,,,,24,88.3
2019,Quebec,50 to 54 years,Both sexes,,,,,24,83.8
2019,Quebec,55 to 59 years,Both sexes,,,,,24,72.5
2019,Quebec,60 to 64 years,Both sexes,,,,,24,48.8
2019,Quebec,65 years and over,Both sexes,,,,,24,11.3
2019,Quebec,65 to 69 years,Both sexes,,,,,24,22.4
2019,Quebec,70 years and over,Both sexes,,,,,24,5.9
2019,Quebec,15 to 24 years,Males,,,,,24,62.7
2019,Quebec,25 years and over,Males,,,,,24,65.4
2019,Quebec,25 to 44 years,Males,,,,,24,86.6
2019,Quebec,45 to 64 years,Males,,,,,24,76.4
2019,Quebec,45 years and over,Males,,,,,24,52.8
2019,Quebec,25 to 54 years,Males,,,,,24,87.0
2019,Quebec,55 years and over,Males,,,,,24,38.7
2019,Quebec,15 to 64 years,Males,,,,,24,78.2
2019,Quebec,15 to 19 years,Males,,,,,24,50.7
2019,Quebec,20 to 24 years,Males,,,,,24,72.7
2019,Quebec,25 to 29 years,Males,,,,,24,82.1
2019,Quebec,30 to 34 years,Males,,,,,24,86.2
2019,Quebec,35 to 39 years,Males,,,,,24,89.1
2019,Quebec,40 to 44 years,Males,,,,,24,88.9
2019,Quebec,45 to 49 years,Males,,,,,24,89.6
2019,Quebec,50 to 54 years,Males,,,,,24,86.3
2019,Quebec,55 to 59 years,Males,,,,,24,76.5
2019,Quebec,60 to 64 years,Males,,,,,24,55.5
2019,Quebec,65 years and over,Males,,,,,24,15.4
2019,Quebec,65 to 69 years,Males,,,,,24,27.7
2019,Quebec,70 years and over,Males,,,,,24,9.1
2019,Quebec,15 to 24 years,Females,,,,,24,67.1
2019,Quebec,25 years and over,Females,,,,,24,57.5
2019,Quebec,25 to 44 years,Females,,,,,24,83.6
