Year,data.Geography,data.Age at time of death,data.Sex,data.Leading causes of death (ICD-10),Value
2018,data.Canada,data.75 to 84 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",2.8
2019,data.Canada,data.75 to 84 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",3.9
2015,data.Canada,data.85 and over,data.Both sexes,data.Malignant neoplasms [C00-C97],2002.5
2016,data.Canada,data.85 and over,data.Both sexes,data.Malignant neoplasms [C00-C97],2066.4
2017,data.Canada,data.85 and over,data.Both sexes,data.Malignant neoplasms [C00-C97],2053.9
2018,data.Canada,data.85 and over,data.Both sexes,data.Malignant neoplasms [C00-C97],2043.7
2019,data.Canada,data.85 and over,data.Both sexes,data.Malignant neoplasms [C00-C97],2062.7
2015,data.Canada,data.85 and over,data.Both sexes,data.Diabetes mellitus [E10-E14],295.1
2016,data.Canada,data.85 and over,data.Both sexes,data.Diabetes mellitus [E10-E14],278.0
2017,data.Canada,data.85 and over,data.Both sexes,data.Diabetes mellitus [E10-E14],265.4
2018,data.Canada,data.85 and over,data.Both sexes,data.Diabetes mellitus [E10-E14],253.5
2019,data.Canada,data.85 and over,data.Both sexes,data.Diabetes mellitus [E10-E14],255.6
2015,data.Canada,data.85 and over,data.Both sexes,data.Alzheimer's disease [G30],583.8
2016,data.Canada,data.85 and over,data.Both sexes,data.Alzheimer's disease [G30],561.7
2017,data.Canada,data.85 and over,data.Both sexes,data.Alzheimer's disease [G30],564.2
2018,data.Canada,data.85 and over,data.Both sexes,data.Alzheimer's disease [G30],533.9
2019,data.Canada,data.85 and over,data.Both sexes,data.Alzheimer's disease [G30],499.1
2015,data.Canada,data.85 and over,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",3033.3
2016,data.Canada,data.85 and over,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2892.0
2017,data.Canada,data.85 and over,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2963.9
2018,data.Canada,data.85 and over,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2984.2
2019,data.Canada,data.85 and over,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2864.6
2015,data.Canada,data.85 and over,data.Both sexes,data.Cerebrovascular diseases [I60-I69],902.1
2016,data.Canada,data.85 and over,data.Both sexes,data.Cerebrovascular diseases [I60-I69],869.1
2017,data.Canada,data.85 and over,data.Both sexes,data.Cerebrovascular diseases [I60-I69],868.4
2018,data.Canada,data.85 and over,data.Both sexes,data.Cerebrovascular diseases [I60-I69],819.2
2019,data.Canada,data.85 and over,data.Both sexes,data.Cerebrovascular diseases [I60-I69],811.1
2015,data.Canada,data.85 and over,data.Both sexes,data.Influenza and pneumonia [J09-J18],603.0
2016,data.Canada,data.85 and over,data.Both sexes,data.Influenza and pneumonia [J09-J18],442.8
2017,data.Canada,data.85 and over,data.Both sexes,data.Influenza and pneumonia [J09-J18],551.0
2018,data.Canada,data.85 and over,data.Both sexes,data.Influenza and pneumonia [J09-J18],614.6
2019,data.Canada,data.85 and over,data.Both sexes,data.Influenza and pneumonia [J09-J18],458.8
2015,data.Canada,data.85 and over,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],604.8
2016,data.Canada,data.85 and over,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],557.8
2017,data.Canada,data.85 and over,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],577.7
2018,data.Canada,data.85 and over,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],551.4
2019,data.Canada,data.85 and over,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],532.3
2015,data.Canada,data.85 and over,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",24.8
2016,data.Canada,data.85 and over,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",25.1
2017,data.Canada,data.85 and over,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",31.9
2018,data.Canada,data.85 and over,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",28.1
2019,data.Canada,data.85 and over,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",28.1
2015,data.Canada,data.85 and over,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",476.0
2016,data.Canada,data.85 and over,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",474.3
2017,data.Canada,data.85 and over,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",485.3
2018,data.Canada,data.85 and over,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",520.0
2019,data.Canada,data.85 and over,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",568.9
2015,data.Canada,data.85 and over,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",11.1
2016,data.Canada,data.85 and over,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",10.2
2017,data.Canada,data.85 and over,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",11.9
2018,data.Canada,data.85 and over,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",9.4
2019,data.Canada,data.85 and over,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",10.3
2015,data.Canada,data.85 and over,data.Males,data.Malignant neoplasms [C00-C97],2802.7
2016,data.Canada,data.85 and over,data.Males,data.Malignant neoplasms [C00-C97],2856.5
2017,data.Canada,data.85 and over,data.Males,data.Malignant neoplasms [C00-C97],2815.2
2018,data.Canada,data.85 and over,data.Males,data.Malignant neoplasms [C00-C97],2778.0
2019,data.Canada,data.85 and over,data.Males,data.Malignant neoplasms [C00-C97],2821.9
2015,data.Canada,data.85 and over,data.Males,data.Diabetes mellitus [E10-E14],355.6
2016,data.Canada,data.85 and over,data.Males,data.Diabetes mellitus [E10-E14],320.0
2017,data.Canada,data.85 and over,data.Males,data.Diabetes mellitus [E10-E14],327.9
2018,data.Canada,data.85 and over,data.Males,data.Diabetes mellitus [E10-E14],294.6
2019,data.Canada,data.85 and over,data.Males,data.Diabetes mellitus [E10-E14],312.3
2015,data.Canada,data.85 and over,data.Males,data.Alzheimer's disease [G30],467.1
2016,data.Canada,data.85 and over,data.Males,data.Alzheimer's disease [G30],441.6
2017,data.Canada,data.85 and over,data.Males,data.Alzheimer's disease [G30],442.9
2018,data.Canada,data.85 and over,data.Males,data.Alzheimer's disease [G30],419.2
2019,data.Canada,data.85 and over,data.Males,data.Alzheimer's disease [G30],390.2
2015,data.Canada,data.85 and over,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",3417.5
2016,data.Canada,data.85 and over,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",3262.6
2017,data.Canada,data.85 and over,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",3372.8
2018,data.Canada,data.85 and over,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",3372.6
2019,data.Canada,data.85 and over,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",3179.9
2015,data.Canada,data.85 and over,data.Males,data.Cerebrovascular diseases [I60-I69],855.5
2016,data.Canada,data.85 and over,data.Males,data.Cerebrovascular diseases [I60-I69],795.0
2017,data.Canada,data.85 and over,data.Males,data.Cerebrovascular diseases [I60-I69],829.1
2018,data.Canada,data.85 and over,data.Males,data.Cerebrovascular diseases [I60-I69],746.6
2019,data.Canada,data.85 and over,data.Males,data.Cerebrovascular diseases [I60-I69],751.5
2015,data.Canada,data.85 and over,data.Males,data.Influenza and pneumonia [J09-J18],673.5
2016,data.Canada,data.85 and over,data.Males,data.Influenza and pneumonia [J09-J18],518.5
2017,data.Canada,data.85 and over,data.Males,data.Influenza and pneumonia [J09-J18],616.9
2018,data.Canada,data.85 and over,data.Males,data.Influenza and pneumonia [J09-J18],670.7
2019,data.Canada,data.85 and over,data.Males,data.Influenza and pneumonia [J09-J18],511.4
2015,data.Canada,data.85 and over,data.Males,data.Chronic lower respiratory diseases [J40-J47],807.7
2016,data.Canada,data.85 and over,data.Males,data.Chronic lower respiratory diseases [J40-J47],750.3
2017,data.Canada,data.85 and over,data.Males,data.Chronic lower respiratory diseases [J40-J47],742.5
2018,data.Canada,data.85 and over,data.Males,data.Chronic lower respiratory diseases [J40-J47],705.6
2019,data.Canada,data.85 and over,data.Males,data.Chronic lower respiratory diseases [J40-J47],669.0
2015,data.Canada,data.85 and over,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",35.5
2016,data.Canada,data.85 and over,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",39.5
2017,data.Canada,data.85 and over,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",44.9
2018,data.Canada,data.85 and over,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",41.6
2019,data.Canada,data.85 and over,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",38.4
2015,data.Canada,data.85 and over,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",506.8
2016,data.Canada,data.85 and over,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",510.1
2017,data.Canada,data.85 and over,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",527.8
2018,data.Canada,data.85 and over,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",545.5
2019,data.Canada,data.85 and over,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",606.0
2015,data.Canada,data.85 and over,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",26.6
2016,data.Canada,data.85 and over,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",22.0
2017,data.Canada,data.85 and over,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",26.0
2018,data.Canada,data.85 and over,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",21.0
2019,data.Canada,data.85 and over,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",23.6
2015,data.Canada,data.85 and over,data.Females,data.Malignant neoplasms [C00-C97],1585.5
2016,data.Canada,data.85 and over,data.Females,data.Malignant neoplasms [C00-C97],1645.3
2017,data.Canada,data.85 and over,data.Females,data.Malignant neoplasms [C00-C97],1640.1
2018,data.Canada,data.85 and over,data.Females,data.Malignant neoplasms [C00-C97],1631.2
2019,data.Canada,data.85 and over,data.Females,data.Malignant neoplasms [C00-C97],1628.0
2015,data.Canada,data.85 and over,data.Females,data.Diabetes mellitus [E10-E14],263.5
2016,data.Canada,data.85 and over,data.Females,data.Diabetes mellitus [E10-E14],255.6
2017,data.Canada,data.85 and over,data.Females,data.Diabetes mellitus [E10-E14],231.5
2018,data.Canada,data.85 and over,data.Females,data.Diabetes mellitus [E10-E14],230.5
2019,data.Canada,data.85 and over,data.Females,data.Diabetes mellitus [E10-E14],223.1
2015,data.Canada,data.85 and over,data.Females,data.Alzheimer's disease [G30],644.6
2016,data.Canada,data.85 and over,data.Females,data.Alzheimer's disease [G30],625.7
2017,data.Canada,data.85 and over,data.Females,data.Alzheimer's disease [G30],630.1
2018,data.Canada,data.85 and over,data.Females,data.Alzheimer's disease [G30],598.3
2019,data.Canada,data.85 and over,data.Females,data.Alzheimer's disease [G30],561.5
2015,data.Canada,data.85 and over,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2833.1
2016,data.Canada,data.85 and over,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2694.4
2017,data.Canada,data.85 and over,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2741.7
2018,data.Canada,data.85 and over,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2766.0
2019,data.Canada,data.85 and over,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2683.9
2015,data.Canada,data.85 and over,data.Females,data.Cerebrovascular diseases [I60-I69],926.4
2016,data.Canada,data.85 and over,data.Females,data.Cerebrovascular diseases [I60-I69],908.6
2017,data.Canada,data.85 and over,data.Females,data.Cerebrovascular diseases [I60-I69],889.8
2018,data.Canada,data.85 and over,data.Females,data.Cerebrovascular diseases [I60-I69],860.0
2019,data.Canada,data.85 and over,data.Females,data.Cerebrovascular diseases [I60-I69],845.3
2015,data.Canada,data.85 and over,data.Females,data.Influenza and pneumonia [J09-J18],566.2
2016,data.Canada,data.85 and over,data.Females,data.Influenza and pneumonia [J09-J18],402.5
2017,data.Canada,data.85 and over,data.Females,data.Influenza and pneumonia [J09-J18],515.2
2018,data.Canada,data.85 and over,data.Females,data.Influenza and pneumonia [J09-J18],583.1
2019,data.Canada,data.85 and over,data.Females,data.Influenza and pneumonia [J09-J18],428.7
2015,data.Canada,data.85 and over,data.Females,data.Chronic lower respiratory diseases [J40-J47],499.1
2016,data.Canada,data.85 and over,data.Females,data.Chronic lower respiratory diseases [J40-J47],455.2
2017,data.Canada,data.85 and over,data.Females,data.Chronic lower respiratory diseases [J40-J47],488.1
2018,data.Canada,data.85 and over,data.Females,data.Chronic lower respiratory diseases [J40-J47],464.8
2019,data.Canada,data.85 and over,data.Females,data.Chronic lower respiratory diseases [J40-J47],454.1
2015,data.Canada,data.85 and over,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",19.3
2016,data.Canada,data.85 and over,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",17.4
2017,data.Canada,data.85 and over,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",24.8
2018,data.Canada,data.85 and over,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",20.5
2019,data.Canada,data.85 and over,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",22.2
2015,data.Canada,data.85 and over,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",459.9
2016,data.Canada,data.85 and over,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",455.2
2017,data.Canada,data.85 and over,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",462.2
2018,data.Canada,data.85 and over,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",505.7
2019,data.Canada,data.85 and over,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",547.7
2015,data.Canada,data.85 and over,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",3.0
2016,data.Canada,data.85 and over,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",3.9
2017,data.Canada,data.85 and over,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",4.2
2018,data.Canada,data.85 and over,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",2.9
2019,data.Canada,data.85 and over,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",2.6
