Year,Geography,Gender,Age group,Selected demographic characteristics,GeoCode,Value
2016,Saskatchewan,Males,15 to 24 years,Inuk (Inuit),47,85.7
2016,Saskatchewan,Males,15 to 24 years,Non-Indigenous identity,47,62.8
2016,Saskatchewan,Males,25 to 64 years,Total,47,81.9
2016,Saskatchewan,Males,25 to 64 years,Non immigrants,47,80.4
2016,Saskatchewan,Males,25 to 64 years,Immigrants,47,90.2
2016,Saskatchewan,Males,25 to 64 years,Non-permanent residents,47,95.6
2016,Saskatchewan,Males,25 to 64 years,Total visible minority population,47,91.8
2016,Saskatchewan,Males,25 to 64 years,Not a visible minority,47,80.6
2016,Saskatchewan,Males,25 to 64 years,Indigenous identity,47,58.8
2016,Saskatchewan,Males,25 to 64 years,First Nations (North American Indian),47,50.2
2016,Saskatchewan,Males,25 to 64 years,Métis,47,71.9
2016,Saskatchewan,Males,25 to 64 years,Inuk (Inuit),47,76.9
2016,Saskatchewan,Males,25 to 64 years,Non-Indigenous identity,47,85.2
2016,Saskatchewan,Males,65 to 74 years,Total,47,66.1
2016,Saskatchewan,Males,65 to 74 years,Non immigrants,47,64.7
2016,Saskatchewan,Males,65 to 74 years,Immigrants,47,81.0
2016,Saskatchewan,Males,65 to 74 years,Non-permanent residents,47,57.1
2016,Saskatchewan,Males,65 to 74 years,Total visible minority population,47,78.7
2016,Saskatchewan,Males,65 to 74 years,Not a visible minority,47,65.7
2016,Saskatchewan,Males,65 to 74 years,Indigenous identity,47,40.9
2016,Saskatchewan,Males,65 to 74 years,First Nations (North American Indian),47,34.3
2016,Saskatchewan,Males,65 to 74 years,Métis,47,47.1
2016,Saskatchewan,Males,65 to 74 years,Inuk (Inuit),47,0.0
2016,Saskatchewan,Males,65 to 74 years,Non-Indigenous identity,47,67.9
2016,Saskatchewan,Males,75 years and over,Total,47,44.8
2016,Saskatchewan,Males,75 years and over,Non immigrants,47,43.3
2016,Saskatchewan,Males,75 years and over,Immigrants,47,60.1
2016,Saskatchewan,Males,75 years and over,Non-permanent residents,47,50.0
2016,Saskatchewan,Males,75 years and over,Total visible minority population,47,70.2
2016,Saskatchewan,Males,75 years and over,Not a visible minority,47,44.2
2016,Saskatchewan,Males,75 years and over,Indigenous identity,47,25.6
2016,Saskatchewan,Males,75 years and over,First Nations (North American Indian),47,19.3
2016,Saskatchewan,Males,75 years and over,Métis,47,33.3
2016,Saskatchewan,Males,75 years and over,Inuk (Inuit),47,0.0
2016,Saskatchewan,Males,75 years and over,Non-Indigenous identity,47,45.5
2016,Saskatchewan,Females,Total,Total,47,79.7
2016,Saskatchewan,Females,Total,Non immigrants,47,79.0
2016,Saskatchewan,Females,Total,Immigrants,47,83.5
2016,Saskatchewan,Females,Total,Non-permanent residents,47,91.5
2016,Saskatchewan,Females,Total,Total visible minority population,47,84.5
2016,Saskatchewan,Females,Total,Not a visible minority,47,79.2
2016,Saskatchewan,Females,Total,Indigenous identity,47,62.9
2016,Saskatchewan,Females,Total,First Nations (North American Indian),47,56.4
2016,Saskatchewan,Females,Total,Métis,47,74.1
2016,Saskatchewan,Females,Total,Inuk (Inuit),47,57.6
2016,Saskatchewan,Females,Total,Non-Indigenous identity,47,82.5
2016,Saskatchewan,Females,15 to 24 years,Total,47,59.9
2016,Saskatchewan,Females,15 to 24 years,Non immigrants,47,59.4
2016,Saskatchewan,Females,15 to 24 years,Immigrants,47,60.1
2016,Saskatchewan,Females,15 to 24 years,Non-permanent residents,47,80.1
2016,Saskatchewan,Females,15 to 24 years,Total visible minority population,47,63.9
2016,Saskatchewan,Females,15 to 24 years,Not a visible minority,47,59.3
2016,Saskatchewan,Females,15 to 24 years,Indigenous identity,47,44.5
2016,Saskatchewan,Females,15 to 24 years,First Nations (North American Indian),47,38.6
2016,Saskatchewan,Females,15 to 24 years,Métis,47,57.5
2016,Saskatchewan,Females,15 to 24 years,Inuk (Inuit),47,33.3
2016,Saskatchewan,Females,15 to 24 years,Non-Indigenous identity,47,64.8
2016,Saskatchewan,Females,25 to 64 years,Total,47,89.1
2016,Saskatchewan,Females,25 to 64 years,Non immigrants,47,88.8
2016,Saskatchewan,Females,25 to 64 years,Immigrants,47,90.5
2016,Saskatchewan,Females,25 to 64 years,Non-permanent residents,47,96.4
2016,Saskatchewan,Females,25 to 64 years,Total visible minority population,47,91.2
2016,Saskatchewan,Females,25 to 64 years,Not a visible minority,47,88.8
2016,Saskatchewan,Females,25 to 64 years,Indigenous identity,47,72.2
2016,Saskatchewan,Females,25 to 64 years,First Nations (North American Indian),47,66.0
2016,Saskatchewan,Females,25 to 64 years,Métis,47,82.5
2016,Saskatchewan,Females,25 to 64 years,Inuk (Inuit),47,66.7
2016,Saskatchewan,Females,25 to 64 years,Non-Indigenous identity,47,92.0
2016,Saskatchewan,Females,65 to 74 years,Total,47,72.6
2016,Saskatchewan,Females,65 to 74 years,Non immigrants,47,72.3
2016,Saskatchewan,Females,65 to 74 years,Immigrants,47,76.8
2016,Saskatchewan,Females,65 to 74 years,Non-permanent residents,47,70.0
2016,Saskatchewan,Females,65 to 74 years,Total visible minority population,47,65.8
2016,Saskatchewan,Females,65 to 74 years,Not a visible minority,47,72.9
2016,Saskatchewan,Females,65 to 74 years,Indigenous identity,47,51.4
2016,Saskatchewan,Females,65 to 74 years,First Nations (North American Indian),47,43.3
2016,Saskatchewan,Females,65 to 74 years,Métis,47,61.1
2016,Saskatchewan,Females,65 to 74 years,Inuk (Inuit),47,0.0
2016,Saskatchewan,Females,65 to 74 years,Non-Indigenous identity,47,74.2
2016,Saskatchewan,Females,75 years and over,Total,47,52.2
2016,Saskatchewan,Females,75 years and over,Non immigrants,47,51.7
2016,Saskatchewan,Females,75 years and over,Immigrants,47,58.7
2016,Saskatchewan,Females,75 years and over,Non-permanent residents,47,50.0
2016,Saskatchewan,Females,75 years and over,Total visible minority population,47,50.3
2016,Saskatchewan,Females,75 years and over,Not a visible minority,47,52.2
2016,Saskatchewan,Females,75 years and over,Indigenous identity,47,25.4
2016,Saskatchewan,Females,75 years and over,First Nations (North American Indian),47,19.7
2016,Saskatchewan,Females,75 years and over,Métis,47,30.8
2016,Saskatchewan,Females,75 years and over,Inuk (Inuit),47,100.0
2016,Saskatchewan,Females,75 years and over,Non-Indigenous identity,47,53.3
2016,Alberta,Total,Total,Total,48,80.4
2016,Alberta,Total,Total,Non immigrants,48,79.4
2016,Alberta,Total,Total,Immigrants,48,82.7
2016,Alberta,Total,Total,Non-permanent residents,48,90.8
2016,Alberta,Total,Total,Total visible minority population,48,83.2
2016,Alberta,Total,Total,Not a visible minority,48,79.6
2016,Alberta,Total,Total,Indigenous identity,48,59.6
2016,Alberta,Total,Total,First Nations (North American Indian),48,52.4
2016,Alberta,Total,Total,Métis,48,66.8
2016,Alberta,Total,Total,Inuk (Inuit),48,68.5
2016,Alberta,Total,Total,Non-Indigenous identity,48,81.7
2016,Alberta,Total,15 to 24 years,Total,48,63.7
2016,Alberta,Total,15 to 24 years,Non immigrants,48,62.8
2016,Alberta,Total,15 to 24 years,Immigrants,48,65.4
2016,Alberta,Total,15 to 24 years,Non-permanent residents,48,81.6
2016,Alberta,Total,15 to 24 years,Total visible minority population,48,67.6
2016,Alberta,Total,15 to 24 years,Not a visible minority,48,62.4
2016,Alberta,Total,15 to 24 years,Indigenous identity,48,45.3
2016,Alberta,Total,15 to 24 years,First Nations (North American Indian),48,37.9
2016,Alberta,Total,15 to 24 years,Métis,48,54.0
2016,Alberta,Total,15 to 24 years,Inuk (Inuit),48,62.8
2016,Alberta,Total,15 to 24 years,Non-Indigenous identity,48,65.6
2016,Alberta,Total,25 to 64 years,Total,48,86.6
2016,Alberta,Total,25 to 64 years,Non immigrants,48,85.7
2016,Alberta,Total,25 to 64 years,Immigrants,48,88.4
2016,Alberta,Total,25 to 64 years,Non-permanent residents,48,93.7
2016,Alberta,Total,25 to 64 years,Total visible minority population,48,89.3
2016,Alberta,Total,25 to 64 years,Not a visible minority,48,85.7
2016,Alberta,Total,25 to 64 years,Indigenous identity,48,66.5
2016,Alberta,Total,25 to 64 years,First Nations (North American Indian),48,59.3
2016,Alberta,Total,25 to 64 years,Métis,48,73.4
2016,Alberta,Total,25 to 64 years,Inuk (Inuit),48,71.2
2016,Alberta,Total,25 to 64 years,Non-Indigenous identity,48,87.7
2016,Alberta,Total,65 to 74 years,Total,48,75.0
2016,Alberta,Total,65 to 74 years,Non immigrants,48,74.6
2016,Alberta,Total,65 to 74 years,Immigrants,48,76.0
2016,Alberta,Total,65 to 74 years,Non-permanent residents,48,73.0
2016,Alberta,Total,65 to 74 years,Total visible minority population,48,70.7
2016,Alberta,Total,65 to 74 years,Not a visible minority,48,75.7
2016,Alberta,Total,65 to 74 years,Indigenous identity,48,50.2
2016,Alberta,Total,65 to 74 years,First Nations (North American Indian),48,45.5
2016,Alberta,Total,65 to 74 years,Métis,48,53.6
2016,Alberta,Total,65 to 74 years,Inuk (Inuit),48,60.0
2016,Alberta,Total,65 to 74 years,Non-Indigenous identity,48,75.9
2016,Alberta,Total,75 years and over,Total,48,56.4
2016,Alberta,Total,75 years and over,Non immigrants,48,57.1
2016,Alberta,Total,75 years and over,Immigrants,48,55.0
2016,Alberta,Total,75 years and over,Non-permanent residents,48,59.7
2016,Alberta,Total,75 years and over,Total visible minority population,48,48.5
2016,Alberta,Total,75 years and over,Not a visible minority,48,57.5
2016,Alberta,Total,75 years and over,Indigenous identity,48,30.9
2016,Alberta,Total,75 years and over,First Nations (North American Indian),48,25.6
2016,Alberta,Total,75 years and over,Métis,48,34.5
2016,Alberta,Total,75 years and over,Inuk (Inuit),48,57.1
2016,Alberta,Total,75 years and over,Non-Indigenous identity,48,57.0
2016,Alberta,Males,Total,Total,48,78.6
2016,Alberta,Males,Total,Non immigrants,48,76.9
2016,Alberta,Males,Total,Immigrants,48,83.2
2016,Alberta,Males,Total,Non-permanent residents,48,90.3
2016,Alberta,Males,Total,Total visible minority population,48,83.7
2016,Alberta,Males,Total,Not a visible minority,48,77.2
2016,Alberta,Males,Total,Indigenous identity,48,55.6
2016,Alberta,Males,Total,First Nations (North American Indian),48,48.0
2016,Alberta,Males,Total,Métis,48,62.9
2016,Alberta,Males,Total,Inuk (Inuit),48,66.3
2016,Alberta,Males,Total,Non-Indigenous identity,48,80.0
2016,Alberta,Males,15 to 24 years,Total,48,62.1
2016,Alberta,Males,15 to 24 years,Non immigrants,48,61.1
2016,Alberta,Males,15 to 24 years,Immigrants,48,64.4
2016,Alberta,Males,15 to 24 years,Non-permanent residents,48,79.9
2016,Alberta,Males,15 to 24 years,Total visible minority population,48,66.5
2016,Alberta,Males,15 to 24 years,Not a visible minority,48,60.6
2016,Alberta,Males,15 to 24 years,Indigenous identity,48,43.1
2016,Alberta,Males,15 to 24 years,First Nations (North American Indian),48,36.2
2016,Alberta,Males,15 to 24 years,Métis,48,51.2
2016,Alberta,Males,15 to 24 years,Inuk (Inuit),48,61.1
2016,Alberta,Males,15 to 24 years,Non-Indigenous identity,48,63.9
2016,Alberta,Males,25 to 64 years,Total,48,84.5
2016,Alberta,Males,25 to 64 years,Non immigrants,48,82.9
2016,Alberta,Males,25 to 64 years,Immigrants,48,88.4
2016,Alberta,Males,25 to 64 years,Non-permanent residents,48,93.2
2016,Alberta,Males,25 to 64 years,Total visible minority population,48,89.5
2016,Alberta,Males,25 to 64 years,Not a visible minority,48,83.0
2016,Alberta,Males,25 to 64 years,Indigenous identity,48,61.8
2016,Alberta,Males,25 to 64 years,First Nations (North American Indian),48,54.1
2016,Alberta,Males,25 to 64 years,Métis,48,69.0
2016,Alberta,Males,25 to 64 years,Inuk (Inuit),48,66.9
2016,Alberta,Males,25 to 64 years,Non-Indigenous identity,48,85.7
2016,Alberta,Males,65 to 74 years,Total,48,74.3
2016,Alberta,Males,65 to 74 years,Non immigrants,48,72.2
2016,Alberta,Males,65 to 74 years,Immigrants,48,79.3
2016,Alberta,Males,65 to 74 years,Non-permanent residents,48,79.0
2016,Alberta,Males,65 to 74 years,Total visible minority population,48,76.6
2016,Alberta,Males,65 to 74 years,Not a visible minority,48,73.9
2016,Alberta,Males,65 to 74 years,Indigenous identity,48,48.4
2016,Alberta,Males,65 to 74 years,First Nations (North American Indian),48,42.7
2016,Alberta,Males,65 to 74 years,Métis,48,52.1
2016,Alberta,Males,65 to 74 years,Inuk (Inuit),48,80.0
2016,Alberta,Males,65 to 74 years,Non-Indigenous identity,48,75.1
2016,Alberta,Males,75 years and over,Total,48,55.9
2016,Alberta,Males,75 years and over,Non immigrants,48,53.8
2016,Alberta,Males,75 years and over,Immigrants,48,60.4
2016,Alberta,Males,75 years and over,Non-permanent residents,48,69.6
2016,Alberta,Males,75 years and over,Total visible minority population,48,59.5
2016,Alberta,Males,75 years and over,Not a visible minority,48,55.4
2016,Alberta,Males,75 years and over,Indigenous identity,48,27.9
2016,Alberta,Males,75 years and over,First Nations (North American Indian),48,20.7
2016,Alberta,Males,75 years and over,Métis,48,31.9
2016,Alberta,Males,75 years and over,Inuk (Inuit),48,60.0
2016,Alberta,Males,75 years and over,Non-Indigenous identity,48,56.5
2016,Alberta,Females,Total,Total,48,82.2
2016,Alberta,Females,Total,Non immigrants,48,81.9
2016,Alberta,Females,Total,Immigrants,48,82.2
2016,Alberta,Females,Total,Non-permanent residents,48,91.4
2016,Alberta,Females,Total,Total visible minority population,48,82.8
2016,Alberta,Females,Total,Not a visible minority,48,82.0
2016,Alberta,Females,Total,Indigenous identity,48,63.2
2016,Alberta,Females,Total,First Nations (North American Indian),48,56.1
2016,Alberta,Females,Total,Métis,48,70.5
2016,Alberta,Females,Total,Inuk (Inuit),48,71.0
2016,Alberta,Females,Total,Non-Indigenous identity,48,83.4
2016,Alberta,Females,15 to 24 years,Total,48,65.4
2016,Alberta,Females,15 to 24 years,Non immigrants,48,64.7
2016,Alberta,Females,15 to 24 years,Immigrants,48,66.5
2016,Alberta,Females,15 to 24 years,Non-permanent residents,48,83.3
2016,Alberta,Females,15 to 24 years,Total visible minority population,48,68.8
2016,Alberta,Females,15 to 24 years,Not a visible minority,48,64.3
2016,Alberta,Females,15 to 24 years,Indigenous identity,48,47.5
2016,Alberta,Females,15 to 24 years,First Nations (North American Indian),48,39.4
2016,Alberta,Females,15 to 24 years,Métis,48,56.6
2016,Alberta,Females,15 to 24 years,Inuk (Inuit),48,68.3
2016,Alberta,Females,15 to 24 years,Non-Indigenous identity,48,67.3
2016,Alberta,Females,25 to 64 years,Total,48,88.6
2016,Alberta,Females,25 to 64 years,Non immigrants,48,88.5
2016,Alberta,Females,25 to 64 years,Immigrants,48,88.5
2016,Alberta,Females,25 to 64 years,Non-permanent residents,48,94.2
2016,Alberta,Females,25 to 64 years,Total visible minority population,48,89.0
2016,Alberta,Females,25 to 64 years,Not a visible minority,48,88.5
2016,Alberta,Females,25 to 64 years,Indigenous identity,48,70.6
2016,Alberta,Females,25 to 64 years,First Nations (North American Indian),48,63.8
2016,Alberta,Females,25 to 64 years,Métis,48,77.4
2016,Alberta,Females,25 to 64 years,Inuk (Inuit),48,74.0
2016,Alberta,Females,25 to 64 years,Non-Indigenous identity,48,89.7
2016,Alberta,Females,65 to 74 years,Total,48,75.7
2016,Alberta,Females,65 to 74 years,Non immigrants,48,76.8
2016,Alberta,Females,65 to 74 years,Immigrants,48,72.7
2016,Alberta,Females,65 to 74 years,Non-permanent residents,48,68.9
2016,Alberta,Females,65 to 74 years,Total visible minority population,48,65.1
2016,Alberta,Females,65 to 74 years,Not a visible minority,48,77.4
2016,Alberta,Females,65 to 74 years,Indigenous identity,48,51.7
2016,Alberta,Females,65 to 74 years,First Nations (North American Indian),48,47.5
2016,Alberta,Females,65 to 74 years,Métis,48,55.1
2016,Alberta,Females,65 to 74 years,Inuk (Inuit),48,33.3
2016,Alberta,Females,65 to 74 years,Non-Indigenous identity,48,76.6
2016,Alberta,Females,75 years and over,Total,48,56.9
2016,Alberta,Females,75 years and over,Non immigrants,48,59.8
2016,Alberta,Females,75 years and over,Immigrants,48,50.3
2016,Alberta,Females,75 years and over,Non-permanent residents,48,54.5
2016,Alberta,Females,75 years and over,Total visible minority population,48,39.4
2016,Alberta,Females,75 years and over,Not a visible minority,48,59.4
2016,Alberta,Females,75 years and over,Indigenous identity,48,33.3
2016,Alberta,Females,75 years and over,First Nations (North American Indian),48,29.1
2016,Alberta,Females,75 years and over,Métis,48,36.9
2016,Alberta,Females,75 years and over,Inuk (Inuit),48,0.0
2016,Alberta,Females,75 years and over,Non-Indigenous identity,48,57.4
2016,British Columbia,Total,Total,Total,59,82.0
2016,British Columbia,Total,Total,Non immigrants,59,81.1
2016,British Columbia,Total,Total,Immigrants,59,83.1
2016,British Columbia,Total,Total,Non-permanent residents,59,89.0
2016,British Columbia,Total,Total,Total visible minority population,59,82.4
2016,British Columbia,Total,Total,Not a visible minority,59,81.8
2016,British Columbia,Total,Total,Indigenous identity,59,65.0
2016,British Columbia,Total,Total,First Nations (North American Indian),59,60.8
2016,British Columbia,Total,Total,Métis,59,72.0
2016,British Columbia,Total,Total,Inuk (Inuit),59,66.0
2016,British Columbia,Total,Total,Non-Indigenous identity,59,82.9
2016,British Columbia,Total,15 to 24 years,Total,59,67.3
2016,British Columbia,Total,15 to 24 years,Non immigrants,59,65.2
2016,British Columbia,Total,15 to 24 years,Immigrants,59,72.4
2016,British Columbia,Total,15 to 24 years,Non-permanent residents,59,80.9
2016,British Columbia,Total,15 to 24 years,Total visible minority population,59,71.2
2016,British Columbia,Total,15 to 24 years,Not a visible minority,59,65.0
2016,British Columbia,Total,15 to 24 years,Indigenous identity,59,54.1
2016,British Columbia,Total,15 to 24 years,First Nations (North American Indian),59,51.0
2016,British Columbia,Total,15 to 24 years,Métis,59,59.8
2016,British Columbia,Total,15 to 24 years,Inuk (Inuit),59,53.2
2016,British Columbia,Total,15 to 24 years,Non-Indigenous identity,59,68.5
2016,British Columbia,Total,25 to 64 years,Total,59,88.1
2016,British Columbia,Total,25 to 64 years,Non immigrants,59,87.5
2016,British Columbia,Total,25 to 64 years,Immigrants,59,88.9
2016,British Columbia,Total,25 to 64 years,Non-permanent residents,59,95.1
2016,British Columbia,Total,25 to 64 years,Total visible minority population,59,89.1
2016,British Columbia,Total,25 to 64 years,Not a visible minority,59,87.7
2016,British Columbia,Total,25 to 64 years,Indigenous identity,59,70.8
2016,British Columbia,Total,25 to 64 years,First Nations (North American Indian),59,66.3
