Year,Geography,Geographic location,Selected census metropolitan areas,Tenure,Select housing-vulnerable populations,GeoCode,Value
2022,New Brunswick,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,
2022,New Brunswick,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,8.0
2022,New Brunswick,Outside census metropolitan areas and census agglomerations,,Renter,,,26.0
2022,New Brunswick,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,27.0
2022,New Brunswick,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,24.0
2022,Quebec,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,5.6
2022,Quebec,Outside census metropolitan areas and census agglomerations,,Owner,,,2.8
2022,Quebec,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,3.4
2022,Quebec,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,2.7
2022,Quebec,Outside census metropolitan areas and census agglomerations,,Renter,,,14.2
2022,Quebec,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,14.4
2022,Quebec,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,11.8
2022,Ontario,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,9.8
2022,Ontario,Outside census metropolitan areas and census agglomerations,,Owner,,,5.9
2022,Ontario,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,11.0
2022,Ontario,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,5.5
2022,Ontario,Outside census metropolitan areas and census agglomerations,,Renter,,,25.0
2022,Ontario,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,27.0
2022,Ontario,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,16.4
2022,Manitoba,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,13.2
2022,Manitoba,Outside census metropolitan areas and census agglomerations,,Owner,,,10.3
2022,Manitoba,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,12.8
2022,Manitoba,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,10.0
2022,Manitoba,Outside census metropolitan areas and census agglomerations,,Renter,,,23.0
2022,Manitoba,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,21.0
2022,Manitoba,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,31.0
2022,Saskatchewan,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,10.4
2022,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Owner,,,7.7
2022,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,6.1
2022,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,7.9
2022,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Renter,,,24.0
2022,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,19.8
2022,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,35.0
2022,Alberta,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,17.3
2022,Alberta,Outside census metropolitan areas and census agglomerations,,Owner,,,13.1
2022,Alberta,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,10.4
2022,Alberta,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,13.5
2022,Alberta,Outside census metropolitan areas and census agglomerations,,Renter,,,31.0
2022,Alberta,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,30.0
2022,Alberta,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,42.0
2022,British Columbia,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,13.8
2022,British Columbia,Outside census metropolitan areas and census agglomerations,,Owner,,,11.0
2022,British Columbia,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,2.9
2022,British Columbia,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,11.9
2022,British Columbia,Outside census metropolitan areas and census agglomerations,,Renter,,,22.0
2022,British Columbia,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,21.0
2022,British Columbia,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,44.0
2022,Canada (provinces only),Large urban population centres,,"Total, tenure",,,12.9
2022,Canada (provinces only),Large urban population centres,,Owner,,,6.6
2022,Canada (provinces only),Large urban population centres,,Owner who is a first-time homebuyer,,,3.1
2022,Canada (provinces only),Large urban population centres,,Owner who is not a first-time homebuyer,,,7.2
2022,Canada (provinces only),Large urban population centres,,Renter,,,22.0
2022,Canada (provinces only),Large urban population centres,,Renter not in social and affordable housing,,,21.0
2022,Canada (provinces only),Large urban population centres,,Renter in social and affordable housing,,,33.0
2022,Canada (provinces only),Medium population centres,,"Total, tenure",,,11.5
2022,Canada (provinces only),Medium population centres,,Owner,,,5.0
2022,Canada (provinces only),Medium population centres,,Owner who is a first-time homebuyer,,,1.3
2022,Canada (provinces only),Medium population centres,,Owner who is not a first-time homebuyer,,,5.6
2022,Canada (provinces only),Medium population centres,,Renter,,,22.0
2022,Canada (provinces only),Medium population centres,,Renter not in social and affordable housing,,,21.0
2022,Canada (provinces only),Medium population centres,,Renter in social and affordable housing,,,29.0
2022,Canada (provinces only),Small population centres,,"Total, tenure",,,10.0
2022,Canada (provinces only),Small population centres,,Owner,,,4.4
2022,Canada (provinces only),Small population centres,,Owner who is a first-time homebuyer,,,3.0
2022,Canada (provinces only),Small population centres,,Owner who is not a first-time homebuyer,,,4.6
2022,Canada (provinces only),Small population centres,,Renter,,,22.0
2022,Canada (provinces only),Small population centres,,Renter not in social and affordable housing,,,21.0
2022,Canada (provinces only),Small population centres,,Renter in social and affordable housing,,,26.0
2022,Canada (provinces only),Rural areas,,"Total, tenure",,,7.6
2022,Canada (provinces only),Rural areas,,Owner,,,6.0
2022,Canada (provinces only),Rural areas,,Owner who is a first-time homebuyer,,,7.3
2022,Canada (provinces only),Rural areas,,Owner who is not a first-time homebuyer,,,5.8
2022,Canada (provinces only),Rural areas,,Renter,,,19.1
2022,Canada (provinces only),Rural areas,,Renter not in social and affordable housing,,,18.6
2022,Canada (provinces only),Rural areas,,Renter in social and affordable housing,,,24.0
2018,,,,,,,11.3
2018,Canada (provinces only),,,,"Total, one-parent one-family households",,21.0
2018,Canada (provinces only),,,,One-parent one-family households whose reference person is a man+,,16.1
2018,Canada (provinces only),,,,One-parent one-family households whose reference person is a woman+,,23.0
2018,Canada (provinces only),,,,"Total, one-person households",,22.0
2018,Canada (provinces only),,,,Men+ living alone,,20.0
2018,Canada (provinces only),,,,Women+ living alone,,24.0
2018,Canada (provinces only),,,,Reference persons who have experienced homelessness,,33.0
2021,,,,,,,9.8
2021,Canada (provinces only),,,,"Total, one-parent one-family households",,19.7
2021,Canada (provinces only),,,,One-parent one-family households whose reference person is a man+,,17.9
2021,Canada (provinces only),,,,One-parent one-family households whose reference person is a woman+,,20.0
2021,Canada (provinces only),,,,"Total, one-person households",,19.4
2021,Canada (provinces only),,,,Men+ living alone,,17.0
2021,Canada (provinces only),,,,Women+ living alone,,21.0
2021,Canada (provinces only),,,,Reference persons who have experienced homelessness,,27.0
2022,,,,,,,11.6
2022,Canada (provinces only),,,,"Total, one-parent one-family households",,21.0
2022,Canada (provinces only),,,,One-parent one-family households whose reference person is a man+,,17.0
2022,Canada (provinces only),,,,One-parent one-family households whose reference person is a woman+,,23.0
2022,Canada (provinces only),,,,"Total, one-person households",,21.0
2022,Canada (provinces only),,,,Men+ living alone,,17.6
2022,Canada (provinces only),,,,Women+ living alone,,23.0
2022,Canada (provinces only),,,,Reference persons who have experienced homelessness,,30.0
