Year,data.Geography,data.Population characteristics,data.Educational attainment level,data.Age group,data.Sex,GeoCode,Value
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Both sexes,13,32.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Male,13,33.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Female,13,32.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Both sexes,13,35.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Male,13,32.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Female,13,38.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Both sexes,13,28.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Male,13,23.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Female,13,33.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Both sexes,13,24.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Male,13,21.0
2014,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Female,13,28.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Both sexes,13,15.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Male,13,12.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Female,13,18.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Both sexes,13,21.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Male,13,15.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Female,13,27.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Both sexes,13,20.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Male,13,14.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Female,13,26.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Both sexes,13,19.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Male,13,15.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Female,13,24.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Both sexes,13,12.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Male,13,11.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Female,13,14.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Both sexes,13,10.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Male,13,10.0
2014,data.New Brunswick,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Female,13,10.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Both sexes,13,5.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Male,13,5.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Female,13,5.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Both sexes,13,6.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Male,13,5.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Female,13,7.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Both sexes,13,7.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Male,13,6.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Female,13,8.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Both sexes,13,5.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Male,13,5.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Female,13,6.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Both sexes,13,5.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Male,13,5.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Female,13,4.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Both sexes,13,5.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Male,13,5.0
2014,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Female,13,5.0
2014,data.Quebec,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Both sexes,24,50.0
2014,data.Quebec,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Male,24,45.0
2014,data.Quebec,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Female,24,54.0
2014,data.Quebec,data.Total population,data.Tertiary education,data.25 to 34 years,data.Both sexes,24,56.0
2014,data.Quebec,data.Total population,data.Tertiary education,data.25 to 34 years,data.Male,24,46.0
2014,data.Quebec,data.Total population,data.Tertiary education,data.25 to 34 years,data.Female,24,65.0
2014,data.Quebec,data.Total population,data.Tertiary education,data.30 to 34 years,data.Both sexes,24,57.0
2014,data.Quebec,data.Total population,data.Tertiary education,data.30 to 34 years,data.Male,24,47.0
2014,data.Quebec,data.Total population,data.Tertiary education,data.30 to 34 years,data.Female,24,66.0
2014,data.Quebec,data.Total population,data.Tertiary education,data.35 to 44 years,data.Both sexes,24,58.0
2014,data.Quebec,data.Total population,data.Tertiary education,data.35 to 44 years,data.Male,24,51.0
2014,data.Quebec,data.Total population,data.Tertiary education,data.35 to 44 years,data.Female,24,65.0
2014,data.Quebec,data.Total population,data.Tertiary education,data.45 to 54 years,data.Both sexes,24,47.0
2014,data.Quebec,data.Total population,data.Tertiary education,data.45 to 54 years,data.Male,24,45.0
2014,data.Quebec,data.Total population,data.Tertiary education,data.45 to 54 years,data.Female,24,50.0
2014,data.Quebec,data.Total population,data.Tertiary education,data.55 to 64 years,data.Both sexes,24,40.0
2014,data.Quebec,data.Total population,data.Tertiary education,data.55 to 64 years,data.Male,24,40.0
2014,data.Quebec,data.Total population,data.Tertiary education,data.55 to 64 years,data.Female,24,40.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,24,24.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Male,24,21.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Female,24,26.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Both sexes,24,23.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Male,24,20.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Female,24,27.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Both sexes,24,24.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Male,24,21.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Female,24,28.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Both sexes,24,25.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Male,24,23.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Female,24,28.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Both sexes,24,25.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Male,24,22.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Female,24,28.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Both sexes,24,21.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Male,24,19.0
2014,data.Quebec,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Female,24,23.0
2014,data.Quebec,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Both sexes,24,18.0
2014,data.Quebec,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Male,24,17.0
2014,data.Quebec,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Female,24,20.0
2014,data.Quebec,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Both sexes,24,23.0
2014,data.Quebec,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Male,24,18.0
2014,data.Quebec,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Female,24,28.0
2014,data.Quebec,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Both sexes,24,23.0
2014,data.Quebec,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Male,24,18.0
2014,data.Quebec,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Female,24,27.0
2014,data.Quebec,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Both sexes,24,23.0
2014,data.Quebec,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Male,24,20.0
2014,data.Quebec,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Female,24,26.0
2014,data.Quebec,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Both sexes,24,16.0
2014,data.Quebec,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Male,24,16.0
2014,data.Quebec,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Female,24,16.0
2014,data.Quebec,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Both sexes,24,12.0
2014,data.Quebec,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Male,24,13.0
2014,data.Quebec,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Female,24,12.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Both sexes,24,8.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Male,24,8.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Female,24,8.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Both sexes,24,9.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Male,24,8.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Female,24,10.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Both sexes,24,10.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Male,24,9.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Female,24,11.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Both sexes,24,10.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Male,24,9.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Female,24,11.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Both sexes,24,7.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Male,24,7.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Female,24,6.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Both sexes,24,7.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Male,24,8.0
2014,data.Quebec,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Female,24,6.0
2014,data.Ontario,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Both sexes,35,60.0
2014,data.Ontario,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Male,35,56.0
2014,data.Ontario,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Female,35,64.0
2014,data.Ontario,data.Total population,data.Tertiary education,data.25 to 34 years,data.Both sexes,35,65.0
2014,data.Ontario,data.Total population,data.Tertiary education,data.25 to 34 years,data.Male,35,59.0
2014,data.Ontario,data.Total population,data.Tertiary education,data.25 to 34 years,data.Female,35,71.0
2014,data.Ontario,data.Total population,data.Tertiary education,data.30 to 34 years,data.Both sexes,35,66.0
2014,data.Ontario,data.Total population,data.Tertiary education,data.30 to 34 years,data.Male,35,60.0
2014,data.Ontario,data.Total population,data.Tertiary education,data.30 to 34 years,data.Female,35,71.0
2014,data.Ontario,data.Total population,data.Tertiary education,data.35 to 44 years,data.Both sexes,35,67.0
2014,data.Ontario,data.Total population,data.Tertiary education,data.35 to 44 years,data.Male,35,62.0
2014,data.Ontario,data.Total population,data.Tertiary education,data.35 to 44 years,data.Female,35,72.0
2014,data.Ontario,data.Total population,data.Tertiary education,data.45 to 54 years,data.Both sexes,35,57.0
