Year,data.Geography,data.Population,data.Sex,data.Age group,GeoCode,Value
2017,data.Manitoba,data.Total population,data.Females,data.55 years and over,46,4.1
2017,data.Manitoba,data.Total population,data.Females,data.15 to 64 years,46,5.1
2017,data.Manitoba,data.Total population,data.Females,data.15 to 19 years,46,13.5
2017,data.Manitoba,data.Total population,data.Females,data.20 to 24 years,46,7.1
2017,data.Manitoba,data.Total population,data.Females,data.25 to 29 years,46,4.6
2017,data.Manitoba,data.Total population,data.Females,data.30 to 34 years,46,4.5
2017,data.Manitoba,data.Total population,data.Females,data.35 to 39 years,46,3.8
2017,data.Manitoba,data.Total population,data.Females,data.40 to 44 years,46,3.7
2017,data.Manitoba,data.Total population,data.Females,data.45 to 49 years,46,3.9
2017,data.Manitoba,data.Total population,data.Females,data.50 to 54 years,46,3.8
2017,data.Manitoba,data.Total population,data.Females,data.55 to 59 years,46,4.5
2017,data.Manitoba,data.Total population,data.Females,data.60 to 64 years,46,4.3
2017,data.Manitoba,data.Total population,data.Females,data.65 years and over,46,
2017,data.Manitoba,data.Total population,data.Females,data.65 to 69 years,46,
2017,data.Manitoba,data.Total population,data.Females,data.70 years and over,46,
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.15 years and over,47,6.4
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.15 to 24 years,47,12.0
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.25 years and over,47,5.5
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.25 to 44 years,47,5.8
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.45 to 64 years,47,5.2
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.45 years and over,47,5.1
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.25 to 54 years,47,5.6
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.55 years and over,47,5.0
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.15 to 64 years,47,6.5
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.15 to 19 years,47,15.5
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.20 to 24 years,47,9.6
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.25 to 29 years,47,8.0
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.30 to 34 years,47,5.1
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.35 to 39 years,47,5.4
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.40 to 44 years,47,4.8
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.45 to 49 years,47,5.2
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.50 to 54 years,47,5.2
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.55 to 59 years,47,5.1
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.60 to 64 years,47,5.5
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.65 years and over,47,4.4
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.65 to 69 years,47,5.7
2017,data.Saskatchewan,data.Total population,data.Both sexes,data.70 years and over,47,
2017,data.Saskatchewan,data.Total population,data.Males,data.15 years and over,47,7.0
2017,data.Saskatchewan,data.Total population,data.Males,data.15 to 24 years,47,13.2
2017,data.Saskatchewan,data.Total population,data.Males,data.25 years and over,47,5.9
2017,data.Saskatchewan,data.Total population,data.Males,data.25 to 44 years,47,6.3
2017,data.Saskatchewan,data.Total population,data.Males,data.45 to 64 years,47,5.6
2017,data.Saskatchewan,data.Total population,data.Males,data.45 years and over,47,5.5
2017,data.Saskatchewan,data.Total population,data.Males,data.25 to 54 years,47,6.1
2017,data.Saskatchewan,data.Total population,data.Males,data.55 years and over,47,5.5
2017,data.Saskatchewan,data.Total population,data.Males,data.15 to 64 years,47,7.1
2017,data.Saskatchewan,data.Total population,data.Males,data.15 to 19 years,47,17.4
2017,data.Saskatchewan,data.Total population,data.Males,data.20 to 24 years,47,10.7
2017,data.Saskatchewan,data.Total population,data.Males,data.25 to 29 years,47,9.0
2017,data.Saskatchewan,data.Total population,data.Males,data.30 to 34 years,47,5.2
2017,data.Saskatchewan,data.Total population,data.Males,data.35 to 39 years,47,5.9
2017,data.Saskatchewan,data.Total population,data.Males,data.40 to 44 years,47,5.0
2017,data.Saskatchewan,data.Total population,data.Males,data.45 to 49 years,47,5.2
2017,data.Saskatchewan,data.Total population,data.Males,data.50 to 54 years,47,6.2
2017,data.Saskatchewan,data.Total population,data.Males,data.55 to 59 years,47,5.3
2017,data.Saskatchewan,data.Total population,data.Males,data.60 to 64 years,47,5.9
2017,data.Saskatchewan,data.Total population,data.Males,data.65 years and over,47,
2017,data.Saskatchewan,data.Total population,data.Males,data.65 to 69 years,47,
2017,data.Saskatchewan,data.Total population,data.Males,data.70 years and over,47,
2017,data.Saskatchewan,data.Total population,data.Females,data.15 years and over,47,5.8
2017,data.Saskatchewan,data.Total population,data.Females,data.15 to 24 years,47,10.4
2017,data.Saskatchewan,data.Total population,data.Females,data.25 years and over,47,4.9
2017,data.Saskatchewan,data.Total population,data.Females,data.25 to 44 years,47,5.3
2017,data.Saskatchewan,data.Total population,data.Females,data.45 to 64 years,47,4.7
2017,data.Saskatchewan,data.Total population,data.Females,data.45 years and over,47,4.5
2017,data.Saskatchewan,data.Total population,data.Females,data.25 to 54 years,47,5.1
2017,data.Saskatchewan,data.Total population,data.Females,data.55 years and over,47,4.4
2017,data.Saskatchewan,data.Total population,data.Females,data.15 to 64 years,47,5.9
2017,data.Saskatchewan,data.Total population,data.Females,data.15 to 19 years,47,13.5
2017,data.Saskatchewan,data.Total population,data.Females,data.20 to 24 years,47,8.3
2017,data.Saskatchewan,data.Total population,data.Females,data.25 to 29 years,47,6.8
2017,data.Saskatchewan,data.Total population,data.Females,data.30 to 34 years,47,5.0
2017,data.Saskatchewan,data.Total population,data.Females,data.35 to 39 years,47,4.7
2017,data.Saskatchewan,data.Total population,data.Females,data.40 to 44 years,47,4.6
2017,data.Saskatchewan,data.Total population,data.Females,data.45 to 49 years,47,5.2
2017,data.Saskatchewan,data.Total population,data.Females,data.50 to 54 years,47,4.1
2017,data.Saskatchewan,data.Total population,data.Females,data.55 to 59 years,47,4.8
2017,data.Saskatchewan,data.Total population,data.Females,data.60 to 64 years,47,4.4
2017,data.Saskatchewan,data.Total population,data.Females,data.65 years and over,47,
2017,data.Saskatchewan,data.Total population,data.Females,data.65 to 69 years,47,
2017,data.Saskatchewan,data.Total population,data.Females,data.70 years and over,47,
2017,data.Alberta,data.Total population,data.Both sexes,data.15 years and over,48,8.0
2017,data.Alberta,data.Total population,data.Both sexes,data.15 to 24 years,48,13.2
2017,data.Alberta,data.Total population,data.Both sexes,data.25 years and over,48,7.2
2017,data.Alberta,data.Total population,data.Both sexes,data.25 to 44 years,48,6.4
2017,data.Alberta,data.Total population,data.Both sexes,data.45 to 64 years,48,8.2
2017,data.Alberta,data.Total population,data.Both sexes,data.45 years and over,48,8.1
2017,data.Alberta,data.Total population,data.Both sexes,data.25 to 54 years,48,6.8
2017,data.Alberta,data.Total population,data.Both sexes,data.55 years and over,48,8.7
2017,data.Alberta,data.Total population,data.Both sexes,data.15 to 64 years,48,8.1
2017,data.Alberta,data.Total population,data.Both sexes,data.15 to 19 years,48,18.3
2017,data.Alberta,data.Total population,data.Both sexes,data.20 to 24 years,48,10.2
2017,data.Alberta,data.Total population,data.Both sexes,data.25 to 29 years,48,8.2
2017,data.Alberta,data.Total population,data.Both sexes,data.30 to 34 years,48,6.0
2017,data.Alberta,data.Total population,data.Both sexes,data.35 to 39 years,48,5.4
2017,data.Alberta,data.Total population,data.Both sexes,data.40 to 44 years,48,6.2
2017,data.Alberta,data.Total population,data.Both sexes,data.45 to 49 years,48,7.1
2017,data.Alberta,data.Total population,data.Both sexes,data.50 to 54 years,48,8.0
2017,data.Alberta,data.Total population,data.Both sexes,data.55 to 59 years,48,8.6
2017,data.Alberta,data.Total population,data.Both sexes,data.60 to 64 years,48,9.5
2017,data.Alberta,data.Total population,data.Both sexes,data.65 years and over,48,7.4
2017,data.Alberta,data.Total population,data.Both sexes,data.65 to 69 years,48,10.1
2017,data.Alberta,data.Total population,data.Both sexes,data.70 years and over,48,
2017,data.Alberta,data.Total population,data.Males,data.15 years and over,48,8.5
2017,data.Alberta,data.Total population,data.Males,data.15 to 24 years,48,15.8
2017,data.Alberta,data.Total population,data.Males,data.25 years and over,48,7.3
2017,data.Alberta,data.Total population,data.Males,data.25 to 44 years,48,6.3
2017,data.Alberta,data.Total population,data.Males,data.45 to 64 years,48,8.7
2017,data.Alberta,data.Total population,data.Males,data.45 years and over,48,8.6
2017,data.Alberta,data.Total population,data.Males,data.25 to 54 years,48,6.7
2017,data.Alberta,data.Total population,data.Males,data.55 years and over,48,9.3
2017,data.Alberta,data.Total population,data.Males,data.15 to 64 years,48,8.5
2017,data.Alberta,data.Total population,data.Males,data.15 to 19 years,48,21.3
2017,data.Alberta,data.Total population,data.Males,data.20 to 24 years,48,12.7
2017,data.Alberta,data.Total population,data.Males,data.25 to 29 years,48,8.4
2017,data.Alberta,data.Total population,data.Males,data.30 to 34 years,48,5.2
2017,data.Alberta,data.Total population,data.Males,data.35 to 39 years,48,5.4
2017,data.Alberta,data.Total population,data.Males,data.40 to 44 years,48,6.3
2017,data.Alberta,data.Total population,data.Males,data.45 to 49 years,48,6.7
2017,data.Alberta,data.Total population,data.Males,data.50 to 54 years,48,8.9
2017,data.Alberta,data.Total population,data.Males,data.55 to 59 years,48,9.6
2017,data.Alberta,data.Total population,data.Males,data.60 to 64 years,48,9.8
2017,data.Alberta,data.Total population,data.Males,data.65 years and over,48,8.1
2017,data.Alberta,data.Total population,data.Males,data.65 to 69 years,48,11.5
2017,data.Alberta,data.Total population,data.Males,data.70 years and over,48,
2017,data.Alberta,data.Total population,data.Females,data.15 years and over,48,7.5
2017,data.Alberta,data.Total population,data.Females,data.15 to 24 years,48,10.2
2017,data.Alberta,data.Total population,data.Females,data.25 years and over,48,7.0
2017,data.Alberta,data.Total population,data.Females,data.25 to 44 years,48,6.6
2017,data.Alberta,data.Total population,data.Females,data.45 to 64 years,48,7.6
2017,data.Alberta,data.Total population,data.Females,data.45 years and over,48,7.5
2017,data.Alberta,data.Total population,data.Females,data.25 to 54 years,48,6.8
2017,data.Alberta,data.Total population,data.Females,data.55 years and over,48,7.8
2017,data.Alberta,data.Total population,data.Females,data.15 to 64 years,48,7.5
2017,data.Alberta,data.Total population,data.Females,data.15 to 19 years,48,15.0
2017,data.Alberta,data.Total population,data.Females,data.20 to 24 years,48,7.5
2017,data.Alberta,data.Total population,data.Females,data.25 to 29 years,48,7.9
2017,data.Alberta,data.Total population,data.Females,data.30 to 34 years,48,6.9
2017,data.Alberta,data.Total population,data.Females,data.35 to 39 years,48,5.5
2017,data.Alberta,data.Total population,data.Females,data.40 to 44 years,48,6.1
2017,data.Alberta,data.Total population,data.Females,data.45 to 49 years,48,7.4
2017,data.Alberta,data.Total population,data.Females,data.50 to 54 years,48,7.0
2017,data.Alberta,data.Total population,data.Females,data.55 to 59 years,48,7.5
2017,data.Alberta,data.Total population,data.Females,data.60 to 64 years,48,9.1
2017,data.Alberta,data.Total population,data.Females,data.65 years and over,48,6.3
2017,data.Alberta,data.Total population,data.Females,data.65 to 69 years,48,7.4
2017,data.Alberta,data.Total population,data.Females,data.70 years and over,48,
2017,data.British Columbia,data.Total population,data.Both sexes,data.15 years and over,59,5.3
2017,data.British Columbia,data.Total population,data.Both sexes,data.15 to 24 years,59,8.5
2017,data.British Columbia,data.Total population,data.Both sexes,data.25 years and over,59,4.7
2017,data.British Columbia,data.Total population,data.Both sexes,data.25 to 44 years,59,4.7
2017,data.British Columbia,data.Total population,data.Both sexes,data.45 to 64 years,59,4.8
2017,data.British Columbia,data.Total population,data.Both sexes,data.45 years and over,59,4.8
2017,data.British Columbia,data.Total population,data.Both sexes,data.25 to 54 years,59,4.6
2017,data.British Columbia,data.Total population,data.Both sexes,data.55 years and over,59,5.2
2017,data.British Columbia,data.Total population,data.Both sexes,data.15 to 64 years,59,5.3
2017,data.British Columbia,data.Total population,data.Both sexes,data.15 to 19 years,59,10.8
2017,data.British Columbia,data.Total population,data.Both sexes,data.20 to 24 years,59,7.2
2017,data.British Columbia,data.Total population,data.Both sexes,data.25 to 29 years,59,4.8
2017,data.British Columbia,data.Total population,data.Both sexes,data.30 to 34 years,59,4.6
2017,data.British Columbia,data.Total population,data.Both sexes,data.35 to 39 years,59,4.8
2017,data.British Columbia,data.Total population,data.Both sexes,data.40 to 44 years,59,4.5
2017,data.British Columbia,data.Total population,data.Both sexes,data.45 to 49 years,59,4.7
2017,data.British Columbia,data.Total population,data.Both sexes,data.50 to 54 years,59,4.1
2017,data.British Columbia,data.Total population,data.Both sexes,data.55 to 59 years,59,4.7
2017,data.British Columbia,data.Total population,data.Both sexes,data.60 to 64 years,59,6.1
2017,data.British Columbia,data.Total population,data.Both sexes,data.65 years and over,59,4.8
2017,data.British Columbia,data.Total population,data.Both sexes,data.65 to 69 years,59,4.6
2017,data.British Columbia,data.Total population,data.Both sexes,data.70 years and over,59,5.5
2017,data.British Columbia,data.Total population,data.Males,data.15 years and over,59,5.6
2017,data.British Columbia,data.Total population,data.Males,data.15 to 24 years,59,10.3
2017,data.British Columbia,data.Total population,data.Males,data.25 years and over,59,4.8
2017,data.British Columbia,data.Total population,data.Males,data.25 to 44 years,59,4.7
