Year,data.Geography,data.Type of case,data.Elapsed time,GeoCode,Value
2022/2023,data.Northwest Territories,data.Family cases,data.Less than or equal to 3 months,61,87.37
2022/2023,data.Northwest Territories,data.Family cases,data.Greater than 3 months to 6 months,61,4.04
2022/2023,data.Northwest Territories,data.Family cases,data.Greater than 6 months to 12 months,61,4.55
2022/2023,data.Northwest Territories,data.Family cases,data.Greater than 12 months to 24 months,61,2.53
2022/2023,data.Northwest Territories,data.Family cases,data.Greater than 24 months,61,1.52
2022/2023,data.Northwest Territories,data.Family cases,data.Unknown,61,0.0
2022/2023,data.Nunavut,data.Total cases,data.Less than or equal to 3 months,62,66.72
2022/2023,data.Nunavut,data.Total cases,data.Greater than 3 months to 6 months,62,10.28
2022/2023,data.Nunavut,data.Total cases,data.Greater than 6 months to 12 months,62,9.58
2022/2023,data.Nunavut,data.Total cases,data.Greater than 12 months to 24 months,62,7.32
2022/2023,data.Nunavut,data.Total cases,data.Greater than 24 months,62,5.92
2022/2023,data.Nunavut,data.Total cases,data.Unknown,62,0.17
2022/2023,data.Nunavut,data.General civil cases,data.Less than or equal to 3 months,62,23.78
2022/2023,data.Nunavut,data.General civil cases,data.Greater than 3 months to 6 months,62,19.46
2022/2023,data.Nunavut,data.General civil cases,data.Greater than 6 months to 12 months,62,20.54
2022/2023,data.Nunavut,data.General civil cases,data.Greater than 12 months to 24 months,62,20.0
2022/2023,data.Nunavut,data.General civil cases,data.Greater than 24 months,62,16.22
2022/2023,data.Nunavut,data.General civil cases,data.Unknown,62,0.0
2022/2023,data.Nunavut,data.Family cases,data.Less than or equal to 3 months,62,87.15
2022/2023,data.Nunavut,data.Family cases,data.Greater than 3 months to 6 months,62,5.91
2022/2023,data.Nunavut,data.Family cases,data.Greater than 6 months to 12 months,62,4.37
2022/2023,data.Nunavut,data.Family cases,data.Greater than 12 months to 24 months,62,1.29
2022/2023,data.Nunavut,data.Family cases,data.Greater than 24 months,62,1.03
2022/2023,data.Nunavut,data.Family cases,data.Unknown,62,0.26
