Year,data.Geography,GeoCode,data.Economic family type,data.Household food security status,Value
2019,data.Newfoundland and Labrador,,data.Elderly females not in an economic family,"data.Food insecure, marginal",
2020,data.Newfoundland and Labrador,,data.Elderly females not in an economic family,"data.Food insecure, marginal",
2018,data.Newfoundland and Labrador,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",11.0
2019,data.Newfoundland and Labrador,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",7.1
2020,data.Newfoundland and Labrador,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",12.6
2018,data.Newfoundland and Labrador,,data.Elderly females not in an economic family,"data.Food insecure, moderate",7.9
2019,data.Newfoundland and Labrador,,data.Elderly females not in an economic family,"data.Food insecure, moderate",7.1
2020,data.Newfoundland and Labrador,,data.Elderly females not in an economic family,"data.Food insecure, moderate",
2018,data.Newfoundland and Labrador,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2019,data.Newfoundland and Labrador,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2020,data.Newfoundland and Labrador,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2018,data.Newfoundland and Labrador,,data.Non-elderly persons not in an economic family,data.Food secure,73.9
2019,data.Newfoundland and Labrador,,data.Non-elderly persons not in an economic family,data.Food secure,68.3
2020,data.Newfoundland and Labrador,,data.Non-elderly persons not in an economic family,data.Food secure,71.8
2018,data.Newfoundland and Labrador,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",4.0
2019,data.Newfoundland and Labrador,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",7.6
2020,data.Newfoundland and Labrador,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",5.1
2018,data.Newfoundland and Labrador,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",22.1
2019,data.Newfoundland and Labrador,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",24.1
2020,data.Newfoundland and Labrador,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",23.1
2018,data.Newfoundland and Labrador,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",13.0
2019,data.Newfoundland and Labrador,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",13.3
2020,data.Newfoundland and Labrador,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",13.1
2018,data.Newfoundland and Labrador,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",9.1
2019,data.Newfoundland and Labrador,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",10.9
2020,data.Newfoundland and Labrador,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",10.0
2018,data.Newfoundland and Labrador,,data.Non-elderly males not in an economic family,data.Food secure,77.6
2019,data.Newfoundland and Labrador,,data.Non-elderly males not in an economic family,data.Food secure,70.4
2020,data.Newfoundland and Labrador,,data.Non-elderly males not in an economic family,data.Food secure,75.4
2018,data.Newfoundland and Labrador,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",
2019,data.Newfoundland and Labrador,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",
2020,data.Newfoundland and Labrador,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",
2018,data.Newfoundland and Labrador,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",19.0
2019,data.Newfoundland and Labrador,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",22.3
2020,data.Newfoundland and Labrador,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",17.4
2018,data.Newfoundland and Labrador,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",11.8
2019,data.Newfoundland and Labrador,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",15.4
2020,data.Newfoundland and Labrador,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",8.6
2018,data.Newfoundland and Labrador,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",7.2
2019,data.Newfoundland and Labrador,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",
2020,data.Newfoundland and Labrador,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",8.7
2018,data.Newfoundland and Labrador,,data.Non-elderly females not in an economic family,data.Food secure,68.5
2019,data.Newfoundland and Labrador,,data.Non-elderly females not in an economic family,data.Food secure,65.6
2020,data.Newfoundland and Labrador,,data.Non-elderly females not in an economic family,data.Food secure,66.9
2018,data.Newfoundland and Labrador,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",
2019,data.Newfoundland and Labrador,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",
2020,data.Newfoundland and Labrador,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",
2018,data.Newfoundland and Labrador,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",26.5
2019,data.Newfoundland and Labrador,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",26.5
2020,data.Newfoundland and Labrador,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",31.1
2018,data.Newfoundland and Labrador,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",14.7
2019,data.Newfoundland and Labrador,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",10.6
2020,data.Newfoundland and Labrador,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",19.4
2018,data.Newfoundland and Labrador,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",11.8
2019,data.Newfoundland and Labrador,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",15.9
2020,data.Newfoundland and Labrador,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",11.7
2018,data.Prince Edward Island,,data.All persons,data.Food secure,82.7
2019,data.Prince Edward Island,,data.All persons,data.Food secure,81.4
2020,data.Prince Edward Island,,data.All persons,data.Food secure,83.5
2018,data.Prince Edward Island,,data.All persons,"data.Food insecure, marginal",5.0
2019,data.Prince Edward Island,,data.All persons,"data.Food insecure, marginal",5.4
2020,data.Prince Edward Island,,data.All persons,"data.Food insecure, marginal",5.7
2018,data.Prince Edward Island,11,data.All persons,"data.Food insecure, moderate or severe",12.3
2019,data.Prince Edward Island,11,data.All persons,"data.Food insecure, moderate or severe",13.2
2020,data.Prince Edward Island,11,data.All persons,"data.Food insecure, moderate or severe",10.7
2018,data.Prince Edward Island,,data.All persons,"data.Food insecure, moderate",7.4
2019,data.Prince Edward Island,,data.All persons,"data.Food insecure, moderate",8.7
2020,data.Prince Edward Island,,data.All persons,"data.Food insecure, moderate",6.3
2018,data.Prince Edward Island,,data.All persons,"data.Food insecure, severe",4.9
2019,data.Prince Edward Island,,data.All persons,"data.Food insecure, severe",4.5
2020,data.Prince Edward Island,,data.All persons,"data.Food insecure, severe",4.4
2018,data.Prince Edward Island,,data.Persons in economic families,data.Food secure,83.6
2019,data.Prince Edward Island,,data.Persons in economic families,data.Food secure,81.0
2020,data.Prince Edward Island,,data.Persons in economic families,data.Food secure,83.8
2018,data.Prince Edward Island,,data.Persons in economic families,"data.Food insecure, marginal",4.7
2019,data.Prince Edward Island,,data.Persons in economic families,"data.Food insecure, marginal",5.5
2020,data.Prince Edward Island,,data.Persons in economic families,"data.Food insecure, marginal",5.8
2018,data.Prince Edward Island,,data.Persons in economic families,"data.Food insecure, moderate or severe",11.7
2019,data.Prince Edward Island,,data.Persons in economic families,"data.Food insecure, moderate or severe",13.4
2020,data.Prince Edward Island,,data.Persons in economic families,"data.Food insecure, moderate or severe",10.3
2018,data.Prince Edward Island,,data.Persons in economic families,"data.Food insecure, moderate",7.6
2019,data.Prince Edward Island,,data.Persons in economic families,"data.Food insecure, moderate",8.8
2020,data.Prince Edward Island,,data.Persons in economic families,"data.Food insecure, moderate",6.3
2018,data.Prince Edward Island,,data.Persons in economic families,"data.Food insecure, severe",4.1
2019,data.Prince Edward Island,,data.Persons in economic families,"data.Food insecure, severe",4.7
2020,data.Prince Edward Island,,data.Persons in economic families,"data.Food insecure, severe",4.1
2018,data.Prince Edward Island,,data.Persons in elderly families,data.Food secure,92.9
2019,data.Prince Edward Island,,data.Persons in elderly families,data.Food secure,92.0
2020,data.Prince Edward Island,,data.Persons in elderly families,data.Food secure,93.5
2018,data.Prince Edward Island,,data.Persons in elderly families,"data.Food insecure, marginal",
2019,data.Prince Edward Island,,data.Persons in elderly families,"data.Food insecure, marginal",
2020,data.Prince Edward Island,,data.Persons in elderly families,"data.Food insecure, marginal",3.2
2018,data.Prince Edward Island,,data.Persons in elderly families,"data.Food insecure, moderate or severe",
2019,data.Prince Edward Island,,data.Persons in elderly families,"data.Food insecure, moderate or severe",
2020,data.Prince Edward Island,,data.Persons in elderly families,"data.Food insecure, moderate or severe",
2018,data.Prince Edward Island,,data.Persons in elderly families,"data.Food insecure, moderate",
2019,data.Prince Edward Island,,data.Persons in elderly families,"data.Food insecure, moderate",
2020,data.Prince Edward Island,,data.Persons in elderly families,"data.Food insecure, moderate",
2018,data.Prince Edward Island,,data.Persons in elderly families,"data.Food insecure, severe",
2019,data.Prince Edward Island,,data.Persons in elderly families,"data.Food insecure, severe",
2020,data.Prince Edward Island,,data.Persons in elderly families,"data.Food insecure, severe",
2018,data.Prince Edward Island,,data.Persons in elderly couples,data.Food secure,97.7
2019,data.Prince Edward Island,,data.Persons in elderly couples,data.Food secure,94.1
2020,data.Prince Edward Island,,data.Persons in elderly couples,data.Food secure,94.9
2018,data.Prince Edward Island,,data.Persons in elderly couples,"data.Food insecure, marginal",
2019,data.Prince Edward Island,,data.Persons in elderly couples,"data.Food insecure, marginal",
2020,data.Prince Edward Island,,data.Persons in elderly couples,"data.Food insecure, marginal",
2018,data.Prince Edward Island,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",
