Year,Geography,Economic family type,GeoCode,Value
2017,"Edmonton, Alberta",Elderly persons not in an economic family,,41400.0
2017,"Edmonton, Alberta",Elderly males not in an economic family,,48500.0
2017,"Edmonton, Alberta",Elderly females not in an economic family,,39900.0
2017,"Edmonton, Alberta",Non-elderly persons not in an economic family,,41100.0
2017,"Edmonton, Alberta",Non-elderly males not in an economic family,,47600.0
2017,"Edmonton, Alberta",Non-elderly females not in an economic family,,38300.0
2017,"Vancouver, British Columbia",Economic families and persons not in an economic family,,74100.0
2017,"Vancouver, British Columbia",Economic families,,101400.0
2017,"Vancouver, British Columbia",Elderly families,,80700.0
2017,"Vancouver, British Columbia",Elderly couples,,84300.0
2017,"Vancouver, British Columbia",Other elderly families,,73900.0
2017,"Vancouver, British Columbia",Non-elderly families,,107800.0
2017,"Vancouver, British Columbia",Couples,,97900.0
2017,"Vancouver, British Columbia",Couples with children,,119600.0
2017,"Vancouver, British Columbia",Couples with other relatives,,147100.0
2017,"Vancouver, British Columbia",Lone-parent families,,68100.0
2017,"Vancouver, British Columbia",Male lone-parent families,,
2017,"Vancouver, British Columbia",Female lone-parent families,,65400.0
2017,"Vancouver, British Columbia",Other non-elderly families,,78100.0
2017,"Vancouver, British Columbia",Persons not in an economic family,,34600.0
2017,"Vancouver, British Columbia",Elderly persons not in an economic family,,34900.0
2017,"Vancouver, British Columbia",Elderly males not in an economic family,,54300.0
2017,"Vancouver, British Columbia",Elderly females not in an economic family,,31800.0
2017,"Vancouver, British Columbia",Non-elderly persons not in an economic family,,34600.0
2017,"Vancouver, British Columbia",Non-elderly males not in an economic family,,35900.0
2017,"Vancouver, British Columbia",Non-elderly females not in an economic family,,31900.0
2018,Canada,Economic families,,96700.0
2018,Canada,Elderly families,,71700.0
2018,Canada,Elderly couples,,69500.0
2018,Canada,Other elderly families,,79100.0
2018,Canada,Non-elderly families,,103900.0
2018,Canada,Couples,,92500.0
2018,Canada,Couples with children,,115700.0
2018,Canada,Couples with other relatives,,141900.0
2018,Canada,Lone-parent families,,59300.0
2018,Canada,Male lone-parent families,,68100.0
2018,Canada,Female lone-parent families,,57500.0
2018,Canada,Other non-elderly families,,85600.0
2018,Canada,Persons not in an economic family,,34700.0
2018,Canada,Elderly persons not in an economic family,,31800.0
2018,Canada,Elderly males not in an economic family,,33900.0
2018,Canada,Elderly females not in an economic family,,31400.0
2018,Canada,Non-elderly persons not in an economic family,,36400.0
2018,Canada,Non-elderly males not in an economic family,,37600.0
2018,Canada,Non-elderly females not in an economic family,,34800.0
2018,Atlantic provinces,Economic families and persons not in an economic family,,60700.0
2018,Atlantic provinces,Economic families,,81300.0
2018,Atlantic provinces,Elderly families,,63800.0
2018,Atlantic provinces,Elderly couples,,62900.0
2018,Atlantic provinces,Other elderly families,,69800.0
2018,Atlantic provinces,Non-elderly families,,89100.0
2018,Atlantic provinces,Couples,,80600.0
2018,Atlantic provinces,Couples with children,,107400.0
2018,Atlantic provinces,Couples with other relatives,,121800.0
2018,Atlantic provinces,Lone-parent families,,54300.0
2018,Atlantic provinces,Male lone-parent families,,60500.0
2018,Atlantic provinces,Female lone-parent families,,52200.0
2018,Atlantic provinces,Other non-elderly families,,71200.0
2018,Atlantic provinces,Persons not in an economic family,,30600.0
2018,Atlantic provinces,Elderly persons not in an economic family,,28200.0
2018,Atlantic provinces,Elderly males not in an economic family,,29400.0
2018,Atlantic provinces,Elderly females not in an economic family,,27900.0
2018,Atlantic provinces,Non-elderly persons not in an economic family,,32400.0
2018,Atlantic provinces,Non-elderly males not in an economic family,,34600.0
2018,Atlantic provinces,Non-elderly females not in an economic family,,31000.0
2018,Newfoundland and Labrador,Economic families and persons not in an economic family,10,65200.0
2018,Newfoundland and Labrador,Economic families,10,81900.0
2018,Newfoundland and Labrador,Elderly families,10,58500.0
2018,Newfoundland and Labrador,Elderly couples,10,55900.0
2018,Newfoundland and Labrador,Other elderly families,10,68900.0
2018,Newfoundland and Labrador,Non-elderly families,10,96100.0
2018,Newfoundland and Labrador,Couples,10,81900.0
2018,Newfoundland and Labrador,Couples with children,10,116500.0
2018,Newfoundland and Labrador,Couples with other relatives,10,125000.0
2018,Newfoundland and Labrador,Lone-parent families,10,54900.0
2018,Newfoundland and Labrador,Male lone-parent families,10,
2018,Newfoundland and Labrador,Female lone-parent families,10,52800.0
2018,Newfoundland and Labrador,Other non-elderly families,10,75700.0
2018,Newfoundland and Labrador,Persons not in an economic family,10,30000.0
2018,Newfoundland and Labrador,Elderly persons not in an economic family,10,26800.0
2018,Newfoundland and Labrador,Elderly males not in an economic family,10,28900.0
2018,Newfoundland and Labrador,Elderly females not in an economic family,10,26200.0
2018,Newfoundland and Labrador,Non-elderly persons not in an economic family,10,33200.0
2018,Newfoundland and Labrador,Non-elderly males not in an economic family,10,37900.0
2018,Newfoundland and Labrador,Non-elderly females not in an economic family,10,31300.0
2018,Prince Edward Island,Economic families and persons not in an economic family,11,62100.0
2018,Prince Edward Island,Economic families,11,80000.0
2018,Prince Edward Island,Elderly families,11,68800.0
2018,Prince Edward Island,Elderly couples,11,65900.0
2018,Prince Edward Island,Other elderly families,11,73200.0
2018,Prince Edward Island,Non-elderly families,11,84500.0
2018,Prince Edward Island,Couples,11,77100.0
2018,Prince Edward Island,Couples with children,11,95000.0
2018,Prince Edward Island,Couples with other relatives,11,133100.0
2018,Prince Edward Island,Lone-parent families,11,54600.0
2018,Prince Edward Island,Male lone-parent families,11,
2018,Prince Edward Island,Female lone-parent families,11,52200.0
2018,Prince Edward Island,Other non-elderly families,11,70400.0
2018,Prince Edward Island,Persons not in an economic family,11,28600.0
2018,Prince Edward Island,Elderly persons not in an economic family,11,26700.0
2018,Prince Edward Island,Elderly males not in an economic family,11,27200.0
2018,Prince Edward Island,Elderly females not in an economic family,11,26300.0
2018,Prince Edward Island,Non-elderly persons not in an economic family,11,29800.0
2018,Prince Edward Island,Non-elderly males not in an economic family,11,31400.0
2018,Prince Edward Island,Non-elderly females not in an economic family,11,28300.0
2018,Nova Scotia,Economic families and persons not in an economic family,12,58300.0
2018,Nova Scotia,Economic families,12,81400.0
2018,Nova Scotia,Elderly families,12,64800.0
2018,Nova Scotia,Elderly couples,12,64600.0
2018,Nova Scotia,Other elderly families,12,66500.0
2018,Nova Scotia,Non-elderly families,12,88300.0
2018,Nova Scotia,Couples,12,81000.0
2018,Nova Scotia,Couples with children,12,106300.0
2018,Nova Scotia,Couples with other relatives,12,118500.0
2018,Nova Scotia,Lone-parent families,12,55300.0
2018,Nova Scotia,Male lone-parent families,12,61400.0
2018,Nova Scotia,Female lone-parent families,12,51800.0
2018,Nova Scotia,Other non-elderly families,12,69700.0
2018,Nova Scotia,Persons not in an economic family,12,32400.0
2018,Nova Scotia,Elderly persons not in an economic family,12,29100.0
2018,Nova Scotia,Elderly males not in an economic family,12,30700.0
2018,Nova Scotia,Elderly females not in an economic family,12,28700.0
2018,Nova Scotia,Non-elderly persons not in an economic family,12,33300.0
2018,Nova Scotia,Non-elderly males not in an economic family,12,36300.0
2018,Nova Scotia,Non-elderly females not in an economic family,12,31100.0
2018,New Brunswick,Economic families and persons not in an economic family,13,60500.0
2018,New Brunswick,Economic families,13,81000.0
2018,New Brunswick,Elderly families,13,64500.0
2018,New Brunswick,Elderly couples,13,64000.0
2018,New Brunswick,Other elderly families,13,71900.0
2018,New Brunswick,Non-elderly families,13,87700.0
2018,New Brunswick,Couples,13,79900.0
2018,New Brunswick,Couples with children,13,104300.0
2018,New Brunswick,Couples with other relatives,13,125700.0
2018,New Brunswick,Lone-parent families,13,53600.0
2018,New Brunswick,Male lone-parent families,13,54500.0
2018,New Brunswick,Female lone-parent families,13,53600.0
2018,New Brunswick,Other non-elderly families,13,70900.0
2018,New Brunswick,Persons not in an economic family,13,29900.0
2018,New Brunswick,Elderly persons not in an economic family,13,28500.0
2018,New Brunswick,Elderly males not in an economic family,13,28500.0
2018,New Brunswick,Elderly females not in an economic family,13,28500.0
2018,New Brunswick,Non-elderly persons not in an economic family,13,31200.0
2018,New Brunswick,Non-elderly males not in an economic family,13,31600.0
2018,New Brunswick,Non-elderly females not in an economic family,13,30800.0
2018,Quebec,Economic families and persons not in an economic family,24,59300.0
2018,Quebec,Economic families,24,86400.0
2018,Quebec,Elderly families,24,62400.0
2018,Quebec,Elderly couples,24,61400.0
2018,Quebec,Other elderly families,24,70400.0
2018,Quebec,Non-elderly families,24,94400.0
2018,Quebec,Couples,24,81900.0
2018,Quebec,Couples with children,24,106600.0
2018,Quebec,Couples with other relatives,24,133800.0
2018,Quebec,Lone-parent families,24,59300.0
2018,Quebec,Male lone-parent families,24,71200.0
2018,Quebec,Female lone-parent families,24,57500.0
2018,Quebec,Other non-elderly families,24,77000.0
2018,Quebec,Persons not in an economic family,24,32400.0
2018,Quebec,Elderly persons not in an economic family,24,28400.0
2018,Quebec,Elderly males not in an economic family,24,29200.0
2018,Quebec,Elderly females not in an economic family,24,28100.0
2018,Quebec,Non-elderly persons not in an economic family,24,35600.0
2018,Quebec,Non-elderly males not in an economic family,24,37200.0
2018,Quebec,Non-elderly females not in an economic family,24,33700.0
2018,Ontario,Economic families and persons not in an economic family,35,73000.0
2018,Ontario,Economic families,35,101600.0
2018,Ontario,Elderly families,35,77700.0
2018,Ontario,Elderly couples,35,76100.0
2018,Ontario,Other elderly families,35,86200.0
2018,Ontario,Non-elderly families,35,107400.0
2018,Ontario,Couples,35,97700.0
2018,Ontario,Couples with children,35,117900.0
2018,Ontario,Couples with other relatives,35,144400.0
2018,Ontario,Lone-parent families,35,58600.0
2018,Ontario,Male lone-parent families,35,63800.0
2018,Ontario,Female lone-parent families,35,56600.0
2018,Ontario,Other non-elderly families,35,89800.0
2018,Ontario,Persons not in an economic family,35,35400.0
2018,Ontario,Elderly persons not in an economic family,35,36000.0
2018,Ontario,Elderly males not in an economic family,35,38100.0
2018,Ontario,Elderly females not in an economic family,35,34900.0
2018,Ontario,Non-elderly persons not in an economic family,35,35300.0
2018,Ontario,Non-elderly males not in an economic family,35,35100.0
2018,Ontario,Non-elderly females not in an economic family,35,35300.0
2018,Prairie provinces,Economic families and persons not in an economic family,,78600.0
2018,Prairie provinces,Economic families,,104800.0
2018,Prairie provinces,Elderly families,,75000.0
2018,Prairie provinces,Elderly couples,,74100.0
2018,Prairie provinces,Other elderly families,,84300.0
2018,Prairie provinces,Non-elderly families,,112900.0
2018,Prairie provinces,Couples,,103500.0
2018,Prairie provinces,Couples with children,,121700.0
2018,Prairie provinces,Couples with other relatives,,146800.0
2018,Prairie provinces,Lone-parent families,,64300.0
2018,Prairie provinces,Male lone-parent families,,78300.0
2018,Prairie provinces,Female lone-parent families,,62700.0
2018,Prairie provinces,Other non-elderly families,,97100.0
2018,Prairie provinces,Persons not in an economic family,,39900.0
2018,Prairie provinces,Elderly persons not in an economic family,,35000.0
2018,Prairie provinces,Elderly males not in an economic family,,37600.0
2018,Prairie provinces,Elderly females not in an economic family,,33300.0
2018,Prairie provinces,Non-elderly persons not in an economic family,,41800.0
2018,Prairie provinces,Non-elderly males not in an economic family,,44400.0
2018,Prairie provinces,Non-elderly females not in an economic family,,38800.0
2018,Manitoba,Economic families and persons not in an economic family,46,67700.0
2018,Manitoba,Economic families,46,89500.0
2018,Manitoba,Elderly families,46,71600.0
2018,Manitoba,Elderly couples,46,70500.0
2018,Manitoba,Other elderly families,46,78500.0
2018,Manitoba,Non-elderly families,46,95000.0
2018,Manitoba,Couples,46,87300.0
2018,Manitoba,Couples with children,46,103900.0
2018,Manitoba,Couples with other relatives,46,133100.0
2018,Manitoba,Lone-parent families,46,50100.0
2018,Manitoba,Male lone-parent families,46,50100.0
2018,Manitoba,Female lone-parent families,46,49500.0
2018,Manitoba,Other non-elderly families,46,80700.0
2018,Manitoba,Persons not in an economic family,46,36500.0
2018,Manitoba,Elderly persons not in an economic family,46,33900.0
2018,Manitoba,Elderly males not in an economic family,46,38500.0
2018,Manitoba,Elderly females not in an economic family,46,31700.0
2018,Manitoba,Non-elderly persons not in an economic family,46,37400.0
2018,Manitoba,Non-elderly males not in an economic family,46,38200.0
2018,Manitoba,Non-elderly females not in an economic family,46,36900.0
2018,Saskatchewan,Economic families and persons not in an economic family,47,71200.0
2018,Saskatchewan,Economic families,47,97900.0
2018,Saskatchewan,Elderly families,47,74700.0
2018,Saskatchewan,Elderly couples,47,74100.0
2018,Saskatchewan,Other elderly families,47,76000.0
2018,Saskatchewan,Non-elderly families,47,106100.0
2018,Saskatchewan,Couples,47,99000.0
2018,Saskatchewan,Couples with children,47,115200.0
2018,Saskatchewan,Couples with other relatives,47,152700.0
2018,Saskatchewan,Lone-parent families,47,51900.0
2018,Saskatchewan,Male lone-parent families,47,67100.0
2018,Saskatchewan,Female lone-parent families,47,50300.0
2018,Saskatchewan,Other non-elderly families,47,89000.0
