Year,Series,Geography,Offences,Age of accused,Sex of accused,GeoCode,Value
2015/2016,Adult criminal courts,New Brunswick,Total offences,Age not applicable,"Total, sex of accused",13,289.0
2015/2016,Adult criminal courts,New Brunswick,Total offences,Age not applicable,Company,13,289.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,"Total, age of accused","Total, sex of accused",13,107.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,"Total, age of accused",Males,13,106.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,"Total, age of accused",Females,13,109.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,"Total, age of accused",Company,13,
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,"Total, age of accused",Sex unknown,13,192.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,18 to 24 years,"Total, sex of accused",13,105.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,18 to 24 years,Males,13,104.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,18 to 24 years,Females,13,109.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,18 to 24 years,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,25 to 34 years,"Total, sex of accused",13,106.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,25 to 34 years,Males,13,106.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,25 to 34 years,Females,13,108.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,25 to 34 years,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,35 to 44 years,"Total, sex of accused",13,116.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,35 to 44 years,Males,13,114.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,35 to 44 years,Females,13,123.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,35 to 44 years,Sex unknown,13,192.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,45 to 54 years,"Total, sex of accused",13,109.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,45 to 54 years,Males,13,112.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,45 to 54 years,Females,13,106.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,45 to 54 years,Sex unknown,13,223.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,55 years and over,"Total, sex of accused",13,99.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,55 years and over,Males,13,104.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,55 years and over,Females,13,87.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,55 years and over,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,Other ages,"Total, sex of accused",13,22.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,Other ages,Males,13,29.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,Other ages,Females,13,6.0
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,Other ages,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,Age not applicable,"Total, sex of accused",13,
2015/2016,Adult criminal courts,New Brunswick,Total Criminal Code,Age not applicable,Company,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,"Total, age of accused","Total, sex of accused",13,144.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,"Total, age of accused",Males,13,143.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,"Total, age of accused",Females,13,149.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,"Total, age of accused",Company,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,"Total, age of accused",Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,18 to 24 years,"Total, sex of accused",13,128.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,18 to 24 years,Males,13,130.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,18 to 24 years,Females,13,123.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,18 to 24 years,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,25 to 34 years,"Total, sex of accused",13,157.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,25 to 34 years,Males,13,154.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,25 to 34 years,Females,13,174.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,25 to 34 years,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,35 to 44 years,"Total, sex of accused",13,159.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,35 to 44 years,Males,13,151.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,35 to 44 years,Females,13,186.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,35 to 44 years,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,45 to 54 years,"Total, sex of accused",13,128.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,45 to 54 years,Males,13,133.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,45 to 54 years,Females,13,116.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,45 to 54 years,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,55 years and over,"Total, sex of accused",13,121.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,55 years and over,Males,13,129.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,55 years and over,Females,13,86.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,55 years and over,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,Other ages,"Total, sex of accused",13,72.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,Other ages,Males,13,72.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,Other ages,Females,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,Other ages,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,Age not applicable,"Total, sex of accused",13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against the person,Age not applicable,Company,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,"Total, age of accused","Total, sex of accused",13,105.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,"Total, age of accused",Males,13,99.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,"Total, age of accused",Females,13,109.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,"Total, age of accused",Company,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,"Total, age of accused",Sex unknown,13,389.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,18 to 24 years,"Total, sex of accused",13,112.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,18 to 24 years,Males,13,113.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,18 to 24 years,Females,13,111.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,18 to 24 years,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,25 to 34 years,"Total, sex of accused",13,92.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,25 to 34 years,Males,13,84.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,25 to 34 years,Females,13,108.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,25 to 34 years,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,35 to 44 years,"Total, sex of accused",13,92.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,35 to 44 years,Males,13,85.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,35 to 44 years,Females,13,114.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,35 to 44 years,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,45 to 54 years,"Total, sex of accused",13,109.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,45 to 54 years,Males,13,106.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,45 to 54 years,Females,13,111.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,45 to 54 years,Sex unknown,13,389.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,55 years and over,"Total, sex of accused",13,106.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,55 years and over,Males,13,112.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,55 years and over,Females,13,79.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,55 years and over,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,Other ages,"Total, sex of accused",13,8.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,Other ages,Males,13,8.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,Other ages,Females,13,63.0
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,Other ages,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,Age not applicable,"Total, sex of accused",13,
2015/2016,Adult criminal courts,New Brunswick,Crimes against property,Age not applicable,Company,13,
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,"Total, age of accused","Total, sex of accused",13,55.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,"Total, age of accused",Males,13,50.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,"Total, age of accused",Females,13,74.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,"Total, age of accused",Company,13,
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,"Total, age of accused",Sex unknown,13,337.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,18 to 24 years,"Total, sex of accused",13,60.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,18 to 24 years,Males,13,58.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,18 to 24 years,Females,13,85.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,18 to 24 years,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,25 to 34 years,"Total, sex of accused",13,45.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,25 to 34 years,Males,13,42.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,25 to 34 years,Females,13,62.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,25 to 34 years,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,35 to 44 years,"Total, sex of accused",13,55.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,35 to 44 years,Males,13,51.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,35 to 44 years,Females,13,88.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,35 to 44 years,Sex unknown,13,337.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,45 to 54 years,"Total, sex of accused",13,54.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,45 to 54 years,Males,13,57.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,45 to 54 years,Females,13,21.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,45 to 54 years,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,55 years and over,"Total, sex of accused",13,45.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,55 years and over,Males,13,42.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,55 years and over,Females,13,81.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,55 years and over,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,Other ages,"Total, sex of accused",13,3.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,Other ages,Males,13,3.0
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,Other ages,Females,13,
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,Other ages,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,Age not applicable,"Total, sex of accused",13,
2015/2016,Adult criminal courts,New Brunswick,Administration of justice,Age not applicable,Company,13,
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,"Total, age of accused","Total, sex of accused",13,123.0
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,"Total, age of accused",Males,13,134.0
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,"Total, age of accused",Females,13,93.0
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,"Total, age of accused",Company,13,
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,"Total, age of accused",Sex unknown,13,57.0
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,18 to 24 years,"Total, sex of accused",13,82.0
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,18 to 24 years,Males,13,82.0
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,18 to 24 years,Females,13,70.0
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,18 to 24 years,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,25 to 34 years,"Total, sex of accused",13,119.0
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,25 to 34 years,Males,13,125.0
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,25 to 34 years,Females,13,28.0
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,25 to 34 years,Sex unknown,13,
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,35 to 44 years,"Total, sex of accused",13,145.0
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,35 to 44 years,Males,13,158.0
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,35 to 44 years,Females,13,108.0
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,35 to 44 years,Sex unknown,13,97.0
2015/2016,Adult criminal courts,New Brunswick,Criminal Code traffic,45 to 54 years,"Total, sex of accused",13,151.0
