Year,Geography,Education attainment level,Gender,Age group,Population characteristics,GeoCode,Value
2014,Manitoba,Tertiary education,Men+,30 to 34 years,Total population,46,42.0
2014,Manitoba,Tertiary education,Women+,30 to 34 years,Total population,46,62.0
2014,Manitoba,Tertiary education,Total - Gender,35 to 44 years,Total population,46,52.0
2014,Manitoba,Tertiary education,Men+,35 to 44 years,Total population,46,47.0
2014,Manitoba,Tertiary education,Women+,35 to 44 years,Total population,46,57.0
2014,Manitoba,Tertiary education,Total - Gender,45 to 54 years,Total population,46,44.0
2014,Manitoba,Tertiary education,Men+,45 to 54 years,Total population,46,37.0
2014,Manitoba,Tertiary education,Women+,45 to 54 years,Total population,46,52.0
2014,Manitoba,Tertiary education,Total - Gender,55 to 64 years,Total population,46,42.0
2014,Manitoba,Tertiary education,Men+,55 to 64 years,Total population,46,38.0
2014,Manitoba,Tertiary education,Women+,55 to 64 years,Total population,46,45.0
2014,Manitoba,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,46,23.0
2014,Manitoba,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,46,19.0
2014,Manitoba,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,46,27.0
2014,Manitoba,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,46,21.0
2014,Manitoba,Short-cycle tertiary,Men+,25 to 34 years,Total population,46,17.0
2014,Manitoba,Short-cycle tertiary,Women+,25 to 34 years,Total population,46,25.0
2014,Manitoba,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,46,21.0
2014,Manitoba,Short-cycle tertiary,Men+,30 to 34 years,Total population,46,17.0
2014,Manitoba,Short-cycle tertiary,Women+,30 to 34 years,Total population,46,25.0
2014,Manitoba,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,46,25.0
2014,Manitoba,Short-cycle tertiary,Men+,35 to 44 years,Total population,46,23.0
2014,Manitoba,Short-cycle tertiary,Women+,35 to 44 years,Total population,46,27.0
2014,Manitoba,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,46,24.0
2014,Manitoba,Short-cycle tertiary,Men+,45 to 54 years,Total population,46,19.0
2014,Manitoba,Short-cycle tertiary,Women+,45 to 54 years,Total population,46,29.0
2014,Manitoba,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,46,22.0
2014,Manitoba,Short-cycle tertiary,Men+,55 to 64 years,Total population,46,18.0
2014,Manitoba,Short-cycle tertiary,Women+,55 to 64 years,Total population,46,26.0
2014,Manitoba,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,46,18.0
2014,Manitoba,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,46,16.0
2014,Manitoba,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,46,21.0
2014,Manitoba,Bachelor's level,Total - Gender,25 to 34 years,Total population,46,24.0
2014,Manitoba,Bachelor's level,Men+,25 to 34 years,Total population,46,19.0
2014,Manitoba,Bachelor's level,Women+,25 to 34 years,Total population,46,30.0
2014,Manitoba,Bachelor's level,Total - Gender,30 to 34 years,Total population,46,25.0
2014,Manitoba,Bachelor's level,Men+,30 to 34 years,Total population,46,19.0
2014,Manitoba,Bachelor's level,Women+,30 to 34 years,Total population,46,30.0
2014,Manitoba,Bachelor's level,Total - Gender,35 to 44 years,Total population,46,21.0
2014,Manitoba,Bachelor's level,Men+,35 to 44 years,Total population,46,18.0
2014,Manitoba,Bachelor's level,Women+,35 to 44 years,Total population,46,23.0
2014,Manitoba,Bachelor's level,Total - Gender,45 to 54 years,Total population,46,15.0
2014,Manitoba,Bachelor's level,Men+,45 to 54 years,Total population,46,13.0
2014,Manitoba,Bachelor's level,Women+,45 to 54 years,Total population,46,17.0
2014,Manitoba,Bachelor's level,Total - Gender,55 to 64 years,Total population,46,14.0
2014,Manitoba,Bachelor's level,Men+,55 to 64 years,Total population,46,14.0
2014,Manitoba,Bachelor's level,Women+,55 to 64 years,Total population,46,13.0
2014,Manitoba,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,46,6.0
2014,Manitoba,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,46,6.0
2014,Manitoba,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,46,6.0
2014,Manitoba,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,46,5.0
2014,Manitoba,Master's or Doctoral level,Men+,25 to 34 years,Total population,46,5.0
2014,Manitoba,Master's or Doctoral level,Women+,25 to 34 years,Total population,46,6.0
2014,Manitoba,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,46,6.0
2014,Manitoba,Master's or Doctoral level,Men+,30 to 34 years,Total population,46,6.0
2014,Manitoba,Master's or Doctoral level,Women+,30 to 34 years,Total population,46,6.0
2014,Manitoba,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,46,7.0
2014,Manitoba,Master's or Doctoral level,Men+,35 to 44 years,Total population,46,7.0
2014,Manitoba,Master's or Doctoral level,Women+,35 to 44 years,Total population,46,7.0
2014,Manitoba,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,46,5.0
2014,Manitoba,Master's or Doctoral level,Men+,45 to 54 years,Total population,46,5.0
2014,Manitoba,Master's or Doctoral level,Women+,45 to 54 years,Total population,46,5.0
2014,Manitoba,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,46,6.0
2014,Manitoba,Master's or Doctoral level,Men+,55 to 64 years,Total population,46,7.0
2014,Manitoba,Master's or Doctoral level,Women+,55 to 64 years,Total population,46,6.0
2014,Saskatchewan,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,47,43.0
2014,Saskatchewan,Tertiary education,Men+,"Total, 25 to 64 years",Total population,47,34.0
2014,Saskatchewan,Tertiary education,Women+,"Total, 25 to 64 years",Total population,47,52.0
2014,Saskatchewan,Tertiary education,Total - Gender,25 to 34 years,Total population,47,46.0
2014,Saskatchewan,Tertiary education,Men+,25 to 34 years,Total population,47,38.0
2014,Saskatchewan,Tertiary education,Women+,25 to 34 years,Total population,47,55.0
2014,Saskatchewan,Tertiary education,Total - Gender,30 to 34 years,Total population,47,48.0
2014,Saskatchewan,Tertiary education,Men+,30 to 34 years,Total population,47,40.0
2014,Saskatchewan,Tertiary education,Women+,30 to 34 years,Total population,47,58.0
2014,Saskatchewan,Tertiary education,Total - Gender,35 to 44 years,Total population,47,47.0
2014,Saskatchewan,Tertiary education,Men+,35 to 44 years,Total population,47,38.0
2014,Saskatchewan,Tertiary education,Women+,35 to 44 years,Total population,47,57.0
2014,Saskatchewan,Tertiary education,Total - Gender,45 to 54 years,Total population,47,39.0
2014,Saskatchewan,Tertiary education,Men+,45 to 54 years,Total population,47,30.0
2014,Saskatchewan,Tertiary education,Women+,45 to 54 years,Total population,47,49.0
2014,Saskatchewan,Tertiary education,Total - Gender,55 to 64 years,Total population,47,37.0
2014,Saskatchewan,Tertiary education,Men+,55 to 64 years,Total population,47,29.0
2014,Saskatchewan,Tertiary education,Women+,55 to 64 years,Total population,47,46.0
2014,Saskatchewan,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,47,18.0
2014,Saskatchewan,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,47,12.0
2014,Saskatchewan,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,47,25.0
2014,Saskatchewan,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,47,16.0
2014,Saskatchewan,Short-cycle tertiary,Men+,25 to 34 years,Total population,47,12.0
2014,Saskatchewan,Short-cycle tertiary,Women+,25 to 34 years,Total population,47,20.0
2014,Saskatchewan,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,47,16.0
2014,Saskatchewan,Short-cycle tertiary,Men+,30 to 34 years,Total population,47,12.0
2014,Saskatchewan,Short-cycle tertiary,Women+,30 to 34 years,Total population,47,21.0
2014,Saskatchewan,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,47,18.0
2014,Saskatchewan,Short-cycle tertiary,Men+,35 to 44 years,Total population,47,13.0
2014,Saskatchewan,Short-cycle tertiary,Women+,35 to 44 years,Total population,47,24.0
2014,Saskatchewan,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,47,20.0
2014,Saskatchewan,Short-cycle tertiary,Men+,45 to 54 years,Total population,47,12.0
2014,Saskatchewan,Short-cycle tertiary,Women+,45 to 54 years,Total population,47,28.0
2014,Saskatchewan,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,47,19.0
2014,Saskatchewan,Short-cycle tertiary,Men+,55 to 64 years,Total population,47,10.0
2014,Saskatchewan,Short-cycle tertiary,Women+,55 to 64 years,Total population,47,27.0
2014,Saskatchewan,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,47,19.0
2014,Saskatchewan,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,47,16.0
2014,Saskatchewan,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,47,22.0
2014,Saskatchewan,Bachelor's level,Total - Gender,25 to 34 years,Total population,47,25.0
2014,Saskatchewan,Bachelor's level,Men+,25 to 34 years,Total population,47,21.0
2014,Saskatchewan,Bachelor's level,Women+,25 to 34 years,Total population,47,29.0
2014,Saskatchewan,Bachelor's level,Total - Gender,30 to 34 years,Total population,47,27.0
2014,Saskatchewan,Bachelor's level,Men+,30 to 34 years,Total population,47,22.0
2014,Saskatchewan,Bachelor's level,Women+,30 to 34 years,Total population,47,31.0
2014,Saskatchewan,Bachelor's level,Total - Gender,35 to 44 years,Total population,47,22.0
2014,Saskatchewan,Bachelor's level,Men+,35 to 44 years,Total population,47,17.0
2014,Saskatchewan,Bachelor's level,Women+,35 to 44 years,Total population,47,26.0
2014,Saskatchewan,Bachelor's level,Total - Gender,45 to 54 years,Total population,47,15.0
2014,Saskatchewan,Bachelor's level,Men+,45 to 54 years,Total population,47,13.0
2014,Saskatchewan,Bachelor's level,Women+,45 to 54 years,Total population,47,16.0
2014,Saskatchewan,Bachelor's level,Total - Gender,55 to 64 years,Total population,47,13.0
2014,Saskatchewan,Bachelor's level,Men+,55 to 64 years,Total population,47,12.0
2014,Saskatchewan,Bachelor's level,Women+,55 to 64 years,Total population,47,14.0
2014,Saskatchewan,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,47,6.0
2014,Saskatchewan,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,47,6.0
2014,Saskatchewan,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,47,5.0
2014,Saskatchewan,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,47,6.0
2014,Saskatchewan,Master's or Doctoral level,Men+,25 to 34 years,Total population,47,5.0
2014,Saskatchewan,Master's or Doctoral level,Women+,25 to 34 years,Total population,47,6.0
2014,Saskatchewan,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,47,6.0
2014,Saskatchewan,Master's or Doctoral level,Men+,30 to 34 years,Total population,47,5.0
2014,Saskatchewan,Master's or Doctoral level,Women+,30 to 34 years,Total population,47,6.0
2014,Saskatchewan,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,47,7.0
2014,Saskatchewan,Master's or Doctoral level,Men+,35 to 44 years,Total population,47,8.0
2014,Saskatchewan,Master's or Doctoral level,Women+,35 to 44 years,Total population,47,7.0
2014,Saskatchewan,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,47,5.0
2014,Saskatchewan,Master's or Doctoral level,Men+,45 to 54 years,Total population,47,5.0
2014,Saskatchewan,Master's or Doctoral level,Women+,45 to 54 years,Total population,47,5.0
2014,Saskatchewan,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,47,5.0
2014,Saskatchewan,Master's or Doctoral level,Men+,55 to 64 years,Total population,47,6.0
2014,Saskatchewan,Master's or Doctoral level,Women+,55 to 64 years,Total population,47,4.0
2014,Alberta,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,48,49.0
2014,Alberta,Tertiary education,Men+,"Total, 25 to 64 years",Total population,48,41.0
2014,Alberta,Tertiary education,Women+,"Total, 25 to 64 years",Total population,48,57.0
2014,Alberta,Tertiary education,Total - Gender,25 to 34 years,Total population,48,51.0
2014,Alberta,Tertiary education,Men+,25 to 34 years,Total population,48,41.0
2014,Alberta,Tertiary education,Women+,25 to 34 years,Total population,48,61.0
2014,Alberta,Tertiary education,Total - Gender,30 to 34 years,Total population,48,53.0
2014,Alberta,Tertiary education,Men+,30 to 34 years,Total population,48,42.0
2014,Alberta,Tertiary education,Women+,30 to 34 years,Total population,48,64.0
2014,Alberta,Tertiary education,Total - Gender,35 to 44 years,Total population,48,53.0
2014,Alberta,Tertiary education,Men+,35 to 44 years,Total population,48,44.0
2014,Alberta,Tertiary education,Women+,35 to 44 years,Total population,48,63.0
2014,Alberta,Tertiary education,Total - Gender,45 to 54 years,Total population,48,47.0
2014,Alberta,Tertiary education,Men+,45 to 54 years,Total population,48,41.0
2014,Alberta,Tertiary education,Women+,45 to 54 years,Total population,48,54.0
2014,Alberta,Tertiary education,Total - Gender,55 to 64 years,Total population,48,42.0
2014,Alberta,Tertiary education,Men+,55 to 64 years,Total population,48,37.0
2014,Alberta,Tertiary education,Women+,55 to 64 years,Total population,48,48.0
2014,Alberta,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,48,21.0
2014,Alberta,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,48,16.0
2014,Alberta,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,48,27.0
2014,Alberta,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,48,19.0
2014,Alberta,Short-cycle tertiary,Men+,25 to 34 years,Total population,48,14.0
2014,Alberta,Short-cycle tertiary,Women+,25 to 34 years,Total population,48,24.0
2014,Alberta,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,48,22.0
2014,Alberta,Short-cycle tertiary,Men+,30 to 34 years,Total population,48,15.0
2014,Alberta,Short-cycle tertiary,Women+,30 to 34 years,Total population,48,28.0
2014,Alberta,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,48,23.0
2014,Alberta,Short-cycle tertiary,Men+,35 to 44 years,Total population,48,17.0
2014,Alberta,Short-cycle tertiary,Women+,35 to 44 years,Total population,48,29.0
2014,Alberta,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,48,23.0
2014,Alberta,Short-cycle tertiary,Men+,45 to 54 years,Total population,48,16.0
2014,Alberta,Short-cycle tertiary,Women+,45 to 54 years,Total population,48,30.0
2014,Alberta,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,48,20.0
2014,Alberta,Short-cycle tertiary,Men+,55 to 64 years,Total population,48,15.0
2014,Alberta,Short-cycle tertiary,Women+,55 to 64 years,Total population,48,26.0
2014,Alberta,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,48,19.0
2014,Alberta,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,48,17.0
2014,Alberta,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,48,22.0
2014,Alberta,Bachelor's level,Total - Gender,25 to 34 years,Total population,48,23.0
2014,Alberta,Bachelor's level,Men+,25 to 34 years,Total population,48,19.0
2014,Alberta,Bachelor's level,Women+,25 to 34 years,Total population,48,28.0
2014,Alberta,Bachelor's level,Total - Gender,30 to 34 years,Total population,48,22.0
2014,Alberta,Bachelor's level,Men+,30 to 34 years,Total population,48,18.0
2014,Alberta,Bachelor's level,Women+,30 to 34 years,Total population,48,26.0
2014,Alberta,Bachelor's level,Total - Gender,35 to 44 years,Total population,48,21.0
2014,Alberta,Bachelor's level,Men+,35 to 44 years,Total population,48,19.0
2014,Alberta,Bachelor's level,Women+,35 to 44 years,Total population,48,23.0
2014,Alberta,Bachelor's level,Total - Gender,45 to 54 years,Total population,48,17.0
2014,Alberta,Bachelor's level,Men+,45 to 54 years,Total population,48,17.0
2014,Alberta,Bachelor's level,Women+,45 to 54 years,Total population,48,18.0
2014,Alberta,Bachelor's level,Total - Gender,55 to 64 years,Total population,48,15.0
2014,Alberta,Bachelor's level,Men+,55 to 64 years,Total population,48,14.0
