Year,Géographie,Population,Genre,Groupe d'âge,GeoCode,Value
2021,Île-du-Prince-Édouard,Population totale,Femmes+,30 à 34 ans,11,8.9
2021,Île-du-Prince-Édouard,Population totale,Femmes+,35 à 39 ans,11,7.1
2021,Île-du-Prince-Édouard,Population totale,Femmes+,40 à 44 ans,11,6.8
2021,Île-du-Prince-Édouard,Population totale,Femmes+,45 à 49 ans,11,4.7
2021,Île-du-Prince-Édouard,Population totale,Femmes+,50 à 54 ans,11,7.0
2021,Île-du-Prince-Édouard,Population totale,Femmes+,55 à 59 ans,11,6.5
2021,Île-du-Prince-Édouard,Population totale,Femmes+,60 à 64 ans,11,12.5
2021,Île-du-Prince-Édouard,Population totale,Femmes+,65 ans et plus,11,16.7
2021,Île-du-Prince-Édouard,Population totale,Femmes+,65 à 69 ans,11,
2021,Île-du-Prince-Édouard,Population totale,Femmes+,70 ans et plus,11,
2021,Nouvelle-Écosse,Population totale,Total - Genre,15 ans et plus,12,8.6
2021,Nouvelle-Écosse,Population totale,Total - Genre,15 à 24 ans,12,14.1
2021,Nouvelle-Écosse,Population totale,Total - Genre,25 ans et plus,12,7.6
2021,Nouvelle-Écosse,Population totale,Total - Genre,25 à 44 ans,12,7.7
2021,Nouvelle-Écosse,Population totale,Total - Genre,45 à 64 ans,12,7.5
2021,Nouvelle-Écosse,Population totale,Total - Genre,45 ans et plus,12,7.6
2021,Nouvelle-Écosse,Population totale,Total - Genre,25 à 54 ans,12,7.1
2021,Nouvelle-Écosse,Population totale,Total - Genre,55 ans et plus,12,8.9
2021,Nouvelle-Écosse,Population totale,Total - Genre,15 à 64 ans,12,8.6
2021,Nouvelle-Écosse,Population totale,Total - Genre,15 à 19 ans,12,19.4
2021,Nouvelle-Écosse,Population totale,Total - Genre,20 à 24 ans,12,11.7
2021,Nouvelle-Écosse,Population totale,Total - Genre,25 à 29 ans,12,9.0
2021,Nouvelle-Écosse,Population totale,Total - Genre,30 à 34 ans,12,8.7
2021,Nouvelle-Écosse,Population totale,Total - Genre,35 à 39 ans,12,6.8
2021,Nouvelle-Écosse,Population totale,Total - Genre,40 à 44 ans,12,6.1
2021,Nouvelle-Écosse,Population totale,Total - Genre,45 à 49 ans,12,6.6
2021,Nouvelle-Écosse,Population totale,Total - Genre,50 à 54 ans,12,5.5
2021,Nouvelle-Écosse,Population totale,Total - Genre,55 à 59 ans,12,7.4
2021,Nouvelle-Écosse,Population totale,Total - Genre,60 à 64 ans,12,11.1
2021,Nouvelle-Écosse,Population totale,Total - Genre,65 ans et plus,12,8.7
2021,Nouvelle-Écosse,Population totale,Total - Genre,65 à 69 ans,12,9.8
2021,Nouvelle-Écosse,Population totale,Total - Genre,70 ans et plus,12,5.7
2021,Nouvelle-Écosse,Population totale,Hommes+,15 ans et plus,12,9.7
2021,Nouvelle-Écosse,Population totale,Hommes+,15 à 24 ans,12,16.2
2021,Nouvelle-Écosse,Population totale,Hommes+,25 ans et plus,12,8.6
2021,Nouvelle-Écosse,Population totale,Hommes+,25 à 44 ans,12,9.2
2021,Nouvelle-Écosse,Population totale,Hommes+,45 à 64 ans,12,8.0
2021,Nouvelle-Écosse,Population totale,Hommes+,45 ans et plus,12,8.1
2021,Nouvelle-Écosse,Population totale,Hommes+,25 à 54 ans,12,8.5
2021,Nouvelle-Écosse,Population totale,Hommes+,55 ans et plus,12,8.9
2021,Nouvelle-Écosse,Population totale,Hommes+,15 à 64 ans,12,9.8
2021,Nouvelle-Écosse,Population totale,Hommes+,15 à 19 ans,12,21.3
2021,Nouvelle-Écosse,Population totale,Hommes+,20 à 24 ans,12,13.7
2021,Nouvelle-Écosse,Population totale,Hommes+,25 à 29 ans,12,11.4
2021,Nouvelle-Écosse,Population totale,Hommes+,30 à 34 ans,12,11.0
2021,Nouvelle-Écosse,Population totale,Hommes+,35 à 39 ans,12,7.8
2021,Nouvelle-Écosse,Population totale,Hommes+,40 à 44 ans,12,6.4
2021,Nouvelle-Écosse,Population totale,Hommes+,45 à 49 ans,12,7.3
2021,Nouvelle-Écosse,Population totale,Hommes+,50 à 54 ans,12,6.9
2021,Nouvelle-Écosse,Population totale,Hommes+,55 à 59 ans,12,7.4
2021,Nouvelle-Écosse,Population totale,Hommes+,60 à 64 ans,12,10.9
2021,Nouvelle-Écosse,Population totale,Hommes+,65 ans et plus,12,8.6
2021,Nouvelle-Écosse,Population totale,Hommes+,65 à 69 ans,12,
2021,Nouvelle-Écosse,Population totale,Hommes+,70 ans et plus,12,
2021,Nouvelle-Écosse,Population totale,Femmes+,15 ans et plus,12,7.4
2021,Nouvelle-Écosse,Population totale,Femmes+,15 à 24 ans,12,12.0
2021,Nouvelle-Écosse,Population totale,Femmes+,25 ans et plus,12,6.6
2021,Nouvelle-Écosse,Population totale,Femmes+,25 à 44 ans,12,6.1
2021,Nouvelle-Écosse,Population totale,Femmes+,45 à 64 ans,12,6.9
2021,Nouvelle-Écosse,Population totale,Femmes+,45 ans et plus,12,7.1
2021,Nouvelle-Écosse,Population totale,Femmes+,25 à 54 ans,12,5.7
2021,Nouvelle-Écosse,Population totale,Femmes+,55 ans et plus,12,9.0
2021,Nouvelle-Écosse,Population totale,Femmes+,15 à 64 ans,12,7.3
2021,Nouvelle-Écosse,Population totale,Femmes+,15 à 19 ans,12,16.7
2021,Nouvelle-Écosse,Population totale,Femmes+,20 à 24 ans,12,9.5
2021,Nouvelle-Écosse,Population totale,Femmes+,25 à 29 ans,12,6.3
2021,Nouvelle-Écosse,Population totale,Femmes+,30 à 34 ans,12,6.3
2021,Nouvelle-Écosse,Population totale,Femmes+,35 à 39 ans,12,5.8
2021,Nouvelle-Écosse,Population totale,Femmes+,40 à 44 ans,12,5.5
2021,Nouvelle-Écosse,Population totale,Femmes+,45 à 49 ans,12,6.3
2021,Nouvelle-Écosse,Population totale,Femmes+,50 à 54 ans,12,4.1
2021,Nouvelle-Écosse,Population totale,Femmes+,55 à 59 ans,12,7.4
2021,Nouvelle-Écosse,Population totale,Femmes+,60 à 64 ans,12,11.3
2021,Nouvelle-Écosse,Population totale,Femmes+,65 ans et plus,12,7.9
2021,Nouvelle-Écosse,Population totale,Femmes+,65 à 69 ans,12,
2021,Nouvelle-Écosse,Population totale,Femmes+,70 ans et plus,12,
2021,Nouveau-Brunswick,Population totale,Total - Genre,15 ans et plus,13,9.3
2021,Nouveau-Brunswick,Population totale,Total - Genre,15 à 24 ans,13,13.2
2021,Nouveau-Brunswick,Population totale,Total - Genre,25 ans et plus,13,8.6
2021,Nouveau-Brunswick,Population totale,Total - Genre,25 à 44 ans,13,8.4
2021,Nouveau-Brunswick,Population totale,Total - Genre,45 à 64 ans,13,8.5
2021,Nouveau-Brunswick,Population totale,Total - Genre,45 ans et plus,13,8.9
2021,Nouveau-Brunswick,Population totale,Total - Genre,25 à 54 ans,13,7.8
2021,Nouveau-Brunswick,Population totale,Total - Genre,55 ans et plus,13,10.8
2021,Nouveau-Brunswick,Population totale,Total - Genre,15 à 64 ans,13,9.1
2021,Nouveau-Brunswick,Population totale,Total - Genre,15 à 19 ans,13,12.8
2021,Nouveau-Brunswick,Population totale,Total - Genre,20 à 24 ans,13,13.5
2021,Nouveau-Brunswick,Population totale,Total - Genre,25 à 29 ans,13,10.2
2021,Nouveau-Brunswick,Population totale,Total - Genre,30 à 34 ans,13,7.6
2021,Nouveau-Brunswick,Population totale,Total - Genre,35 à 39 ans,13,7.2
2021,Nouveau-Brunswick,Population totale,Total - Genre,40 à 44 ans,13,8.4
2021,Nouveau-Brunswick,Population totale,Total - Genre,45 à 49 ans,13,6.5
2021,Nouveau-Brunswick,Population totale,Total - Genre,50 à 54 ans,13,6.9
2021,Nouveau-Brunswick,Population totale,Total - Genre,55 à 59 ans,13,9.3
2021,Nouveau-Brunswick,Population totale,Total - Genre,60 à 64 ans,13,11.9
2021,Nouveau-Brunswick,Population totale,Total - Genre,65 ans et plus,13,11.9
2021,Nouveau-Brunswick,Population totale,Total - Genre,65 à 69 ans,13,14.6
2021,Nouveau-Brunswick,Population totale,Total - Genre,70 ans et plus,13,7.4
2021,Nouveau-Brunswick,Population totale,Hommes+,15 ans et plus,13,10.5
2021,Nouveau-Brunswick,Population totale,Hommes+,15 à 24 ans,13,14.1
2021,Nouveau-Brunswick,Population totale,Hommes+,25 ans et plus,13,10.0
2021,Nouveau-Brunswick,Population totale,Hommes+,25 à 44 ans,13,9.6
2021,Nouveau-Brunswick,Population totale,Hommes+,45 à 64 ans,13,9.6
2021,Nouveau-Brunswick,Population totale,Hommes+,45 ans et plus,13,10.2
2021,Nouveau-Brunswick,Population totale,Hommes+,25 à 54 ans,13,8.9
2021,Nouveau-Brunswick,Population totale,Hommes+,55 ans et plus,13,12.2
2021,Nouveau-Brunswick,Population totale,Hommes+,15 à 64 ans,13,10.3
2021,Nouveau-Brunswick,Population totale,Hommes+,15 à 19 ans,13,13.3
2021,Nouveau-Brunswick,Population totale,Hommes+,20 à 24 ans,13,14.7
2021,Nouveau-Brunswick,Population totale,Hommes+,25 à 29 ans,13,12.0
2021,Nouveau-Brunswick,Population totale,Hommes+,30 à 34 ans,13,8.9
2021,Nouveau-Brunswick,Population totale,Hommes+,35 à 39 ans,13,8.5
2021,Nouveau-Brunswick,Population totale,Hommes+,40 à 44 ans,13,9.1
2021,Nouveau-Brunswick,Population totale,Hommes+,45 à 49 ans,13,8.1
2021,Nouveau-Brunswick,Population totale,Hommes+,50 à 54 ans,13,6.9
2021,Nouveau-Brunswick,Population totale,Hommes+,55 à 59 ans,13,11.2
2021,Nouveau-Brunswick,Population totale,Hommes+,60 à 64 ans,13,12.0
2021,Nouveau-Brunswick,Population totale,Hommes+,65 ans et plus,13,14.4
2021,Nouveau-Brunswick,Population totale,Hommes+,65 à 69 ans,13,18.2
2021,Nouveau-Brunswick,Population totale,Hommes+,70 ans et plus,13,
2021,Nouveau-Brunswick,Population totale,Femmes+,15 ans et plus,13,7.9
2021,Nouveau-Brunswick,Population totale,Femmes+,15 à 24 ans,13,11.8
2021,Nouveau-Brunswick,Population totale,Femmes+,25 ans et plus,13,7.2
2021,Nouveau-Brunswick,Population totale,Femmes+,25 à 44 ans,13,7.1
2021,Nouveau-Brunswick,Population totale,Femmes+,45 à 64 ans,13,7.3
2021,Nouveau-Brunswick,Population totale,Femmes+,45 ans et plus,13,7.3
2021,Nouveau-Brunswick,Population totale,Femmes+,25 à 54 ans,13,6.6
2021,Nouveau-Brunswick,Population totale,Femmes+,55 ans et plus,13,9.0
2021,Nouveau-Brunswick,Population totale,Femmes+,15 à 64 ans,13,7.8
2021,Nouveau-Brunswick,Population totale,Femmes+,15 à 19 ans,13,11.3
2021,Nouveau-Brunswick,Population totale,Femmes+,20 à 24 ans,13,12.1
2021,Nouveau-Brunswick,Population totale,Femmes+,25 à 29 ans,13,8.3
2021,Nouveau-Brunswick,Population totale,Femmes+,30 à 34 ans,13,6.3
2021,Nouveau-Brunswick,Population totale,Femmes+,35 à 39 ans,13,6.0
2021,Nouveau-Brunswick,Population totale,Femmes+,40 à 44 ans,13,7.7
2021,Nouveau-Brunswick,Population totale,Femmes+,45 à 49 ans,13,5.0
2021,Nouveau-Brunswick,Population totale,Femmes+,50 à 54 ans,13,6.8
2021,Nouveau-Brunswick,Population totale,Femmes+,55 à 59 ans,13,6.9
2021,Nouveau-Brunswick,Population totale,Femmes+,60 à 64 ans,13,11.8
2021,Nouveau-Brunswick,Population totale,Femmes+,65 ans et plus,13,9.3
2021,Nouveau-Brunswick,Population totale,Femmes+,65 à 69 ans,13,10.2
2021,Nouveau-Brunswick,Population totale,Femmes+,70 ans et plus,13,
2021,Québec,Population totale,Total - Genre,15 ans et plus,24,6.1
2021,Québec,Population totale,Total - Genre,15 à 24 ans,24,9.6
2021,Québec,Population totale,Total - Genre,25 ans et plus,24,5.6
2021,Québec,Population totale,Total - Genre,25 à 44 ans,24,5.4
2021,Québec,Population totale,Total - Genre,45 à 64 ans,24,5.6
2021,Québec,Population totale,Total - Genre,45 ans et plus,24,5.7
2021,Québec,Population totale,Total - Genre,25 à 54 ans,24,5.2
2021,Québec,Population totale,Total - Genre,55 ans et plus,24,6.7
2021,Québec,Population totale,Total - Genre,15 à 64 ans,24,6.1
2021,Québec,Population totale,Total - Genre,15 à 19 ans,24,11.0
2021,Québec,Population totale,Total - Genre,20 à 24 ans,24,8.7
2021,Québec,Population totale,Total - Genre,25 à 29 ans,24,6.6
2021,Québec,Population totale,Total - Genre,30 à 34 ans,24,5.6
2021,Québec,Population totale,Total - Genre,35 à 39 ans,24,5.7
2021,Québec,Population totale,Total - Genre,40 à 44 ans,24,4.1
2021,Québec,Population totale,Total - Genre,45 à 49 ans,24,4.4
2021,Québec,Population totale,Total - Genre,50 à 54 ans,24,4.7
2021,Québec,Population totale,Total - Genre,55 à 59 ans,24,5.9
2021,Québec,Population totale,Total - Genre,60 à 64 ans,24,8.1
2021,Québec,Population totale,Total - Genre,65 ans et plus,24,6.7
2021,Québec,Population totale,Total - Genre,65 à 69 ans,24,8.2
2021,Québec,Population totale,Total - Genre,70 ans et plus,24,3.6
2021,Québec,Population totale,Hommes+,15 ans et plus,24,6.4
2021,Québec,Population totale,Hommes+,15 à 24 ans,24,10.7
2021,Québec,Population totale,Hommes+,25 ans et plus,24,5.8
2021,Québec,Population totale,Hommes+,25 à 44 ans,24,5.9
2021,Québec,Population totale,Hommes+,45 à 64 ans,24,5.5
2021,Québec,Population totale,Hommes+,45 ans et plus,24,5.6
2021,Québec,Population totale,Hommes+,25 à 54 ans,24,5.5
2021,Québec,Population totale,Hommes+,55 ans et plus,24,6.5
2021,Québec,Population totale,Hommes+,15 à 64 ans,24,6.4
2021,Québec,Population totale,Hommes+,15 à 19 ans,24,11.7
2021,Québec,Population totale,Hommes+,20 à 24 ans,24,10.1
2021,Québec,Population totale,Hommes+,25 à 29 ans,24,6.9
2021,Québec,Population totale,Hommes+,30 à 34 ans,24,6.3
2021,Québec,Population totale,Hommes+,35 à 39 ans,24,5.7
2021,Québec,Population totale,Hommes+,40 à 44 ans,24,4.8
2021,Québec,Population totale,Hommes+,45 à 49 ans,24,4.5
2021,Québec,Population totale,Hommes+,50 à 54 ans,24,4.8
2021,Québec,Population totale,Hommes+,55 à 59 ans,24,5.7
2021,Québec,Population totale,Hommes+,60 à 64 ans,24,7.5
2021,Québec,Population totale,Hommes+,65 ans et plus,24,6.7
2021,Québec,Population totale,Hommes+,65 à 69 ans,24,8.7
2021,Québec,Population totale,Hommes+,70 ans et plus,24,
2021,Québec,Population totale,Femmes+,15 ans et plus,24,5.8
2021,Québec,Population totale,Femmes+,15 à 24 ans,24,8.5
2021,Québec,Population totale,Femmes+,25 ans et plus,24,5.3
2021,Québec,Population totale,Femmes+,25 à 44 ans,24,4.9
2021,Québec,Population totale,Femmes+,45 à 64 ans,24,5.7
2021,Québec,Population totale,Femmes+,45 ans et plus,24,5.7
2021,Québec,Population totale,Femmes+,25 à 54 ans,24,4.8
2021,Québec,Population totale,Femmes+,55 ans et plus,24,7.1
2021,Québec,Population totale,Femmes+,15 à 64 ans,24,5.8
2021,Québec,Population totale,Femmes+,15 à 19 ans,24,10.4
2021,Québec,Population totale,Femmes+,20 à 24 ans,24,7.2
2021,Québec,Population totale,Femmes+,25 à 29 ans,24,6.1
2021,Québec,Population totale,Femmes+,30 à 34 ans,24,4.8
2021,Québec,Population totale,Femmes+,35 à 39 ans,24,5.7
2021,Québec,Population totale,Femmes+,40 à 44 ans,24,3.3
2021,Québec,Population totale,Femmes+,45 à 49 ans,24,4.4
2021,Québec,Population totale,Femmes+,50 à 54 ans,24,4.6
2021,Québec,Population totale,Femmes+,55 à 59 ans,24,6.1
2021,Québec,Population totale,Femmes+,60 à 64 ans,24,8.9
2021,Québec,Population totale,Femmes+,65 ans et plus,24,6.6
2021,Québec,Population totale,Femmes+,65 à 69 ans,24,7.5
2021,Québec,Population totale,Femmes+,70 ans et plus,24,
2021,Ontario,Population totale,Total - Genre,15 ans et plus,35,8.1
2021,Ontario,Population totale,Total - Genre,15 à 24 ans,35,15.9
2021,Ontario,Population totale,Total - Genre,25 ans et plus,35,6.9
2021,Ontario,Population totale,Total - Genre,25 à 44 ans,35,7.0
2021,Ontario,Population totale,Total - Genre,45 à 64 ans,35,6.6
2021,Ontario,Population totale,Total - Genre,45 ans et plus,35,6.8
2021,Ontario,Population totale,Total - Genre,25 à 54 ans,35,6.7
2021,Ontario,Population totale,Total - Genre,55 ans et plus,35,7.5
2021,Ontario,Population totale,Total - Genre,15 à 64 ans,35,8.1
2021,Ontario,Population totale,Total - Genre,15 à 19 ans,35,18.7
2021,Ontario,Population totale,Total - Genre,20 à 24 ans,35,14.5
2021,Ontario,Population totale,Total - Genre,25 à 29 ans,35,9.3
2021,Ontario,Population totale,Total - Genre,30 à 34 ans,35,6.1
2021,Ontario,Population totale,Total - Genre,35 à 39 ans,35,6.6
2021,Ontario,Population totale,Total - Genre,40 à 44 ans,35,6.1
2021,Ontario,Population totale,Total - Genre,45 à 49 ans,35,6.0
2021,Ontario,Population totale,Total - Genre,50 à 54 ans,35,5.9
2021,Ontario,Population totale,Total - Genre,55 à 59 ans,35,6.7
2021,Ontario,Population totale,Total - Genre,60 à 64 ans,35,8.0
2021,Ontario,Population totale,Total - Genre,65 ans et plus,35,8.4
2021,Ontario,Population totale,Total - Genre,65 à 69 ans,35,9.2
2021,Ontario,Population totale,Total - Genre,70 ans et plus,35,7.2
2021,Ontario,Population totale,Hommes+,15 ans et plus,35,8.1
2021,Ontario,Population totale,Hommes+,15 à 24 ans,35,16.6
2021,Ontario,Population totale,Hommes+,25 ans et plus,35,6.8
2021,Ontario,Population totale,Hommes+,25 à 44 ans,35,7.0
2021,Ontario,Population totale,Hommes+,45 à 64 ans,35,6.2
2021,Ontario,Population totale,Hommes+,45 ans et plus,35,6.5
2021,Ontario,Population totale,Hommes+,25 à 54 ans,35,6.6
2021,Ontario,Population totale,Hommes+,55 ans et plus,35,7.2
2021,Ontario,Population totale,Hommes+,15 à 64 ans,35,8.1
2021,Ontario,Population totale,Hommes+,15 à 19 ans,35,19.0
2021,Ontario,Population totale,Hommes+,20 à 24 ans,35,15.4
2021,Ontario,Population totale,Hommes+,25 à 29 ans,35,9.8
2021,Ontario,Population totale,Hommes+,30 à 34 ans,35,6.2
2021,Ontario,Population totale,Hommes+,35 à 39 ans,35,6.1
2021,Ontario,Population totale,Hommes+,40 à 44 ans,35,5.7
2021,Ontario,Population totale,Hommes+,45 à 49 ans,35,5.8
2021,Ontario,Population totale,Hommes+,50 à 54 ans,35,5.6
2021,Ontario,Population totale,Hommes+,55 à 59 ans,35,6.2
2021,Ontario,Population totale,Hommes+,60 à 64 ans,35,7.6
2021,Ontario,Population totale,Hommes+,65 ans et plus,35,8.3
2021,Ontario,Population totale,Hommes+,65 à 69 ans,35,8.7
2021,Ontario,Population totale,Hommes+,70 ans et plus,35,7.8
2021,Ontario,Population totale,Femmes+,15 ans et plus,35,8.2
2021,Ontario,Population totale,Femmes+,15 à 24 ans,35,15.2
2021,Ontario,Population totale,Femmes+,25 ans et plus,35,7.1
2021,Ontario,Population totale,Femmes+,25 à 44 ans,35,7.1
2021,Ontario,Population totale,Femmes+,45 à 64 ans,35,6.9
2021,Ontario,Population totale,Femmes+,45 ans et plus,35,7.1
2021,Ontario,Population totale,Femmes+,25 à 54 ans,35,6.8
2021,Ontario,Population totale,Femmes+,55 ans et plus,35,7.9
2021,Ontario,Population totale,Femmes+,15 à 64 ans,35,8.2
2021,Ontario,Population totale,Femmes+,15 à 19 ans,35,18.3
2021,Ontario,Population totale,Femmes+,20 à 24 ans,35,13.5
2021,Ontario,Population totale,Femmes+,25 à 29 ans,35,8.7
2021,Ontario,Population totale,Femmes+,30 à 34 ans,35,5.9
2021,Ontario,Population totale,Femmes+,35 à 39 ans,35,7.1
2021,Ontario,Population totale,Femmes+,40 à 44 ans,35,6.5
2021,Ontario,Population totale,Femmes+,45 à 49 ans,35,6.3
2021,Ontario,Population totale,Femmes+,50 à 54 ans,35,6.2
2021,Ontario,Population totale,Femmes+,55 à 59 ans,35,7.2
2021,Ontario,Population totale,Femmes+,60 à 64 ans,35,8.4
2021,Ontario,Population totale,Femmes+,65 ans et plus,35,8.7
2021,Ontario,Population totale,Femmes+,65 à 69 ans,35,9.9
2021,Ontario,Population totale,Femmes+,70 ans et plus,35,5.9
2021,Manitoba,Population totale,Total - Genre,15 ans et plus,46,6.5
2021,Manitoba,Population totale,Total - Genre,15 à 24 ans,46,11.5
2021,Manitoba,Population totale,Total - Genre,25 ans et plus,46,5.5
2021,Manitoba,Population totale,Total - Genre,25 à 44 ans,46,6.0
2021,Manitoba,Population totale,Total - Genre,45 à 64 ans,46,4.8
2021,Manitoba,Population totale,Total - Genre,45 ans et plus,46,4.9
2021,Manitoba,Population totale,Total - Genre,25 à 54 ans,46,5.6
2021,Manitoba,Population totale,Total - Genre,55 ans et plus,46,5.3
2021,Manitoba,Population totale,Total - Genre,15 à 64 ans,46,6.5
2021,Manitoba,Population totale,Total - Genre,15 à 19 ans,46,16.4
2021,Manitoba,Population totale,Total - Genre,20 à 24 ans,46,8.9
2021,Manitoba,Population totale,Total - Genre,25 à 29 ans,46,8.0
2021,Manitoba,Population totale,Total - Genre,30 à 34 ans,46,5.4
2021,Manitoba,Population totale,Total - Genre,35 à 39 ans,46,4.6
2021,Manitoba,Population totale,Total - Genre,40 à 44 ans,46,5.9
2021,Manitoba,Population totale,Total - Genre,45 à 49 ans,46,5.1
2021,Manitoba,Population totale,Total - Genre,50 à 54 ans,46,4.0
2021,Manitoba,Population totale,Total - Genre,55 à 59 ans,46,4.6
2021,Manitoba,Population totale,Total - Genre,60 à 64 ans,46,6.0
2021,Manitoba,Population totale,Total - Genre,65 ans et plus,46,5.7
2021,Manitoba,Population totale,Total - Genre,65 à 69 ans,46,6.5
2021,Manitoba,Population totale,Total - Genre,70 ans et plus,46,
