Year,Units,Géographie,Infractions,Âge de l'accusé,Sexe de l'accusé,GeoCode,Value
2017/2018,Tribunaux pour adultes,Yukon,Délits de la route prévus au Code criminel,45 à 54 ans,"Total, le sexe de l'accusé",60,78.0
2017/2018,Tribunaux pour adultes,Yukon,Délits de la route prévus au Code criminel,45 à 54 ans,Hommes,60,168.0
2017/2018,Tribunaux pour adultes,Yukon,Délits de la route prévus au Code criminel,45 à 54 ans,Femmes,60,37.0
2017/2018,Tribunaux pour adultes,Yukon,Délits de la route prévus au Code criminel,45 à 54 ans,Sexe inconnu,60,0.0
2017/2018,Tribunaux pour adultes,Yukon,Délits de la route prévus au Code criminel,55 ans et plus,"Total, le sexe de l'accusé",60,107.0
2017/2018,Tribunaux pour adultes,Yukon,Délits de la route prévus au Code criminel,55 ans et plus,Hommes,60,108.0
2017/2018,Tribunaux pour adultes,Yukon,Délits de la route prévus au Code criminel,55 ans et plus,Femmes,60,29.0
2017/2018,Tribunaux pour adultes,Yukon,Délits de la route prévus au Code criminel,55 ans et plus,Sexe inconnu,60,0.0
2017/2018,Tribunaux pour adultes,Yukon,Délits de la route prévus au Code criminel,Autres âges,"Total, le sexe de l'accusé",60,106.0
2017/2018,Tribunaux pour adultes,Yukon,Délits de la route prévus au Code criminel,Autres âges,Hommes,60,106.0
2017/2018,Tribunaux pour adultes,Yukon,Délits de la route prévus au Code criminel,Autres âges,Femmes,60,0.0
2017/2018,Tribunaux pour adultes,Yukon,Délits de la route prévus au Code criminel,Autres âges,Sexe inconnu,60,0.0
2017/2018,Tribunaux pour adultes,Yukon,Délits de la route prévus au Code criminel,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",60,0.0
2017/2018,Tribunaux pour adultes,Yukon,Délits de la route prévus au Code criminel,Âge n'ayant pas lieu de figurer,Sociétés,60,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",61,92.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,"Total, l'âge de l'accusé",Hommes,61,91.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,"Total, l'âge de l'accusé",Femmes,61,85.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,"Total, l'âge de l'accusé",Sociétés,61,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,"Total, l'âge de l'accusé",Sexe inconnu,61,95.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,18 à 24 ans,"Total, le sexe de l'accusé",61,100.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,18 à 24 ans,Hommes,61,116.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,18 à 24 ans,Femmes,61,106.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,18 à 24 ans,Sexe inconnu,61,91.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,25 à 34 ans,"Total, le sexe de l'accusé",61,98.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,25 à 34 ans,Hommes,61,91.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,25 à 34 ans,Femmes,61,132.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,25 à 34 ans,Sexe inconnu,61,99.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,35 à 44 ans,"Total, le sexe de l'accusé",61,85.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,35 à 44 ans,Hommes,61,87.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,35 à 44 ans,Femmes,61,50.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,35 à 44 ans,Sexe inconnu,61,111.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,45 à 54 ans,"Total, le sexe de l'accusé",61,86.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,45 à 54 ans,Hommes,61,86.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,45 à 54 ans,Femmes,61,83.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,45 à 54 ans,Sexe inconnu,61,124.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,55 ans et plus,"Total, le sexe de l'accusé",61,114.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,55 ans et plus,Hommes,61,119.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,55 ans et plus,Femmes,61,141.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,55 ans et plus,Sexe inconnu,61,96.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,Autres âges,"Total, le sexe de l'accusé",61,52.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,Autres âges,Hommes,61,53.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,Autres âges,Femmes,61,37.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,Autres âges,Sexe inconnu,61,61.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",61,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions,Âge n'ayant pas lieu de figurer,Sociétés,61,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",61,91.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Hommes,61,89.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Femmes,61,85.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sociétés,61,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sexe inconnu,61,95.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,18 à 24 ans,"Total, le sexe de l'accusé",61,98.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,18 à 24 ans,Hommes,61,102.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,18 à 24 ans,Femmes,61,103.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,18 à 24 ans,Sexe inconnu,61,90.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,25 à 34 ans,"Total, le sexe de l'accusé",61,98.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,25 à 34 ans,Hommes,61,91.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,25 à 34 ans,Femmes,61,130.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,25 à 34 ans,Sexe inconnu,61,99.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,35 à 44 ans,"Total, le sexe de l'accusé",61,84.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,35 à 44 ans,Hommes,61,85.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,35 à 44 ans,Femmes,61,51.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,35 à 44 ans,Sexe inconnu,61,104.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,45 à 54 ans,"Total, le sexe de l'accusé",61,86.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,45 à 54 ans,Hommes,61,86.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,45 à 54 ans,Femmes,61,83.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,45 à 54 ans,Sexe inconnu,61,124.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,55 ans et plus,"Total, le sexe de l'accusé",61,113.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,55 ans et plus,Hommes,61,119.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,55 ans et plus,Femmes,61,141.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,55 ans et plus,Sexe inconnu,61,93.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,Autres âges,"Total, le sexe de l'accusé",61,56.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,Autres âges,Hommes,61,54.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,Autres âges,Femmes,61,37.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,Autres âges,Sexe inconnu,61,87.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",61,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Total des infractions au Code criminel,Âge n'ayant pas lieu de figurer,Sociétés,61,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",61,106.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,"Total, l'âge de l'accusé",Hommes,61,113.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,"Total, l'âge de l'accusé",Femmes,61,106.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,"Total, l'âge de l'accusé",Sociétés,61,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,"Total, l'âge de l'accusé",Sexe inconnu,61,102.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,18 à 24 ans,"Total, le sexe de l'accusé",61,130.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,18 à 24 ans,Hommes,61,157.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,18 à 24 ans,Femmes,61,159.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,18 à 24 ans,Sexe inconnu,61,97.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,"Total, le sexe de l'accusé",61,117.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Hommes,61,115.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Femmes,61,134.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,25 à 34 ans,Sexe inconnu,61,108.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",61,92.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Hommes,61,89.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Femmes,61,43.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,35 à 44 ans,Sexe inconnu,61,106.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",61,107.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Hommes,61,93.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Femmes,61,79.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,45 à 54 ans,Sexe inconnu,61,159.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,"Total, le sexe de l'accusé",61,117.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Hommes,61,128.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Femmes,61,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,55 ans et plus,Sexe inconnu,61,112.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,Autres âges,"Total, le sexe de l'accusé",61,87.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,Autres âges,Hommes,61,143.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,Autres âges,Femmes,61,86.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,Autres âges,Sexe inconnu,61,76.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",61,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre la personne,Âge n'ayant pas lieu de figurer,Sociétés,61,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",61,119.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,61,114.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,61,162.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,61,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,61,109.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,"Total, le sexe de l'accusé",61,113.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Hommes,61,116.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Femmes,61,162.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,18 à 24 ans,Sexe inconnu,61,86.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,"Total, le sexe de l'accusé",61,141.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Hommes,61,138.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Femmes,61,196.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,25 à 34 ans,Sexe inconnu,61,109.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,35 à 44 ans,"Total, le sexe de l'accusé",61,92.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,35 à 44 ans,Hommes,61,92.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,35 à 44 ans,Femmes,61,64.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,35 à 44 ans,Sexe inconnu,61,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,45 à 54 ans,"Total, le sexe de l'accusé",61,65.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,45 à 54 ans,Hommes,61,43.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,45 à 54 ans,Femmes,61,176.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,45 à 54 ans,Sexe inconnu,61,386.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,55 ans et plus,"Total, le sexe de l'accusé",61,128.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,55 ans et plus,Hommes,61,114.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,55 ans et plus,Femmes,61,141.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,55 ans et plus,Sexe inconnu,61,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,Autres âges,"Total, le sexe de l'accusé",61,153.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,Autres âges,Hommes,61,133.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,Autres âges,Femmes,61,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,Autres âges,Sexe inconnu,61,172.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",61,0.0
2017/2018,Tribunaux pour adultes,Territoires du Nord-Ouest,Infractions contre les biens,Âge n'ayant pas lieu de figurer,Sociétés,61,0.0
