Year,Géographie,Genre,Groupe d'âge,Caractéristiques démographiques déterminées,GeoCode,Value
2016,Ontario,Total,75 ans et plus,Identité autochtone,35,35.7
2016,Ontario,Total,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),35,32.4
2016,Ontario,Total,75 ans et plus,Métis,35,38.4
2016,Ontario,Total,75 ans et plus,Inuk (Inuit),35,40.0
2016,Ontario,Total,75 ans et plus,Identité non autochtone,35,56.3
2016,Ontario,Hommes,Total,Total,35,79.5
2016,Ontario,Hommes,Total,Non-immigrants,35,78.6
2016,Ontario,Hommes,Total,Immigrants,35,81.0
2016,Ontario,Hommes,Total,Résidents non permanents,35,87.9
2016,Ontario,Hommes,Total,Total de la population des minorités visibles,35,82.8
2016,Ontario,Hommes,Total,Pas une minorité visible,35,78.3
2016,Ontario,Hommes,Total,Identité autochtone,35,63.5
2016,Ontario,Hommes,Total,Premières Nations (Indien de l'Amérique du Nord),35,58.7
2016,Ontario,Hommes,Total,Métis,35,71.1
2016,Ontario,Hommes,Total,Inuk (Inuit),35,65.6
2016,Ontario,Hommes,Total,Identité non autochtone,35,80.0
2016,Ontario,Hommes,15 à 24 ans,Total,35,65.2
2016,Ontario,Hommes,15 à 24 ans,Non-immigrants,35,63.1
2016,Ontario,Hommes,15 à 24 ans,Immigrants,35,70.6
2016,Ontario,Hommes,15 à 24 ans,Résidents non permanents,35,85.1
2016,Ontario,Hommes,15 à 24 ans,Total de la population des minorités visibles,35,69.1
2016,Ontario,Hommes,15 à 24 ans,Pas une minorité visible,35,63.0
2016,Ontario,Hommes,15 à 24 ans,Identité autochtone,35,48.8
2016,Ontario,Hommes,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),35,44.3
2016,Ontario,Hommes,15 à 24 ans,Métis,35,57.5
2016,Ontario,Hommes,15 à 24 ans,Inuk (Inuit),35,46.6
2016,Ontario,Hommes,15 à 24 ans,Identité non autochtone,35,65.8
2016,Ontario,Hommes,25 à 64 ans,Total,35,86.4
2016,Ontario,Hommes,25 à 64 ans,Non-immigrants,35,86.2
2016,Ontario,Hommes,25 à 64 ans,Immigrants,35,86.8
2016,Ontario,Hommes,25 à 64 ans,Résidents non permanents,35,90.3
2016,Ontario,Hommes,25 à 64 ans,Total de la population des minorités visibles,35,88.4
2016,Ontario,Hommes,25 à 64 ans,Pas une minorité visible,35,85.7
2016,Ontario,Hommes,25 à 64 ans,Identité autochtone,35,71.1
2016,Ontario,Hommes,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),35,66.1
2016,Ontario,Hommes,25 à 64 ans,Métis,35,79.1
2016,Ontario,Hommes,25 à 64 ans,Inuk (Inuit),35,72.3
2016,Ontario,Hommes,25 à 64 ans,Identité non autochtone,35,86.8
2016,Ontario,Hommes,65 à 74 ans,Total,35,74.2
2016,Ontario,Hommes,65 à 74 ans,Non-immigrants,35,73.2
2016,Ontario,Hommes,65 à 74 ans,Immigrants,35,75.7
2016,Ontario,Hommes,65 à 74 ans,Résidents non permanents,35,71.4
2016,Ontario,Hommes,65 à 74 ans,Total de la population des minorités visibles,35,79.3
2016,Ontario,Hommes,65 à 74 ans,Pas une minorité visible,35,73.1
2016,Ontario,Hommes,65 à 74 ans,Identité autochtone,35,52.5
2016,Ontario,Hommes,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),35,48.8
2016,Ontario,Hommes,65 à 74 ans,Métis,35,56.4
2016,Ontario,Hommes,65 à 74 ans,Inuk (Inuit),35,92.9
2016,Ontario,Hommes,65 à 74 ans,Identité non autochtone,35,74.6
2016,Ontario,Hommes,75 ans et plus,Total,35,57.3
2016,Ontario,Hommes,75 ans et plus,Non-immigrants,35,55.5
2016,Ontario,Hommes,75 ans et plus,Immigrants,35,59.2
2016,Ontario,Hommes,75 ans et plus,Résidents non permanents,35,59.1
2016,Ontario,Hommes,75 ans et plus,Total de la population des minorités visibles,35,68.7
2016,Ontario,Hommes,75 ans et plus,Pas une minorité visible,35,55.0
2016,Ontario,Hommes,75 ans et plus,Identité autochtone,35,34.5
2016,Ontario,Hommes,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),35,31.6
2016,Ontario,Hommes,75 ans et plus,Métis,35,35.6
2016,Ontario,Hommes,75 ans et plus,Inuk (Inuit),35,0.0
2016,Ontario,Hommes,75 ans et plus,Identité non autochtone,35,57.5
2016,Ontario,Femmes,Total,Total,35,81.5
2016,Ontario,Femmes,Total,Non-immigrants,35,82.4
2016,Ontario,Femmes,Total,Immigrants,35,79.5
2016,Ontario,Femmes,Total,Résidents non permanents,35,88.4
2016,Ontario,Femmes,Total,Total de la population des minorités visibles,35,82.0
2016,Ontario,Femmes,Total,Pas une minorité visible,35,81.2
2016,Ontario,Femmes,Total,Identité autochtone,35,70.1
2016,Ontario,Femmes,Total,Premières Nations (Indien de l'Amérique du Nord),35,66.0
2016,Ontario,Femmes,Total,Métis,35,77.5
2016,Ontario,Femmes,Total,Inuk (Inuit),35,66.4
2016,Ontario,Femmes,Total,Identité non autochtone,35,81.8
2016,Ontario,Femmes,15 à 24 ans,Total,35,67.8
2016,Ontario,Femmes,15 à 24 ans,Non-immigrants,35,66.1
2016,Ontario,Femmes,15 à 24 ans,Immigrants,35,72.4
2016,Ontario,Femmes,15 à 24 ans,Résidents non permanents,35,86.0
2016,Ontario,Femmes,15 à 24 ans,Total de la population des minorités visibles,35,70.9
2016,Ontario,Femmes,15 à 24 ans,Pas une minorité visible,35,66.1
2016,Ontario,Femmes,15 à 24 ans,Identité autochtone,35,54.2
2016,Ontario,Femmes,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),35,49.9
2016,Ontario,Femmes,15 à 24 ans,Métis,35,62.7
2016,Ontario,Femmes,15 à 24 ans,Inuk (Inuit),35,56.1
2016,Ontario,Femmes,15 à 24 ans,Identité non autochtone,35,68.4
2016,Ontario,Femmes,25 à 64 ans,Total,35,89.4
2016,Ontario,Femmes,25 à 64 ans,Non-immigrants,35,90.5
2016,Ontario,Femmes,25 à 64 ans,Immigrants,35,87.2
2016,Ontario,Femmes,25 à 64 ans,Résidents non permanents,35,91.3
2016,Ontario,Femmes,25 à 64 ans,Total de la population des minorités visibles,35,88.3
2016,Ontario,Femmes,25 à 64 ans,Pas une minorité visible,35,89.8
2016,Ontario,Femmes,25 à 64 ans,Identité autochtone,35,78.0
2016,Ontario,Femmes,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),35,74.0
2016,Ontario,Femmes,25 à 64 ans,Métis,35,85.1
2016,Ontario,Femmes,25 à 64 ans,Inuk (Inuit),35,71.1
2016,Ontario,Femmes,25 à 64 ans,Identité non autochtone,35,89.7
2016,Ontario,Femmes,65 à 74 ans,Total,35,73.3
2016,Ontario,Femmes,65 à 74 ans,Non-immigrants,35,75.9
2016,Ontario,Femmes,65 à 74 ans,Immigrants,35,69.9
2016,Ontario,Femmes,65 à 74 ans,Résidents non permanents,35,61.4
2016,Ontario,Femmes,65 à 74 ans,Total de la population des minorités visibles,35,70.1
2016,Ontario,Femmes,65 à 74 ans,Pas une minorité visible,35,74.0
2016,Ontario,Femmes,65 à 74 ans,Identité autochtone,35,57.3
2016,Ontario,Femmes,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),35,54.3
2016,Ontario,Femmes,65 à 74 ans,Métis,35,60.8
2016,Ontario,Femmes,65 à 74 ans,Inuk (Inuit),35,58.3
2016,Ontario,Femmes,65 à 74 ans,Identité non autochtone,35,73.6
2016,Ontario,Femmes,75 ans et plus,Total,35,55.1
2016,Ontario,Femmes,75 ans et plus,Non-immigrants,35,59.7
2016,Ontario,Femmes,75 ans et plus,Immigrants,35,49.8
2016,Ontario,Femmes,75 ans et plus,Résidents non permanents,35,46.5
2016,Ontario,Femmes,75 ans et plus,Total de la population des minorités visibles,35,50.9
2016,Ontario,Femmes,75 ans et plus,Pas une minorité visible,35,55.9
2016,Ontario,Femmes,75 ans et plus,Identité autochtone,35,36.5
2016,Ontario,Femmes,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),35,32.9
2016,Ontario,Femmes,75 ans et plus,Métis,35,41.0
2016,Ontario,Femmes,75 ans et plus,Inuk (Inuit),35,28.6
2016,Ontario,Femmes,75 ans et plus,Identité non autochtone,35,55.3
2016,Manitoba,Total,Total,Total,46,75.3
2016,Manitoba,Total,Total,Non-immigrants,46,74.0
2016,Manitoba,Total,Total,Immigrants,46,79.1
2016,Manitoba,Total,Total,Résidents non permanents,46,90.6
2016,Manitoba,Total,Total,Total de la population des minorités visibles,46,84.3
2016,Manitoba,Total,Total,Pas une minorité visible,46,73.5
2016,Manitoba,Total,Total,Identité autochtone,46,55.2
2016,Manitoba,Total,Total,Premières Nations (Indien de l'Amérique du Nord),46,44.6
2016,Manitoba,Total,Total,Métis,46,68.1
2016,Manitoba,Total,Total,Inuk (Inuit),46,59.2
2016,Manitoba,Total,Total,Identité non autochtone,46,78.9
2016,Manitoba,Total,15 à 24 ans,Total,46,59.3
2016,Manitoba,Total,15 à 24 ans,Non-immigrants,46,57.8
2016,Manitoba,Total,15 à 24 ans,Immigrants,46,60.3
2016,Manitoba,Total,15 à 24 ans,Résidents non permanents,46,87.7
2016,Manitoba,Total,15 à 24 ans,Total de la population des minorités visibles,46,67.8
2016,Manitoba,Total,15 à 24 ans,Pas une minorité visible,46,57.0
2016,Manitoba,Total,15 à 24 ans,Identité autochtone,46,39.4
2016,Manitoba,Total,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),46,29.6
2016,Manitoba,Total,15 à 24 ans,Métis,46,55.1
2016,Manitoba,Total,15 à 24 ans,Inuk (Inuit),46,52.2
2016,Manitoba,Total,15 à 24 ans,Identité non autochtone,46,65.6
2016,Manitoba,Total,25 à 64 ans,Total,46,83.2
2016,Manitoba,Total,25 à 64 ans,Non-immigrants,46,82.0
2016,Manitoba,Total,25 à 64 ans,Immigrants,46,86.6
2016,Manitoba,Total,25 à 64 ans,Résidents non permanents,46,93.5
2016,Manitoba,Total,25 à 64 ans,Total de la population des minorités visibles,46,91.2
2016,Manitoba,Total,25 à 64 ans,Pas une minorité visible,46,81.4
2016,Manitoba,Total,25 à 64 ans,Identité autochtone,46,63.4
2016,Manitoba,Total,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),46,52.8
2016,Manitoba,Total,25 à 64 ans,Métis,46,75.6
2016,Manitoba,Total,25 à 64 ans,Inuk (Inuit),46,63.3
2016,Manitoba,Total,25 à 64 ans,Identité non autochtone,46,86.8
2016,Manitoba,Total,65 à 74 ans,Total,46,67.8
2016,Manitoba,Total,65 à 74 ans,Non-immigrants,46,66.9
2016,Manitoba,Total,65 à 74 ans,Immigrants,46,71.4
2016,Manitoba,Total,65 à 74 ans,Résidents non permanents,46,43.8
2016,Manitoba,Total,65 à 74 ans,Total de la population des minorités visibles,46,73.9
2016,Manitoba,Total,65 à 74 ans,Pas une minorité visible,46,67.2
2016,Manitoba,Total,65 à 74 ans,Identité autochtone,46,44.8
2016,Manitoba,Total,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),46,34.6
2016,Manitoba,Total,65 à 74 ans,Métis,46,52.8
2016,Manitoba,Total,65 à 74 ans,Inuk (Inuit),46,75.0
2016,Manitoba,Total,65 à 74 ans,Identité non autochtone,46,69.9
2016,Manitoba,Total,75 ans et plus,Total,46,52.2
2016,Manitoba,Total,75 ans et plus,Non-immigrants,46,51.9
2016,Manitoba,Total,75 ans et plus,Immigrants,46,52.9
2016,Manitoba,Total,75 ans et plus,Résidents non permanents,46,50.0
2016,Manitoba,Total,75 ans et plus,Total de la population des minorités visibles,46,55.0
2016,Manitoba,Total,75 ans et plus,Pas une minorité visible,46,52.0
2016,Manitoba,Total,75 ans et plus,Identité autochtone,46,24.3
2016,Manitoba,Total,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),46,16.8
2016,Manitoba,Total,75 ans et plus,Métis,46,29.3
2016,Manitoba,Total,75 ans et plus,Inuk (Inuit),46,0.0
2016,Manitoba,Total,75 ans et plus,Identité non autochtone,46,53.5
2016,Manitoba,Hommes,Total,Total,46,73.0
2016,Manitoba,Hommes,Total,Non-immigrants,46,70.9
2016,Manitoba,Hommes,Total,Immigrants,46,79.4
2016,Manitoba,Hommes,Total,Résidents non permanents,46,91.1
2016,Manitoba,Hommes,Total,Total de la population des minorités visibles,46,84.7
2016,Manitoba,Hommes,Total,Pas une minorité visible,46,70.6
2016,Manitoba,Hommes,Total,Identité autochtone,46,50.2
2016,Manitoba,Hommes,Total,Premières Nations (Indien de l'Amérique du Nord),46,38.7
2016,Manitoba,Hommes,Total,Métis,46,63.9
2016,Manitoba,Hommes,Total,Inuk (Inuit),46,51.4
2016,Manitoba,Hommes,Total,Identité non autochtone,46,77.0
2016,Manitoba,Hommes,15 à 24 ans,Total,46,57.9
2016,Manitoba,Hommes,15 à 24 ans,Non-immigrants,46,56.0
2016,Manitoba,Hommes,15 à 24 ans,Immigrants,46,59.0
2016,Manitoba,Hommes,15 à 24 ans,Résidents non permanents,46,88.5
2016,Manitoba,Hommes,15 à 24 ans,Total de la population des minorités visibles,46,67.6
2016,Manitoba,Hommes,15 à 24 ans,Pas une minorité visible,46,55.2
2016,Manitoba,Hommes,15 à 24 ans,Identité autochtone,46,36.9
2016,Manitoba,Hommes,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),46,27.3
2016,Manitoba,Hommes,15 à 24 ans,Métis,46,52.1
2016,Manitoba,Hommes,15 à 24 ans,Inuk (Inuit),46,33.3
2016,Manitoba,Hommes,15 à 24 ans,Identité non autochtone,46,64.4
2016,Manitoba,Hommes,25 à 64 ans,Total,46,80.1
2016,Manitoba,Hommes,25 à 64 ans,Non-immigrants,46,78.2
2016,Manitoba,Hommes,25 à 64 ans,Immigrants,46,86.2
2016,Manitoba,Hommes,25 à 64 ans,Résidents non permanents,46,93.7
2016,Manitoba,Hommes,25 à 64 ans,Total de la population des minorités visibles,46,91.3
2016,Manitoba,Hommes,25 à 64 ans,Pas une minorité visible,46,77.7
2016,Manitoba,Hommes,25 à 64 ans,Identité autochtone,46,57.4
2016,Manitoba,Hommes,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),46,45.3
2016,Manitoba,Hommes,25 à 64 ans,Métis,46,70.7
2016,Manitoba,Hommes,25 à 64 ans,Inuk (Inuit),46,61.9
2016,Manitoba,Hommes,25 à 64 ans,Identité non autochtone,46,84.0
2016,Manitoba,Hommes,65 à 74 ans,Total,46,66.3
2016,Manitoba,Hommes,65 à 74 ans,Non-immigrants,46,64.4
2016,Manitoba,Hommes,65 à 74 ans,Immigrants,46,73.8
2016,Manitoba,Hommes,65 à 74 ans,Résidents non permanents,46,50.0
2016,Manitoba,Hommes,65 à 74 ans,Total de la population des minorités visibles,46,79.2
2016,Manitoba,Hommes,65 à 74 ans,Pas une minorité visible,46,65.1
2016,Manitoba,Hommes,65 à 74 ans,Identité autochtone,46,42.2
2016,Manitoba,Hommes,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),46,32.1
2016,Manitoba,Hommes,65 à 74 ans,Métis,46,50.2
2016,Manitoba,Hommes,65 à 74 ans,Inuk (Inuit),46,66.7
2016,Manitoba,Hommes,65 à 74 ans,Identité non autochtone,46,68.4
2016,Manitoba,Hommes,75 ans et plus,Total,46,51.5
2016,Manitoba,Hommes,75 ans et plus,Non-immigrants,46,49.2
2016,Manitoba,Hommes,75 ans et plus,Immigrants,46,59.5
2016,Manitoba,Hommes,75 ans et plus,Résidents non permanents,46,60.0
2016,Manitoba,Hommes,75 ans et plus,Total de la population des minorités visibles,46,66.8
2016,Manitoba,Hommes,75 ans et plus,Pas une minorité visible,46,50.5
2016,Manitoba,Hommes,75 ans et plus,Identité autochtone,46,22.9
2016,Manitoba,Hommes,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),46,13.3
2016,Manitoba,Hommes,75 ans et plus,Métis,46,28.0
2016,Manitoba,Hommes,75 ans et plus,Inuk (Inuit),46,0.0
2016,Manitoba,Hommes,75 ans et plus,Identité non autochtone,46,52.8
2016,Manitoba,Femmes,Total,Total,46,77.5
2016,Manitoba,Femmes,Total,Non-immigrants,46,77.0
2016,Manitoba,Femmes,Total,Immigrants,46,78.8
2016,Manitoba,Femmes,Total,Résidents non permanents,46,89.9
2016,Manitoba,Femmes,Total,Total de la population des minorités visibles,46,83.9
2016,Manitoba,Femmes,Total,Pas une minorité visible,46,76.2
2016,Manitoba,Femmes,Total,Identité autochtone,46,59.6
2016,Manitoba,Femmes,Total,Premières Nations (Indien de l'Amérique du Nord),46,49.8
2016,Manitoba,Femmes,Total,Métis,46,72.1
2016,Manitoba,Femmes,Total,Inuk (Inuit),46,65.9
2016,Manitoba,Femmes,Total,Identité non autochtone,46,80.9
2016,Manitoba,Femmes,15 à 24 ans,Total,46,60.7
2016,Manitoba,Femmes,15 à 24 ans,Non-immigrants,46,59.6
2016,Manitoba,Femmes,15 à 24 ans,Immigrants,46,61.8
2016,Manitoba,Femmes,15 à 24 ans,Résidents non permanents,46,86.2
2016,Manitoba,Femmes,15 à 24 ans,Total de la population des minorités visibles,46,68.1
2016,Manitoba,Femmes,15 à 24 ans,Pas une minorité visible,46,58.8
2016,Manitoba,Femmes,15 à 24 ans,Identité autochtone,46,42.0
2016,Manitoba,Femmes,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),46,31.9
2016,Manitoba,Femmes,15 à 24 ans,Métis,46,58.0
2016,Manitoba,Femmes,15 à 24 ans,Inuk (Inuit),46,72.7
2016,Manitoba,Femmes,15 à 24 ans,Identité non autochtone,46,66.9
2016,Manitoba,Femmes,25 à 64 ans,Total,46,86.1
2016,Manitoba,Femmes,25 à 64 ans,Non-immigrants,46,85.8
2016,Manitoba,Femmes,25 à 64 ans,Immigrants,46,87.0
2016,Manitoba,Femmes,25 à 64 ans,Résidents non permanents,46,93.4
2016,Manitoba,Femmes,25 à 64 ans,Total de la population des minorités visibles,46,91.1
2016,Manitoba,Femmes,25 à 64 ans,Pas une minorité visible,46,85.0
2016,Manitoba,Femmes,25 à 64 ans,Identité autochtone,46,68.6
2016,Manitoba,Femmes,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),46,59.2
2016,Manitoba,Femmes,25 à 64 ans,Métis,46,80.2
2016,Manitoba,Femmes,25 à 64 ans,Inuk (Inuit),46,65.5
2016,Manitoba,Femmes,25 à 64 ans,Identité non autochtone,46,89.5
2016,Manitoba,Femmes,65 à 74 ans,Total,46,69.2
2016,Manitoba,Femmes,65 à 74 ans,Non-immigrants,46,69.3
2016,Manitoba,Femmes,65 à 74 ans,Immigrants,46,69.1
2016,Manitoba,Femmes,65 à 74 ans,Résidents non permanents,46,37.5
2016,Manitoba,Femmes,65 à 74 ans,Total de la population des minorités visibles,46,69.4
2016,Manitoba,Femmes,65 à 74 ans,Pas une minorité visible,46,69.2
2016,Manitoba,Femmes,65 à 74 ans,Identité autochtone,46,46.9
2016,Manitoba,Femmes,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),46,36.8
2016,Manitoba,Femmes,65 à 74 ans,Métis,46,55.6
2016,Manitoba,Femmes,65 à 74 ans,Inuk (Inuit),46,100.0
2016,Manitoba,Femmes,65 à 74 ans,Identité non autochtone,46,71.3
2016,Manitoba,Femmes,75 ans et plus,Total,46,52.7
2016,Manitoba,Femmes,75 ans et plus,Non-immigrants,46,54.0
2016,Manitoba,Femmes,75 ans et plus,Immigrants,46,47.9
2016,Manitoba,Femmes,75 ans et plus,Résidents non permanents,46,45.5
2016,Manitoba,Femmes,75 ans et plus,Total de la population des minorités visibles,46,46.1
2016,Manitoba,Femmes,75 ans et plus,Pas une minorité visible,46,53.1
2016,Manitoba,Femmes,75 ans et plus,Identité autochtone,46,25.3
2016,Manitoba,Femmes,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),46,18.4
2016,Manitoba,Femmes,75 ans et plus,Métis,46,30.6
2016,Manitoba,Femmes,75 ans et plus,Inuk (Inuit),46,0.0
2016,Manitoba,Femmes,75 ans et plus,Identité non autochtone,46,54.1
2016,Saskatchewan,Total,Total,Total,47,76.7
2016,Saskatchewan,Total,Total,Non-immigrants,47,75.6
2016,Saskatchewan,Total,Total,Immigrants,47,83.5
2016,Saskatchewan,Total,Total,Résidents non permanents,47,92.1
2016,Saskatchewan,Total,Total,Total de la population des minorités visibles,47,85.0
2016,Saskatchewan,Total,Total,Pas une minorité visible,47,75.8
2016,Saskatchewan,Total,Total,Identité autochtone,47,57.2
2016,Saskatchewan,Total,Total,Premières Nations (Indien de l'Amérique du Nord),47,50.2
2016,Saskatchewan,Total,Total,Métis,47,69.0
2016,Saskatchewan,Total,Total,Inuk (Inuit),47,67.3
2016,Saskatchewan,Total,Total,Identité non autochtone,47,79.8
2016,Saskatchewan,Total,15 à 24 ans,Total,47,58.4
2016,Saskatchewan,Total,15 à 24 ans,Non-immigrants,47,57.7
2016,Saskatchewan,Total,15 à 24 ans,Immigrants,47,59.3
2016,Saskatchewan,Total,15 à 24 ans,Résidents non permanents,47,83.1
2016,Saskatchewan,Total,15 à 24 ans,Total de la population des minorités visibles,47,64.2
2016,Saskatchewan,Total,15 à 24 ans,Pas une minorité visible,47,57.5
2016,Saskatchewan,Total,15 à 24 ans,Identité autochtone,47,40.7
2016,Saskatchewan,Total,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),47,35.1
2016,Saskatchewan,Total,15 à 24 ans,Métis,47,52.8
2016,Saskatchewan,Total,15 à 24 ans,Inuk (Inuit),47,66.7
2016,Saskatchewan,Total,15 à 24 ans,Identité non autochtone,47,63.8
2016,Saskatchewan,Total,25 à 64 ans,Total,47,85.5
2016,Saskatchewan,Total,25 à 64 ans,Non-immigrants,47,84.6
2016,Saskatchewan,Total,25 à 64 ans,Immigrants,47,90.3
2016,Saskatchewan,Total,25 à 64 ans,Résidents non permanents,47,96.0
2016,Saskatchewan,Total,25 à 64 ans,Total de la population des minorités visibles,47,91.5
2016,Saskatchewan,Total,25 à 64 ans,Pas une minorité visible,47,84.7
2016,Saskatchewan,Total,25 à 64 ans,Identité autochtone,47,66.0
2016,Saskatchewan,Total,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),47,58.7
2016,Saskatchewan,Total,25 à 64 ans,Métis,47,77.5
2016,Saskatchewan,Total,25 à 64 ans,Inuk (Inuit),47,67.6
2016,Saskatchewan,Total,25 à 64 ans,Identité non autochtone,47,88.5
2016,Saskatchewan,Total,65 à 74 ans,Total,47,69.5
2016,Saskatchewan,Total,65 à 74 ans,Non-immigrants,47,68.6
2016,Saskatchewan,Total,65 à 74 ans,Immigrants,47,79.0
2016,Saskatchewan,Total,65 à 74 ans,Résidents non permanents,47,70.6
2016,Saskatchewan,Total,65 à 74 ans,Total de la population des minorités visibles,47,72.3
2016,Saskatchewan,Total,65 à 74 ans,Pas une minorité visible,47,69.3
2016,Saskatchewan,Total,65 à 74 ans,Identité autochtone,47,46.3
2016,Saskatchewan,Total,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),47,39.2
2016,Saskatchewan,Total,65 à 74 ans,Métis,47,54.1
2016,Saskatchewan,Total,65 à 74 ans,Inuk (Inuit),47,100.0
