Year,Geography,Age group and family type,Statistics,GeoCode,Value
2012,Prince Edward Island,Persons under 18 years old,Persons who are asset resilient for at least 3 months,11,48.7
2012,Prince Edward Island,Persons under 18 years old,Persons who are asset resilient for at least 6 months,11,42.9
2012,Prince Edward Island,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,11,63.5
2012,Prince Edward Island,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,11,53.4
2012,Prince Edward Island,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,11,45.2
2012,Prince Edward Island,Persons 65 years and older,Persons who are asset resilient for at least 1 month,11,75.3
2012,Prince Edward Island,Persons 65 years and older,Persons who are asset resilient for at least 3 months,11,66.0
2012,Prince Edward Island,Persons 65 years and older,Persons who are asset resilient for at least 6 months,11,62.5
2012,Prince Edward Island,Persons in an economic family,Persons who are asset resilient for at least 1 month,11,62.5
2012,Prince Edward Island,Persons in an economic family,Persons who are asset resilient for at least 3 months,11,53.2
2012,Prince Edward Island,Persons in an economic family,Persons who are asset resilient for at least 6 months,11,45.8
2012,Prince Edward Island,Persons in a couple only family,Persons who are asset resilient for at least 1 month,11,66.8
2012,Prince Edward Island,Persons in a couple only family,Persons who are asset resilient for at least 3 months,11,56.7
2012,Prince Edward Island,Persons in a couple only family,Persons who are asset resilient for at least 6 months,11,49.1
2012,Prince Edward Island,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,11,60.8
2012,Prince Edward Island,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,11,54.1
2012,Prince Edward Island,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,11,47.5
2012,Prince Edward Island,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,11,35.6
2012,Prince Edward Island,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,11,35.6
2012,Prince Edward Island,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,11,35.6
2012,Prince Edward Island,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,11,68.4
2012,Prince Edward Island,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,11,51.3
2012,Prince Edward Island,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,11,39.9
2012,Prince Edward Island,Persons not in an economic family,Persons who are asset resilient for at least 1 month,11,70.5
2012,Prince Edward Island,Persons not in an economic family,Persons who are asset resilient for at least 3 months,11,62.8
2012,Prince Edward Island,Persons not in an economic family,Persons who are asset resilient for at least 6 months,11,58.6
2012,Nova Scotia,Persons all ages and family types,Persons who are asset resilient for at least 1 month,12,68.5
2012,Nova Scotia,Persons all ages and family types,Persons who are asset resilient for at least 3 months,12,60.9
2012,Nova Scotia,Persons all ages and family types,Persons who are asset resilient for at least 6 months,12,50.1
2012,Nova Scotia,Persons under 18 years old,Persons who are asset resilient for at least 1 month,12,58.8
2012,Nova Scotia,Persons under 18 years old,Persons who are asset resilient for at least 3 months,12,52.1
2012,Nova Scotia,Persons under 18 years old,Persons who are asset resilient for at least 6 months,12,43.9
2012,Nova Scotia,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,12,69.9
2012,Nova Scotia,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,12,63.3
2012,Nova Scotia,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,12,50.2
2012,Nova Scotia,Persons 65 years and older,Persons who are asset resilient for at least 1 month,12,73.7
2012,Nova Scotia,Persons 65 years and older,Persons who are asset resilient for at least 3 months,12,61.2
2012,Nova Scotia,Persons 65 years and older,Persons who are asset resilient for at least 6 months,12,56.0
2012,Nova Scotia,Persons in an economic family,Persons who are asset resilient for at least 1 month,12,69.1
2012,Nova Scotia,Persons in an economic family,Persons who are asset resilient for at least 3 months,12,61.2
2012,Nova Scotia,Persons in an economic family,Persons who are asset resilient for at least 6 months,12,52.7
2012,Nova Scotia,Persons in a couple only family,Persons who are asset resilient for at least 1 month,12,75.1
2012,Nova Scotia,Persons in a couple only family,Persons who are asset resilient for at least 3 months,12,65.8
2012,Nova Scotia,Persons in a couple only family,Persons who are asset resilient for at least 6 months,12,57.7
2012,Nova Scotia,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,12,67.2
2012,Nova Scotia,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,12,63.2
2012,Nova Scotia,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,12,52.3
2012,Nova Scotia,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,12,33.5
2012,Nova Scotia,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,12,19.9
2012,Nova Scotia,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,12,19.9
2012,Nova Scotia,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,12,74.5
2012,Nova Scotia,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,12,63.8
2012,Nova Scotia,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,12,56.2
2012,Nova Scotia,Persons not in an economic family,Persons who are asset resilient for at least 1 month,12,65.7
2012,Nova Scotia,Persons not in an economic family,Persons who are asset resilient for at least 3 months,12,59.2
2012,Nova Scotia,Persons not in an economic family,Persons who are asset resilient for at least 6 months,12,36.7
2012,New Brunswick,Persons all ages and family types,Persons who are asset resilient for at least 1 month,13,65.7
2012,New Brunswick,Persons all ages and family types,Persons who are asset resilient for at least 3 months,13,53.3
2012,New Brunswick,Persons all ages and family types,Persons who are asset resilient for at least 6 months,13,46.0
2012,New Brunswick,Persons under 18 years old,Persons who are asset resilient for at least 1 month,13,59.6
2012,New Brunswick,Persons under 18 years old,Persons who are asset resilient for at least 3 months,13,44.7
2012,New Brunswick,Persons under 18 years old,Persons who are asset resilient for at least 6 months,13,35.0
2012,New Brunswick,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,13,65.9
2012,New Brunswick,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,13,54.1
2012,New Brunswick,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,13,48.0
2012,New Brunswick,Persons 65 years and older,Persons who are asset resilient for at least 1 month,13,72.1
2012,New Brunswick,Persons 65 years and older,Persons who are asset resilient for at least 3 months,13,59.9
2012,New Brunswick,Persons 65 years and older,Persons who are asset resilient for at least 6 months,13,50.3
2012,New Brunswick,Persons in an economic family,Persons who are asset resilient for at least 1 month,13,67.2
2012,New Brunswick,Persons in an economic family,Persons who are asset resilient for at least 3 months,13,55.0
2012,New Brunswick,Persons in an economic family,Persons who are asset resilient for at least 6 months,13,47.2
2012,New Brunswick,Persons in a couple only family,Persons who are asset resilient for at least 1 month,13,74.9
2012,New Brunswick,Persons in a couple only family,Persons who are asset resilient for at least 3 months,13,65.2
2012,New Brunswick,Persons in a couple only family,Persons who are asset resilient for at least 6 months,13,56.0
2012,New Brunswick,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,13,66.5
2012,New Brunswick,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,13,50.0
2012,New Brunswick,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,13,40.8
2012,New Brunswick,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,13,32.0
2012,New Brunswick,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,13,24.9
2012,New Brunswick,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,13,21.1
2012,New Brunswick,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,13,66.6
2012,New Brunswick,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,13,58.4
2012,New Brunswick,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,13,54.7
2012,New Brunswick,Persons not in an economic family,Persons who are asset resilient for at least 1 month,13,57.7
2012,New Brunswick,Persons not in an economic family,Persons who are asset resilient for at least 3 months,13,43.5
