Year,Geography,Type of work,National Occupational Classification (NOC),Age,GeoCode,Value
2015,Manitoba,Full-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,46,
2015,Manitoba,Full-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,46,0.88
2015,Manitoba,Full-time employees,"Occupations in art, culture, recreation and sport",55 years and over,46,
2015,Manitoba,Full-time employees,Sales and service occupations,15 years and over,46,0.89
2015,Manitoba,Full-time employees,Sales and service occupations,15 to 24 years,46,1.04
2015,Manitoba,Full-time employees,Sales and service occupations,25 to 54 years,46,0.81
2015,Manitoba,Full-time employees,Sales and service occupations,55 years and over,46,0.86
2015,Manitoba,Full-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,46,0.85
2015,Manitoba,Full-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,46,0.83
2015,Manitoba,Full-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,46,0.81
2015,Manitoba,Full-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,46,0.86
2015,Manitoba,Full-time employees,"Natural resources, agriculture and related production occupations",15 years and over,46,0.86
2015,Manitoba,Full-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,46,
2015,Manitoba,Full-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,46,0.86
2015,Manitoba,Full-time employees,"Natural resources, agriculture and related production occupations",55 years and over,46,
2015,Manitoba,Full-time employees,Occupations in manufacturing and utilities,15 years and over,46,0.79
2015,Manitoba,Full-time employees,Occupations in manufacturing and utilities,15 to 24 years,46,
2015,Manitoba,Full-time employees,Occupations in manufacturing and utilities,25 to 54 years,46,0.79
2015,Manitoba,Full-time employees,Occupations in manufacturing and utilities,55 years and over,46,0.7
2015,Manitoba,Part-time employees,"Total employees, all occupations",15 years and over,46,1.13
2015,Manitoba,Part-time employees,"Total employees, all occupations",15 to 24 years,46,1.04
2015,Manitoba,Part-time employees,"Total employees, all occupations",25 to 54 years,46,1.14
2015,Manitoba,Part-time employees,"Total employees, all occupations",55 years and over,46,1.0
2015,Manitoba,Part-time employees,Management occupations,15 years and over,46,
2015,Manitoba,Part-time employees,Management occupations,15 to 24 years,46,
2015,Manitoba,Part-time employees,Management occupations,25 to 54 years,46,
2015,Manitoba,Part-time employees,Management occupations,55 years and over,46,
2015,Manitoba,Part-time employees,"Business, finance and administration occupations",15 years and over,46,1.14
2015,Manitoba,Part-time employees,"Business, finance and administration occupations",15 to 24 years,46,
2015,Manitoba,Part-time employees,"Business, finance and administration occupations",25 to 54 years,46,1.46
2015,Manitoba,Part-time employees,"Business, finance and administration occupations",55 years and over,46,0.64
2015,Manitoba,Part-time employees,Natural and applied sciences and related occupations,15 years and over,46,
2015,Manitoba,Part-time employees,Natural and applied sciences and related occupations,15 to 24 years,46,
2015,Manitoba,Part-time employees,Natural and applied sciences and related occupations,25 to 54 years,46,
2015,Manitoba,Part-time employees,Natural and applied sciences and related occupations,55 years and over,46,
2015,Manitoba,Part-time employees,Health occupations,15 years and over,46,0.83
2015,Manitoba,Part-time employees,Health occupations,15 to 24 years,46,
2015,Manitoba,Part-time employees,Health occupations,25 to 54 years,46,1.33
2015,Manitoba,Part-time employees,Health occupations,55 years and over,46,
2015,Manitoba,Part-time employees,"Occupations in education, law and social, community and government services",15 years and over,46,0.77
2015,Manitoba,Part-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,46,0.96
2015,Manitoba,Part-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,46,0.73
2015,Manitoba,Part-time employees,"Occupations in education, law and social, community and government services",55 years and over,46,0.69
2015,Manitoba,Part-time employees,"Occupations in art, culture, recreation and sport",15 years and over,46,1.12
2015,Manitoba,Part-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,46,1.08
2015,Manitoba,Part-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,46,
2015,Manitoba,Part-time employees,"Occupations in art, culture, recreation and sport",55 years and over,46,
2015,Manitoba,Part-time employees,Sales and service occupations,15 years and over,46,1.03
2015,Manitoba,Part-time employees,Sales and service occupations,15 to 24 years,46,1.0
2015,Manitoba,Part-time employees,Sales and service occupations,25 to 54 years,46,0.96
2015,Manitoba,Part-time employees,Sales and service occupations,55 years and over,46,0.93
2015,Manitoba,Part-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,46,1.18
2015,Manitoba,Part-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,46,
2015,Manitoba,Part-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,46,1.18
2015,Manitoba,Part-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,46,
2015,Manitoba,Part-time employees,"Natural resources, agriculture and related production occupations",15 years and over,46,1.08
2015,Manitoba,Part-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,46,
2015,Manitoba,Part-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,46,
2015,Manitoba,Part-time employees,"Natural resources, agriculture and related production occupations",55 years and over,46,
2015,Manitoba,Part-time employees,Occupations in manufacturing and utilities,15 years and over,46,
2015,Manitoba,Part-time employees,Occupations in manufacturing and utilities,15 to 24 years,46,
2015,Manitoba,Part-time employees,Occupations in manufacturing and utilities,25 to 54 years,46,
2015,Manitoba,Part-time employees,Occupations in manufacturing and utilities,55 years and over,46,
2015,Saskatchewan,Both full- and part-time employees,"Total employees, all occupations",15 years and over,47,0.81
2015,Saskatchewan,Both full- and part-time employees,"Total employees, all occupations",15 to 24 years,47,0.9
2015,Saskatchewan,Both full- and part-time employees,"Total employees, all occupations",25 to 54 years,47,0.79
2015,Saskatchewan,Both full- and part-time employees,"Total employees, all occupations",55 years and over,47,0.81
2015,Saskatchewan,Both full- and part-time employees,Management occupations,15 years and over,47,0.78
2015,Saskatchewan,Both full- and part-time employees,Management occupations,15 to 24 years,47,
2015,Saskatchewan,Both full- and part-time employees,Management occupations,25 to 54 years,47,0.81
2015,Saskatchewan,Both full- and part-time employees,Management occupations,55 years and over,47,0.92
2015,Saskatchewan,Both full- and part-time employees,"Business, finance and administration occupations",15 years and over,47,0.83
2015,Saskatchewan,Both full- and part-time employees,"Business, finance and administration occupations",15 to 24 years,47,1.03
2015,Saskatchewan,Both full- and part-time employees,"Business, finance and administration occupations",25 to 54 years,47,0.84
2015,Saskatchewan,Both full- and part-time employees,"Business, finance and administration occupations",55 years and over,47,0.8
2015,Saskatchewan,Both full- and part-time employees,Natural and applied sciences and related occupations,15 years and over,47,0.89
2015,Saskatchewan,Both full- and part-time employees,Natural and applied sciences and related occupations,15 to 24 years,47,1.02
2015,Saskatchewan,Both full- and part-time employees,Natural and applied sciences and related occupations,25 to 54 years,47,0.92
2015,Saskatchewan,Both full- and part-time employees,Natural and applied sciences and related occupations,55 years and over,47,0.78
2015,Saskatchewan,Both full- and part-time employees,Health occupations,15 years and over,47,0.83
2015,Saskatchewan,Both full- and part-time employees,Health occupations,15 to 24 years,47,0.86
2015,Saskatchewan,Both full- and part-time employees,Health occupations,25 to 54 years,47,0.91
2015,Saskatchewan,Both full- and part-time employees,Health occupations,55 years and over,47,0.69
2015,Saskatchewan,Both full- and part-time employees,"Occupations in education, law and social, community and government services",15 years and over,47,0.79
2015,Saskatchewan,Both full- and part-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,47,1.17
