Year,Units,Géographie,Type de combustible,Caractéristiques d’écoulement,Value
2016,Térajoules,Québec,Vapeur,Consommation énergétique finale,4278.0
2017,Térajoules,Québec,Vapeur,Consommation énergétique finale,2744.0
2018,Térajoules,Québec,Vapeur,Consommation énergétique finale,3895.0
2019,Térajoules,Québec,Vapeur,Consommation énergétique finale,3976.0
2015,Térajoules,Québec,Vapeur,Total industriel,
2016,Térajoules,Québec,Vapeur,Total industriel,4278.0
2017,Térajoules,Québec,Vapeur,Total industriel,2744.0
2018,Térajoules,Québec,Vapeur,Total industriel,3895.0
2019,Térajoules,Québec,Vapeur,Total industriel,3976.0
2015,Térajoules,Québec,Vapeur,Résidentiel,0.0
2016,Térajoules,Québec,Vapeur,Résidentiel,0.0
2017,Térajoules,Québec,Vapeur,Résidentiel,0.0
2018,Térajoules,Québec,Vapeur,Résidentiel,0.0
2019,Térajoules,Québec,Vapeur,Résidentiel,0.0
2015,Térajoules,Québec,Vapeur,Commerces et autres institutions,0.0
2016,Térajoules,Québec,Vapeur,Commerces et autres institutions,0.0
2017,Térajoules,Québec,Vapeur,Commerces et autres institutions,0.0
2018,Térajoules,Québec,Vapeur,Commerces et autres institutions,0.0
2019,Térajoules,Québec,Vapeur,Commerces et autres institutions,0.0
2015,Térajoules,Québec,Coke,Consommation énergétique finale,
2016,Térajoules,Québec,Coke,Consommation énergétique finale,
2017,Térajoules,Québec,Coke,Consommation énergétique finale,
2018,Térajoules,Québec,Coke,Consommation énergétique finale,6141.0
2019,Térajoules,Québec,Coke,Consommation énergétique finale,5936.0
2015,Térajoules,Québec,Coke,Total industriel,
2016,Térajoules,Québec,Coke,Total industriel,
2017,Térajoules,Québec,Coke,Total industriel,
2018,Térajoules,Québec,Coke,Total industriel,6141.0
2019,Térajoules,Québec,Coke,Total industriel,5936.0
2015,Térajoules,Québec,Total des produits pétroliers raffinés,Consommation énergétique finale,617368.0
2016,Térajoules,Québec,Total des produits pétroliers raffinés,Consommation énergétique finale,625510.0
2017,Térajoules,Québec,Total des produits pétroliers raffinés,Consommation énergétique finale,648609.0
2018,Térajoules,Québec,Total des produits pétroliers raffinés,Consommation énergétique finale,652199.0
2019,Térajoules,Québec,Total des produits pétroliers raffinés,Consommation énergétique finale,669468.0
2015,Térajoules,Québec,Total des produits pétroliers raffinés,Total industriel,49648.0
2016,Térajoules,Québec,Total des produits pétroliers raffinés,Total industriel,50442.0
2017,Térajoules,Québec,Total des produits pétroliers raffinés,Total industriel,57036.0
2018,Térajoules,Québec,Total des produits pétroliers raffinés,Total industriel,59216.0
2019,Térajoules,Québec,Total des produits pétroliers raffinés,Total industriel,63622.0
2015,Térajoules,Québec,Total des produits pétroliers raffinés,Total transport,491439.0
2016,Térajoules,Québec,Total des produits pétroliers raffinés,Total transport,505396.0
2017,Térajoules,Québec,Total des produits pétroliers raffinés,Total transport,517202.0
2018,Térajoules,Québec,Total des produits pétroliers raffinés,Total transport,516840.0
2019,Térajoules,Québec,Total des produits pétroliers raffinés,Total transport,525987.0
2015,Térajoules,Québec,Total des produits pétroliers raffinés,Agriculture,20767.0
2016,Térajoules,Québec,Total des produits pétroliers raffinés,Agriculture,20905.0
2017,Térajoules,Québec,Total des produits pétroliers raffinés,Agriculture,21433.0
2018,Térajoules,Québec,Total des produits pétroliers raffinés,Agriculture,21643.0
2019,Térajoules,Québec,Total des produits pétroliers raffinés,Agriculture,21767.0
2015,Térajoules,Québec,Total des produits pétroliers raffinés,Résidentiel,19636.0
2016,Térajoules,Québec,Total des produits pétroliers raffinés,Résidentiel,
2017,Térajoules,Québec,Total des produits pétroliers raffinés,Résidentiel,16416.0
2018,Térajoules,Québec,Total des produits pétroliers raffinés,Résidentiel,16135.0
2019,Térajoules,Québec,Total des produits pétroliers raffinés,Résidentiel,15341.0
2015,Térajoules,Québec,Total des produits pétroliers raffinés,Administrations publiques,5816.0
2016,Térajoules,Québec,Total des produits pétroliers raffinés,Administrations publiques,5567.0
2017,Térajoules,Québec,Total des produits pétroliers raffinés,Administrations publiques,6929.0
2018,Térajoules,Québec,Total des produits pétroliers raffinés,Administrations publiques,8377.0
2019,Térajoules,Québec,Total des produits pétroliers raffinés,Administrations publiques,7020.0
2015,Térajoules,Québec,Total des produits pétroliers raffinés,Commerces et autres institutions,30062.0
2016,Térajoules,Québec,Total des produits pétroliers raffinés,Commerces et autres institutions,21550.0
2017,Térajoules,Québec,Total des produits pétroliers raffinés,Commerces et autres institutions,29594.0
2018,Térajoules,Québec,Total des produits pétroliers raffinés,Commerces et autres institutions,29988.0
2019,Térajoules,Québec,Total des produits pétroliers raffinés,Commerces et autres institutions,35731.0
2015,Térajoules,Ontario,Énergie primaire et secondaire totale,Consommation énergétique finale,2521754.0
2016,Térajoules,Ontario,Énergie primaire et secondaire totale,Consommation énergétique finale,2484017.0
2017,Térajoules,Ontario,Énergie primaire et secondaire totale,Consommation énergétique finale,2543407.0
2018,Térajoules,Ontario,Énergie primaire et secondaire totale,Consommation énergétique finale,2625409.0
2019,Térajoules,Ontario,Énergie primaire et secondaire totale,Consommation énergétique finale,2611231.0
2015,Térajoules,Ontario,Énergie primaire et secondaire totale,Total industriel,580587.0
2016,Térajoules,Ontario,Énergie primaire et secondaire totale,Total industriel,598542.0
2017,Térajoules,Ontario,Énergie primaire et secondaire totale,Total industriel,602357.0
2018,Térajoules,Ontario,Énergie primaire et secondaire totale,Total industriel,600320.0
2019,Térajoules,Ontario,Énergie primaire et secondaire totale,Total industriel,579423.0
2015,Térajoules,Ontario,Énergie primaire et secondaire totale,Total transport,880094.0
2016,Térajoules,Ontario,Énergie primaire et secondaire totale,Total transport,867290.0
2017,Térajoules,Ontario,Énergie primaire et secondaire totale,Total transport,879120.0
2018,Térajoules,Ontario,Énergie primaire et secondaire totale,Total transport,908358.0
2019,Térajoules,Ontario,Énergie primaire et secondaire totale,Total transport,916724.0
2015,Térajoules,Ontario,Énergie primaire et secondaire totale,Agriculture,61013.0
2016,Térajoules,Ontario,Énergie primaire et secondaire totale,Agriculture,61738.0
2017,Térajoules,Ontario,Énergie primaire et secondaire totale,Agriculture,59863.0
2018,Térajoules,Ontario,Énergie primaire et secondaire totale,Agriculture,62508.0
2019,Térajoules,Ontario,Énergie primaire et secondaire totale,Agriculture,62531.0
2015,Térajoules,Ontario,Énergie primaire et secondaire totale,Résidentiel,559195.0
2016,Térajoules,Ontario,Énergie primaire et secondaire totale,Résidentiel,527371.0
2017,Térajoules,Ontario,Énergie primaire et secondaire totale,Résidentiel,537619.0
2018,Térajoules,Ontario,Énergie primaire et secondaire totale,Résidentiel,564545.0
2019,Térajoules,Ontario,Énergie primaire et secondaire totale,Résidentiel,554885.0
2015,Térajoules,Ontario,Énergie primaire et secondaire totale,Administrations publiques,25947.0
2016,Térajoules,Ontario,Énergie primaire et secondaire totale,Administrations publiques,26203.0
2017,Térajoules,Ontario,Énergie primaire et secondaire totale,Administrations publiques,25714.0
2018,Térajoules,Ontario,Énergie primaire et secondaire totale,Administrations publiques,28345.0
2019,Térajoules,Ontario,Énergie primaire et secondaire totale,Administrations publiques,29904.0
2015,Térajoules,Ontario,Énergie primaire et secondaire totale,Commerces et autres institutions,415246.0
2016,Térajoules,Ontario,Énergie primaire et secondaire totale,Commerces et autres institutions,402874.0
2017,Térajoules,Ontario,Énergie primaire et secondaire totale,Commerces et autres institutions,438254.0
2018,Térajoules,Ontario,Énergie primaire et secondaire totale,Commerces et autres institutions,460979.0
2019,Térajoules,Ontario,Énergie primaire et secondaire totale,Commerces et autres institutions,467404.0
2015,Térajoules,Ontario,Total charbon,Consommation énergétique finale,
2016,Térajoules,Ontario,Total charbon,Consommation énergétique finale,15958.0
2017,Térajoules,Ontario,Total charbon,Consommation énergétique finale,18022.0
2018,Térajoules,Ontario,Total charbon,Consommation énergétique finale,18259.0
2019,Térajoules,Ontario,Total charbon,Consommation énergétique finale,17955.0
2015,Térajoules,Ontario,Total charbon,Total industriel,
2016,Térajoules,Ontario,Total charbon,Total industriel,15958.0
2017,Térajoules,Ontario,Total charbon,Total industriel,18022.0
2018,Térajoules,Ontario,Total charbon,Total industriel,18259.0
2019,Térajoules,Ontario,Total charbon,Total industriel,17955.0
2015,Térajoules,Ontario,Gaz naturel,Consommation énergétique finale,895667.0
2016,Térajoules,Ontario,Gaz naturel,Consommation énergétique finale,853678.0
2017,Térajoules,Ontario,Gaz naturel,Consommation énergétique finale,875863.0
2018,Térajoules,Ontario,Gaz naturel,Consommation énergétique finale,911297.0
2019,Térajoules,Ontario,Gaz naturel,Consommation énergétique finale,914560.0
2015,Térajoules,Ontario,Gaz naturel,Total industriel,247715.0
2016,Térajoules,Ontario,Gaz naturel,Total industriel,253336.0
2017,Térajoules,Ontario,Gaz naturel,Total industriel,258142.0
2018,Térajoules,Ontario,Gaz naturel,Total industriel,248184.0
2019,Térajoules,Ontario,Gaz naturel,Total industriel,245103.0
2015,Térajoules,Ontario,Gaz naturel,Total transport,31327.0
2016,Térajoules,Ontario,Gaz naturel,Total transport,23931.0
2017,Térajoules,Ontario,Gaz naturel,Total transport,18323.0
2018,Térajoules,Ontario,Gaz naturel,Total transport,20279.0
2019,Térajoules,Ontario,Gaz naturel,Total transport,19030.0
2015,Térajoules,Ontario,Gaz naturel,Agriculture,22656.0
2016,Térajoules,Ontario,Gaz naturel,Agriculture,22103.0
2017,Térajoules,Ontario,Gaz naturel,Agriculture,19188.0
2018,Térajoules,Ontario,Gaz naturel,Agriculture,21394.0
2019,Térajoules,Ontario,Gaz naturel,Agriculture,23140.0
2015,Térajoules,Ontario,Gaz naturel,Résidentiel,362719.0
2016,Térajoules,Ontario,Gaz naturel,Résidentiel,339132.0
2017,Térajoules,Ontario,Gaz naturel,Résidentiel,356090.0
2018,Térajoules,Ontario,Gaz naturel,Résidentiel,383455.0
2019,Térajoules,Ontario,Gaz naturel,Résidentiel,379143.0
2015,Térajoules,Ontario,Gaz naturel,Administrations publiques,4586.0
2016,Térajoules,Ontario,Gaz naturel,Administrations publiques,4284.0
2017,Térajoules,Ontario,Gaz naturel,Administrations publiques,4848.0
2018,Térajoules,Ontario,Gaz naturel,Administrations publiques,5769.0
2019,Térajoules,Ontario,Gaz naturel,Administrations publiques,6684.0
2015,Térajoules,Ontario,Gaz naturel,Commerces et autres institutions,226663.0
2016,Térajoules,Ontario,Gaz naturel,Commerces et autres institutions,210893.0
2017,Térajoules,Ontario,Gaz naturel,Commerces et autres institutions,219272.0
2018,Térajoules,Ontario,Gaz naturel,Commerces et autres institutions,232216.0
2019,Térajoules,Ontario,Gaz naturel,Commerces et autres institutions,241461.0
2015,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,35315.0
2016,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,48422.0
2017,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,49657.0
2018,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,37277.0
2019,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,37629.0
2015,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,7498.0
2016,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,9333.0
2017,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,9775.0
2018,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,7850.0
2019,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,7863.0
2015,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Total transport,5214.0
2016,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Total transport,7241.0
2017,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Total transport,7208.0
2018,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Total transport,5318.0
2019,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Total transport,5379.0
2015,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,3129.0
2016,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,4346.0
2017,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,4325.0
2018,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,3191.0
2019,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,3228.0
2015,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,8143.0
2016,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,11309.0
2017,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,11532.0
2018,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,8509.0
2019,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,8607.0
2015,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Administrations publiques,
2016,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Administrations publiques,
2015,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,11661.0
2016,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,16193.0
2017,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,16338.0
2018,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,12054.0
2019,Térajoules,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,12194.0
2015,Térajoules,Ontario,Hydroélectricité,Consommation énergétique finale,137458.5547
2016,Térajoules,Ontario,Hydroélectricité,Consommation énergétique finale,139898.2195
2017,Térajoules,Ontario,Hydroélectricité,Consommation énergétique finale,153035.5026
2018,Térajoules,Ontario,Hydroélectricité,Consommation énergétique finale,153103.7546
2019,Térajoules,Ontario,Hydroélectricité,Consommation énergétique finale,143380.1439
2015,Térajoules,Ontario,Hydroélectricité,Total industriel,39985.45609
2016,Térajoules,Ontario,Hydroélectricité,Total industriel,42280.48935
2017,Térajoules,Ontario,Hydroélectricité,Total industriel,43463.49245
2018,Térajoules,Ontario,Hydroélectricité,Total industriel,43989.56939
2019,Térajoules,Ontario,Hydroélectricité,Total industriel,40063.53682
2015,Térajoules,Ontario,Hydroélectricité,Total transport,539.974299
2016,Térajoules,Ontario,Hydroélectricité,Total transport,562.0389632
2017,Térajoules,Ontario,Hydroélectricité,Total transport,590.4490651
2018,Térajoules,Ontario,Hydroélectricité,Total transport,576.7355072
2019,Térajoules,Ontario,Hydroélectricité,Total transport,560.5990674
2015,Térajoules,Ontario,Hydroélectricité,Agriculture,2538.763503
2016,Térajoules,Ontario,Hydroélectricité,Agriculture,2613.123648
2017,Térajoules,Ontario,Hydroélectricité,Agriculture,2625.888024
2018,Térajoules,Ontario,Hydroélectricité,Agriculture,2582.642465
2019,Térajoules,Ontario,Hydroélectricité,Agriculture,2706.084025
2015,Térajoules,Ontario,Hydroélectricité,Résidentiel,47330.65407
2016,Térajoules,Ontario,Hydroélectricité,Résidentiel,47029.36106
2017,Térajoules,Ontario,Hydroélectricité,Résidentiel,48859.73682
2018,Térajoules,Ontario,Hydroélectricité,Résidentiel,48235.35611
2019,Térajoules,Ontario,Hydroélectricité,Résidentiel,45213.84422
