Year,Géographie,Sexe,Groupe d'âge,Value
2016,Nouvelle-Écosse,Hommes,45 ans et plus,8.9
2017,Nouvelle-Écosse,Hommes,45 ans et plus,8.5
2018,Nouvelle-Écosse,Hommes,45 ans et plus,7.2
2019,Nouvelle-Écosse,Hommes,45 ans et plus,6.8
2020,Nouvelle-Écosse,Hommes,45 ans et plus,8.1
2015,Nouvelle-Écosse,Hommes,25 à 54 ans,8.5
2016,Nouvelle-Écosse,Hommes,25 à 54 ans,9.2
2017,Nouvelle-Écosse,Hommes,25 à 54 ans,9.1
2018,Nouvelle-Écosse,Hommes,25 à 54 ans,7.6
2019,Nouvelle-Écosse,Hommes,25 à 54 ans,7.4
2020,Nouvelle-Écosse,Hommes,25 à 54 ans,8.7
2015,Nouvelle-Écosse,Hommes,55 ans et plus,9.9
2016,Nouvelle-Écosse,Hommes,55 ans et plus,9.3
2017,Nouvelle-Écosse,Hommes,55 ans et plus,9.0
2018,Nouvelle-Écosse,Hommes,55 ans et plus,7.8
2019,Nouvelle-Écosse,Hommes,55 ans et plus,7.4
2020,Nouvelle-Écosse,Hommes,55 ans et plus,9.5
2015,Nouvelle-Écosse,Hommes,15 à 64 ans,10.3
2016,Nouvelle-Écosse,Hommes,15 à 64 ans,10.4
2017,Nouvelle-Écosse,Hommes,15 à 64 ans,10.9
2018,Nouvelle-Écosse,Hommes,15 à 64 ans,9.4
2019,Nouvelle-Écosse,Hommes,15 à 64 ans,8.6
2020,Nouvelle-Écosse,Hommes,15 à 64 ans,10.7
2015,Nouvelle-Écosse,Hommes,15 à 19 ans,26.7
2016,Nouvelle-Écosse,Hommes,15 à 19 ans,23.4
2017,Nouvelle-Écosse,Hommes,15 à 19 ans,26.2
2018,Nouvelle-Écosse,Hommes,15 à 19 ans,24.0
2019,Nouvelle-Écosse,Hommes,15 à 19 ans,15.7
2020,Nouvelle-Écosse,Hommes,15 à 19 ans,22.4
2015,Nouvelle-Écosse,Hommes,20 à 24 ans,12.6
2016,Nouvelle-Écosse,Hommes,20 à 24 ans,13.3
2017,Nouvelle-Écosse,Hommes,20 à 24 ans,17.1
2018,Nouvelle-Écosse,Hommes,20 à 24 ans,15.3
2019,Nouvelle-Écosse,Hommes,20 à 24 ans,13.3
2020,Nouvelle-Écosse,Hommes,20 à 24 ans,17.6
2015,Nouvelle-Écosse,Hommes,25 à 29 ans,11.7
2016,Nouvelle-Écosse,Hommes,25 à 29 ans,11.1
2017,Nouvelle-Écosse,Hommes,25 à 29 ans,12.2
2018,Nouvelle-Écosse,Hommes,25 à 29 ans,10.3
2019,Nouvelle-Écosse,Hommes,25 à 29 ans,9.8
2020,Nouvelle-Écosse,Hommes,25 à 29 ans,16.4
2015,Nouvelle-Écosse,Hommes,30 à 34 ans,9.0
2016,Nouvelle-Écosse,Hommes,30 à 34 ans,9.0
2017,Nouvelle-Écosse,Hommes,30 à 34 ans,8.2
2018,Nouvelle-Écosse,Hommes,30 à 34 ans,8.7
2019,Nouvelle-Écosse,Hommes,30 à 34 ans,8.4
2020,Nouvelle-Écosse,Hommes,30 à 34 ans,9.1
2015,Nouvelle-Écosse,Hommes,35 à 39 ans,7.3
2016,Nouvelle-Écosse,Hommes,35 à 39 ans,8.9
2017,Nouvelle-Écosse,Hommes,35 à 39 ans,10.1
2018,Nouvelle-Écosse,Hommes,35 à 39 ans,7.5
2019,Nouvelle-Écosse,Hommes,35 à 39 ans,8.1
2020,Nouvelle-Écosse,Hommes,35 à 39 ans,7.3
2015,Nouvelle-Écosse,Hommes,40 à 44 ans,5.8
2016,Nouvelle-Écosse,Hommes,40 à 44 ans,9.7
2017,Nouvelle-Écosse,Hommes,40 à 44 ans,8.5
2018,Nouvelle-Écosse,Hommes,40 à 44 ans,5.6
2019,Nouvelle-Écosse,Hommes,40 à 44 ans,6.0
2020,Nouvelle-Écosse,Hommes,40 à 44 ans,6.5
2015,Nouvelle-Écosse,Hommes,45 à 49 ans,9.3
2016,Nouvelle-Écosse,Hommes,45 à 49 ans,6.4
2017,Nouvelle-Écosse,Hommes,45 à 49 ans,7.6
2018,Nouvelle-Écosse,Hommes,45 à 49 ans,8.1
2019,Nouvelle-Écosse,Hommes,45 à 49 ans,6.5
2020,Nouvelle-Écosse,Hommes,45 à 49 ans,5.8
2015,Nouvelle-Écosse,Hommes,50 à 54 ans,8.3
2016,Nouvelle-Écosse,Hommes,50 à 54 ans,10.2
2017,Nouvelle-Écosse,Hommes,50 à 54 ans,8.4
2018,Nouvelle-Écosse,Hommes,50 à 54 ans,5.4
2019,Nouvelle-Écosse,Hommes,50 à 54 ans,5.7
2020,Nouvelle-Écosse,Hommes,50 à 54 ans,6.8
2015,Nouvelle-Écosse,Hommes,55 à 59 ans,9.9
2016,Nouvelle-Écosse,Hommes,55 à 59 ans,8.9
2017,Nouvelle-Écosse,Hommes,55 à 59 ans,8.4
2018,Nouvelle-Écosse,Hommes,55 à 59 ans,7.6
2019,Nouvelle-Écosse,Hommes,55 à 59 ans,7.3
2020,Nouvelle-Écosse,Hommes,55 à 59 ans,8.3
2015,Nouvelle-Écosse,Hommes,60 à 64 ans,11.7
2016,Nouvelle-Écosse,Hommes,60 à 64 ans,10.6
2017,Nouvelle-Écosse,Hommes,60 à 64 ans,11.9
2018,Nouvelle-Écosse,Hommes,60 à 64 ans,9.7
2019,Nouvelle-Écosse,Hommes,60 à 64 ans,8.5
2020,Nouvelle-Écosse,Hommes,60 à 64 ans,12.7
2015,Nouvelle-Écosse,Hommes,65 ans et plus,
2016,Nouvelle-Écosse,Hommes,65 ans et plus,
2017,Nouvelle-Écosse,Hommes,65 ans et plus,6.1
2018,Nouvelle-Écosse,Hommes,65 ans et plus,
2019,Nouvelle-Écosse,Hommes,65 ans et plus,6.3
2020,Nouvelle-Écosse,Hommes,65 ans et plus,7.8
2015,Nouvelle-Écosse,Hommes,65 à 69 ans,
2016,Nouvelle-Écosse,Hommes,65 à 69 ans,
2017,Nouvelle-Écosse,Hommes,65 à 69 ans,
2018,Nouvelle-Écosse,Hommes,65 à 69 ans,
2019,Nouvelle-Écosse,Hommes,65 à 69 ans,
2020,Nouvelle-Écosse,Hommes,65 à 69 ans,
2015,Nouvelle-Écosse,Hommes,70 ans et plus,
2016,Nouvelle-Écosse,Hommes,70 ans et plus,
2017,Nouvelle-Écosse,Hommes,70 ans et plus,
2018,Nouvelle-Écosse,Hommes,70 ans et plus,
2019,Nouvelle-Écosse,Hommes,70 ans et plus,
2020,Nouvelle-Écosse,Hommes,70 ans et plus,
2015,Nouvelle-Écosse,Femmes,15 ans et plus,7.2
2016,Nouvelle-Écosse,Femmes,15 ans et plus,6.5
2017,Nouvelle-Écosse,Femmes,15 ans et plus,6.3
2018,Nouvelle-Écosse,Femmes,15 ans et plus,6.0
2019,Nouvelle-Écosse,Femmes,15 ans et plus,6.3
2020,Nouvelle-Écosse,Femmes,15 ans et plus,9.0
2015,Nouvelle-Écosse,Femmes,15 à 24 ans,12.5
2016,Nouvelle-Écosse,Femmes,15 à 24 ans,12.0
2017,Nouvelle-Écosse,Femmes,15 à 24 ans,12.8
2018,Nouvelle-Écosse,Femmes,15 à 24 ans,12.9
2019,Nouvelle-Écosse,Femmes,15 à 24 ans,12.6
2020,Nouvelle-Écosse,Femmes,15 à 24 ans,14.9
2015,Nouvelle-Écosse,Femmes,25 ans et plus,6.3
2016,Nouvelle-Écosse,Femmes,25 ans et plus,5.5
2017,Nouvelle-Écosse,Femmes,25 ans et plus,5.2
2018,Nouvelle-Écosse,Femmes,25 ans et plus,4.8
2019,Nouvelle-Écosse,Femmes,25 ans et plus,5.1
2020,Nouvelle-Écosse,Femmes,25 ans et plus,8.0
2015,Nouvelle-Écosse,Femmes,25 à 44 ans,5.7
2016,Nouvelle-Écosse,Femmes,25 à 44 ans,5.6
2017,Nouvelle-Écosse,Femmes,25 à 44 ans,5.5
2018,Nouvelle-Écosse,Femmes,25 à 44 ans,5.0
2019,Nouvelle-Écosse,Femmes,25 à 44 ans,5.6
2020,Nouvelle-Écosse,Femmes,25 à 44 ans,8.2
2015,Nouvelle-Écosse,Femmes,45 à 64 ans,7.0
2016,Nouvelle-Écosse,Femmes,45 à 64 ans,5.6
2017,Nouvelle-Écosse,Femmes,45 à 64 ans,4.9
2018,Nouvelle-Écosse,Femmes,45 à 64 ans,4.4
2019,Nouvelle-Écosse,Femmes,45 à 64 ans,4.6
2020,Nouvelle-Écosse,Femmes,45 à 64 ans,7.9
2015,Nouvelle-Écosse,Femmes,45 ans et plus,6.8
2016,Nouvelle-Écosse,Femmes,45 ans et plus,5.4
2017,Nouvelle-Écosse,Femmes,45 ans et plus,5.1
2018,Nouvelle-Écosse,Femmes,45 ans et plus,4.5
2019,Nouvelle-Écosse,Femmes,45 ans et plus,4.6
2020,Nouvelle-Écosse,Femmes,45 ans et plus,7.9
2015,Nouvelle-Écosse,Femmes,25 à 54 ans,6.2
2016,Nouvelle-Écosse,Femmes,25 à 54 ans,5.5
2017,Nouvelle-Écosse,Femmes,25 à 54 ans,5.1
2018,Nouvelle-Écosse,Femmes,25 à 54 ans,4.8
2019,Nouvelle-Écosse,Femmes,25 à 54 ans,4.9
2020,Nouvelle-Écosse,Femmes,25 à 54 ans,7.7
2015,Nouvelle-Écosse,Femmes,55 ans et plus,6.4
2016,Nouvelle-Écosse,Femmes,55 ans et plus,5.7
2017,Nouvelle-Écosse,Femmes,55 ans et plus,5.7
2018,Nouvelle-Écosse,Femmes,55 ans et plus,4.7
2019,Nouvelle-Écosse,Femmes,55 ans et plus,5.6
2020,Nouvelle-Écosse,Femmes,55 ans et plus,9.2
2015,Nouvelle-Écosse,Femmes,15 à 64 ans,7.3
2016,Nouvelle-Écosse,Femmes,15 à 64 ans,6.6
2017,Nouvelle-Écosse,Femmes,15 à 64 ans,6.3
2018,Nouvelle-Écosse,Femmes,15 à 64 ans,6.0
2019,Nouvelle-Écosse,Femmes,15 à 64 ans,6.3
2020,Nouvelle-Écosse,Femmes,15 à 64 ans,9.1
2015,Nouvelle-Écosse,Femmes,15 à 19 ans,15.4
2016,Nouvelle-Écosse,Femmes,15 à 19 ans,18.9
2017,Nouvelle-Écosse,Femmes,15 à 19 ans,18.2
2018,Nouvelle-Écosse,Femmes,15 à 19 ans,18.1
2019,Nouvelle-Écosse,Femmes,15 à 19 ans,18.3
2020,Nouvelle-Écosse,Femmes,15 à 19 ans,17.8
2015,Nouvelle-Écosse,Femmes,20 à 24 ans,10.6
2016,Nouvelle-Écosse,Femmes,20 à 24 ans,8.6
2017,Nouvelle-Écosse,Femmes,20 à 24 ans,10.0
2018,Nouvelle-Écosse,Femmes,20 à 24 ans,10.1
2019,Nouvelle-Écosse,Femmes,20 à 24 ans,8.7
2020,Nouvelle-Écosse,Femmes,20 à 24 ans,13.4
2015,Nouvelle-Écosse,Femmes,25 à 29 ans,5.4
2016,Nouvelle-Écosse,Femmes,25 à 29 ans,6.0
2017,Nouvelle-Écosse,Femmes,25 à 29 ans,5.9
2018,Nouvelle-Écosse,Femmes,25 à 29 ans,4.5
2019,Nouvelle-Écosse,Femmes,25 à 29 ans,6.5
2020,Nouvelle-Écosse,Femmes,25 à 29 ans,9.7
2015,Nouvelle-Écosse,Femmes,30 à 34 ans,4.9
2016,Nouvelle-Écosse,Femmes,30 à 34 ans,6.2
2017,Nouvelle-Écosse,Femmes,30 à 34 ans,5.7
2018,Nouvelle-Écosse,Femmes,30 à 34 ans,7.2
2019,Nouvelle-Écosse,Femmes,30 à 34 ans,5.3
2020,Nouvelle-Écosse,Femmes,30 à 34 ans,8.2
2015,Nouvelle-Écosse,Femmes,35 à 39 ans,6.7
2016,Nouvelle-Écosse,Femmes,35 à 39 ans,5.6
2017,Nouvelle-Écosse,Femmes,35 à 39 ans,4.1
2018,Nouvelle-Écosse,Femmes,35 à 39 ans,4.9
2019,Nouvelle-Écosse,Femmes,35 à 39 ans,6.4
2020,Nouvelle-Écosse,Femmes,35 à 39 ans,7.3
2015,Nouvelle-Écosse,Femmes,40 à 44 ans,5.7
2016,Nouvelle-Écosse,Femmes,40 à 44 ans,4.7
2017,Nouvelle-Écosse,Femmes,40 à 44 ans,5.5
2018,Nouvelle-Écosse,Femmes,40 à 44 ans,4.3
2019,Nouvelle-Écosse,Femmes,40 à 44 ans,4.3
2020,Nouvelle-Écosse,Femmes,40 à 44 ans,7.4
2015,Nouvelle-Écosse,Femmes,45 à 49 ans,6.7
2016,Nouvelle-Écosse,Femmes,45 à 49 ans,5.7
2017,Nouvelle-Écosse,Femmes,45 à 49 ans,5.3
2018,Nouvelle-Écosse,Femmes,45 à 49 ans,4.2
2019,Nouvelle-Écosse,Femmes,45 à 49 ans,3.2
2020,Nouvelle-Écosse,Femmes,45 à 49 ans,5.8
2015,Nouvelle-Écosse,Femmes,50 à 54 ans,7.4
2016,Nouvelle-Écosse,Femmes,50 à 54 ans,4.7
2017,Nouvelle-Écosse,Femmes,50 à 54 ans,4.0
2018,Nouvelle-Écosse,Femmes,50 à 54 ans,4.2
2019,Nouvelle-Écosse,Femmes,50 à 54 ans,4.4
2020,Nouvelle-Écosse,Femmes,50 à 54 ans,7.5
2015,Nouvelle-Écosse,Femmes,55 à 59 ans,6.4
2016,Nouvelle-Écosse,Femmes,55 à 59 ans,5.4
2017,Nouvelle-Écosse,Femmes,55 à 59 ans,6.0
2018,Nouvelle-Écosse,Femmes,55 à 59 ans,3.4
2019,Nouvelle-Écosse,Femmes,55 à 59 ans,5.0
2020,Nouvelle-Écosse,Femmes,55 à 59 ans,10.0
2015,Nouvelle-Écosse,Femmes,60 à 64 ans,8.1
2016,Nouvelle-Écosse,Femmes,60 à 64 ans,7.8
2017,Nouvelle-Écosse,Femmes,60 à 64 ans,5.0
2018,Nouvelle-Écosse,Femmes,60 à 64 ans,6.3
2019,Nouvelle-Écosse,Femmes,60 à 64 ans,6.1
2020,Nouvelle-Écosse,Femmes,60 à 64 ans,8.9
2015,Nouvelle-Écosse,Femmes,65 ans et plus,
2016,Nouvelle-Écosse,Femmes,65 ans et plus,
2017,Nouvelle-Écosse,Femmes,65 ans et plus,6.4
2018,Nouvelle-Écosse,Femmes,65 ans et plus,
2019,Nouvelle-Écosse,Femmes,65 ans et plus,6.3
2020,Nouvelle-Écosse,Femmes,65 ans et plus,7.1
2015,Nouvelle-Écosse,Femmes,65 à 69 ans,
2016,Nouvelle-Écosse,Femmes,65 à 69 ans,
2017,Nouvelle-Écosse,Femmes,65 à 69 ans,
2018,Nouvelle-Écosse,Femmes,65 à 69 ans,
2019,Nouvelle-Écosse,Femmes,65 à 69 ans,
2020,Nouvelle-Écosse,Femmes,65 à 69 ans,
2015,Nouvelle-Écosse,Femmes,70 ans et plus,
2016,Nouvelle-Écosse,Femmes,70 ans et plus,
2017,Nouvelle-Écosse,Femmes,70 ans et plus,
2018,Nouvelle-Écosse,Femmes,70 ans et plus,
2019,Nouvelle-Écosse,Femmes,70 ans et plus,
2020,Nouvelle-Écosse,Femmes,70 ans et plus,
2015,Nouveau-Brunswick,Les deux sexes,15 ans et plus,10.0
2016,Nouveau-Brunswick,Les deux sexes,15 ans et plus,9.7
2017,Nouveau-Brunswick,Les deux sexes,15 ans et plus,8.2
2018,Nouveau-Brunswick,Les deux sexes,15 ans et plus,8.0
2019,Nouveau-Brunswick,Les deux sexes,15 ans et plus,8.1
2020,Nouveau-Brunswick,Les deux sexes,15 ans et plus,10.0
2015,Nouveau-Brunswick,Les deux sexes,15 à 24 ans,17.6
2016,Nouveau-Brunswick,Les deux sexes,15 à 24 ans,15.0
2017,Nouveau-Brunswick,Les deux sexes,15 à 24 ans,13.4
2018,Nouveau-Brunswick,Les deux sexes,15 à 24 ans,12.5
2019,Nouveau-Brunswick,Les deux sexes,15 à 24 ans,12.9
2020,Nouveau-Brunswick,Les deux sexes,15 à 24 ans,17.8
2015,Nouveau-Brunswick,Les deux sexes,25 ans et plus,8.8
2016,Nouveau-Brunswick,Les deux sexes,25 ans et plus,8.8
2017,Nouveau-Brunswick,Les deux sexes,25 ans et plus,7.4
2018,Nouveau-Brunswick,Les deux sexes,25 ans et plus,7.3
2019,Nouveau-Brunswick,Les deux sexes,25 ans et plus,7.3
2020,Nouveau-Brunswick,Les deux sexes,25 ans et plus,8.8
2015,Nouveau-Brunswick,Les deux sexes,25 à 44 ans,8.0
2016,Nouveau-Brunswick,Les deux sexes,25 à 44 ans,7.9
2017,Nouveau-Brunswick,Les deux sexes,25 à 44 ans,6.8
2018,Nouveau-Brunswick,Les deux sexes,25 à 44 ans,7.0
2019,Nouveau-Brunswick,Les deux sexes,25 à 44 ans,6.6
2020,Nouveau-Brunswick,Les deux sexes,25 à 44 ans,8.6
2015,Nouveau-Brunswick,Les deux sexes,45 à 64 ans,9.9
2016,Nouveau-Brunswick,Les deux sexes,45 à 64 ans,9.4
2017,Nouveau-Brunswick,Les deux sexes,45 à 64 ans,8.0
2018,Nouveau-Brunswick,Les deux sexes,45 à 64 ans,7.6
2019,Nouveau-Brunswick,Les deux sexes,45 à 64 ans,7.9
2020,Nouveau-Brunswick,Les deux sexes,45 à 64 ans,8.9
2015,Nouveau-Brunswick,Les deux sexes,45 ans et plus,9.7
2016,Nouveau-Brunswick,Les deux sexes,45 ans et plus,9.7
2017,Nouveau-Brunswick,Les deux sexes,45 ans et plus,7.9
2018,Nouveau-Brunswick,Les deux sexes,45 ans et plus,7.6
2019,Nouveau-Brunswick,Les deux sexes,45 ans et plus,7.9
2020,Nouveau-Brunswick,Les deux sexes,45 ans et plus,8.9
2015,Nouveau-Brunswick,Les deux sexes,25 à 54 ans,8.3
2016,Nouveau-Brunswick,Les deux sexes,25 à 54 ans,7.9
2017,Nouveau-Brunswick,Les deux sexes,25 à 54 ans,6.7
2018,Nouveau-Brunswick,Les deux sexes,25 à 54 ans,6.8
2019,Nouveau-Brunswick,Les deux sexes,25 à 54 ans,6.5
2020,Nouveau-Brunswick,Les deux sexes,25 à 54 ans,8.0
2015,Nouveau-Brunswick,Les deux sexes,55 ans et plus,10.6
2016,Nouveau-Brunswick,Les deux sexes,55 ans et plus,11.5
2017,Nouveau-Brunswick,Les deux sexes,55 ans et plus,9.3
2018,Nouveau-Brunswick,Les deux sexes,55 ans et plus,8.8
2019,Nouveau-Brunswick,Les deux sexes,55 ans et plus,9.4
2020,Nouveau-Brunswick,Les deux sexes,55 ans et plus,10.7
2015,Nouveau-Brunswick,Les deux sexes,15 à 64 ans,10.1
2016,Nouveau-Brunswick,Les deux sexes,15 à 64 ans,9.5
2017,Nouveau-Brunswick,Les deux sexes,15 à 64 ans,8.2
2018,Nouveau-Brunswick,Les deux sexes,15 à 64 ans,8.0
2019,Nouveau-Brunswick,Les deux sexes,15 à 64 ans,8.1
2020,Nouveau-Brunswick,Les deux sexes,15 à 64 ans,10.0
2015,Nouveau-Brunswick,Les deux sexes,15 à 19 ans,18.8
2016,Nouveau-Brunswick,Les deux sexes,15 à 19 ans,18.1
2017,Nouveau-Brunswick,Les deux sexes,15 à 19 ans,18.4
2018,Nouveau-Brunswick,Les deux sexes,15 à 19 ans,14.0
2019,Nouveau-Brunswick,Les deux sexes,15 à 19 ans,16.8
2020,Nouveau-Brunswick,Les deux sexes,15 à 19 ans,18.1
2015,Nouveau-Brunswick,Les deux sexes,20 à 24 ans,16.5
2016,Nouveau-Brunswick,Les deux sexes,20 à 24 ans,12.9
2017,Nouveau-Brunswick,Les deux sexes,20 à 24 ans,10.0
2018,Nouveau-Brunswick,Les deux sexes,20 à 24 ans,11.4
2019,Nouveau-Brunswick,Les deux sexes,20 à 24 ans,10.3
2020,Nouveau-Brunswick,Les deux sexes,20 à 24 ans,17.6
2015,Nouveau-Brunswick,Les deux sexes,25 à 29 ans,10.6
2016,Nouveau-Brunswick,Les deux sexes,25 à 29 ans,8.7
2017,Nouveau-Brunswick,Les deux sexes,25 à 29 ans,9.7
2018,Nouveau-Brunswick,Les deux sexes,25 à 29 ans,7.9
2019,Nouveau-Brunswick,Les deux sexes,25 à 29 ans,9.0
2020,Nouveau-Brunswick,Les deux sexes,25 à 29 ans,10.3
2015,Nouveau-Brunswick,Les deux sexes,30 à 34 ans,8.1
2016,Nouveau-Brunswick,Les deux sexes,30 à 34 ans,7.5
2017,Nouveau-Brunswick,Les deux sexes,30 à 34 ans,6.3
2018,Nouveau-Brunswick,Les deux sexes,30 à 34 ans,7.7
2019,Nouveau-Brunswick,Les deux sexes,30 à 34 ans,6.8
2020,Nouveau-Brunswick,Les deux sexes,30 à 34 ans,8.8
2015,Nouveau-Brunswick,Les deux sexes,35 à 39 ans,6.8
2016,Nouveau-Brunswick,Les deux sexes,35 à 39 ans,7.5
2017,Nouveau-Brunswick,Les deux sexes,35 à 39 ans,6.2
2018,Nouveau-Brunswick,Les deux sexes,35 à 39 ans,6.0
2019,Nouveau-Brunswick,Les deux sexes,35 à 39 ans,5.6
2020,Nouveau-Brunswick,Les deux sexes,35 à 39 ans,8.7
2015,Nouveau-Brunswick,Les deux sexes,40 à 44 ans,6.7
2016,Nouveau-Brunswick,Les deux sexes,40 à 44 ans,7.9
2017,Nouveau-Brunswick,Les deux sexes,40 à 44 ans,5.3
2018,Nouveau-Brunswick,Les deux sexes,40 à 44 ans,6.4
2019,Nouveau-Brunswick,Les deux sexes,40 à 44 ans,5.4
2020,Nouveau-Brunswick,Les deux sexes,40 à 44 ans,7.1
2015,Nouveau-Brunswick,Les deux sexes,45 à 49 ans,8.0
2016,Nouveau-Brunswick,Les deux sexes,45 à 49 ans,8.2
2017,Nouveau-Brunswick,Les deux sexes,45 à 49 ans,7.1
2018,Nouveau-Brunswick,Les deux sexes,45 à 49 ans,6.8
2019,Nouveau-Brunswick,Les deux sexes,45 à 49 ans,5.3
2020,Nouveau-Brunswick,Les deux sexes,45 à 49 ans,6.3
2015,Nouveau-Brunswick,Les deux sexes,50 à 54 ans,9.5
2016,Nouveau-Brunswick,Les deux sexes,50 à 54 ans,7.6
2017,Nouveau-Brunswick,Les deux sexes,50 à 54 ans,5.9
2018,Nouveau-Brunswick,Les deux sexes,50 à 54 ans,6.1
2019,Nouveau-Brunswick,Les deux sexes,50 à 54 ans,7.2
2020,Nouveau-Brunswick,Les deux sexes,50 à 54 ans,7.6
2015,Nouveau-Brunswick,Les deux sexes,55 à 59 ans,10.0
2016,Nouveau-Brunswick,Les deux sexes,55 à 59 ans,9.9
2017,Nouveau-Brunswick,Les deux sexes,55 à 59 ans,8.2
2018,Nouveau-Brunswick,Les deux sexes,55 à 59 ans,8.3
2019,Nouveau-Brunswick,Les deux sexes,55 à 59 ans,9.8
2020,Nouveau-Brunswick,Les deux sexes,55 à 59 ans,9.4
2015,Nouveau-Brunswick,Les deux sexes,60 à 64 ans,13.2
2016,Nouveau-Brunswick,Les deux sexes,60 à 64 ans,13.2
2017,Nouveau-Brunswick,Les deux sexes,60 à 64 ans,12.0
2018,Nouveau-Brunswick,Les deux sexes,60 à 64 ans,9.8
2019,Nouveau-Brunswick,Les deux sexes,60 à 64 ans,9.3
2020,Nouveau-Brunswick,Les deux sexes,60 à 64 ans,13.4
2015,Nouveau-Brunswick,Les deux sexes,65 ans et plus,7.4
2016,Nouveau-Brunswick,Les deux sexes,65 ans et plus,12.7
2017,Nouveau-Brunswick,Les deux sexes,65 ans et plus,7.4
2018,Nouveau-Brunswick,Les deux sexes,65 ans et plus,8.5
2019,Nouveau-Brunswick,Les deux sexes,65 ans et plus,8.4
2020,Nouveau-Brunswick,Les deux sexes,65 ans et plus,10.0
2015,Nouveau-Brunswick,Les deux sexes,65 à 69 ans,9.0
2016,Nouveau-Brunswick,Les deux sexes,65 à 69 ans,12.8
2017,Nouveau-Brunswick,Les deux sexes,65 à 69 ans,9.5
2018,Nouveau-Brunswick,Les deux sexes,65 à 69 ans,9.1
2019,Nouveau-Brunswick,Les deux sexes,65 à 69 ans,11.3
2020,Nouveau-Brunswick,Les deux sexes,65 à 69 ans,11.9
2015,Nouveau-Brunswick,Les deux sexes,70 ans et plus,
2016,Nouveau-Brunswick,Les deux sexes,70 ans et plus,12.5
2017,Nouveau-Brunswick,Les deux sexes,70 ans et plus,
2018,Nouveau-Brunswick,Les deux sexes,70 ans et plus,
2019,Nouveau-Brunswick,Les deux sexes,70 ans et plus,
2020,Nouveau-Brunswick,Les deux sexes,70 ans et plus,
2015,Nouveau-Brunswick,Hommes,15 ans et plus,12.5
2016,Nouveau-Brunswick,Hommes,15 ans et plus,12.3
2017,Nouveau-Brunswick,Hommes,15 ans et plus,10.0
2018,Nouveau-Brunswick,Hommes,15 ans et plus,9.3
2019,Nouveau-Brunswick,Hommes,15 ans et plus,9.6
2020,Nouveau-Brunswick,Hommes,15 ans et plus,11.7
2015,Nouveau-Brunswick,Hommes,15 à 24 ans,21.9
2016,Nouveau-Brunswick,Hommes,15 à 24 ans,19.0
2017,Nouveau-Brunswick,Hommes,15 à 24 ans,15.5
2018,Nouveau-Brunswick,Hommes,15 à 24 ans,15.9
2019,Nouveau-Brunswick,Hommes,15 à 24 ans,15.3
2020,Nouveau-Brunswick,Hommes,15 à 24 ans,18.9
2015,Nouveau-Brunswick,Hommes,25 ans et plus,11.0
2016,Nouveau-Brunswick,Hommes,25 ans et plus,11.3
2017,Nouveau-Brunswick,Hommes,25 ans et plus,9.1
2018,Nouveau-Brunswick,Hommes,25 ans et plus,8.4
2019,Nouveau-Brunswick,Hommes,25 ans et plus,8.6
2020,Nouveau-Brunswick,Hommes,25 ans et plus,10.5
2015,Nouveau-Brunswick,Hommes,25 à 44 ans,9.8
2016,Nouveau-Brunswick,Hommes,25 à 44 ans,10.1
2017,Nouveau-Brunswick,Hommes,25 à 44 ans,8.5
2018,Nouveau-Brunswick,Hommes,25 à 44 ans,8.0
2019,Nouveau-Brunswick,Hommes,25 à 44 ans,7.8
2020,Nouveau-Brunswick,Hommes,25 à 44 ans,10.7
2015,Nouveau-Brunswick,Hommes,45 à 64 ans,12.2
2016,Nouveau-Brunswick,Hommes,45 à 64 ans,11.7
2017,Nouveau-Brunswick,Hommes,45 à 64 ans,9.8
2018,Nouveau-Brunswick,Hommes,45 à 64 ans,8.5
2019,Nouveau-Brunswick,Hommes,45 à 64 ans,9.2
2020,Nouveau-Brunswick,Hommes,45 à 64 ans,10.3
2015,Nouveau-Brunswick,Hommes,45 ans et plus,12.0
2016,Nouveau-Brunswick,Hommes,45 ans et plus,12.3
2017,Nouveau-Brunswick,Hommes,45 ans et plus,9.6
2018,Nouveau-Brunswick,Hommes,45 ans et plus,8.6
2019,Nouveau-Brunswick,Hommes,45 ans et plus,9.2
2020,Nouveau-Brunswick,Hommes,45 ans et plus,10.3
2015,Nouveau-Brunswick,Hommes,25 à 54 ans,10.2
2016,Nouveau-Brunswick,Hommes,25 à 54 ans,10.1
2017,Nouveau-Brunswick,Hommes,25 à 54 ans,8.7
2018,Nouveau-Brunswick,Hommes,25 à 54 ans,7.8
2019,Nouveau-Brunswick,Hommes,25 à 54 ans,7.7
2020,Nouveau-Brunswick,Hommes,25 à 54 ans,9.7
2015,Nouveau-Brunswick,Hommes,55 ans et plus,13.0
2016,Nouveau-Brunswick,Hommes,55 ans et plus,14.3
2017,Nouveau-Brunswick,Hommes,55 ans et plus,10.2
2018,Nouveau-Brunswick,Hommes,55 ans et plus,9.6
2019,Nouveau-Brunswick,Hommes,55 ans et plus,10.7
2020,Nouveau-Brunswick,Hommes,55 ans et plus,12.2
2015,Nouveau-Brunswick,Hommes,15 à 64 ans,12.6
2016,Nouveau-Brunswick,Hommes,15 à 64 ans,12.0
2017,Nouveau-Brunswick,Hommes,15 à 64 ans,10.1
2018,Nouveau-Brunswick,Hommes,15 à 64 ans,9.4
2019,Nouveau-Brunswick,Hommes,15 à 64 ans,9.6
