Year,Géographie,Genre de travail,Classification nationale des professions (CNP),Âge,GeoCode,Value
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,59,0.99
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,59,0.9
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,15 ans et plus,59,1.02
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,15 à 24 ans,59,0.94
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,25 à 54 ans,59,0.98
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,55 ans et plus,59,1.1
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,59,0.74
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,59,0.86
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,59,0.75
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,59,0.67
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",15 ans et plus,59,0.91
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",15 à 24 ans,59,0.99
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",25 à 54 ans,59,0.85
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",55 ans et plus,59,0.76
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,Vente et services,15 ans et plus,59,0.88
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,Vente et services,15 à 24 ans,59,0.95
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,Vente et services,25 à 54 ans,59,0.83
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,Vente et services,55 ans et plus,59,0.88
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,59,0.72
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,59,0.75
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,59,0.72
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,59,0.62
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",15 ans et plus,59,0.48
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,59,
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,59,0.5
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",55 ans et plus,59,0.38
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,15 ans et plus,59,0.56
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,15 à 24 ans,59,1.06
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,25 à 54 ans,59,0.56
2016,Colombie-Britannique,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,55 ans et plus,59,0.5
2016,Colombie-Britannique,Employés à temps plein,"Total des employés, toutes les professions",15 ans et plus,59,0.8
2016,Colombie-Britannique,Employés à temps plein,"Total des employés, toutes les professions",15 à 24 ans,59,0.88
2016,Colombie-Britannique,Employés à temps plein,"Total des employés, toutes les professions",25 à 54 ans,59,0.81
2016,Colombie-Britannique,Employés à temps plein,"Total des employés, toutes les professions",55 ans et plus,59,0.77
2016,Colombie-Britannique,Employés à temps plein,Gestion,15 ans et plus,59,0.88
2016,Colombie-Britannique,Employés à temps plein,Gestion,15 à 24 ans,59,0.95
2016,Colombie-Britannique,Employés à temps plein,Gestion,25 à 54 ans,59,0.94
2016,Colombie-Britannique,Employés à temps plein,Gestion,55 ans et plus,59,0.82
2016,Colombie-Britannique,Employés à temps plein,"Affaires, finance et administration",15 ans et plus,59,0.96
2016,Colombie-Britannique,Employés à temps plein,"Affaires, finance et administration",15 à 24 ans,59,1.0
2016,Colombie-Britannique,Employés à temps plein,"Affaires, finance et administration",25 à 54 ans,59,0.87
2016,Colombie-Britannique,Employés à temps plein,"Affaires, finance et administration",55 ans et plus,59,0.98
2016,Colombie-Britannique,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,59,0.94
2016,Colombie-Britannique,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,59,0.72
2016,Colombie-Britannique,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,59,0.99
2016,Colombie-Britannique,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,59,0.87
2016,Colombie-Britannique,Employés à temps plein,Secteur de la santé,15 ans et plus,59,1.0
2016,Colombie-Britannique,Employés à temps plein,Secteur de la santé,15 à 24 ans,59,1.0
2016,Colombie-Britannique,Employés à temps plein,Secteur de la santé,25 à 54 ans,59,0.99
2016,Colombie-Britannique,Employés à temps plein,Secteur de la santé,55 ans et plus,59,0.96
2016,Colombie-Britannique,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,59,0.76
2016,Colombie-Britannique,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,59,0.83
2016,Colombie-Britannique,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,59,0.8
2016,Colombie-Britannique,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,59,0.72
2016,Colombie-Britannique,Employés à temps plein,"Arts, culture, sports et loisirs",15 ans et plus,59,0.82
2016,Colombie-Britannique,Employés à temps plein,"Arts, culture, sports et loisirs",15 à 24 ans,59,1.21
2016,Colombie-Britannique,Employés à temps plein,"Arts, culture, sports et loisirs",25 à 54 ans,59,0.8
2016,Colombie-Britannique,Employés à temps plein,"Arts, culture, sports et loisirs",55 ans et plus,59,
2016,Colombie-Britannique,Employés à temps plein,Vente et services,15 ans et plus,59,0.89
2016,Colombie-Britannique,Employés à temps plein,Vente et services,15 à 24 ans,59,0.94
2016,Colombie-Britannique,Employés à temps plein,Vente et services,25 à 54 ans,59,0.87
2016,Colombie-Britannique,Employés à temps plein,Vente et services,55 ans et plus,59,0.81
2016,Colombie-Britannique,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,59,0.73
2016,Colombie-Britannique,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,59,0.75
2016,Colombie-Britannique,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,59,0.7
2016,Colombie-Britannique,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,59,0.59
2016,Colombie-Britannique,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",15 ans et plus,59,0.45
2016,Colombie-Britannique,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,59,
2016,Colombie-Britannique,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,59,0.49
2016,Colombie-Britannique,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",55 ans et plus,59,
2016,Colombie-Britannique,Employés à temps plein,Fabrication et services d'utilité publique,15 ans et plus,59,0.56
2016,Colombie-Britannique,Employés à temps plein,Fabrication et services d'utilité publique,15 à 24 ans,59,1.0
2016,Colombie-Britannique,Employés à temps plein,Fabrication et services d'utilité publique,25 à 54 ans,59,0.56
2016,Colombie-Britannique,Employés à temps plein,Fabrication et services d'utilité publique,55 ans et plus,59,0.5
2016,Colombie-Britannique,Employés à temps partiel,"Total des employés, toutes les professions",15 ans et plus,59,1.17
2016,Colombie-Britannique,Employés à temps partiel,"Total des employés, toutes les professions",15 à 24 ans,59,0.96
2016,Colombie-Britannique,Employés à temps partiel,"Total des employés, toutes les professions",25 à 54 ans,59,1.15
2016,Colombie-Britannique,Employés à temps partiel,"Total des employés, toutes les professions",55 ans et plus,59,1.13
2016,Colombie-Britannique,Employés à temps partiel,Gestion,15 ans et plus,59,
2016,Colombie-Britannique,Employés à temps partiel,Gestion,15 à 24 ans,59,
2016,Colombie-Britannique,Employés à temps partiel,Gestion,25 à 54 ans,59,
2016,Colombie-Britannique,Employés à temps partiel,Gestion,55 ans et plus,59,
2016,Colombie-Britannique,Employés à temps partiel,"Affaires, finance et administration",15 ans et plus,59,1.43
2016,Colombie-Britannique,Employés à temps partiel,"Affaires, finance et administration",15 à 24 ans,59,1.24
2016,Colombie-Britannique,Employés à temps partiel,"Affaires, finance et administration",25 à 54 ans,59,1.25
2016,Colombie-Britannique,Employés à temps partiel,"Affaires, finance et administration",55 ans et plus,59,1.26
2016,Colombie-Britannique,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,59,1.01
2016,Colombie-Britannique,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,59,
2016,Colombie-Britannique,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,59,
2016,Colombie-Britannique,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,59,
2016,Colombie-Britannique,Employés à temps partiel,Secteur de la santé,15 ans et plus,59,1.11
2016,Colombie-Britannique,Employés à temps partiel,Secteur de la santé,15 à 24 ans,59,
2016,Colombie-Britannique,Employés à temps partiel,Secteur de la santé,25 à 54 ans,59,
2016,Colombie-Britannique,Employés à temps partiel,Secteur de la santé,55 ans et plus,59,
2016,Colombie-Britannique,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,59,1.05
2016,Colombie-Britannique,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,59,0.95
2016,Colombie-Britannique,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,59,0.91
2016,Colombie-Britannique,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,59,0.96
2016,Colombie-Britannique,Employés à temps partiel,"Arts, culture, sports et loisirs",15 ans et plus,59,1.0
2016,Colombie-Britannique,Employés à temps partiel,"Arts, culture, sports et loisirs",15 à 24 ans,59,1.0
2016,Colombie-Britannique,Employés à temps partiel,"Arts, culture, sports et loisirs",25 à 54 ans,59,1.15
2016,Colombie-Britannique,Employés à temps partiel,"Arts, culture, sports et loisirs",55 ans et plus,59,
2016,Colombie-Britannique,Employés à temps partiel,Vente et services,15 ans et plus,59,1.0
2016,Colombie-Britannique,Employés à temps partiel,Vente et services,15 à 24 ans,59,1.0
2016,Colombie-Britannique,Employés à temps partiel,Vente et services,25 à 54 ans,59,1.0
2016,Colombie-Britannique,Employés à temps partiel,Vente et services,55 ans et plus,59,0.91
2016,Colombie-Britannique,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,59,0.9
2016,Colombie-Britannique,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,59,0.92
2016,Colombie-Britannique,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,59,0.76
2016,Colombie-Britannique,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,59,0.89
2016,Colombie-Britannique,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",15 ans et plus,59,
2016,Colombie-Britannique,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,59,
2016,Colombie-Britannique,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,59,
