Year,Géographie,Sexe,Groupe d'âge,Caractéristiques démographiques déterminées,GeoCode,Value
2016,Nouveau-Brunswick,Femmes,65 à 74 ans,Inuk (Inuit),13,75.0
2016,Nouveau-Brunswick,Femmes,65 à 74 ans,data.Non-Aboriginal identity,13,65.2
2016,Nouveau-Brunswick,Femmes,75 ans et plus,"Total, toutes les personnes",13,48.4
2016,Nouveau-Brunswick,Femmes,75 ans et plus,Non-immigrants,13,47.2
2016,Nouveau-Brunswick,Femmes,75 ans et plus,Immigrants,13,68.8
2016,Nouveau-Brunswick,Femmes,75 ans et plus,Résidents non permanents,13,66.7
2016,Nouveau-Brunswick,Femmes,75 ans et plus,Total de la population des minorités visibles,13,45.9
2016,Nouveau-Brunswick,Femmes,75 ans et plus,Pas une minorité visible,13,48.5
2016,Nouveau-Brunswick,Femmes,75 ans et plus,data.Total Aboriginal identity,13,31.0
2016,Nouveau-Brunswick,Femmes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),13,33.3
2016,Nouveau-Brunswick,Femmes,75 ans et plus,Métis,13,29.4
2016,Nouveau-Brunswick,Femmes,75 ans et plus,Inuk (Inuit),13,0.0
2016,Nouveau-Brunswick,Femmes,75 ans et plus,data.Non-Aboriginal identity,13,48.7
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",24,77.2
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,24,76.8
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Immigrants,24,78.8
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,24,88.6
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,24,79.4
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,24,77.0
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,24,60.0
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),24,54.8
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Métis,24,70.0
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),24,30.9
2016,Québec,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,24,77.6
2016,Québec,Les deux sexes,15 à 24 ans,"Total, toutes les personnes",24,65.2
2016,Québec,Les deux sexes,15 à 24 ans,Non-immigrants,24,64.6
2016,Québec,Les deux sexes,15 à 24 ans,Immigrants,24,65.7
2016,Québec,Les deux sexes,15 à 24 ans,Résidents non permanents,24,87.5
2016,Québec,Les deux sexes,15 à 24 ans,Total de la population des minorités visibles,24,67.5
2016,Québec,Les deux sexes,15 à 24 ans,Pas une minorité visible,24,64.8
2016,Québec,Les deux sexes,15 à 24 ans,data.Total Aboriginal identity,24,43.7
2016,Québec,Les deux sexes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),24,39.0
2016,Québec,Les deux sexes,15 à 24 ans,Métis,24,56.7
2016,Québec,Les deux sexes,15 à 24 ans,Inuk (Inuit),24,23.0
2016,Québec,Les deux sexes,15 à 24 ans,data.Non-Aboriginal identity,24,65.9
2016,Québec,Les deux sexes,25 à 64 ans,"Total, toutes les personnes",24,83.8
2016,Québec,Les deux sexes,25 à 64 ans,Non-immigrants,24,83.4
2016,Québec,Les deux sexes,25 à 64 ans,Immigrants,24,85.6
2016,Québec,Les deux sexes,25 à 64 ans,Résidents non permanents,24,90.3
2016,Québec,Les deux sexes,25 à 64 ans,Total de la population des minorités visibles,24,84.7
2016,Québec,Les deux sexes,25 à 64 ans,Pas une minorité visible,24,83.7
2016,Québec,Les deux sexes,25 à 64 ans,data.Total Aboriginal identity,24,66.0
2016,Québec,Les deux sexes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),24,61.0
2016,Québec,Les deux sexes,25 à 64 ans,Métis,24,75.3
2016,Québec,Les deux sexes,25 à 64 ans,Inuk (Inuit),24,35.3
2016,Québec,Les deux sexes,25 à 64 ans,data.Non-Aboriginal identity,24,84.2
2016,Québec,Les deux sexes,65 à 74 ans,"Total, toutes les personnes",24,72.2
2016,Québec,Les deux sexes,65 à 74 ans,Non-immigrants,24,72.8
2016,Québec,Les deux sexes,65 à 74 ans,Immigrants,24,68.7
2016,Québec,Les deux sexes,65 à 74 ans,Résidents non permanents,24,55.0
2016,Québec,Les deux sexes,65 à 74 ans,Total de la population des minorités visibles,24,67.9
2016,Québec,Les deux sexes,65 à 74 ans,Pas une minorité visible,24,72.5
2016,Québec,Les deux sexes,65 à 74 ans,data.Total Aboriginal identity,24,58.9
2016,Québec,Les deux sexes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),24,54.3
2016,Québec,Les deux sexes,65 à 74 ans,Métis,24,64.5
2016,Québec,Les deux sexes,65 à 74 ans,Inuk (Inuit),24,27.8
2016,Québec,Les deux sexes,65 à 74 ans,data.Non-Aboriginal identity,24,72.5
2016,Québec,Les deux sexes,75 ans et plus,"Total, toutes les personnes",24,50.4
2016,Québec,Les deux sexes,75 ans et plus,Non-immigrants,24,51.0
2016,Québec,Les deux sexes,75 ans et plus,Immigrants,24,47.7
2016,Québec,Les deux sexes,75 ans et plus,Résidents non permanents,24,48.6
2016,Québec,Les deux sexes,75 ans et plus,Total de la population des minorités visibles,24,52.3
2016,Québec,Les deux sexes,75 ans et plus,Pas une minorité visible,24,50.3
2016,Québec,Les deux sexes,75 ans et plus,data.Total Aboriginal identity,24,36.1
2016,Québec,Les deux sexes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),24,33.2
2016,Québec,Les deux sexes,75 ans et plus,Métis,24,38.7
2016,Québec,Les deux sexes,75 ans et plus,Inuk (Inuit),24,16.7
2016,Québec,Les deux sexes,75 ans et plus,data.Non-Aboriginal identity,24,50.6
2016,Québec,Hommes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",24,75.3
2016,Québec,Hommes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,24,74.2
2016,Québec,Hommes,"Total, personnes âgées de 15 ans et plus",Immigrants,24,80.0
2016,Québec,Hommes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,24,88.1
2016,Québec,Hommes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,24,79.7
2016,Québec,Hommes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,24,74.7
2016,Québec,Hommes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,24,56.4
2016,Québec,Hommes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),24,50.1
2016,Québec,Hommes,"Total, personnes âgées de 15 ans et plus",Métis,24,67.0
2016,Québec,Hommes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),24,27.8
2016,Québec,Hommes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,24,75.7
2016,Québec,Hommes,15 à 24 ans,"Total, toutes les personnes",24,61.6
2016,Québec,Hommes,15 à 24 ans,Non-immigrants,24,60.7
2016,Québec,Hommes,15 à 24 ans,Immigrants,24,63.0
2016,Québec,Hommes,15 à 24 ans,Résidents non permanents,24,87.0
2016,Québec,Hommes,15 à 24 ans,Total de la population des minorités visibles,24,64.7
2016,Québec,Hommes,15 à 24 ans,Pas une minorité visible,24,61.0
2016,Québec,Hommes,15 à 24 ans,data.Total Aboriginal identity,24,39.5
2016,Québec,Hommes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),24,34.3
2016,Québec,Hommes,15 à 24 ans,Métis,24,52.2
2016,Québec,Hommes,15 à 24 ans,Inuk (Inuit),24,19.6
2016,Québec,Hommes,15 à 24 ans,data.Non-Aboriginal identity,24,62.2
2016,Québec,Hommes,25 à 64 ans,"Total, toutes les personnes",24,81.1
2016,Québec,Hommes,25 à 64 ans,Non-immigrants,24,79.9
2016,Québec,Hommes,25 à 64 ans,Immigrants,24,86.0
2016,Québec,Hommes,25 à 64 ans,Résidents non permanents,24,89.3
2016,Québec,Hommes,25 à 64 ans,Total de la population des minorités visibles,24,85.0
2016,Québec,Hommes,25 à 64 ans,Pas une minorité visible,24,80.5
2016,Québec,Hommes,25 à 64 ans,data.Total Aboriginal identity,24,62.1
2016,Québec,Hommes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),24,55.8
2016,Québec,Hommes,25 à 64 ans,Métis,24,72.1
2016,Québec,Hommes,25 à 64 ans,Inuk (Inuit),24,32.5
2016,Québec,Hommes,25 à 64 ans,data.Non-Aboriginal identity,24,81.5
2016,Québec,Hommes,65 à 74 ans,"Total, toutes les personnes",24,72.3
2016,Québec,Hommes,65 à 74 ans,Non-immigrants,24,72.3
2016,Québec,Hommes,65 à 74 ans,Immigrants,24,72.5
2016,Québec,Hommes,65 à 74 ans,Résidents non permanents,24,57.3
2016,Québec,Hommes,65 à 74 ans,Total de la population des minorités visibles,24,73.2
2016,Québec,Hommes,65 à 74 ans,Pas une minorité visible,24,72.3
2016,Québec,Hommes,65 à 74 ans,data.Total Aboriginal identity,24,58.0
2016,Québec,Hommes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),24,51.8
2016,Québec,Hommes,65 à 74 ans,Métis,24,64.6
2016,Québec,Hommes,65 à 74 ans,Inuk (Inuit),24,25.6
2016,Québec,Hommes,65 à 74 ans,data.Non-Aboriginal identity,24,72.6
2016,Québec,Hommes,75 ans et plus,"Total, toutes les personnes",24,52.9
2016,Québec,Hommes,75 ans et plus,Non-immigrants,24,52.6
2016,Québec,Hommes,75 ans et plus,Immigrants,24,54.4
2016,Québec,Hommes,75 ans et plus,Résidents non permanents,24,66.7
2016,Québec,Hommes,75 ans et plus,Total de la population des minorités visibles,24,63.7
2016,Québec,Hommes,75 ans et plus,Pas une minorité visible,24,52.4
2016,Québec,Hommes,75 ans et plus,data.Total Aboriginal identity,24,36.0
2016,Québec,Hommes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),24,33.3
2016,Québec,Hommes,75 ans et plus,Métis,24,38.6
2016,Québec,Hommes,75 ans et plus,Inuk (Inuit),24,13.3
2016,Québec,Hommes,75 ans et plus,data.Non-Aboriginal identity,24,53.2
2016,Québec,Femmes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",24,79.1
2016,Québec,Femmes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,24,79.3
2016,Québec,Femmes,"Total, personnes âgées de 15 ans et plus",Immigrants,24,77.7
2016,Québec,Femmes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,24,89.2
2016,Québec,Femmes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,24,79.1
2016,Québec,Femmes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,24,79.2
2016,Québec,Femmes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,24,63.5
2016,Québec,Femmes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),24,59.2
2016,Québec,Femmes,"Total, personnes âgées de 15 ans et plus",Métis,24,73.3
2016,Québec,Femmes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),24,33.9
2016,Québec,Femmes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,24,79.5
2016,Québec,Femmes,15 à 24 ans,"Total, toutes les personnes",24,69.1
2016,Québec,Femmes,15 à 24 ans,Non-immigrants,24,68.6
2016,Québec,Femmes,15 à 24 ans,Immigrants,24,68.2
2016,Québec,Femmes,15 à 24 ans,Résidents non permanents,24,88.0
2016,Québec,Femmes,15 à 24 ans,Total de la population des minorités visibles,24,70.2
2016,Québec,Femmes,15 à 24 ans,Pas une minorité visible,24,68.8
2016,Québec,Femmes,15 à 24 ans,data.Total Aboriginal identity,24,48.0
2016,Québec,Femmes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),24,43.7
2016,Québec,Femmes,15 à 24 ans,Métis,24,61.9
2016,Québec,Femmes,15 à 24 ans,Inuk (Inuit),24,26.4
2016,Québec,Femmes,15 à 24 ans,data.Non-Aboriginal identity,24,69.7
2016,Québec,Femmes,25 à 64 ans,"Total, toutes les personnes",24,86.5
2016,Québec,Femmes,25 à 64 ans,Non-immigrants,24,86.7
2016,Québec,Femmes,25 à 64 ans,Immigrants,24,85.3
2016,Québec,Femmes,25 à 64 ans,Résidents non permanents,24,91.5
2016,Québec,Femmes,25 à 64 ans,Total de la population des minorités visibles,24,84.4
2016,Québec,Femmes,25 à 64 ans,Pas une minorité visible,24,86.9
2016,Québec,Femmes,25 à 64 ans,data.Total Aboriginal identity,24,69.8
2016,Québec,Femmes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),24,65.8
2016,Québec,Femmes,25 à 64 ans,Métis,24,78.9
2016,Québec,Femmes,25 à 64 ans,Inuk (Inuit),24,37.9
2016,Québec,Femmes,25 à 64 ans,data.Non-Aboriginal identity,24,86.9
2016,Québec,Femmes,65 à 74 ans,"Total, toutes les personnes",24,72.1
2016,Québec,Femmes,65 à 74 ans,Non-immigrants,24,73.3
2016,Québec,Femmes,65 à 74 ans,Immigrants,24,65.0
2016,Québec,Femmes,65 à 74 ans,Résidents non permanents,24,52.5
2016,Québec,Femmes,65 à 74 ans,Total de la population des minorités visibles,24,63.0
2016,Québec,Femmes,65 à 74 ans,Pas une minorité visible,24,72.7
2016,Québec,Femmes,65 à 74 ans,data.Total Aboriginal identity,24,59.8
2016,Québec,Femmes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),24,56.5
2016,Québec,Femmes,65 à 74 ans,Métis,24,64.4
2016,Québec,Femmes,65 à 74 ans,Inuk (Inuit),24,29.6
2016,Québec,Femmes,65 à 74 ans,data.Non-Aboriginal identity,24,72.3
2016,Québec,Femmes,75 ans et plus,"Total, toutes les personnes",24,48.4
2016,Québec,Femmes,75 ans et plus,Non-immigrants,24,49.7
2016,Québec,Femmes,75 ans et plus,Immigrants,24,42.1
2016,Québec,Femmes,75 ans et plus,Résidents non permanents,24,35.8
2016,Québec,Femmes,75 ans et plus,Total de la population des minorités visibles,24,43.7
2016,Québec,Femmes,75 ans et plus,Pas une minorité visible,24,48.7
2016,Québec,Femmes,75 ans et plus,data.Total Aboriginal identity,24,36.4
2016,Québec,Femmes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),24,33.0
2016,Québec,Femmes,75 ans et plus,Métis,24,39.3
2016,Québec,Femmes,75 ans et plus,Inuk (Inuit),24,28.6
2016,Québec,Femmes,75 ans et plus,data.Non-Aboriginal identity,24,48.6
2016,Ontario,Les deux sexes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",35,80.5
2016,Ontario,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,35,80.5
2016,Ontario,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Immigrants,35,80.2
2016,Ontario,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,35,88.1
2016,Ontario,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,35,82.4
2016,Ontario,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,35,79.8
2016,Ontario,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,35,67.0
2016,Ontario,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),35,62.6
2016,Ontario,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Métis,35,74.4
2016,Ontario,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),35,66.0
2016,Ontario,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,35,80.9
2016,Ontario,Les deux sexes,15 à 24 ans,"Total, toutes les personnes",35,66.5
2016,Ontario,Les deux sexes,15 à 24 ans,Non-immigrants,35,64.5
2016,Ontario,Les deux sexes,15 à 24 ans,Immigrants,35,71.5
2016,Ontario,Les deux sexes,15 à 24 ans,Résidents non permanents,35,85.6
2016,Ontario,Les deux sexes,15 à 24 ans,Total de la population des minorités visibles,35,70.0
2016,Ontario,Les deux sexes,15 à 24 ans,Pas une minorité visible,35,64.5
2016,Ontario,Les deux sexes,15 à 24 ans,data.Total Aboriginal identity,35,51.5
2016,Ontario,Les deux sexes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),35,47.1
2016,Ontario,Les deux sexes,15 à 24 ans,Métis,35,60.0
2016,Ontario,Les deux sexes,15 à 24 ans,Inuk (Inuit),35,51.1
2016,Ontario,Les deux sexes,15 à 24 ans,data.Non-Aboriginal identity,35,67.0
2016,Ontario,Les deux sexes,25 à 64 ans,"Total, toutes les personnes",35,87.9
2016,Ontario,Les deux sexes,25 à 64 ans,Non-immigrants,35,88.4
2016,Ontario,Les deux sexes,25 à 64 ans,Immigrants,35,87.0
2016,Ontario,Les deux sexes,25 à 64 ans,Résidents non permanents,35,90.8
2016,Ontario,Les deux sexes,25 à 64 ans,Total de la population des minorités visibles,35,88.4
2016,Ontario,Les deux sexes,25 à 64 ans,Pas une minorité visible,35,87.8
2016,Ontario,Les deux sexes,25 à 64 ans,data.Total Aboriginal identity,35,74.8
2016,Ontario,Les deux sexes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),35,70.3
2016,Ontario,Les deux sexes,25 à 64 ans,Métis,35,82.3
2016,Ontario,Les deux sexes,25 à 64 ans,Inuk (Inuit),35,71.9
2016,Ontario,Les deux sexes,25 à 64 ans,data.Non-Aboriginal identity,35,88.3
2016,Ontario,Les deux sexes,65 à 74 ans,"Total, toutes les personnes",35,73.7
2016,Ontario,Les deux sexes,65 à 74 ans,Non-immigrants,35,74.6
2016,Ontario,Les deux sexes,65 à 74 ans,Immigrants,35,72.6
2016,Ontario,Les deux sexes,65 à 74 ans,Résidents non permanents,35,66.1
2016,Ontario,Les deux sexes,65 à 74 ans,Total de la population des minorités visibles,35,74.4
2016,Ontario,Les deux sexes,65 à 74 ans,Pas une minorité visible,35,73.6
2016,Ontario,Les deux sexes,65 à 74 ans,data.Total Aboriginal identity,35,55.1
2016,Ontario,Les deux sexes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),35,51.8
2016,Ontario,Les deux sexes,65 à 74 ans,Métis,35,58.7
2016,Ontario,Les deux sexes,65 à 74 ans,Inuk (Inuit),35,74.1
2016,Ontario,Les deux sexes,65 à 74 ans,data.Non-Aboriginal identity,35,74.0
2016,Ontario,Les deux sexes,75 ans et plus,"Total, toutes les personnes",35,56.1
2016,Ontario,Les deux sexes,75 ans et plus,Non-immigrants,35,57.9
2016,Ontario,Les deux sexes,75 ans et plus,Immigrants,35,54.0
2016,Ontario,Les deux sexes,75 ans et plus,Résidents non permanents,35,50.8
2016,Ontario,Les deux sexes,75 ans et plus,Total de la population des minorités visibles,35,58.8
2016,Ontario,Les deux sexes,75 ans et plus,Pas une minorité visible,35,55.5
2016,Ontario,Les deux sexes,75 ans et plus,data.Total Aboriginal identity,35,35.7
2016,Ontario,Les deux sexes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),35,32.4
2016,Ontario,Les deux sexes,75 ans et plus,Métis,35,38.4
2016,Ontario,Les deux sexes,75 ans et plus,Inuk (Inuit),35,40.0
2016,Ontario,Les deux sexes,75 ans et plus,data.Non-Aboriginal identity,35,56.3
2016,Ontario,Hommes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",35,79.5
2016,Ontario,Hommes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,35,78.6
2016,Ontario,Hommes,"Total, personnes âgées de 15 ans et plus",Immigrants,35,81.0
2016,Ontario,Hommes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,35,87.9
2016,Ontario,Hommes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,35,82.8
2016,Ontario,Hommes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,35,78.3
2016,Ontario,Hommes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,35,63.5
2016,Ontario,Hommes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),35,58.7
2016,Ontario,Hommes,"Total, personnes âgées de 15 ans et plus",Métis,35,71.1
2016,Ontario,Hommes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),35,65.6
2016,Ontario,Hommes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,35,80.0
2016,Ontario,Hommes,15 à 24 ans,"Total, toutes les personnes",35,65.2
2016,Ontario,Hommes,15 à 24 ans,Non-immigrants,35,63.1
2016,Ontario,Hommes,15 à 24 ans,Immigrants,35,70.6
2016,Ontario,Hommes,15 à 24 ans,Résidents non permanents,35,85.1
2016,Ontario,Hommes,15 à 24 ans,Total de la population des minorités visibles,35,69.1
2016,Ontario,Hommes,15 à 24 ans,Pas une minorité visible,35,63.0
2016,Ontario,Hommes,15 à 24 ans,data.Total Aboriginal identity,35,48.8
2016,Ontario,Hommes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),35,44.3
2016,Ontario,Hommes,15 à 24 ans,Métis,35,57.5
2016,Ontario,Hommes,15 à 24 ans,Inuk (Inuit),35,46.6
2016,Ontario,Hommes,15 à 24 ans,data.Non-Aboriginal identity,35,65.8
2016,Ontario,Hommes,25 à 64 ans,"Total, toutes les personnes",35,86.4
2016,Ontario,Hommes,25 à 64 ans,Non-immigrants,35,86.2
2016,Ontario,Hommes,25 à 64 ans,Immigrants,35,86.8
2016,Ontario,Hommes,25 à 64 ans,Résidents non permanents,35,90.3
2016,Ontario,Hommes,25 à 64 ans,Total de la population des minorités visibles,35,88.4
2016,Ontario,Hommes,25 à 64 ans,Pas une minorité visible,35,85.7
2016,Ontario,Hommes,25 à 64 ans,data.Total Aboriginal identity,35,71.1
2016,Ontario,Hommes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),35,66.1
2016,Ontario,Hommes,25 à 64 ans,Métis,35,79.1
2016,Ontario,Hommes,25 à 64 ans,Inuk (Inuit),35,72.3
2016,Ontario,Hommes,25 à 64 ans,data.Non-Aboriginal identity,35,86.8
2016,Ontario,Hommes,65 à 74 ans,"Total, toutes les personnes",35,74.2
