Year,Units,Géographie,Infractions,Âge de l'accusé,Sexe de l'accusé,Value
2016/2017,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,25 à 34 ans,Hommes,
2017/2018,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,25 à 34 ans,Hommes,
2018/2019,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,25 à 34 ans,Hommes,
2014/2015,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,25 à 34 ans,Femmes,
2015/2016,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,25 à 34 ans,Femmes,
2016/2017,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,25 à 34 ans,Femmes,
2017/2018,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,25 à 34 ans,Femmes,
2018/2019,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,25 à 34 ans,Femmes,
2014/2015,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,25 à 34 ans,Sexe inconnu,142.0
2015/2016,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,25 à 34 ans,Sexe inconnu,144.0
2016/2017,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,25 à 34 ans,Sexe inconnu,139.0
2017/2018,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,25 à 34 ans,Sexe inconnu,134.0
2018/2019,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,25 à 34 ans,Sexe inconnu,135.0
2014/2015,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,"Total, le sexe de l'accusé",148.0
2015/2016,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,"Total, le sexe de l'accusé",147.0
2016/2017,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,"Total, le sexe de l'accusé",130.0
2017/2018,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,"Total, le sexe de l'accusé",133.0
2018/2019,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,"Total, le sexe de l'accusé",134.0
2014/2015,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,Hommes,
2015/2016,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,Hommes,
2016/2017,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,Hommes,
2017/2018,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,Hommes,
2018/2019,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,Hommes,
2014/2015,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,Femmes,
2015/2016,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,Femmes,
2016/2017,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,Femmes,
2017/2018,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,Femmes,
2018/2019,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,Femmes,
2014/2015,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,Sexe inconnu,148.0
2015/2016,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,Sexe inconnu,147.0
2016/2017,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,Sexe inconnu,130.0
2017/2018,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,Sexe inconnu,133.0
2018/2019,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,35 à 44 ans,Sexe inconnu,134.0
2014/2015,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,"Total, le sexe de l'accusé",144.0
2015/2016,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,"Total, le sexe de l'accusé",134.0
2016/2017,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,"Total, le sexe de l'accusé",147.0
2017/2018,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,"Total, le sexe de l'accusé",134.0
2018/2019,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,"Total, le sexe de l'accusé",134.0
2014/2015,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,Hommes,
2015/2016,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,Hommes,
2016/2017,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,Hommes,
2017/2018,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,Hommes,
2018/2019,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,Hommes,
2014/2015,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,Femmes,
2015/2016,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,Femmes,
2016/2017,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,Femmes,
2017/2018,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,Femmes,
2018/2019,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,Femmes,
2014/2015,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,Sexe inconnu,144.0
2015/2016,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,Sexe inconnu,134.0
2016/2017,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,Sexe inconnu,147.0
2017/2018,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,Sexe inconnu,134.0
2018/2019,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,45 à 54 ans,Sexe inconnu,134.0
2014/2015,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,"Total, le sexe de l'accusé",136.0
2015/2016,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,"Total, le sexe de l'accusé",157.0
2016/2017,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,"Total, le sexe de l'accusé",155.0
2017/2018,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,"Total, le sexe de l'accusé",156.0
2018/2019,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,"Total, le sexe de l'accusé",127.0
2014/2015,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,Hommes,
2015/2016,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,Hommes,
2016/2017,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,Hommes,
2017/2018,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,Hommes,
2018/2019,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,Hommes,
2014/2015,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,Femmes,
2015/2016,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,Femmes,
2016/2017,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,Femmes,
2017/2018,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,Femmes,
2018/2019,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,Femmes,
2014/2015,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,Sexe inconnu,136.0
2015/2016,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,Sexe inconnu,157.0
2016/2017,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,Sexe inconnu,155.0
2017/2018,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,Sexe inconnu,156.0
2018/2019,Tribunaux pour adultes,Manitoba,Total des infractions au Code criminel,55 ans et plus,Sexe inconnu,127.0
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",210.0
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",204.0
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",190.0
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",185.0
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",177.0
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Hommes,
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Hommes,
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Hommes,
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Hommes,
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Hommes,
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Femmes,
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Femmes,
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Femmes,
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Femmes,
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Femmes,
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Sociétés,0.0
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Sociétés,0.0
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Sociétés,0.0
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Sociétés,0.0
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Sociétés,0.0
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Sexe inconnu,210.0
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Sexe inconnu,204.0
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Sexe inconnu,190.0
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Sexe inconnu,185.0
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,"Total, l'âge de l'accusé",Sexe inconnu,177.0
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,"Total, le sexe de l'accusé",234.0
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,"Total, le sexe de l'accusé",225.0
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,"Total, le sexe de l'accusé",204.0
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,"Total, le sexe de l'accusé",211.0
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,"Total, le sexe de l'accusé",197.0
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,Hommes,
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,Hommes,
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,Hommes,
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,Hommes,
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,Hommes,
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,Femmes,
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,Femmes,
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,Femmes,
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,Femmes,
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,Femmes,
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,Sexe inconnu,234.0
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,Sexe inconnu,225.0
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,Sexe inconnu,204.0
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,Sexe inconnu,211.0
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,18 à 24 ans,Sexe inconnu,197.0
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,"Total, le sexe de l'accusé",199.0
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,"Total, le sexe de l'accusé",201.0
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,"Total, le sexe de l'accusé",176.0
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,"Total, le sexe de l'accusé",177.0
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,"Total, le sexe de l'accusé",175.0
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,Hommes,
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,Hommes,
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,Hommes,
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,Hommes,
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,Hommes,
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,Femmes,
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,Femmes,
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,Femmes,
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,Femmes,
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,Femmes,
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,Sexe inconnu,199.0
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,Sexe inconnu,201.0
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,Sexe inconnu,176.0
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,Sexe inconnu,177.0
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,25 à 34 ans,Sexe inconnu,175.0
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",194.0
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",191.0
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",182.0
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",165.0
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",169.0
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,Hommes,
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,Hommes,
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,Hommes,
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,Hommes,
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,Hommes,
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,Femmes,
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,Femmes,
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,Femmes,
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,Femmes,
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,Femmes,
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,Sexe inconnu,194.0
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,Sexe inconnu,191.0
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,Sexe inconnu,182.0
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,Sexe inconnu,165.0
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,35 à 44 ans,Sexe inconnu,169.0
2014/2015,Tribunaux pour adultes,Manitoba,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",205.0
2015/2016,Tribunaux pour adultes,Manitoba,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",190.0
2016/2017,Tribunaux pour adultes,Manitoba,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",183.0
2017/2018,Tribunaux pour adultes,Manitoba,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",171.0
2018/2019,Tribunaux pour adultes,Manitoba,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",169.0
