Year,Géographie,Caractéristiques de la population,Niveau de scolarité,Groupe d'âge,Sexe,GeoCode,Value
2012,Nouveau-Brunswick,Population totale,Études tertiaires,30 à 34 ans,Homme,13,47.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,30 à 34 ans,Femme,13,69.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,13,55.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,35 à 44 ans,Homme,13,47.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,35 à 44 ans,Femme,13,61.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,13,44.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,45 à 54 ans,Homme,13,38.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,45 à 54 ans,Femme,13,49.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,13,37.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,55 à 64 ans,Homme,13,32.0
2012,Nouveau-Brunswick,Population totale,Études tertiaires,55 à 64 ans,Femme,13,42.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,13,29.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,13,25.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,13,33.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,13,33.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,13,30.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,13,35.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,13,34.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,13,29.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,13,38.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,13,32.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,13,28.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,13,36.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,13,29.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,13,24.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,13,33.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,13,24.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,13,19.0
2012,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,13,29.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,13,13.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,13,11.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,13,15.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,13,19.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,25 à 34 ans,Homme,13,15.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,25 à 34 ans,Femme,13,23.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,13,19.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,30 à 34 ans,Homme,13,14.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,30 à 34 ans,Femme,13,24.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,13,16.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,35 à 44 ans,Homme,13,14.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,35 à 44 ans,Femme,13,18.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,13,10.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,45 à 54 ans,Homme,13,9.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,45 à 54 ans,Femme,13,11.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,13,8.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,55 à 64 ans,Homme,13,7.0
2012,Nouveau-Brunswick,Population totale,Baccalauréat,55 à 64 ans,Femme,13,9.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,13,5.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,13,5.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,13,6.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,13,5.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,13,4.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,13,7.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,13,6.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,13,4.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,13,8.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,13,6.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,13,5.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,13,7.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,13,4.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,13,4.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,13,4.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,13,5.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,13,6.0
2012,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,13,4.0
2012,Québec,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,24,49.0
2012,Québec,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,24,44.0
2012,Québec,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,24,54.0
2012,Québec,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,24,57.0
2012,Québec,Population totale,Études tertiaires,25 à 34 ans,Homme,24,47.0
2012,Québec,Population totale,Études tertiaires,25 à 34 ans,Femme,24,66.0
2012,Québec,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,24,57.0
2012,Québec,Population totale,Études tertiaires,30 à 34 ans,Homme,24,47.0
2012,Québec,Population totale,Études tertiaires,30 à 34 ans,Femme,24,67.0
2012,Québec,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,24,55.0
2012,Québec,Population totale,Études tertiaires,35 à 44 ans,Homme,24,50.0
2012,Québec,Population totale,Études tertiaires,35 à 44 ans,Femme,24,61.0
2012,Québec,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,24,45.0
2012,Québec,Population totale,Études tertiaires,45 à 54 ans,Homme,24,42.0
2012,Québec,Population totale,Études tertiaires,45 à 54 ans,Femme,24,49.0
2012,Québec,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,24,40.0
2012,Québec,Population totale,Études tertiaires,55 à 64 ans,Homme,24,40.0
2012,Québec,Population totale,Études tertiaires,55 à 64 ans,Femme,24,40.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,24,24.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,24,21.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,24,26.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,24,25.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,24,22.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,24,29.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,24,25.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,24,22.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,24,29.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,24,25.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,24,22.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,24,27.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,24,24.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,24,21.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,24,27.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,24,21.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,24,19.0
2012,Québec,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,24,22.0
2012,Québec,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,24,18.0
2012,Québec,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,24,16.0
2012,Québec,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,24,20.0
2012,Québec,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,24,22.0
2012,Québec,Population totale,Baccalauréat,25 à 34 ans,Homme,24,18.0
2012,Québec,Population totale,Baccalauréat,25 à 34 ans,Femme,24,27.0
2012,Québec,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,24,21.0
2012,Québec,Population totale,Baccalauréat,30 à 34 ans,Homme,24,17.0
2012,Québec,Population totale,Baccalauréat,30 à 34 ans,Femme,24,26.0
2012,Québec,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,24,21.0
2012,Québec,Population totale,Baccalauréat,35 à 44 ans,Homme,24,18.0
2012,Québec,Population totale,Baccalauréat,35 à 44 ans,Femme,24,24.0
2012,Québec,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,24,15.0
2012,Québec,Population totale,Baccalauréat,45 à 54 ans,Homme,24,14.0
2012,Québec,Population totale,Baccalauréat,45 à 54 ans,Femme,24,17.0
2012,Québec,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,24,13.0
2012,Québec,Population totale,Baccalauréat,55 à 64 ans,Homme,24,13.0
2012,Québec,Population totale,Baccalauréat,55 à 64 ans,Femme,24,13.0
2012,Québec,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,24,8.0
2012,Québec,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,24,8.0
2012,Québec,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,24,8.0
2012,Québec,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,24,9.0
2012,Québec,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,24,7.0
2012,Québec,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,24,11.0
2012,Québec,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,24,11.0
2012,Québec,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,24,9.0
2012,Québec,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,24,12.0
2012,Québec,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,24,10.0
2012,Québec,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,24,9.0
2012,Québec,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,24,10.0
2012,Québec,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,24,6.0
2012,Québec,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,24,7.0
2012,Québec,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,24,5.0
2012,Québec,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,24,6.0
2012,Québec,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,24,8.0
2012,Québec,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,24,5.0
2012,Ontario,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,35,59.0
2012,Ontario,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,35,54.0
2012,Ontario,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,35,63.0
2012,Ontario,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,35,64.0
2012,Ontario,Population totale,Études tertiaires,25 à 34 ans,Homme,35,56.0
2012,Ontario,Population totale,Études tertiaires,25 à 34 ans,Femme,35,72.0
2012,Ontario,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,35,64.0
2012,Ontario,Population totale,Études tertiaires,30 à 34 ans,Homme,35,56.0
2012,Ontario,Population totale,Études tertiaires,30 à 34 ans,Femme,35,72.0
2012,Ontario,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,35,65.0
2012,Ontario,Population totale,Études tertiaires,35 à 44 ans,Homme,35,60.0
2012,Ontario,Population totale,Études tertiaires,35 à 44 ans,Femme,35,70.0
2012,Ontario,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,35,55.0
2012,Ontario,Population totale,Études tertiaires,45 à 54 ans,Homme,35,52.0
2012,Ontario,Population totale,Études tertiaires,45 à 54 ans,Femme,35,58.0
2012,Ontario,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,35,50.0
2012,Ontario,Population totale,Études tertiaires,55 à 64 ans,Homme,35,49.0
2012,Ontario,Population totale,Études tertiaires,55 à 64 ans,Femme,35,51.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,35,28.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,35,25.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,35,31.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,35,29.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,35,26.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,35,31.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,35,29.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,35,26.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,35,32.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,35,30.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,35,26.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,35,33.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,35,28.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,35,25.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,35,32.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,35,24.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,35,21.0
2012,Ontario,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,35,28.0
2012,Ontario,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,35,20.0
2012,Ontario,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,35,19.0
2012,Ontario,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,35,21.0
2012,Ontario,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,35,24.0
2012,Ontario,Population totale,Baccalauréat,25 à 34 ans,Homme,35,21.0
2012,Ontario,Population totale,Baccalauréat,25 à 34 ans,Femme,35,27.0
2012,Ontario,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,35,22.0
2012,Ontario,Population totale,Baccalauréat,30 à 34 ans,Homme,35,20.0
2012,Ontario,Population totale,Baccalauréat,30 à 34 ans,Femme,35,24.0
2012,Ontario,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,35,23.0
2012,Ontario,Population totale,Baccalauréat,35 à 44 ans,Homme,35,21.0
2012,Ontario,Population totale,Baccalauréat,35 à 44 ans,Femme,35,25.0
2012,Ontario,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,35,18.0
2012,Ontario,Population totale,Baccalauréat,45 à 54 ans,Homme,35,18.0
2012,Ontario,Population totale,Baccalauréat,45 à 54 ans,Femme,35,18.0
2012,Ontario,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,35,16.0
2012,Ontario,Population totale,Baccalauréat,55 à 64 ans,Homme,35,17.0
2012,Ontario,Population totale,Baccalauréat,55 à 64 ans,Femme,35,16.0
2012,Ontario,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,35,10.0
2012,Ontario,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,35,10.0
2012,Ontario,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,35,10.0
2012,Ontario,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,35,11.0
2012,Ontario,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,35,9.0
2012,Ontario,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,35,14.0
2012,Ontario,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,35,13.0
2012,Ontario,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,35,9.0
2012,Ontario,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,35,16.0
2012,Ontario,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,35,12.0
2012,Ontario,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,35,12.0
2012,Ontario,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,35,12.0
2012,Ontario,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,35,9.0
2012,Ontario,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,35,10.0
2012,Ontario,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,35,9.0
2012,Ontario,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,35,9.0
2012,Ontario,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,35,11.0
2012,Ontario,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,35,8.0
2012,Manitoba,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,46,46.0
2012,Manitoba,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,46,41.0
2012,Manitoba,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,46,52.0
2012,Manitoba,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,46,50.0
2012,Manitoba,Population totale,Études tertiaires,25 à 34 ans,Homme,46,42.0
2012,Manitoba,Population totale,Études tertiaires,25 à 34 ans,Femme,46,57.0
2012,Manitoba,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,46,51.0
2012,Manitoba,Population totale,Études tertiaires,30 à 34 ans,Homme,46,44.0
2012,Manitoba,Population totale,Études tertiaires,30 à 34 ans,Femme,46,59.0
2012,Manitoba,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,46,50.0
2012,Manitoba,Population totale,Études tertiaires,35 à 44 ans,Homme,46,45.0
2012,Manitoba,Population totale,Études tertiaires,35 à 44 ans,Femme,46,56.0
2012,Manitoba,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,46,45.0
