Year,Geography,Population characteristics,Education attainment level,Age group,Gender,GeoCode,Value
2012,Alberta,Total population,Short-cycle tertiary,35 to 44 years,Total - Gender,48,23.0
2012,Alberta,Total population,Short-cycle tertiary,35 to 44 years,Men+,48,18.0
2012,Alberta,Total population,Short-cycle tertiary,35 to 44 years,Women+,48,29.0
2012,Alberta,Total population,Short-cycle tertiary,45 to 54 years,Total - Gender,48,22.0
2012,Alberta,Total population,Short-cycle tertiary,45 to 54 years,Men+,48,17.0
2012,Alberta,Total population,Short-cycle tertiary,45 to 54 years,Women+,48,28.0
2012,Alberta,Total population,Short-cycle tertiary,55 to 64 years,Total - Gender,48,20.0
2012,Alberta,Total population,Short-cycle tertiary,55 to 64 years,Men+,48,14.0
2012,Alberta,Total population,Short-cycle tertiary,55 to 64 years,Women+,48,27.0
2012,Alberta,Total population,Bachelor's level,"Total, 25 to 64 years",Total - Gender,48,18.0
2012,Alberta,Total population,Bachelor's level,"Total, 25 to 64 years",Men+,48,16.0
2012,Alberta,Total population,Bachelor's level,"Total, 25 to 64 years",Women+,48,20.0
2012,Alberta,Total population,Bachelor's level,25 to 34 years,Total - Gender,48,20.0
2012,Alberta,Total population,Bachelor's level,25 to 34 years,Men+,48,16.0
2012,Alberta,Total population,Bachelor's level,25 to 34 years,Women+,48,24.0
2012,Alberta,Total population,Bachelor's level,30 to 34 years,Total - Gender,48,20.0
2012,Alberta,Total population,Bachelor's level,30 to 34 years,Men+,48,16.0
2012,Alberta,Total population,Bachelor's level,30 to 34 years,Women+,48,24.0
2012,Alberta,Total population,Bachelor's level,35 to 44 years,Total - Gender,48,20.0
2012,Alberta,Total population,Bachelor's level,35 to 44 years,Men+,48,18.0
2012,Alberta,Total population,Bachelor's level,35 to 44 years,Women+,48,23.0
2012,Alberta,Total population,Bachelor's level,45 to 54 years,Total - Gender,48,15.0
2012,Alberta,Total population,Bachelor's level,45 to 54 years,Men+,48,14.0
2012,Alberta,Total population,Bachelor's level,45 to 54 years,Women+,48,17.0
2012,Alberta,Total population,Bachelor's level,55 to 64 years,Total - Gender,48,14.0
2012,Alberta,Total population,Bachelor's level,55 to 64 years,Men+,48,14.0
2012,Alberta,Total population,Bachelor's level,55 to 64 years,Women+,48,14.0
2012,Alberta,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Total - Gender,48,7.0
2012,Alberta,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Men+,48,7.0
2012,Alberta,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Women+,48,7.0
2012,Alberta,Total population,Master's or Doctoral level,25 to 34 years,Total - Gender,48,6.0
2012,Alberta,Total population,Master's or Doctoral level,25 to 34 years,Men+,48,5.0
2012,Alberta,Total population,Master's or Doctoral level,25 to 34 years,Women+,48,6.0
2012,Alberta,Total population,Master's or Doctoral level,30 to 34 years,Total - Gender,48,6.0
2012,Alberta,Total population,Master's or Doctoral level,30 to 34 years,Men+,48,6.0
2012,Alberta,Total population,Master's or Doctoral level,30 to 34 years,Women+,48,7.0
2012,Alberta,Total population,Master's or Doctoral level,35 to 44 years,Total - Gender,48,8.0
2012,Alberta,Total population,Master's or Doctoral level,35 to 44 years,Men+,48,7.0
2012,Alberta,Total population,Master's or Doctoral level,35 to 44 years,Women+,48,8.0
2012,Alberta,Total population,Master's or Doctoral level,45 to 54 years,Total - Gender,48,7.0
2012,Alberta,Total population,Master's or Doctoral level,45 to 54 years,Men+,48,7.0
2012,Alberta,Total population,Master's or Doctoral level,45 to 54 years,Women+,48,7.0
2012,Alberta,Total population,Master's or Doctoral level,55 to 64 years,Total - Gender,48,7.0
2012,Alberta,Total population,Master's or Doctoral level,55 to 64 years,Men+,48,9.0
2012,Alberta,Total population,Master's or Doctoral level,55 to 64 years,Women+,48,6.0
2012,British Columbia,Total population,Tertiary education,"Total, 25 to 64 years",Total - Gender,59,51.0
2012,British Columbia,Total population,Tertiary education,"Total, 25 to 64 years",Men+,59,44.0
2012,British Columbia,Total population,Tertiary education,"Total, 25 to 64 years",Women+,59,57.0
2012,British Columbia,Total population,Tertiary education,25 to 34 years,Total - Gender,59,53.0
2012,British Columbia,Total population,Tertiary education,25 to 34 years,Men+,59,44.0
2012,British Columbia,Total population,Tertiary education,25 to 34 years,Women+,59,62.0
2012,British Columbia,Total population,Tertiary education,30 to 34 years,Total - Gender,59,56.0
2012,British Columbia,Total population,Tertiary education,30 to 34 years,Men+,59,45.0
2012,British Columbia,Total population,Tertiary education,30 to 34 years,Women+,59,66.0
2012,British Columbia,Total population,Tertiary education,35 to 44 years,Total - Gender,59,57.0
2012,British Columbia,Total population,Tertiary education,35 to 44 years,Men+,59,49.0
2012,British Columbia,Total population,Tertiary education,35 to 44 years,Women+,59,63.0
2012,British Columbia,Total population,Tertiary education,45 to 54 years,Total - Gender,59,48.0
2012,British Columbia,Total population,Tertiary education,45 to 54 years,Men+,59,42.0
2012,British Columbia,Total population,Tertiary education,45 to 54 years,Women+,59,55.0
2012,British Columbia,Total population,Tertiary education,55 to 64 years,Total - Gender,59,45.0
2012,British Columbia,Total population,Tertiary education,55 to 64 years,Men+,59,42.0
2012,British Columbia,Total population,Tertiary education,55 to 64 years,Women+,59,49.0
2012,British Columbia,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Total - Gender,59,22.0
2012,British Columbia,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Men+,59,16.0
2012,British Columbia,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Women+,59,27.0
2012,British Columbia,Total population,Short-cycle tertiary,25 to 34 years,Total - Gender,59,21.0
2012,British Columbia,Total population,Short-cycle tertiary,25 to 34 years,Men+,59,16.0
2012,British Columbia,Total population,Short-cycle tertiary,25 to 34 years,Women+,59,26.0
2012,British Columbia,Total population,Short-cycle tertiary,30 to 34 years,Total - Gender,59,21.0
2012,British Columbia,Total population,Short-cycle tertiary,30 to 34 years,Men+,59,16.0
2012,British Columbia,Total population,Short-cycle tertiary,30 to 34 years,Women+,59,27.0
2012,British Columbia,Total population,Short-cycle tertiary,35 to 44 years,Total - Gender,59,23.0
2012,British Columbia,Total population,Short-cycle tertiary,35 to 44 years,Men+,59,18.0
2012,British Columbia,Total population,Short-cycle tertiary,35 to 44 years,Women+,59,27.0
2012,British Columbia,Total population,Short-cycle tertiary,45 to 54 years,Total - Gender,59,23.0
2012,British Columbia,Total population,Short-cycle tertiary,45 to 54 years,Men+,59,16.0
2012,British Columbia,Total population,Short-cycle tertiary,45 to 54 years,Women+,59,29.0
2012,British Columbia,Total population,Short-cycle tertiary,55 to 64 years,Total - Gender,59,20.0
2012,British Columbia,Total population,Short-cycle tertiary,55 to 64 years,Men+,59,15.0
2012,British Columbia,Total population,Short-cycle tertiary,55 to 64 years,Women+,59,26.0
2012,British Columbia,Total population,Bachelor's level,"Total, 25 to 64 years",Total - Gender,59,19.0
2012,British Columbia,Total population,Bachelor's level,"Total, 25 to 64 years",Men+,59,18.0
2012,British Columbia,Total population,Bachelor's level,"Total, 25 to 64 years",Women+,59,21.0
2012,British Columbia,Total population,Bachelor's level,25 to 34 years,Total - Gender,59,24.0
2012,British Columbia,Total population,Bachelor's level,25 to 34 years,Men+,59,20.0
2012,British Columbia,Total population,Bachelor's level,25 to 34 years,Women+,59,27.0
2012,British Columbia,Total population,Bachelor's level,30 to 34 years,Total - Gender,59,23.0
2012,British Columbia,Total population,Bachelor's level,30 to 34 years,Men+,59,19.0
2012,British Columbia,Total population,Bachelor's level,30 to 34 years,Women+,59,27.0
2012,British Columbia,Total population,Bachelor's level,35 to 44 years,Total - Gender,59,23.0
2012,British Columbia,Total population,Bachelor's level,35 to 44 years,Men+,59,21.0
2012,British Columbia,Total population,Bachelor's level,35 to 44 years,Women+,59,26.0
2012,British Columbia,Total population,Bachelor's level,45 to 54 years,Total - Gender,59,16.0
2012,British Columbia,Total population,Bachelor's level,45 to 54 years,Men+,59,15.0
2012,British Columbia,Total population,Bachelor's level,45 to 54 years,Women+,59,17.0
2012,British Columbia,Total population,Bachelor's level,55 to 64 years,Total - Gender,59,15.0
2012,British Columbia,Total population,Bachelor's level,55 to 64 years,Men+,59,15.0
2012,British Columbia,Total population,Bachelor's level,55 to 64 years,Women+,59,15.0
2012,British Columbia,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Total - Gender,59,10.0
2012,British Columbia,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Men+,59,10.0
2012,British Columbia,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Women+,59,9.0
2012,British Columbia,Total population,Master's or Doctoral level,25 to 34 years,Total - Gender,59,8.0
2012,British Columbia,Total population,Master's or Doctoral level,25 to 34 years,Men+,59,7.0
2012,British Columbia,Total population,Master's or Doctoral level,25 to 34 years,Women+,59,9.0
2012,British Columbia,Total population,Master's or Doctoral level,30 to 34 years,Total - Gender,59,11.0
2012,British Columbia,Total population,Master's or Doctoral level,30 to 34 years,Men+,59,10.0
2012,British Columbia,Total population,Master's or Doctoral level,30 to 34 years,Women+,59,12.0
2012,British Columbia,Total population,Master's or Doctoral level,35 to 44 years,Total - Gender,59,11.0
2012,British Columbia,Total population,Master's or Doctoral level,35 to 44 years,Men+,59,11.0
2012,British Columbia,Total population,Master's or Doctoral level,35 to 44 years,Women+,59,10.0
2012,British Columbia,Total population,Master's or Doctoral level,45 to 54 years,Total - Gender,59,10.0
2012,British Columbia,Total population,Master's or Doctoral level,45 to 54 years,Men+,59,11.0
2012,British Columbia,Total population,Master's or Doctoral level,45 to 54 years,Women+,59,8.0
2012,British Columbia,Total population,Master's or Doctoral level,55 to 64 years,Total - Gender,59,10.0
2012,British Columbia,Total population,Master's or Doctoral level,55 to 64 years,Men+,59,12.0
2012,British Columbia,Total population,Master's or Doctoral level,55 to 64 years,Women+,59,8.0
2012,Yukon,Total population,Tertiary education,"Total, 25 to 64 years",Total - Gender,60,53.0
2012,Yukon,Total population,Tertiary education,"Total, 25 to 64 years",Men+,60,42.0
2012,Yukon,Total population,Tertiary education,"Total, 25 to 64 years",Women+,60,65.0
2012,Yukon,Total population,Tertiary education,25 to 34 years,Total - Gender,60,55.0
2012,Yukon,Total population,Tertiary education,25 to 34 years,Men+,60,40.0
2012,Yukon,Total population,Tertiary education,25 to 34 years,Women+,60,69.0
2012,Yukon,Total population,Tertiary education,30 to 34 years,Total - Gender,60,59.0
2012,Yukon,Total population,Tertiary education,30 to 34 years,Men+,60,45.0
2012,Yukon,Total population,Tertiary education,30 to 34 years,Women+,60,75.0
2012,Yukon,Total population,Tertiary education,35 to 44 years,Total - Gender,60,55.0
2012,Yukon,Total population,Tertiary education,35 to 44 years,Men+,60,44.0
2012,Yukon,Total population,Tertiary education,35 to 44 years,Women+,60,65.0
2012,Yukon,Total population,Tertiary education,45 to 54 years,Total - Gender,60,54.0
2012,Yukon,Total population,Tertiary education,45 to 54 years,Men+,60,44.0
2012,Yukon,Total population,Tertiary education,45 to 54 years,Women+,60,63.0
2012,Yukon,Total population,Tertiary education,55 to 64 years,Total - Gender,60,50.0
2012,Yukon,Total population,Tertiary education,55 to 64 years,Men+,60,38.0
2012,Yukon,Total population,Tertiary education,55 to 64 years,Women+,60,62.0
2012,Yukon,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Total - Gender,60,28.0
2012,Yukon,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Men+,60,21.0
2012,Yukon,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Women+,60,35.0
2012,Yukon,Total population,Short-cycle tertiary,25 to 34 years,Total - Gender,60,26.0
2012,Yukon,Total population,Short-cycle tertiary,25 to 34 years,Men+,60,19.0
2012,Yukon,Total population,Short-cycle tertiary,25 to 34 years,Women+,60,33.0
2012,Yukon,Total population,Short-cycle tertiary,30 to 34 years,Total - Gender,60,24.0
2012,Yukon,Total population,Short-cycle tertiary,30 to 34 years,Men+,60,22.0
2012,Yukon,Total population,Short-cycle tertiary,30 to 34 years,Women+,60,27.0
2012,Yukon,Total population,Short-cycle tertiary,35 to 44 years,Total - Gender,60,29.0
2012,Yukon,Total population,Short-cycle tertiary,35 to 44 years,Men+,60,21.0
2012,Yukon,Total population,Short-cycle tertiary,35 to 44 years,Women+,60,36.0
2012,Yukon,Total population,Short-cycle tertiary,45 to 54 years,Total - Gender,60,30.0
2012,Yukon,Total population,Short-cycle tertiary,45 to 54 years,Men+,60,25.0
2012,Yukon,Total population,Short-cycle tertiary,45 to 54 years,Women+,60,34.0
2012,Yukon,Total population,Short-cycle tertiary,55 to 64 years,Total - Gender,60,28.0
2012,Yukon,Total population,Short-cycle tertiary,55 to 64 years,Men+,60,17.0
2012,Yukon,Total population,Short-cycle tertiary,55 to 64 years,Women+,60,39.0
2012,Yukon,Total population,Bachelor's level,"Total, 25 to 64 years",Total - Gender,60,17.0
2012,Yukon,Total population,Bachelor's level,"Total, 25 to 64 years",Men+,60,13.0
2012,Yukon,Total population,Bachelor's level,"Total, 25 to 64 years",Women+,60,21.0
2012,Yukon,Total population,Bachelor's level,25 to 34 years,Total - Gender,60,20.0
2012,Yukon,Total population,Bachelor's level,25 to 34 years,Men+,60,14.0
2012,Yukon,Total population,Bachelor's level,25 to 34 years,Women+,60,27.0
2012,Yukon,Total population,Bachelor's level,30 to 34 years,Total - Gender,60,23.0
2012,Yukon,Total population,Bachelor's level,30 to 34 years,Men+,60,16.0
2012,Yukon,Total population,Bachelor's level,30 to 34 years,Women+,60,31.0
2012,Yukon,Total population,Bachelor's level,35 to 44 years,Total - Gender,60,18.0
2012,Yukon,Total population,Bachelor's level,35 to 44 years,Men+,60,15.0
2012,Yukon,Total population,Bachelor's level,35 to 44 years,Women+,60,20.0
2012,Yukon,Total population,Bachelor's level,45 to 54 years,Total - Gender,60,17.0
2012,Yukon,Total population,Bachelor's level,45 to 54 years,Men+,60,13.0
2012,Yukon,Total population,Bachelor's level,45 to 54 years,Women+,60,21.0
2012,Yukon,Total population,Bachelor's level,55 to 64 years,Total - Gender,60,11.0
2012,Yukon,Total population,Bachelor's level,55 to 64 years,Men+,60,
2012,Yukon,Total population,Bachelor's level,55 to 64 years,Women+,60,15.0
2012,Yukon,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Total - Gender,60,8.0
2012,Yukon,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Men+,60,8.0
2012,Yukon,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Women+,60,8.0
2012,Yukon,Total population,Master's or Doctoral level,25 to 34 years,Total - Gender,60,8.0
2012,Yukon,Total population,Master's or Doctoral level,25 to 34 years,Men+,60,
2012,Yukon,Total population,Master's or Doctoral level,25 to 34 years,Women+,60,9.0
2012,Yukon,Total population,Master's or Doctoral level,30 to 34 years,Total - Gender,60,12.0
2012,Yukon,Total population,Master's or Doctoral level,30 to 34 years,Men+,60,
2012,Yukon,Total population,Master's or Doctoral level,30 to 34 years,Women+,60,
2012,Yukon,Total population,Master's or Doctoral level,35 to 44 years,Total - Gender,60,8.0
2012,Yukon,Total population,Master's or Doctoral level,35 to 44 years,Men+,60,
2012,Yukon,Total population,Master's or Doctoral level,35 to 44 years,Women+,60,8.0
2012,Yukon,Total population,Master's or Doctoral level,45 to 54 years,Total - Gender,60,7.0
2012,Yukon,Total population,Master's or Doctoral level,45 to 54 years,Men+,60,
2012,Yukon,Total population,Master's or Doctoral level,45 to 54 years,Women+,60,8.0
2012,Yukon,Total population,Master's or Doctoral level,55 to 64 years,Total - Gender,60,11.0
2012,Yukon,Total population,Master's or Doctoral level,55 to 64 years,Men+,60,14.0
2012,Yukon,Total population,Master's or Doctoral level,55 to 64 years,Women+,60,
2012,Northwest Territories,Total population,Tertiary education,"Total, 25 to 64 years",Total - Gender,61,48.0
2012,Northwest Territories,Total population,Tertiary education,"Total, 25 to 64 years",Men+,61,39.0
