Year,Geography,Age group,Gender,Indigenous group,Educational attainment,Visible minority,Immigrant status,GeoCode,Value
2021,Newfoundland and Labrador,50 to 54 years,Men+,,,,,10,75.5
2021,Newfoundland and Labrador,55 to 59 years,Men+,,,,,10,62.1
2021,Newfoundland and Labrador,60 to 64 years,Men+,,,,,10,40.8
2021,Newfoundland and Labrador,65 years and over,Men+,,,,,10,12.3
2021,Newfoundland and Labrador,65 to 69 years,Men+,,,,,10,22.7
2021,Newfoundland and Labrador,70 years and over,Men+,,,,,10,6.6
2021,Newfoundland and Labrador,15 to 24 years,Women+,,,,,10,53.7
2021,Newfoundland and Labrador,25 years and over,Women+,,,,,10,48.2
2021,Newfoundland and Labrador,25 to 44 years,Women+,,,,,10,78.0
2021,Newfoundland and Labrador,45 to 64 years,Women+,,,,,10,59.0
2021,Newfoundland and Labrador,45 years and over,Women+,,,,,10,36.0
2021,Newfoundland and Labrador,25 to 54 years,Women+,,,,,10,76.6
2021,Newfoundland and Labrador,55 years and over,Women+,,,,,10,22.4
2021,Newfoundland and Labrador,15 to 64 years,Women+,,,,,10,64.9
2021,Newfoundland and Labrador,15 to 19 years,Women+,,,,,10,43.2
2021,Newfoundland and Labrador,20 to 24 years,Women+,,,,,10,63.4
2021,Newfoundland and Labrador,25 to 29 years,Women+,,,,,10,74.0
2021,Newfoundland and Labrador,30 to 34 years,Women+,,,,,10,79.0
2021,Newfoundland and Labrador,35 to 39 years,Women+,,,,,10,78.0
2021,Newfoundland and Labrador,40 to 44 years,Women+,,,,,10,80.0
2021,Newfoundland and Labrador,45 to 49 years,Women+,,,,,10,78.5
2021,Newfoundland and Labrador,50 to 54 years,Women+,,,,,10,72.3
2021,Newfoundland and Labrador,55 to 59 years,Women+,,,,,10,56.7
2021,Newfoundland and Labrador,60 to 64 years,Women+,,,,,10,33.8
2021,Newfoundland and Labrador,65 years and over,Women+,,,,,10,6.4
2021,Newfoundland and Labrador,65 to 69 years,Women+,,,,,10,12.0
2021,Newfoundland and Labrador,70 years and over,Women+,,,,,10,3.6
2021,Prince Edward Island,15 to 24 years,Total - Gender,,,,,11,58.9
2021,Prince Edward Island,25 years and over,Total - Gender,,,,,11,59.4
2021,Prince Edward Island,25 to 44 years,Total - Gender,,,,,11,82.3
2021,Prince Edward Island,45 to 64 years,Total - Gender,,,,,11,71.0
2021,Prince Edward Island,45 years and over,Total - Gender,,,,,11,47.6
2021,Prince Edward Island,25 to 54 years,Total - Gender,,,,,11,81.5
2021,Prince Edward Island,55 years and over,Total - Gender,,,,,11,35.8
2021,Prince Edward Island,15 to 64 years,Total - Gender,,,,,11,72.7
2021,Prince Edward Island,15 to 19 years,Total - Gender,,,,,11,43.8
2021,Prince Edward Island,20 to 24 years,Total - Gender,,,,,11,69.7
2021,Prince Edward Island,25 to 29 years,Total - Gender,,,,,11,80.4
2021,Prince Edward Island,30 to 34 years,Total - Gender,,,,,11,85.4
2021,Prince Edward Island,35 to 39 years,Total - Gender,,,,,11,82.1
2021,Prince Edward Island,40 to 44 years,Total - Gender,,,,,11,82.1
2021,Prince Edward Island,45 to 49 years,Total - Gender,,,,,11,80.6
2021,Prince Edward Island,50 to 54 years,Total - Gender,,,,,11,78.8
2021,Prince Edward Island,55 to 59 years,Total - Gender,,,,,11,71.8
2021,Prince Edward Island,60 to 64 years,Total - Gender,,,,,11,53.9
2021,Prince Edward Island,65 years and over,Total - Gender,,,,,11,15.7
2021,Prince Edward Island,65 to 69 years,Total - Gender,,,,,11,28.6
2021,Prince Edward Island,70 years and over,Total - Gender,,,,,11,9.9
2021,Prince Edward Island,15 to 24 years,Men+,,,,,11,59.0
2021,Prince Edward Island,25 years and over,Men+,,,,,11,63.9
2021,Prince Edward Island,25 to 44 years,Men+,,,,,11,83.7
2021,Prince Edward Island,45 to 64 years,Men+,,,,,11,73.9
2021,Prince Edward Island,45 years and over,Men+,,,,,11,53.4
2021,Prince Edward Island,25 to 54 years,Men+,,,,,11,83.0
2021,Prince Edward Island,55 years and over,Men+,,,,,11,42.7
2021,Prince Edward Island,15 to 64 years,Men+,,,,,11,74.7
2021,Prince Edward Island,15 to 19 years,Men+,,,,,11,43.2
2021,Prince Edward Island,20 to 24 years,Men+,,,,,11,70.5
2021,Prince Edward Island,25 to 29 years,Men+,,,,,11,81.1
2021,Prince Edward Island,30 to 34 years,Men+,,,,,11,87.0
2021,Prince Edward Island,35 to 39 years,Men+,,,,,11,83.0
2021,Prince Edward Island,40 to 44 years,Men+,,,,,11,84.1
2021,Prince Edward Island,45 to 49 years,Men+,,,,,11,82.6
2021,Prince Edward Island,50 to 54 years,Men+,,,,,11,80.8
2021,Prince Edward Island,55 to 59 years,Men+,,,,,11,73.7
2021,Prince Edward Island,60 to 64 years,Men+,,,,,11,63.6
2021,Prince Edward Island,65 years and over,Men+,,,,,11,23.8
2021,Prince Edward Island,65 to 69 years,Men+,,,,,11,40.0
2021,Prince Edward Island,70 years and over,Men+,,,,,11,15.5
2021,Prince Edward Island,15 to 24 years,Women+,,,,,11,58.8
2021,Prince Edward Island,25 years and over,Women+,,,,,11,55.1
2021,Prince Edward Island,25 to 44 years,Women+,,,,,11,80.9
2021,Prince Edward Island,45 to 64 years,Women+,,,,,11,67.4
2021,Prince Edward Island,45 years and over,Women+,,,,,11,42.4
2021,Prince Edward Island,25 to 54 years,Women+,,,,,11,80.1
2021,Prince Edward Island,55 years and over,Women+,,,,,11,29.2
2021,Prince Edward Island,15 to 64 years,Women+,,,,,11,70.9
2021,Prince Edward Island,15 to 19 years,Women+,,,,,11,45.5
2021,Prince Edward Island,20 to 24 years,Women+,,,,,11,69.0
2021,Prince Edward Island,25 to 29 years,Women+,,,,,11,79.6
2021,Prince Edward Island,30 to 34 years,Women+,,,,,11,82.0
2021,Prince Edward Island,35 to 39 years,Women+,,,,,11,79.6
2021,Prince Edward Island,40 to 44 years,Women+,,,,,11,80.4
2021,Prince Edward Island,45 to 49 years,Women+,,,,,11,80.4
2021,Prince Edward Island,50 to 54 years,Women+,,,,,11,76.9
2021,Prince Edward Island,55 to 59 years,Women+,,,,,11,70.0
2021,Prince Edward Island,60 to 64 years,Women+,,,,,11,45.0
2021,Prince Edward Island,65 years and over,Women+,,,,,11,9.4
2021,Prince Edward Island,65 to 69 years,Women+,,,,,11,18.2
2021,Prince Edward Island,70 years and over,Women+,,,,,11,4.3
2021,Nova Scotia,15 to 24 years,Total - Gender,,,,,12,59.6
2021,Nova Scotia,25 years and over,Total - Gender,,,,,12,56.7
2021,Nova Scotia,25 to 44 years,Total - Gender,,,,,12,81.8
2021,Nova Scotia,45 to 64 years,Total - Gender,,,,,12,68.4
2021,Nova Scotia,45 years and over,Total - Gender,,,,,12,44.4
2021,Nova Scotia,25 to 54 years,Total - Gender,,,,,12,81.6
2021,Nova Scotia,55 years and over,Total - Gender,,,,,12,31.9
2021,Nova Scotia,15 to 64 years,Total - Gender,,,,,12,72.0
2021,Nova Scotia,15 to 19 years,Total - Gender,,,,,12,42.6
2021,Nova Scotia,20 to 24 years,Total - Gender,,,,,12,73.0
2021,Nova Scotia,25 to 29 years,Total - Gender,,,,,12,78.8
2021,Nova Scotia,30 to 34 years,Total - Gender,,,,,12,82.0
2021,Nova Scotia,35 to 39 years,Total - Gender,,,,,12,82.8
2021,Nova Scotia,40 to 44 years,Total - Gender,,,,,12,84.0
2021,Nova Scotia,45 to 49 years,Total - Gender,,,,,12,82.3
2021,Nova Scotia,50 to 54 years,Total - Gender,,,,,12,80.6
2021,Nova Scotia,55 to 59 years,Total - Gender,,,,,12,67.1
2021,Nova Scotia,60 to 64 years,Total - Gender,,,,,12,49.0
2021,Nova Scotia,65 years and over,Total - Gender,,,,,12,12.7
2021,Nova Scotia,65 to 69 years,Total - Gender,,,,,12,24.3
2021,Nova Scotia,70 years and over,Total - Gender,,,,,12,7.1
2021,Nova Scotia,15 to 24 years,Men+,,,,,12,57.6
2021,Nova Scotia,25 years and over,Men+,,,,,12,59.6
2021,Nova Scotia,25 to 44 years,Men+,,,,,12,82.7
2021,Nova Scotia,45 to 64 years,Men+,,,,,12,70.9
2021,Nova Scotia,45 years and over,Men+,,,,,12,48.0
2021,Nova Scotia,25 to 54 years,Men+,,,,,12,82.4
2021,Nova Scotia,55 years and over,Men+,,,,,12,36.4
2021,Nova Scotia,15 to 64 years,Men+,,,,,12,72.9
2021,Nova Scotia,15 to 19 years,Men+,,,,,12,40.1
2021,Nova Scotia,20 to 24 years,Men+,,,,,12,71.2
2021,Nova Scotia,25 to 29 years,Men+,,,,,12,80.1
2021,Nova Scotia,30 to 34 years,Men+,,,,,12,80.9
2021,Nova Scotia,35 to 39 years,Men+,,,,,12,83.8
2021,Nova Scotia,40 to 44 years,Men+,,,,,12,86.4
2021,Nova Scotia,45 to 49 years,Men+,,,,,12,84.6
2021,Nova Scotia,50 to 54 years,Men+,,,,,12,79.1
2021,Nova Scotia,55 to 59 years,Men+,,,,,12,70.1
2021,Nova Scotia,60 to 64 years,Men+,,,,,12,54.5
2021,Nova Scotia,65 years and over,Men+,,,,,12,16.4
2021,Nova Scotia,65 to 69 years,Men+,,,,,12,28.4
2021,Nova Scotia,70 years and over,Men+,,,,,12,10.4
2021,Nova Scotia,15 to 24 years,Women+,,,,,12,61.6
2021,Nova Scotia,25 years and over,Women+,,,,,12,54.0
2021,Nova Scotia,25 to 44 years,Women+,,,,,12,80.9
2021,Nova Scotia,45 to 64 years,Women+,,,,,12,66.0
2021,Nova Scotia,45 years and over,Women+,,,,,12,41.1
2021,Nova Scotia,25 to 54 years,Women+,,,,,12,81.0
2021,Nova Scotia,55 years and over,Women+,,,,,12,27.8
2021,Nova Scotia,15 to 64 years,Women+,,,,,12,71.0
2021,Nova Scotia,15 to 19 years,Women+,,,,,12,45.3
2021,Nova Scotia,20 to 24 years,Women+,,,,,12,74.7
2021,Nova Scotia,25 to 29 years,Women+,,,,,12,77.1
2021,Nova Scotia,30 to 34 years,Women+,,,,,12,83.0
2021,Nova Scotia,35 to 39 years,Women+,,,,,12,81.5
2021,Nova Scotia,40 to 44 years,Women+,,,,,12,81.7
2021,Nova Scotia,45 to 49 years,Women+,,,,,12,80.3
2021,Nova Scotia,50 to 54 years,Women+,,,,,12,82.0
2021,Nova Scotia,55 to 59 years,Women+,,,,,12,64.0
2021,Nova Scotia,60 to 64 years,Women+,,,,,12,43.8
2021,Nova Scotia,65 years and over,Women+,,,,,12,9.4
2021,Nova Scotia,65 to 69 years,Women+,,,,,12,20.5
2021,Nova Scotia,70 years and over,Women+,,,,,12,4.3
2021,New Brunswick,15 to 24 years,Total - Gender,,,,,13,59.7
2021,New Brunswick,25 years and over,Total - Gender,,,,,13,55.2
2021,New Brunswick,25 to 44 years,Total - Gender,,,,,13,81.0
2021,New Brunswick,45 to 64 years,Total - Gender,,,,,13,67.9
2021,New Brunswick,45 years and over,Total - Gender,,,,,13,43.5
2021,New Brunswick,25 to 54 years,Total - Gender,,,,,13,81.1
2021,New Brunswick,55 years and over,Total - Gender,,,,,13,30.5
2021,New Brunswick,15 to 64 years,Total - Gender,,,,,13,71.4
2021,New Brunswick,15 to 19 years,Total - Gender,,,,,13,50.0
2021,New Brunswick,20 to 24 years,Total - Gender,,,,,13,68.6
2021,New Brunswick,25 to 29 years,Total - Gender,,,,,13,78.4
2021,New Brunswick,30 to 34 years,Total - Gender,,,,,13,81.3
2021,New Brunswick,35 to 39 years,Total - Gender,,,,,13,82.3
2021,New Brunswick,40 to 44 years,Total - Gender,,,,,13,81.8
2021,New Brunswick,45 to 49 years,Total - Gender,,,,,13,83.5
2021,New Brunswick,50 to 54 years,Total - Gender,,,,,13,78.9
2021,New Brunswick,55 to 59 years,Total - Gender,,,,,13,66.3
2021,New Brunswick,60 to 64 years,Total - Gender,,,,,13,47.7
2021,New Brunswick,65 years and over,Total - Gender,,,,,13,11.3
2021,New Brunswick,65 to 69 years,Total - Gender,,,,,13,20.7
2021,New Brunswick,70 years and over,Total - Gender,,,,,13,6.6
2021,New Brunswick,15 to 24 years,Men+,,,,,13,60.6
2021,New Brunswick,25 years and over,Men+,,,,,13,57.5
2021,New Brunswick,25 to 44 years,Men+,,,,,13,81.1
2021,New Brunswick,45 to 64 years,Men+,,,,,13,70.0
2021,New Brunswick,45 years and over,Men+,,,,,13,46.5
2021,New Brunswick,25 to 54 years,Men+,,,,,13,81.4
2021,New Brunswick,55 years and over,Men+,,,,,13,34.1
2021,New Brunswick,15 to 64 years,Men+,,,,,13,72.5
2021,New Brunswick,15 to 19 years,Men+,,,,,13,50.0
2021,New Brunswick,20 to 24 years,Men+,,,,,13,70.2
2021,New Brunswick,25 to 29 years,Men+,,,,,13,78.6
2021,New Brunswick,30 to 34 years,Men+,,,,,13,82.5
2021,New Brunswick,35 to 39 years,Men+,,,,,13,81.9
2021,New Brunswick,40 to 44 years,Men+,,,,,13,82.3
2021,New Brunswick,45 to 49 years,Men+,,,,,13,84.4
2021,New Brunswick,50 to 54 years,Men+,,,,,13,79.1
2021,New Brunswick,55 to 59 years,Men+,,,,,13,67.7
2021,New Brunswick,60 to 64 years,Men+,,,,,13,53.0
2021,New Brunswick,65 years and over,Men+,,,,,13,14.1
2021,New Brunswick,65 to 69 years,Men+,,,,,13,23.1
2021,New Brunswick,70 years and over,Men+,,,,,13,9.5
2021,New Brunswick,15 to 24 years,Women+,,,,,13,58.7
2021,New Brunswick,25 years and over,Women+,,,,,13,53.0
2021,New Brunswick,25 to 44 years,Women+,,,,,13,80.8
2021,New Brunswick,45 to 64 years,Women+,,,,,13,65.9
2021,New Brunswick,45 years and over,Women+,,,,,13,40.7
2021,New Brunswick,25 to 54 years,Women+,,,,,13,80.8
2021,New Brunswick,55 years and over,Women+,,,,,13,27.1
2021,New Brunswick,15 to 64 years,Women+,,,,,13,70.3
2021,New Brunswick,15 to 19 years,Women+,,,,,13,50.0
2021,New Brunswick,20 to 24 years,Women+,,,,,13,66.7
2021,New Brunswick,25 to 29 years,Women+,,,,,13,77.8
2021,New Brunswick,30 to 34 years,Women+,,,,,13,80.5
2021,New Brunswick,35 to 39 years,Women+,,,,,13,82.7
2021,New Brunswick,40 to 44 years,Women+,,,,,13,81.6
2021,New Brunswick,45 to 49 years,Women+,,,,,13,82.7
2021,New Brunswick,50 to 54 years,Women+,,,,,13,78.2
2021,New Brunswick,55 to 59 years,Women+,,,,,13,64.7
2021,New Brunswick,60 to 64 years,Women+,,,,,13,42.5
2021,New Brunswick,65 years and over,Women+,,,,,13,8.7
2021,New Brunswick,65 to 69 years,Women+,,,,,13,18.2
2021,New Brunswick,70 years and over,Women+,,,,,13,4.1
2021,Quebec,15 to 24 years,Total - Gender,,,,,24,62.3
2021,Quebec,25 years and over,Total - Gender,,,,,24,60.1
2021,Quebec,25 to 44 years,Total - Gender,,,,,24,84.7
2021,Quebec,45 to 64 years,Total - Gender,,,,,24,72.0
2021,Quebec,45 years and over,Total - Gender,,,,,24,46.0
2021,Quebec,25 to 54 years,Total - Gender,,,,,24,84.8
2021,Quebec,55 years and over,Total - Gender,,,,,24,31.8
2021,Quebec,15 to 64 years,Total - Gender,,,,,24,75.6
2021,Quebec,15 to 19 years,Total - Gender,,,,,24,51.6
2021,Quebec,20 to 24 years,Total - Gender,,,,,24,71.8
2021,Quebec,25 to 29 years,Total - Gender,,,,,24,82.1
2021,Quebec,30 to 34 years,Total - Gender,,,,,24,83.9
2021,Quebec,35 to 39 years,Total - Gender,,,,,24,85.1
2021,Quebec,40 to 44 years,Total - Gender,,,,,24,87.3
2021,Quebec,45 to 49 years,Total - Gender,,,,,24,86.0
2021,Quebec,50 to 54 years,Total - Gender,,,,,24,84.3
2021,Quebec,55 to 59 years,Total - Gender,,,,,24,72.9
2021,Quebec,60 to 64 years,Total - Gender,,,,,24,49.0
2021,Quebec,65 years and over,Total - Gender,,,,,24,10.2
2021,Quebec,65 to 69 years,Total - Gender,,,,,24,20.5
2021,Quebec,70 years and over,Total - Gender,,,,,24,5.2
2021,Quebec,15 to 24 years,Men+,,,,,24,60.5
2021,Quebec,25 years and over,Men+,,,,,24,64.3
2021,Quebec,25 to 44 years,Men+,,,,,24,86.5
2021,Quebec,45 to 64 years,Men+,,,,,24,76.0
2021,Quebec,45 years and over,Men+,,,,,24,51.2
2021,Quebec,25 to 54 years,Men+,,,,,24,86.6
2021,Quebec,55 years and over,Men+,,,,,24,37.6
2021,Quebec,15 to 64 years,Men+,,,,,24,77.7
2021,Quebec,15 to 19 years,Men+,,,,,24,49.6
2021,Quebec,20 to 24 years,Men+,,,,,24,70.0
2021,Quebec,25 to 29 years,Men+,,,,,24,82.7
2021,Quebec,30 to 34 years,Men+,,,,,24,86.5
2021,Quebec,35 to 39 years,Men+,,,,,24,87.5
2021,Quebec,40 to 44 years,Men+,,,,,24,89.1
2021,Quebec,45 to 49 years,Men+,,,,,24,88.3
2021,Quebec,50 to 54 years,Men+,,,,,24,85.3
2021,Quebec,55 to 59 years,Men+,,,,,24,77.2
2021,Quebec,60 to 64 years,Men+,,,,,24,56.4
2021,Quebec,65 years and over,Men+,,,,,24,14.4
2021,Quebec,65 to 69 years,Men+,,,,,24,25.4
2021,Quebec,70 years and over,Men+,,,,,24,8.8
2021,Quebec,15 to 24 years,Women+,,,,,24,64.2
2021,Quebec,25 years and over,Women+,,,,,24,55.8
2021,Quebec,25 to 44 years,Women+,,,,,24,82.8
2021,Quebec,45 to 64 years,Women+,,,,,24,67.9
2021,Quebec,45 years and over,Women+,,,,,24,41.0
2021,Quebec,25 to 54 years,Women+,,,,,24,83.0
2021,Quebec,55 years and over,Women+,,,,,24,26.4
2021,Quebec,15 to 64 years,Women+,,,,,24,73.4
2021,Quebec,15 to 19 years,Women+,,,,,24,53.6
2021,Quebec,20 to 24 years,Women+,,,,,24,73.7
2021,Quebec,25 to 29 years,Women+,,,,,24,81.5
2021,Quebec,30 to 34 years,Women+,,,,,24,81.2
2021,Quebec,35 to 39 years,Women+,,,,,24,82.7
2021,Quebec,40 to 44 years,Women+,,,,,24,85.5
2021,Quebec,45 to 49 years,Women+,,,,,24,83.8
2021,Quebec,50 to 54 years,Women+,,,,,24,83.2
2021,Quebec,55 to 59 years,Women+,,,,,24,68.6
2021,Quebec,60 to 64 years,Women+,,,,,24,41.7
2021,Quebec,65 years and over,Women+,,,,,24,6.4
2021,Quebec,65 to 69 years,Women+,,,,,24,15.9
2021,Quebec,70 years and over,Women+,,,,,24,2.3
2021,Ontario,15 to 24 years,Total - Gender,,,,,35,50.9
2021,Ontario,25 years and over,Total - Gender,,,,,35,61.4
2021,Ontario,25 to 44 years,Total - Gender,,,,,35,81.0
2021,Ontario,45 to 64 years,Total - Gender,,,,,35,72.5
2021,Ontario,45 years and over,Total - Gender,,,,,35,49.2
2021,Ontario,25 to 54 years,Total - Gender,,,,,35,81.3
2021,Ontario,55 years and over,Total - Gender,,,,,35,35.9
2021,Ontario,15 to 64 years,Total - Gender,,,,,35,72.1
2021,Ontario,15 to 19 years,Total - Gender,,,,,35,37.1
2021,Ontario,20 to 24 years,Total - Gender,,,,,35,62.4
2021,Ontario,25 to 29 years,Total - Gender,,,,,35,77.8
2021,Ontario,30 to 34 years,Total - Gender,,,,,35,82.7
2021,Ontario,35 to 39 years,Total - Gender,,,,,35,81.5
2021,Ontario,40 to 44 years,Total - Gender,,,,,35,82.4
2021,Ontario,45 to 49 years,Total - Gender,,,,,35,82.9
2021,Ontario,50 to 54 years,Total - Gender,,,,,35,80.9
2021,Ontario,55 to 59 years,Total - Gender,,,,,35,71.8
2021,Ontario,60 to 64 years,Total - Gender,,,,,35,55.4
2021,Ontario,65 years and over,Total - Gender,,,,,35,13.8
2021,Ontario,65 to 69 years,Total - Gender,,,,,35,27.7
2021,Ontario,70 years and over,Total - Gender,,,,,35,7.4
2021,Ontario,15 to 24 years,Men+,,,,,35,50.5
2021,Ontario,25 years and over,Men+,,,,,35,66.8
2021,Ontario,25 to 44 years,Men+,,,,,35,84.8
2021,Ontario,45 to 64 years,Men+,,,,,35,77.4
2021,Ontario,45 years and over,Men+,,,,,35,54.8
2021,Ontario,25 to 54 years,Men+,,,,,35,85.1
2021,Ontario,55 years and over,Men+,,,,,35,41.9
2021,Ontario,15 to 64 years,Men+,,,,,35,75.3
2021,Ontario,15 to 19 years,Men+,,,,,35,36.1
2021,Ontario,20 to 24 years,Men+,,,,,35,62.3
2021,Ontario,25 to 29 years,Men+,,,,,35,79.5
2021,Ontario,30 to 34 years,Men+,,,,,35,86.2
2021,Ontario,35 to 39 years,Men+,,,,,35,87.7
2021,Ontario,40 to 44 years,Men+,,,,,35,86.8
2021,Ontario,45 to 49 years,Men+,,,,,35,86.9
2021,Ontario,50 to 54 years,Men+,,,,,35,84.9
2021,Ontario,55 to 59 years,Men+,,,,,35,77.2
2021,Ontario,60 to 64 years,Men+,,,,,35,61.4
2021,Ontario,65 years and over,Men+,,,,,35,18.5
2021,Ontario,65 to 69 years,Men+,,,,,35,34.1
2021,Ontario,70 years and over,Men+,,,,,35,10.9
2021,Ontario,15 to 24 years,Women+,,,,,35,51.5
2021,Ontario,25 years and over,Women+,,,,,35,56.4
2021,Ontario,25 to 44 years,Women+,,,,,35,77.2
2021,Ontario,45 to 64 years,Women+,,,,,35,67.9
2021,Ontario,45 years and over,Women+,,,,,35,44.0
2021,Ontario,25 to 54 years,Women+,,,,,35,77.5
2021,Ontario,55 years and over,Women+,,,,,35,30.5
2021,Ontario,15 to 64 years,Women+,,,,,35,68.8
2021,Ontario,15 to 19 years,Women+,,,,,35,38.2
2021,Ontario,20 to 24 years,Women+,,,,,35,62.6
2021,Ontario,25 to 29 years,Women+,,,,,35,75.9
2021,Ontario,30 to 34 years,Women+,,,,,35,79.2
2021,Ontario,35 to 39 years,Women+,,,,,35,75.4
2021,Ontario,40 to 44 years,Women+,,,,,35,78.1
2021,Ontario,45 to 49 years,Women+,,,,,35,79.1
2021,Ontario,50 to 54 years,Women+,,,,,35,77.2
2021,Ontario,55 to 59 years,Women+,,,,,35,66.5
2021,Ontario,60 to 64 years,Women+,,,,,35,49.7
2021,Ontario,65 years and over,Women+,,,,,35,9.9
2021,Ontario,65 to 69 years,Women+,,,,,35,21.8
2021,Ontario,70 years and over,Women+,,,,,35,4.6
2021,Manitoba,15 to 24 years,Total - Gender,,,,,46,60.2
2021,Manitoba,25 years and over,Total - Gender,,,,,46,62.9
2021,Manitoba,25 to 44 years,Total - Gender,,,,,46,82.5
2021,Manitoba,45 to 64 years,Total - Gender,,,,,46,74.1
2021,Manitoba,45 years and over,Total - Gender,,,,,46,49.9
2021,Manitoba,25 to 54 years,Total - Gender,,,,,46,83.2
2021,Manitoba,55 years and over,Total - Gender,,,,,46,35.9
2021,Manitoba,15 to 64 years,Total - Gender,,,,,46,74.8
2021,Manitoba,15 to 19 years,Total - Gender,,,,,46,43.6
2021,Manitoba,20 to 24 years,Total - Gender,,,,,46,73.7
2021,Manitoba,25 to 29 years,Total - Gender,,,,,46,78.8
2021,Manitoba,30 to 34 years,Total - Gender,,,,,46,82.5
2021,Manitoba,35 to 39 years,Total - Gender,,,,,46,84.1
2021,Manitoba,40 to 44 years,Total - Gender,,,,,46,84.9
2021,Manitoba,45 to 49 years,Total - Gender,,,,,46,84.6
2021,Manitoba,50 to 54 years,Total - Gender,,,,,46,84.7
2021,Manitoba,55 to 59 years,Total - Gender,,,,,46,73.6
2021,Manitoba,60 to 64 years,Total - Gender,,,,,46,54.7
2021,Manitoba,65 years and over,Total - Gender,,,,,46,13.9
2021,Manitoba,65 to 69 years,Total - Gender,,,,,46,26.2
2021,Manitoba,70 years and over,Total - Gender,,,,,46,7.9
2021,Manitoba,15 to 24 years,Men+,,,,,46,59.7
2021,Manitoba,25 years and over,Men+,,,,,46,68.9
2021,Manitoba,25 to 44 years,Men+,,,,,46,87.2
2021,Manitoba,45 to 64 years,Men+,,,,,46,79.3
2021,Manitoba,45 years and over,Men+,,,,,46,56.1
2021,Manitoba,25 to 54 years,Men+,,,,,46,87.5
2021,Manitoba,55 years and over,Men+,,,,,46,42.5
2021,Manitoba,15 to 64 years,Men+,,,,,46,78.5
2021,Manitoba,15 to 19 years,Men+,,,,,46,41.9
2021,Manitoba,20 to 24 years,Men+,,,,,46,73.6
2021,Manitoba,25 to 29 years,Men+,,,,,46,81.0
2021,Manitoba,30 to 34 years,Men+,,,,,46,89.9
2021,Manitoba,35 to 39 years,Men+,,,,,46,89.2
2021,Manitoba,40 to 44 years,Men+,,,,,46,88.9
2021,Manitoba,45 to 49 years,Men+,,,,,46,89.0
2021,Manitoba,50 to 54 years,Men+,,,,,46,87.6
2021,Manitoba,55 to 59 years,Men+,,,,,46,79.5
2021,Manitoba,60 to 64 years,Men+,,,,,46,61.8
2021,Manitoba,65 years and over,Men+,,,,,46,18.9
2021,Manitoba,65 to 69 years,Men+,,,,,46,32.8
2021,Manitoba,70 years and over,Men+,,,,,46,11.5
2021,Manitoba,15 to 24 years,Women+,,,,,46,60.8
2021,Manitoba,25 years and over,Women+,,,,,46,57.0
2021,Manitoba,25 to 44 years,Women+,,,,,46,77.6
2021,Manitoba,45 to 64 years,Women+,,,,,46,68.9
2021,Manitoba,45 years and over,Women+,,,,,46,44.1
2021,Manitoba,25 to 54 years,Women+,,,,,46,78.6
2021,Manitoba,55 years and over,Women+,,,,,46,29.9
2021,Manitoba,15 to 64 years,Women+,,,,,46,71.0
2021,Manitoba,15 to 19 years,Women+,,,,,46,45.2
2021,Manitoba,20 to 24 years,Women+,,,,,46,73.8
2021,Manitoba,25 to 29 years,Women+,,,,,46,76.3
2021,Manitoba,30 to 34 years,Women+,,,,,46,74.7
2021,Manitoba,35 to 39 years,Women+,,,,,46,78.6
2021,Manitoba,40 to 44 years,Women+,,,,,46,80.7
2021,Manitoba,45 to 49 years,Women+,,,,,46,80.4
