Year,Geography,Economic family type,Demographic characteristics,Household food security status,GeoCode,Value
2020,Saskatchewan,Persons in other elderly families,,"Food insecure, moderate",47,
2020,Saskatchewan,Persons in other elderly families,,"Food insecure, severe",47,
2020,Saskatchewan,Persons in non-elderly families,,Food secure,47,80.4
2020,Saskatchewan,Persons in non-elderly families,,Food secure,47,19.6
2020,Saskatchewan,Persons in non-elderly families,,"Food insecure, marginal",47,6.2
2020,Saskatchewan,Persons in non-elderly families,,"Food insecure, moderate or severe",47,13.4
2020,Saskatchewan,Persons in non-elderly families,,"Food insecure, moderate",47,8.9
2020,Saskatchewan,Persons in non-elderly families,,"Food insecure, severe",47,4.5
2020,Saskatchewan,Persons in couples,,Food secure,47,86.0
2020,Saskatchewan,Persons in couples,,Food secure,47,14.0
2020,Saskatchewan,Persons in couples,,"Food insecure, marginal",47,2.9
2020,Saskatchewan,Persons in couples,,"Food insecure, moderate or severe",47,11.1
2020,Saskatchewan,Persons in couples,,"Food insecure, moderate",47,6.9
2020,Saskatchewan,Persons in couples,,"Food insecure, severe",47,4.2
2020,Saskatchewan,Persons in couple families with children,,Food secure,47,81.6
2020,Saskatchewan,Persons in couple families with children,,Food secure,47,18.4
2020,Saskatchewan,Persons in couple families with children,,"Food insecure, marginal",47,7.4
2020,Saskatchewan,Persons in couple families with children,,"Food insecure, moderate or severe",47,10.9
2020,Saskatchewan,Persons in couple families with children,,"Food insecure, moderate",47,7.2
2020,Saskatchewan,Persons in couple families with children,,"Food insecure, severe",47,3.8
2020,Saskatchewan,Persons in couple families with other relatives,,Food secure,47,89.1
2020,Saskatchewan,Persons in couple families with other relatives,,Food secure,47,10.9
2020,Saskatchewan,Persons in couple families with other relatives,,"Food insecure, marginal",47,
2020,Saskatchewan,Persons in couple families with other relatives,,"Food insecure, moderate or severe",47,7.0
2020,Saskatchewan,Persons in couple families with other relatives,,"Food insecure, moderate",47,5.7
2020,Saskatchewan,Persons in couple families with other relatives,,"Food insecure, severe",47,
2020,Saskatchewan,Persons in lone-parent families,,Food secure,47,53.4
2020,Saskatchewan,Persons in lone-parent families,,Food secure,47,46.6
2020,Saskatchewan,Persons in lone-parent families,,"Food insecure, marginal",47,10.4
2020,Saskatchewan,Persons in lone-parent families,,"Food insecure, moderate or severe",47,36.3
2020,Saskatchewan,Persons in lone-parent families,,"Food insecure, moderate",47,23.0
2020,Saskatchewan,Persons in lone-parent families,,"Food insecure, severe",47,13.3
2020,Saskatchewan,Persons in male lone-parent families,,Food secure,47,68.0
2020,Saskatchewan,Persons in male lone-parent families,,Food secure,47,32.0
2020,Saskatchewan,Persons in male lone-parent families,,"Food insecure, marginal",47,
2020,Saskatchewan,Persons in male lone-parent families,,"Food insecure, moderate or severe",47,
2020,Saskatchewan,Persons in male lone-parent families,,"Food insecure, moderate",47,
2020,Saskatchewan,Persons in male lone-parent families,,"Food insecure, severe",47,
2020,Saskatchewan,Persons in female lone-parent families,,Food secure,47,49.8
2020,Saskatchewan,Persons in female lone-parent families,,Food secure,47,50.2
2020,Saskatchewan,Persons in female lone-parent families,,"Food insecure, marginal",47,
2020,Saskatchewan,Persons in female lone-parent families,,"Food insecure, moderate or severe",47,41.8
2020,Saskatchewan,Persons in female lone-parent families,,"Food insecure, moderate",47,25.6
2020,Saskatchewan,Persons in female lone-parent families,,"Food insecure, severe",47,16.2
2020,Saskatchewan,Persons in other non-elderly families,,Food secure,47,73.8
2020,Saskatchewan,Persons in other non-elderly families,,Food secure,47,26.2
2020,Saskatchewan,Persons in other non-elderly families,,"Food insecure, marginal",47,
2020,Saskatchewan,Persons in other non-elderly families,,"Food insecure, moderate or severe",47,22.6
2020,Saskatchewan,Persons in other non-elderly families,,"Food insecure, moderate",47,16.4
2020,Saskatchewan,Persons in other non-elderly families,,"Food insecure, severe",47,
2020,Saskatchewan,Persons not in an economic family,,Food secure,47,76.9
2020,Saskatchewan,Persons not in an economic family,,Food secure,47,23.1
2020,Saskatchewan,Persons not in an economic family,,"Food insecure, marginal",47,5.8
2020,Saskatchewan,Persons not in an economic family,,"Food insecure, moderate or severe",47,17.3
2020,Saskatchewan,Persons not in an economic family,,"Food insecure, moderate",47,8.3
2020,Saskatchewan,Persons not in an economic family,,"Food insecure, severe",47,9.0
2020,Saskatchewan,Elderly persons not in an economic family,,Food secure,47,88.7
2020,Saskatchewan,Elderly persons not in an economic family,,Food secure,47,11.3
2020,Saskatchewan,Elderly persons not in an economic family,,"Food insecure, marginal",47,4.8
2020,Saskatchewan,Elderly persons not in an economic family,,"Food insecure, moderate or severe",47,6.5
2020,Saskatchewan,Elderly persons not in an economic family,,"Food insecure, moderate",47,4.4
2020,Saskatchewan,Elderly persons not in an economic family,,"Food insecure, severe",47,
2020,Saskatchewan,Elderly males not in an economic family,,Food secure,47,86.6
2020,Saskatchewan,Elderly males not in an economic family,,Food secure,47,13.4
2020,Saskatchewan,Elderly males not in an economic family,,"Food insecure, marginal",47,
2020,Saskatchewan,Elderly males not in an economic family,,"Food insecure, moderate or severe",47,9.4
2020,Saskatchewan,Elderly males not in an economic family,,"Food insecure, moderate",47,
2020,Saskatchewan,Elderly males not in an economic family,,"Food insecure, severe",47,
2020,Saskatchewan,Elderly females not in an economic family,,Food secure,47,89.9
2020,Saskatchewan,Elderly females not in an economic family,,Food secure,47,10.1
2020,Saskatchewan,Elderly females not in an economic family,,"Food insecure, marginal",47,5.3
2020,Saskatchewan,Elderly females not in an economic family,,"Food insecure, moderate or severe",47,4.7
2020,Saskatchewan,Elderly females not in an economic family,,"Food insecure, moderate",47,
2020,Saskatchewan,Elderly females not in an economic family,,"Food insecure, severe",47,
2020,Saskatchewan,Non-elderly persons not in an economic family,,Food secure,47,70.9
2020,Saskatchewan,Non-elderly persons not in an economic family,,Food secure,47,29.1
2020,Saskatchewan,Non-elderly persons not in an economic family,,"Food insecure, marginal",47,6.3
2020,Saskatchewan,Non-elderly persons not in an economic family,,"Food insecure, moderate or severe",47,22.8
2020,Saskatchewan,Non-elderly persons not in an economic family,,"Food insecure, moderate",47,10.3
2020,Saskatchewan,Non-elderly persons not in an economic family,,"Food insecure, severe",47,12.5
2020,Saskatchewan,Non-elderly males not in an economic family,,Food secure,47,71.7
2020,Saskatchewan,Non-elderly males not in an economic family,,Food secure,47,28.3
2020,Saskatchewan,Non-elderly males not in an economic family,,"Food insecure, marginal",47,5.5
2020,Saskatchewan,Non-elderly males not in an economic family,,"Food insecure, moderate or severe",47,22.8
2020,Saskatchewan,Non-elderly males not in an economic family,,"Food insecure, moderate",47,8.6
2020,Saskatchewan,Non-elderly males not in an economic family,,"Food insecure, severe",47,14.2
2020,Saskatchewan,Non-elderly females not in an economic family,,Food secure,47,69.7
2020,Saskatchewan,Non-elderly females not in an economic family,,Food secure,47,30.3
2020,Saskatchewan,Non-elderly females not in an economic family,,"Food insecure, marginal",47,7.5
2020,Saskatchewan,Non-elderly females not in an economic family,,"Food insecure, moderate or severe",47,22.8
2020,Saskatchewan,Non-elderly females not in an economic family,,"Food insecure, moderate",47,13.0
2020,Saskatchewan,Non-elderly females not in an economic family,,"Food insecure, severe",47,9.8
2020,Alberta,All persons,,Food secure,48,80.3
2020,Alberta,All persons,,Food secure,48,19.7
2020,Alberta,All persons,,"Food insecure, marginal",48,4.6
2020,Alberta,All persons,,"Food insecure, moderate or severe",48,15.1
2020,Alberta,All persons,,"Food insecure, moderate",48,9.7
2020,Alberta,All persons,,"Food insecure, severe",48,5.4
2020,Alberta,Persons in economic families,,Food secure,48,81.1
2020,Alberta,Persons in economic families,,Food secure,48,18.9
2020,Alberta,Persons in economic families,,"Food insecure, marginal",48,4.5
2020,Alberta,Persons in economic families,,"Food insecure, moderate or severe",48,14.4
2020,Alberta,Persons in economic families,,"Food insecure, moderate",48,9.6
2020,Alberta,Persons in economic families,,"Food insecure, severe",48,4.8
2020,Alberta,Persons in elderly families,,Food secure,48,91.3
2020,Alberta,Persons in elderly families,,Food secure,48,8.7
2020,Alberta,Persons in elderly families,,"Food insecure, marginal",48,3.6
2020,Alberta,Persons in elderly families,,"Food insecure, moderate or severe",48,5.1
2020,Alberta,Persons in elderly families,,"Food insecure, moderate",48,3.2
2020,Alberta,Persons in elderly families,,"Food insecure, severe",48,1.8
2020,Alberta,Persons in elderly couples,,Food secure,48,93.2
2020,Alberta,Persons in elderly couples,,Food secure,48,6.8
2020,Alberta,Persons in elderly couples,,"Food insecure, marginal",48,2.7
2020,Alberta,Persons in elderly couples,,"Food insecure, moderate or severe",48,4.0
2020,Alberta,Persons in elderly couples,,"Food insecure, moderate",48,1.9
2020,Alberta,Persons in elderly couples,,"Food insecure, severe",48,
2020,Alberta,Persons in other elderly families,,Food secure,48,87.1
2020,Alberta,Persons in other elderly families,,Food secure,48,12.9
2020,Alberta,Persons in other elderly families,,"Food insecure, marginal",48,
2020,Alberta,Persons in other elderly families,,"Food insecure, moderate or severe",48,
2020,Alberta,Persons in other elderly families,,"Food insecure, moderate",48,
2020,Alberta,Persons in other elderly families,,"Food insecure, severe",48,
2020,Alberta,Persons in non-elderly families,,Food secure,48,79.8
2020,Alberta,Persons in non-elderly families,,Food secure,48,20.2
2020,Alberta,Persons in non-elderly families,,"Food insecure, marginal",48,4.6
2020,Alberta,Persons in non-elderly families,,"Food insecure, moderate or severe",48,15.6
2020,Alberta,Persons in non-elderly families,,"Food insecure, moderate",48,10.4
2020,Alberta,Persons in non-elderly families,,"Food insecure, severe",48,5.2
2020,Alberta,Persons in couples,,Food secure,48,83.4
2020,Alberta,Persons in couples,,Food secure,48,16.6
2020,Alberta,Persons in couples,,"Food insecure, marginal",48,5.1
2020,Alberta,Persons in couples,,"Food insecure, moderate or severe",48,11.5
2020,Alberta,Persons in couples,,"Food insecure, moderate",48,7.0
2020,Alberta,Persons in couples,,"Food insecure, severe",48,4.5
2020,Alberta,Persons in couple families with children,,Food secure,48,80.4
2020,Alberta,Persons in couple families with children,,Food secure,48,19.6
2020,Alberta,Persons in couple families with children,,"Food insecure, marginal",48,5.0
2020,Alberta,Persons in couple families with children,,"Food insecure, moderate or severe",48,14.6
2020,Alberta,Persons in couple families with children,,"Food insecure, moderate",48,10.8
2020,Alberta,Persons in couple families with children,,"Food insecure, severe",48,3.8
2020,Alberta,Persons in couple families with other relatives,,Food secure,48,81.3
2020,Alberta,Persons in couple families with other relatives,,Food secure,48,18.7
2020,Alberta,Persons in couple families with other relatives,,"Food insecure, marginal",48,
2020,Alberta,Persons in couple families with other relatives,,"Food insecure, moderate or severe",48,16.6
2020,Alberta,Persons in couple families with other relatives,,"Food insecure, moderate",48,
2020,Alberta,Persons in couple families with other relatives,,"Food insecure, severe",48,
2020,Alberta,Persons in lone-parent families,,Food secure,48,60.6
2020,Alberta,Persons in lone-parent families,,Food secure,48,39.4
2020,Alberta,Persons in lone-parent families,,"Food insecure, marginal",48,7.2
2020,Alberta,Persons in lone-parent families,,"Food insecure, moderate or severe",48,32.1
2020,Alberta,Persons in lone-parent families,,"Food insecure, moderate",48,23.5
2020,Alberta,Persons in lone-parent families,,"Food insecure, severe",48,8.6
2020,Alberta,Persons in male lone-parent families,,Food secure,48,65.1
2020,Alberta,Persons in male lone-parent families,,Food secure,48,
2020,Alberta,Persons in male lone-parent families,,"Food insecure, marginal",48,
2020,Alberta,Persons in male lone-parent families,,"Food insecure, moderate or severe",48,
2020,Alberta,Persons in male lone-parent families,,"Food insecure, moderate",48,
2020,Alberta,Persons in male lone-parent families,,"Food insecure, severe",48,
2020,Alberta,Persons in female lone-parent families,,Food secure,48,59.5
2020,Alberta,Persons in female lone-parent families,,Food secure,48,40.5
2020,Alberta,Persons in female lone-parent families,,"Food insecure, marginal",48,
2020,Alberta,Persons in female lone-parent families,,"Food insecure, moderate or severe",48,31.9
2020,Alberta,Persons in female lone-parent families,,"Food insecure, moderate",48,22.0
